"Dist Code","Year","State Code","State Name","Dist Name","PRIMARY SECTOR CONSTANT PRICES (Millions in Rs)","PRIMARY SECTOR CURRENT PRICES (Millions in Rs)","PRIMARY SECTOR CONSTANT SHARES (Percent)","PRIMARY SECTOR CURRENT SHARES (Percent)","SECONDARY SECTOR CONSTANT PRICES (Millions in Rs)","SECONDARY SECTOR CURRENT PRICES (Millions in Rs)","SECONDARY SECTOR CONSTANT SHARES (Percent)","SECONDARY SECTOR CURRENT SHARES (Percent)","TERTIARY SECTOR CONSTANT PRICES (Millions in Rs)","TERTIARY SECTOR CURRENT PRICES (Millions in Rs)","TERTIARY SECTOR CONSTANT SHARES (Percent)","TERTIARY SECTOR CURRENT SHARES (Percent)","TOTAL CONSTANT PRICES (Millions in Rs)","TOTAL CURRENT PRICES (Millions in Rs)","PER CAPITA CURRENT PRICES (1000 in Rs)"
"1068","2010 (2004)","14","Chhattisgarh","Kawardha","4245","7133","36.26","38.4","2451","3796","20.94","20.43","5012","7648","42.81","41.17","11707","18577","23"
"1068","2011 (2004)","14","Chhattisgarh","Kawardha","4148","7533","34.81","36.64","2393","3968","20.08","19.3","5375","9059","45.11","44.06","11916","20561","25"
"1068","2012 (2004)","14","Chhattisgarh","Kawardha","4295","8621","33.94","36.31","2545","4464","20.11","18.8","5816","10662","45.95","44.9","12656","23746","28"
"1068","2013 (2004)","14","Chhattisgarh","Kawardha","4241","8941","31.25","32.88","2921","5495","21.52","20.21","6410","12756","47.23","46.91","13572","27192","31"
"1069","2007 (2004)","14","Chhattisgarh","Mahasmund","6722","8785","37.28","38.51","4662","5813","25.86","25.48","6645","8215","36.86","36.01","18029","22813","24"
"1069","2008 (2004)","14","Chhattisgarh","Mahasmund","7357","11235","35.83","38.15","5711","8015","27.81","27.22","7467","10197","36.36","34.63","20535","29447","30"
"1069","2009 (2004)","14","Chhattisgarh","Mahasmund","7537","12071","35.19","38.28","5608","7710","26.18","24.45","8274","11750","38.63","37.26","21420","31531","32"
"1069","2010 (2004)","14","Chhattisgarh","Mahasmund","7655","12957","33.28","35.81","5795","8617","25.19","23.82","9554","14603","41.53","40.36","23004","36178","36"
"1069","2011 (2004)","14","Chhattisgarh","Mahasmund","8114","14741","34.15","36.13","5473","8778","23.04","21.51","10172","17285","42.81","42.36","23759","40804","40"
"1069","2012 (2004)","14","Chhattisgarh","Mahasmund","9290","18351","35.48","37.68","5810","9861","22.19","20.25","11083","20495","42.33","42.08","26184","48707","46"
"1069","2013 (2004)","14","Chhattisgarh","Mahasmund","9878","20582","34.79","36.36","6325","11454","22.27","20.23","12194","24574","42.94","43.41","28397","56610","53"
"1070","2007 (2004)","14","Chhattisgarh","Kanker","6922","8834","49.95","50.77","2667","3300","19.25","18.96","4269","5267","30.81","30.27","13857","17401","25"
"1070","2008 (2004)","14","Chhattisgarh","Kanker","7189","10537","47.74","49.37","3199","4453","21.24","20.86","4672","6355","31.02","29.77","15060","21344","30"
"1070","2009 (2004)","14","Chhattisgarh","Kanker","7007","10919","45.87","48.66","3165","4362","20.72","19.44","5105","7158","33.42","31.9","15277","22439","31"
"1070","2010 (2004)","14","Chhattisgarh","Kanker","7213","11948","44.68","47.12","3294","4893","20.4","19.29","5638","8518","34.92","33.59","16144","25359","34"
"1070","2011 (2004)","14","Chhattisgarh","Kanker","7556","13548","46.36","48.44","2862","4594","17.56","16.43","5881","9825","36.08","35.13","16299","27967","37"
"1070","2012 (2004)","14","Chhattisgarh","Kanker","8499","16785","48.2","50.85","2856","4875","16.2","14.77","6278","11346","35.6","34.37","17634","33007","43"
"1070","2013 (2004)","14","Chhattisgarh","Kanker","9031","18803","47.9","49.96","3030","5530","16.07","14.69","6793","13305","36.03","35.35","18854","37639","49"
"1071","2007 (2004)","6","Madhya Pradesh","Anuppur","3926","4709","23.08","23.26","7871","9409","46.28","46.48","5213","6125","30.65","30.26","17009","20243","28"
"1071","2008 (2004)","6","Madhya Pradesh","Anuppur","4313","5791","23.13","23.55","8731","11738","46.83","47.73","5600","7063","30.04","28.72","18643","24592","34"
"1071","2009 (2004)","6","Madhya Pradesh","Anuppur","3711","5504","19.41","20.8","9201","12846","48.13","48.55","6206","8107","32.46","30.64","19117","26457","36"
"1071","2010 (2004)","6","Madhya Pradesh","Anuppur","4468","7368","21.52","24.13","9541","13566","45.95","44.42","6753","9606","32.53","31.45","20762","30540","41"
"1071","2011 (2004)","6","Madhya Pradesh","Anuppur","5104","9122","23.19","26.55","9611","14025","43.67","40.82","7294","11207","33.14","32.62","22009","34354","46"
"1071","2012 (2004)","6","Madhya Pradesh","Anuppur","5835","11498","24.15","29.4","10495","14493","43.43","37.06","7837","13114","32.43","33.54","24166","39105","52"
"1071","2013 (2004)","6","Madhya Pradesh","Anuppur","6896","15311","26.6","33.53","10540","15306","40.65","33.51","8491","15053","32.75","32.96","25927","45670","60"
"1072","2007 (2004)","7","Maharashtra","Gondia","8893","11462","30.48","32.81","7924","9264","27.16","26.52","12357","14208","42.36","40.67","29174","34935","28"
"1072","2008 (2004)","7","Maharashtra","Gondia","7464","10402","26.45","28.75","8380","10496","29.7","29.01","12371","15277","43.85","42.23","28215","36175","28"
"1072","2009 (2004)","7","Maharashtra","Gondia","6389","10792","21.98","27.37","8980","11400","30.89","28.91","13700","17246","47.13","43.73","29068","39437","30"
"1072","2010 (2004)","7","Maharashtra","Gondia","7807","15702","24.0","31.95","10324","13868","31.74","28.22","14398","19577","44.26","39.83","32528","49147","38"
"1072","2011 (2004)","7","Maharashtra","Gondia","7902","17820","23.89","32.72","11062","15829","33.45","29.06","14110","20821","42.66","38.22","33074","54470","41"
"1072","2012 (2004)","7","Maharashtra","Gondia","7371","17209","21.22","28.62","12511","19639","36.01","32.66","14859","23286","42.77","38.72","34741","60134","45"
"1072","2013 (2004)","7","Maharashtra","Gondia","7334","19155","19.67","27.92","13951","23077","37.42","33.63","16001","26385","42.91","38.45","37286","68616","51"
"1073","2007 (2004)","7","Maharashtra","Hingoli","9791","12410","37.35","39.37","4844","5659","18.48","17.95","11577","13452","44.17","42.68","26212","31521","29"
"1073","2008 (2004)","7","Maharashtra","Hingoli","7234","10240","29.95","32.62","4855","6064","20.1","19.32","12065","15089","49.95","48.06","24155","31393","28"
"1073","2009 (2004)","7","Maharashtra","Hingoli","8349","13593","30.47","35.83","5147","6528","18.79","17.21","13903","17813","50.74","46.96","27398","37934","33"
"1073","2010 (2004)","7","Maharashtra","Hingoli","11449","22869","35.5","44.26","5579","7508","17.3","14.53","15225","21293","47.2","41.21","32253","51669","45"
"1073","2011 (2004)","7","Maharashtra","Hingoli","11272","25122","34.47","43.9","5507","7976","16.84","13.94","15921","24127","48.69","42.16","32700","57225","49"
"1073","2012 (2004)","7","Maharashtra","Hingoli","10395","25194","30.97","40.39","5769","9066","17.19","14.53","17398","28118","51.84","45.08","33563","62378","52"
"1073","2013 (2004)","7","Maharashtra","Hingoli","10207","27828","28.69","39.4","6101","10121","17.15","14.33","19274","32682","54.17","46.27","35582","70630","58"
"1074","2007 (2004)","7","Maharashtra","Nandurbar","9012","11551","33.73","35.91","4237","4924","15.86","15.31","13473","15694","50.42","48.78","26722","32170","21"
"1074","2008 (2004)","7","Maharashtra","Nandurbar","7302","10301","28.31","30.8","4456","5520","17.27","16.5","14038","17627","54.42","52.7","25796","33447","22"
"1074","2009 (2004)","7","Maharashtra","Nandurbar","7178","11968","25.25","30.43","4806","6081","16.9","15.46","16449","21280","57.85","54.11","28433","39330","25"
"1074","2010 (2004)","7","Maharashtra","Nandurbar","9588","19306","28.94","36.99","5428","7241","16.39","13.87","18110","25642","54.67","49.13","33126","52189","32"
"1074","2011 (2004)","7","Maharashtra","Nandurbar","9814","22075","28.16","36.71","6242","8957","17.91","14.89","18797","29108","53.93","48.4","34852","60140","36"
"1074","2012 (2004)","7","Maharashtra","Nandurbar","9328","22304","25.4","33.04","6940","10949","18.9","16.22","20458","34242","55.7","50.73","36727","67496","40"
"1074","2013 (2004)","7","Maharashtra","Nandurbar","9460","25404","23.99","32.6","7626","12694","19.34","16.29","22350","39828","56.67","51.11","39436","77926","45"
"1075","2007 (2004)","7","Maharashtra","Washim","7667","9779","37.38","39.65","2219","2563","10.82","10.39","10624","12319","51.8","49.95","20510","24661","22"
"1075","2008 (2004)","7","Maharashtra","Washim","5721","8079","30.29","33.04","2345","2872","12.42","11.74","10821","13503","57.3","55.22","18886","24454","21"
"1075","2009 (2004)","7","Maharashtra","Washim","6342","10470","29.96","35.93","2509","3164","11.85","10.86","12318","15502","58.19","53.21","21169","29136","25"
"1075","2010 (2004)","7","Maharashtra","Washim","7414","14908","31.49","40.65","2817","3734","11.97","10.18","13310","18036","56.54","49.17","23541","36678","31"
"1075","2011 (2004)","7","Maharashtra","Washim","7133","16036","29.46","39.26","3293","4749","13.6","11.63","13784","20060","56.94","49.11","24209","40845","34"
"1075","2012 (2004)","7","Maharashtra","Washim","6385","15251","25.75","34.85","3631","5753","14.64","13.15","14778","22758","59.6","52.0","24794","43762","36"
"1075","2013 (2004)","7","Maharashtra","Washim","6093","16313","21.32","30.94","6194","10325","21.67","19.58","16291","26086","57.01","49.48","28578","52724","43"
"1076","2007 (2004)","7","Maharashtra","Mumbai sub","3361","3988","0.15","0.16","888988","1041524","39.13","41.0","1379610","1494494","60.72","58.84","2271959","2540006","207"
"1076","2008 (2004)","7","Maharashtra","Mumbai sub","3139","3908","0.13","0.14","854402","1083526","35.84","38.05","1526717","1759955","64.03","61.81","2384258","2847388","231"
"1076","2009 (2004)","7","Maharashtra","Mumbai sub","3222","4673","0.13","0.15","912956","1166628","35.56","36.78","1651464","2000543","64.32","63.07","2567642","3171844","257"
"1076","2010 (2004)","7","Maharashtra","Mumbai sub","3475","6087","0.12","0.16","982816","1340223","35.0","35.77","1821556","2400953","64.87","64.07","2807848","3747263","302"
"1076","2011 (2004)","7","Maharashtra","Mumbai sub","3653","7394","0.12","0.16","1006223","1487006","31.72","33.17","2162133","2988759","68.16","66.67","3172010","4483159","360"
"1076","2012 (2004)","7","Maharashtra","Mumbai sub","3572","7924","0.11","0.15","1060380","1641890","31.21","32.09","2333138","3465932","68.68","67.75","3397089","5115746","410"
"1076","2013 (2004)","7","Maharashtra","Mumbai sub","3871","9515","0.1","0.16","1135849","1857813","30.47","31.42","2588278","4045570","69.43","68.42","3727998","5912898","472"
"1077","2007 (2004)","11","Tamil Nadu","Ariyalur","3604","5113","25.64","29.38","4748","5967","33.78","34.29","5702","6325","40.57","36.34","14054","17404","24"
"1077","2008 (2004)","11","Tamil Nadu","Ariyalur","3487","5791","24.18","28.54","4494","6860","31.16","33.81","6440","7639","44.66","37.65","14421","20290","28"
"1077","2009 (2004)","11","Tamil Nadu","Ariyalur","3750","7781","23.18","31.28","4962","7679","30.67","30.87","7467","9419","46.15","37.86","16179","24879","33"
"1077","2010 (2004)","11","Tamil Nadu","Ariyalur","4376","10755","23.61","34.25","5527","9276","29.82","29.54","8631","11371","46.57","36.21","18534","31402","42"
"1077","2011 (2004)","11","Tamil Nadu","Ariyalur","4891","12158","23.01","32.66","6420","11383","30.2","30.58","9946","13685","46.79","36.76","21257","37226","49"
"1077","2012 (2004)","11","Tamil Nadu","Ariyalur","4356","11449","19.32","27.46","7277","13981","32.27","33.53","10917","16262","48.41","39.0","22550","41693","55"
"1077","2013 (2004)","11","Tamil Nadu","Ariyalur","4942","14679","20.29","29.76","7282","15125","29.9","30.66","12130","19522","49.81","39.58","24353","49326","64"
"1080","2007 (2004)","11","Tamil Nadu","Krishnagiri","9220","13020","22.01","26.21","11203","13191","26.75","26.55","21464","23466","51.24","47.24","41886","49677","29"
"1080","2008 (2004)","11","Tamil Nadu","Krishnagiri","10310","16911","23.17","29.21","10713","13675","24.07","23.62","23483","27305","52.76","47.17","44506","57890","33"
"1080","2009 (2004)","11","Tamil Nadu","Krishnagiri","14178","29108","26.76","37.31","13180","17467","24.88","22.39","25616","31445","48.36","40.3","52974","78020","43"
"1080","2010 (2004)","11","Tamil Nadu","Krishnagiri","18061","43658","29.05","42.78","15608","22240","25.1","21.79","28503","36159","45.84","35.43","62173","102056","55"
"1080","2011 (2004)","11","Tamil Nadu","Krishnagiri","20985","51087","30.65","43.39","17370","26825","25.37","22.78","30105","39822","43.97","33.82","68460","117733","63"
"1080","2012 (2004)","11","Tamil Nadu","Krishnagiri","19570","50471","27.86","39.65","19362","32385","27.57","25.44","31301","44450","44.57","34.92","70232","127307","66"
"1080","2013 (2004)","11","Tamil Nadu","Krishnagiri","22314","64953","29.84","43.37","19501","34380","26.08","22.96","32956","50426","44.08","33.67","74771","149759","76"
"1081","2007 (2004)","6","Madhya Pradesh","Ashoknagar","3149","3772","38.08","38.62","1769","2118","21.39","21.68","3353","3877","40.54","39.69","8270","9768","13"
"1081","2008 (2004)","6","Madhya Pradesh","Ashoknagar","3294","4416","36.47","37.93","2118","2744","23.45","23.57","3620","4483","40.08","38.51","9032","11642","15"
"1081","2009 (2004)","6","Madhya Pradesh","Ashoknagar","3945","5829","38.14","41.22","2340","3181","22.62","22.49","4058","5132","39.23","36.29","10343","14142","17"
"1081","2010 (2004)","6","Madhya Pradesh","Ashoknagar","4859","7994","40.14","44.22","2750","4018","22.72","22.23","4495","6067","37.13","33.56","12105","18078","22"
"1081","2011 (2004)","6","Madhya Pradesh","Ashoknagar","5599","9929","42.01","46.27","2913","4549","21.86","21.2","4815","6981","36.13","32.53","13327","21460","25"
"1081","2012 (2004)","6","Madhya Pradesh","Ashoknagar","6452","12661","44.22","49.17","3098","5124","21.23","19.9","5042","7962","34.55","30.92","14592","25747","30"
"1081","2013 (2004)","6","Madhya Pradesh","Ashoknagar","7702","17177","46.87","53.25","3274","5974","19.93","18.52","5456","9110","33.21","28.24","16431","32260","37"
"1082","2007 (2004)","6","Madhya Pradesh","Burhanpur","3900","4671","32.32","32.77","3526","4180","29.23","29.32","4640","5405","38.46","37.92","12065","14255","20"
"1082","2008 (2004)","6","Madhya Pradesh","Burhanpur","3913","5248","29.86","31.11","4091","5230","31.22","31.01","5100","6389","38.92","37.88","13104","16867","24"
"1082","2009 (2004)","6","Madhya Pradesh","Burhanpur","3172","4701","23.8","26.1","4537","6051","34.04","33.59","5618","7262","42.16","40.31","13327","18014","25"
"1082","2010 (2004)","6","Madhya Pradesh","Burhanpur","3619","5967","24.43","27.48","5062","7156","34.17","32.95","6131","8593","41.39","39.57","14812","21715","29"
"1082","2011 (2004)","6","Madhya Pradesh","Burhanpur","4146","7385","26.03","29.3","5254","7928","32.98","31.45","6529","9896","40.99","39.26","15929","25209","33"
"1082","2012 (2004)","6","Madhya Pradesh","Burhanpur","4753","9347","27.63","31.73","5501","8650","31.98","29.36","6946","11463","40.38","38.91","17200","29460","38"
"1082","2013 (2004)","6","Madhya Pradesh","Burhanpur","5640","12553","30.03","35.42","5617","9686","29.91","27.33","7523","13205","40.06","37.26","18779","35444","45"
"2001","2007 (2004)","3","Gujarat","Tapi","11051","14870","27.49","30.97","9516","10729","23.67","22.34","19638","22420","48.84","46.69","40205","48019","73"
"2001","2008 (2004)","3","Gujarat","Tapi","10431","15423","23.76","28.25","10132","11871","23.08","21.74","23337","27310","53.16","50.01","43900","54604","80"
"2001","2009 (2004)","3","Gujarat","Tapi","10021","17052","20.55","26.51","13689","16063","28.07","24.97","25052","31209","51.38","48.52","48762","64325","90"
"2001","2010 (2004)","3","Gujarat","Tapi","12680","27416","21.28","31.01","15364","19182","25.78","21.7","31550","41810","52.94","47.29","59595","88408","117"
"2001","2011 (2004)","3","Gujarat","Tapi","13187","29591","20.44","29.51","16156","21001","25.05","20.94","35160","49680","54.51","49.55","64504","100271","124"
"2001","2012 (2004)","3","Gujarat","Tapi","12020","27822","18.28","26.08","17681","24619","26.89","23.08","36045","54223","54.82","50.84","65746","106664","123"
"2001","2013 (2004)","3","Gujarat","Tapi","12353","32165","17.11","25.93","19650","28276","27.21","22.79","40203","63612","55.68","51.28","72206","124053","133"
"2002","2007 (2004)","4","Haryana","Mewat","3840","5421","13.5","15.87","5818","6775","20.45","19.83","18795","21970","66.06","64.3","28453","34167","36"
"2002","2008 (2004)","4","Haryana","Mewat","4014","6487","12.57","15.3","6073","8148","19.02","19.22","21840","27761","68.41","65.48","31927","42395","43"
"2002","2009 (2004)","4","Haryana","Mewat","2865","5304","8.15","10.64","6586","9324","18.73","18.7","25715","35226","73.12","70.66","35167","49853","49"
"2002","2010 (2004)","4","Haryana","Mewat","4243","8597","10.33","13.45","6897","10569","16.79","16.53","29934","44758","72.88","70.02","41073","63924","61"
"2002","2011 (2004)","4","Haryana","Mewat","4450","9773","10.24","13.57","7489","11352","17.23","15.76","31525","50903","72.53","70.67","43464","72028","66"
"2002","2012 (2004)","4","Haryana","Mewat","4330","10359","10.09","13.37","7403","12921","17.25","16.68","31191","54190","72.67","69.95","42924","77470","69"
"2002","2013 (2004)","4","Haryana","Mewat","4371","11666","9.76","13.51","7549","14193","16.86","16.44","32866","60465","73.38","70.04","44786","86324","74"
"2003","2007 (2004)","4","Haryana","Palwal","3882","5551","14.25","16.97","3941","4539","14.47","13.88","19416","22615","71.28","69.15","27239","32706","36"
"2003","2008 (2004)","4","Haryana","Palwal","3815","6216","12.82","15.72","4159","5721","13.98","14.47","21782","27597","73.2","69.81","29756","39533","43"
"2003","2009 (2004)","4","Haryana","Palwal","3723","6915","11.07","14.43","4820","6629","14.33","13.83","25104","34374","74.61","71.73","33646","47919","50"
"2003","2010 (2004)","4","Haryana","Palwal","3009","6238","8.39","11.24","4919","7421","13.72","13.37","27928","41836","77.89","75.39","35857","55495","56"
"2003","2011 (2004)","4","Haryana","Palwal","3030","6768","8.13","11.14","5144","6875","13.8","11.32","29090","47087","78.06","77.53","37264","60730","58"
