Key, State Code, State, District code, District, Year,Mango Area (000Ha),Mango Production (000Tonnes),Orange  Area (000Ha),Orange Production (000Tonnes),Sweet Orange Area (000Ha),Sweet Orange Production (000Tonnes), Mandarin Orange Area (000Ha), Mandarin Orange Production (000Tonnes),Orange(Santra) Area (000Ha),Orange(Santra) Production (000Tonnes),Malta Area (000Ha),Malta Production (000Tonnes),Mausmi Area (000Ha),Mausmi #N/A,Banana Area (000Ha),Banana Production (000Tonnes),Grapes Area (000Ha),Grapes Production (000Tonnes),Guava Area (000Ha),Guava Production (000Tonnes),Papaya Area (000Ha),Papaya Production (000Tonnes),Water Melon Area (000Ha),Water Melon Production (000Tonnes),Litchi Area (000Ha),Litchi Production (000Tonnes),Custard Apple Area (000Ha),Custard Apple Production (000Tonnes),Aonla Area (000Ha),Aonla Production (000Tonnes), Amla Area (000Ha), Amla Production (000Tonnes),Ber Area (000Ha),Ber Production (000Tonnes),Jack fruit Area (000Ha),Jack fruit Production (000Tonnes),Sapota  Area (000Ha),Sapota Production (000Tonnes),Pomegranate Area (000Ha),Pomegranate Production (000Tonnes),Pine Apple Area (000Ha),Pine Apple Production (000Tonnes),Lemon Area (000Ha),Lemon Production (000Tonnes),K.Lime Area (000Ha),K.Lime Production (000Tonnes),Galgal Area (000Ha),Galgal Production (000Tonnes), Limes-Lemons #N/A, Lime-Lemon  #N/A,Musk Melon Area (000Ha),Musk Melon Production (000Tonnes),Pear Area (000Ha),Pear Production (000Tonnes),Date palm Area (000Ha),Date palm Production (000Tonnes),Peach Area (000Ha),Peach Production (000Tonnes),Plum Area (000Ha),Plum Production (000Tonnes),Jamun Area (000Ha),Jamun Production (000Tonnes),Bael Area (000Ha),Bael Production (000Tonnes),Strawberry Area (000Ha),Strawberry Production (000Tonnes), Apple Area (000Ha), Apple Production (000Tonnes), Apricot Area (000Ha), Apricot Production (000Tonnes), Cherry Area (000Ha), Cherry Production (000Tonnes),G?Almond Area (000Ha),G?Almond Production (000Tonnes),Almond Area (000Ha),Almond Production (000Tonnes),Persimon Area (000Ha),Persimon Production (000Tonnes),Olive Area (000Ha),Olive Production (000Tonnes),Kiwi Area (000Ha),Kiwi Production (000Tonnes),Walnut Area (000Ha),Walnut Production (000Tonnes),Picanut Area (000Ha),Picanut Production (000Tonnes),Loquat Area (000Ha),Loquat Production (000Tonnes),Fig Area (000Ha),Fig Production (000Tonnes), Kinnow  #N/A, Kinnow  #N/A,Phalsa Area (000Ha),Phalsa #N/A,Mulberry Area (000Ha),Mulberry #N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000Tonnes),Citrus Area (000Ha),Citrus Production (000Tonnes),Other citrus Area (000Ha),Other citrus Production (000Tonnes),Arecanut Area (000Ha),Arecanut Production (000Tonnes),Cashew Nut Area (000Ha),Cashew Nut Production (000Tonnes),Coconut Area (000Ha),Coconut Production (000Tonnes),Other Fruits Area (000Ha),Other Fruits Production (000Tonnes),Total Fruits  Area (000Ha),Total Fruits  Production (000Tonnes),
1043201216,16,Uttarakhand,1043,Rudraprayag,2012,0.43,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.00,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,0.20,.,.,0.17,0.15,0.12,0.13,.,.,0.00,0.00,.,.,0.39,0.19,0.05,0.06,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.75,0.78,.,.,.,.,.,.,0.61,0.50,3.01,2.25,
1043201316,16,Uttarakhand,1043,Rudraprayag,2013,0.43,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,0.03,0.00,.,.,0.00,0.00,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,0.20,.,.,0.17,0.15,0.12,0.13,.,.,0.00,0.00,.,.,0.39,0.19,0.05,0.06,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.76,0.78,.,.,.,.,.,.,0.61,0.50,3.02,2.27,
1043201416,16,Uttarakhand,1043,Rudraprayag,2014,0.43,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.02,.,.,.,.,0.03,0.01,.,.,.,.,0.00,0.00,.,.,.,.,0.00,0.00,.,.,.,.,0.76,0.79,.,.,.,.,.,.,.,.,0.20,0.21,.,.,0.17,0.16,0.12,0.13,.,.,0.00,0.00,.,.,0.40,0.19,0.05,0.06,.,.,.,.,.,.,.,.,.,.,.,.,0.27,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.61,0.50,3.06,2.31,
1043201516,16,Uttarakhand,1043,Rudraprayag,2015,0.44,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.02,.,.,.,.,0.03,0.01,.,.,.,.,0.01,0.00,.,.,.,.,0.00,0.00,.,.,.,.,0.77,0.80,.,.,.,.,.,.,.,.,0.20,0.21,.,.,0.17,0.16,0.13,0.13,.,.,0.00,0.00,.,.,0.41,0.20,0.05,0.07,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.61,0.50,3.11,2.37,
1043201616,16,Uttarakhand,1043,Rudraprayag,2016,0.44,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.02,.,.,.,.,0.03,0.01,.,.,.,.,0.01,0.00,.,.,.,.,0.00,0.00,.,.,.,.,0.78,0.80,.,.,.,.,.,.,.,.,0.21,0.22,.,.,0.18,0.17,0.13,0.13,.,.,0.00,0.00,.,.,0.41,0.20,0.05,0.07,.,.,.,.,.,.,.,.,.,.,.,.,0.28,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.62,0.51,3.15,2.41,
601200117,17,Assam,601,Cachar,2001,0.95,7.81,0.04,0.48,.,.,.,.,.,.,.,.,.,.,3.07,37.60,.,.,0.36,4.90,0.37,4.62,.,.,0.29,1.73,.,.,.,.,.,.,.,.,1.07,10.31,0.00,0.00,.,.,1.51,25.63,0.62,1.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.06,8.31,95.12,
601200217,17,Assam,601,Cachar,2002,1.25,7.49,0.03,0.27,.,.,.,.,.,.,.,.,.,.,3.13,38.21,.,.,0.36,5.13,0.37,4.55,.,.,0.29,1.36,.,.,.,.,.,.,.,.,1.07,10.16,0.00,0.00,.,.,1.51,25.76,0.62,3.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.07,8.68,96.11,
601200317,17,Assam,601,Cachar,2003,1.25,8.49,0.11,0.66,.,.,.,.,.,.,.,.,.,.,3.15,37.74,.,.,0.36,5.45,0.37,4.55,.,.,0.29,1.42,.,.,.,.,.,.,.,.,1.09,10.73,0.00,0.00,.,.,1.55,26.21,0.62,3.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.78,98.65,
601200417,17,Assam,601,Cachar,2004,1.25,8.55,0.05,0.31,.,.,.,.,.,.,.,.,.,.,2.80,33.98,.,.,0.37,5.66,0.35,4.24,.,.,0.29,1.46,.,.,.,.,.,.,.,.,1.09,10.93,0.00,0.00,.,.,1.41,23.91,0.63,3.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.24,92.52,
601200517,17,Assam,601,Cachar,2005,1.02,10.94,0.05,0.32,.,.,.,.,.,.,.,.,.,.,2.67,32.46,.,.,0.35,6.29,0.33,4.08,.,.,0.26,2.43,.,.,.,.,.,.,.,.,1.10,8.07,0.00,0.00,.,.,1.35,22.81,0.63,4.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.77,91.52,
601200617,17,Assam,601,Cachar,2006,1.02,10.46,0.06,0.03,.,.,.,.,.,.,.,.,.,.,2.66,32.31,.,.,0.35,6.32,0.33,4.08,.,.,0.27,2.25,.,.,.,.,.,.,.,.,1.10,8.09,0.00,0.00,.,.,1.34,22.73,0.63,4.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.76,90.41,
601200717,17,Assam,601,Cachar,2007,0.51,6.39,0.05,0.28,.,.,.,.,.,.,.,.,.,.,3.13,37.97,.,.,0.20,3.26,0.35,4.35,.,.,0.14,1.35,.,.,.,.,.,.,.,.,1.04,9.14,0.00,0.00,.,.,1.43,24.13,0.60,4.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.44,91.33,
601200817,17,Assam,601,Cachar,2008,0.53,5.07,0.04,0.25,.,.,.,.,.,.,.,.,.,.,2.88,38.89,.,.,0.20,3.49,0.25,3.10,.,.,0.14,1.39,.,.,.,.,.,.,.,.,1.05,9.28,0.00,0.00,.,.,1.42,23.95,0.63,4.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.13,90.17,
601200917,17,Assam,601,Cachar,2009,0.57,5.60,0.07,0.44,.,.,.,.,.,.,.,.,.,.,2.97,37.40,.,.,0.10,2.55,0.28,3.38,.,.,0.18,1.74,.,.,.,.,.,.,.,.,1.26,11.30,0.00,0.00,.,.,1.41,23.86,0.79,5.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.62,91.46,
601201017,17,Assam,601,Cachar,2010,0.57,5.60,0.08,0.47,.,.,.,.,.,.,.,.,.,.,2.89,36.76,.,.,0.20,3.89,0.30,3.63,.,.,0.18,1.74,.,.,.,.,.,.,.,.,1.26,11.30,0.00,0.00,.,.,1.43,24.12,0.79,6.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.68,93.68,
601201117,17,Assam,601,Cachar,2011,0.47,5.36,0.08,0.50,.,.,.,.,.,.,.,.,.,.,2.83,49.98,.,.,0.16,3.01,0.30,5.88,.,.,0.18,1.80,.,.,.,.,.,.,.,.,1.27,11.39,0.00,0.00,.,.,1.19,21.19,0.80,6.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.28,105.41,
601201217,17,Assam,601,Cachar,2012,0.38,4.06,0.08,0.54,.,.,.,.,.,.,.,.,.,.,2.89,51.44,.,.,0.21,4.09,0.29,5.72,.,.,0.20,1.94,.,.,.,.,.,.,.,.,1.38,12.40,0.00,0.00,.,.,1.21,22.74,0.65,5.74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.29,108.65,
601201317,17,Assam,601,Cachar,2013,0.38,4.06,0.09,0.57,.,.,.,.,.,.,.,.,.,.,3.08,54.69,.,.,0.11,2.62,0.29,5.78,.,.,0.20,1.94,.,.,.,.,.,.,.,.,1.38,12.40,0.00,0.00,.,.,1.22,22.88,0.65,5.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.93,7.49,111.58,
601201417,17,Assam,601,Cachar,2014,0.30,4.85,0.09,0.60,.,.,.,.,.,.,.,.,.,.,3.14,55.92,.,.,0.17,3.96,0.31,6.03,.,.,0.20,1.96,.,.,.,.,.,.,.,.,1.09,9.79,0.00,0.00,.,.,1.25,23.38,0.76,6.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.93,7.41,114.08,
601201517,17,Assam,601,Cachar,2015,0.30,4.85,0.09,0.60,.,.,.,.,.,.,.,.,.,.,3.14,55.92,.,.,0.17,3.96,0.31,6.03,.,.,0.20,1.96,.,.,.,.,.,.,.,.,1.09,9.79,0.00,0.00,.,.,1.25,23.38,0.76,6.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,0.93,7.41,114.08,
602200117,17,Assam,602,Darrang,2001,0.08,0.60,0.31,3.43,.,.,.,.,.,.,.,.,.,.,2.00,25.98,.,.,0.13,1.72,0.50,6.33,.,.,0.11,0.40,.,.,.,.,.,.,.,.,1.55,14.18,0.00,0.00,.,.,0.50,7.73,0.22,1.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,1.97,5.67,63.58,
602200217,17,Assam,602,Darrang,2002,0.08,0.46,0.40,4.10,.,.,.,.,.,.,.,.,.,.,1.95,30.97,.,.,0.17,2.26,0.35,4.44,.,.,0.14,0.55,.,.,.,.,.,.,.,.,1.32,11.93,0.00,0.00,.,.,0.52,7.77,0.28,1.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.28,1.67,5.48,65.59,
602200317,17,Assam,602,Darrang,2003,0.08,0.55,0.38,3.98,.,.,.,.,.,.,.,.,.,.,1.92,24.91,.,.,0.18,2.85,0.38,4.82,.,.,0.14,0.58,.,.,.,.,.,.,.,.,1.34,12.50,0.00,0.00,.,.,0.61,9.10,0.28,2.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.30,61.73,
602200417,17,Assam,602,Darrang,2004,0.08,0.61,0.41,4.35,.,.,.,.,.,.,.,.,.,.,1.99,25.75,.,.,0.18,3.06,0.42,5.27,.,.,0.15,0.62,.,.,.,.,.,.,.,.,1.34,12.70,0.00,0.00,.,.,0.44,6.52,0.29,2.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.29,61.18,
602200517,17,Assam,602,Darrang,2005,0.06,0.59,0.09,0.90,.,.,.,.,.,.,.,.,.,.,1.47,19.11,.,.,0.15,2.63,0.25,3.12,.,.,0.17,0.46,.,.,.,.,.,.,.,.,1.85,18.62,0.00,0.00,.,.,0.30,4.50,0.15,1.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.49,51.10,
602200617,17,Assam,602,Darrang,2006,0.06,0.61,0.05,0.54,.,.,.,.,.,.,.,.,.,.,0.26,3.34,.,.,0.15,2.66,0.05,0.64,.,.,0.18,1.15,.,.,.,.,.,.,.,.,1.85,10.66,0.00,0.00,.,.,0.14,2.17,0.15,2.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.90,24.57,
602200717,17,Assam,602,Darrang,2007,0.13,1.28,0.02,0.18,.,.,.,.,.,.,.,.,.,.,1.04,13.53,.,.,0.20,3.83,0.07,0.81,.,.,0.19,1.54,.,.,.,.,.,.,.,.,1.80,12.55,0.00,0.00,.,.,0.08,1.13,0.25,2.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.77,37.24,
602200817,17,Assam,602,Darrang,2008,0.14,1.30,0.05,0.48,.,.,.,.,.,.,.,.,.,.,1.03,14.64,.,.,0.20,3.89,0.10,1.20,.,.,0.19,1.60,.,.,.,.,.,.,.,.,1.81,12.76,0.00,0.00,.,.,0.09,1.32,0.27,2.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.87,39.85,
602200917,17,Assam,602,Darrang,2009,0.13,1.31,0.03,0.35,.,.,.,.,.,.,.,.,.,.,1.49,19.93,.,.,0.10,3.93,0.14,1.80,.,.,0.20,1.69,.,.,.,.,.,.,.,.,1.62,12.11,0.00,0.00,.,.,0.13,2.00,0.28,2.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.12,45.82,
602201017,17,Assam,602,Darrang,2010,0.13,1.31,0.07,0.69,.,.,.,.,.,.,.,.,.,.,1.60,21.68,.,.,0.20,4.27,0.23,2.85,.,.,0.20,1.69,.,.,.,.,.,.,.,.,1.62,14.49,0.00,0.00,.,.,0.13,1.95,0.28,2.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.45,51.64,
602201117,17,Assam,602,Darrang,2011,0.14,1.34,0.04,0.37,.,.,.,.,.,.,.,.,.,.,1.61,23.38,.,.,0.21,4.22,0.22,2.83,.,.,0.20,1.73,.,.,.,.,.,.,.,.,1.63,15.65,0.00,0.00,.,.,0.13,1.91,0.29,2.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.45,54.29,
602201217,17,Assam,602,Darrang,2012,0.16,1.54,0.04,0.43,.,.,.,.,.,.,.,.,.,.,1.63,23.79,.,.,0.21,4.32,0.23,2.96,.,.,0.21,1.88,.,.,.,.,.,.,.,.,1.74,16.92,0.00,0.00,.,.,0.12,1.89,0.34,0.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.68,54.07,
602201317,17,Assam,602,Darrang,2013,0.16,1.54,0.04,0.43,.,.,.,.,.,.,.,.,.,.,1.80,26.33,.,.,0.11,2.01,0.23,2.94,.,.,0.21,1.88,.,.,.,.,.,.,.,.,1.74,16.92,0.00,0.00,.,.,0.13,1.97,0.34,0.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.32,2.04,5.08,56.39,
602201417,17,Assam,602,Darrang,2014,0.16,1.35,0.04,0.41,.,.,.,.,.,.,.,.,.,.,1.64,23.96,.,.,0.11,1.50,0.24,3.04,.,.,0.22,1.90,.,.,.,.,.,.,.,.,1.29,12.54,0.00,0.00,.,.,0.13,2.01,0.35,0.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.32,2.79,4.48,49.85,
602201517,17,Assam,602,Darrang,2015,0.16,1.35,0.04,0.41,.,.,.,.,.,.,.,.,.,.,1.64,23.96,.,.,0.11,1.50,0.24,3.04,.,.,0.22,1.90,.,.,.,.,.,.,.,.,1.29,12.54,0.00,0.00,.,.,0.13,2.01,0.35,0.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.32,2.79,4.48,49.85,
603200117,17,Assam,603,Dibrugarh,2001,0.08,0.40,0.33,4.62,.,.,.,.,.,.,.,.,.,.,0.66,8.76,.,.,0.20,4.80,0.08,1.32,.,.,0.07,0.39,.,.,.,.,.,.,.,.,0.37,3.29,0.00,0.00,.,.,0.29,4.14,0.25,1.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.06,2.36,29.40,
603200217,17,Assam,603,Dibrugarh,2002,0.06,0.31,0.33,4.29,.,.,.,.,.,.,.,.,.,.,1.21,15.91,.,.,0.17,1.72,0.13,1.99,.,.,0.09,0.47,.,.,.,.,.,.,.,.,0.33,3.21,0.00,0.00,.,.,0.33,4.66,0.53,2.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.06,3.20,35.36,
603200317,17,Assam,603,Dibrugarh,2003,0.06,0.60,0.28,3.71,.,.,.,.,.,.,.,.,.,.,1.21,15.93,.,.,0.18,2.31,0.13,2.02,.,.,0.09,0.50,.,.,.,.,.,.,.,.,0.35,3.43,0.00,0.00,.,.,0.33,4.56,0.53,4.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.15,37.75,
603200417,17,Assam,603,Dibrugarh,2004,0.07,0.66,0.25,3.39,.,.,.,.,.,.,.,.,.,.,1.23,16.14,.,.,0.18,2.52,0.13,2.02,.,.,0.09,0.55,.,.,.,.,.,.,.,.,0.35,3.63,0.00,0.00,.,.,0.34,4.78,0.53,4.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.18,38.27,
603200517,17,Assam,603,Dibrugarh,2005,0.10,0.91,0.05,0.67,.,.,.,.,.,.,.,.,.,.,1.18,15.56,.,.,0.19,3.52,0.14,2.14,.,.,0.19,2.40,.,.,.,.,.,.,.,.,0.36,2.62,0.00,0.00,.,.,0.14,1.92,0.57,4.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.92,34.12,
603200617,17,Assam,603,Dibrugarh,2006,0.10,0.92,0.05,0.65,.,.,.,.,.,.,.,.,.,.,1.22,16.04,.,.,0.19,3.54,0.11,1.66,.,.,0.19,1.49,.,.,.,.,.,.,.,.,0.36,2.62,0.00,0.00,.,.,0.12,1.63,0.57,4.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.91,32.93,
603200717,17,Assam,603,Dibrugarh,2007,0.12,0.83,0.06,0.74,.,.,.,.,.,.,.,.,.,.,0.53,6.90,.,.,0.11,2.03,0.09,1.30,.,.,0.20,1.25,.,.,.,.,.,.,.,.,0.40,3.85,0.00,0.00,.,.,0.11,1.56,0.53,2.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.14,21.37,
