Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN KHARIF CONSUMPTION (tons),NITROGEN RABI CONSUMPTION (tons),PHOSPHATE KHARIF CONSUMPTION (tons),PHOSPHATE RABI CONSUMPTION (tons),POTASH KHARIF CONSUMPTION (tons),POTASH RABI CONSUMPTION (tons),TOTAL KHARIF CONSUMPTION (tons),TOTAL RABI CONSUMPTION (tons)
61201720,61,2017,20,Telangana,Khammam,41782,34731,17701,13664,8390,6320,67873,54715
62199020,62,1990,20,Telangana,Karimnagar,29066,33897,15163,9330,2261,2607,46490,45834
62199120,62,1991,20,Telangana,Karimnagar,24232,29817,11700,10772,1868,2449,37800,43038
62199220,62,1992,20,Telangana,Karimnagar,25925,29789,12481,7541,2138,414,40544,37744
62199320,62,1993,20,Telangana,Karimnagar,32231,23051,11171,5388,1857,1181,45259,29620
62199420,62,1994,20,Telangana,Karimnagar,28315,32279,11244,6798,1915,3464,41474,42541
62199520,62,1995,20,Telangana,Karimnagar,38869,36455,13134,10409,2601,5289,54604,52153
62199620,62,1996,20,Telangana,Karimnagar,35808,33661,11473,10057,2375,3072,49656,46790
62199720,62,1997,20,Telangana,Karimnagar,35808,33661,11473,10057,2375,3072,49656,46790
62199820,62,1998,20,Telangana,Karimnagar,-1,-1,-1,-1,-1,-1,-1,-1
62199920,62,1999,20,Telangana,Karimnagar,-1,-1,-1,-1,-1,-1,-1,-1
62200020,62,2000,20,Telangana,Karimnagar,55138,48638,19791,15439,3420,3825,78349,67902
62200120,62,2001,20,Telangana,Karimnagar,43708,46090,15569,16525,3520,4175,62797,66790
62200220,62,2002,20,Telangana,Karimnagar,43648,42577,12238,12384,4055,5037,59941,59998
62200320,62,2003,20,Telangana,Karimnagar,50006,45569,14087,12931,5659,5110,69752,63610
62200420,62,2004,20,Telangana,Karimnagar,37008,17229,12057,5064,4079,2946,53144,25239
62200520,62,2005,20,Telangana,Karimnagar,57229,55139,18451,16915,5827,8503,81507,80557
62200620,62,2006,20,Telangana,Karimnagar,59379,54817,18924,18687,7662,7790,85965,81294
62200720,62,2007,20,Telangana,Karimnagar,57294,56268,17316,16470,7649,10676,82259,83414
62200820,62,2008,20,Telangana,Karimnagar,76299,63510,28463,19799,22043,10065,126805,93374
62200920,62,2009,20,Telangana,Karimnagar,66307,39963,24370,7517,9976,10600,100652,58080
62201020,62,2010,20,Telangana,Karimnagar,77056,69874,30556,19514,15170,13932,122782,103320
62201120,62,2011,20,Telangana,Karimnagar,80287,71322,31111,26382,1949,13069,113347,110773
62201220,62,2012,20,Telangana,Karimnagar,77405,49832,21552,12558,6238,3308,105195,65698
62201320,62,2013,20,Telangana,Karimnagar,84781,75231,15292,21064,5482,6739,105555,103034
62201420,62,2014,20,Telangana,Karimnagar,68891,53688,19036,15930,7443,4722,95370,74340
62201520,62,2015,20,Telangana,Karimnagar,75224,77405,20917,21552,10764,6238,106905,105195
62201620,62,2016,20,Telangana,Karimnagar,78595,74036,22409,19996,9071,25178,110075,119210
62201720,62,2017,20,Telangana,Karimnagar,58996,41733,14292,12707,5978,4606,79266,59046
63199020,63,1990,20,Telangana,Adilabad,12504,4692,5270,1083,224,72,17998,5847
63199120,63,1991,20,Telangana,Adilabad,7971,3311,4641,950,600,163,13212,4424
63199220,63,1992,20,Telangana,Adilabad,8024,2807,5510,1800,471,29,14005,4636
63199320,63,1993,20,Telangana,Adilabad,10401,5129,2985,854,230,48,13616,6031
63199420,63,1994,20,Telangana,Adilabad,11187,4164,2423,830,408,267,14018,5261
63199520,63,1995,20,Telangana,Adilabad,11489,4040,3890,1091,646,278,16025,5409
63199620,63,1996,20,Telangana,Adilabad,10308,5556,3941,1185,858,221,15107,6962
63199720,63,1997,20,Telangana,Adilabad,10308,5556,3941,1185,858,221,15107,6962
63199820,63,1998,20,Telangana,Adilabad,-1,-1,-1,-1,-1,-1,-1,-1
63199920,63,1999,20,Telangana,Adilabad,-1,-1,-1,-1,-1,-1,-1,-1
63200020,63,2000,20,Telangana,Adilabad,20163,6063,6853,1946,1639,346,28655,8355
63200120,63,2001,20,Telangana,Adilabad,16463,6271,5798,1533,1915,330,24176,8134
63200220,63,2002,20,Telangana,Adilabad,15878,5519,4489,2311,1540,268,21907,8098
63200320,63,2003,20,Telangana,Adilabad,18545,7906,6903,3143,2494,552,27942,11601
63200420,63,2004,20,Telangana,Adilabad,20393,4341,10594,2408,2706,377,33693,7126
63200520,63,2005,20,Telangana,Adilabad,22670,7762,8410,4499,2769,1114,33849,13375
63200620,63,2006,20,Telangana,Adilabad,25596,9159,12226,4432,4066,1114,41888,14705
63200720,63,2007,20,Telangana,Adilabad,33286,9196,12222,2369,6969,1302,52477,12867
63200820,63,2008,20,Telangana,Adilabad,43710,13224,20129,3039,17357,1874,81196,18137
63200920,63,2009,20,Telangana,Adilabad,42916,15846,22699,3405,8133,3485,73747,22736
63201020,63,2010,20,Telangana,Adilabad,54105,15192,28150,3566,12662,2621,94917,21379
63201120,63,2011,20,Telangana,Adilabad,53378,26094,27831,19132,4427,4593,85636,49819
63201220,63,2012,20,Telangana,Adilabad,49308,17782,16517,7867,4054,3163,69879,28812
63201320,63,2013,20,Telangana,Adilabad,53737,24525,13711,9597,1350,318,68798,34440
63201420,63,2014,20,Telangana,Adilabad,43926,21437,11051,4738,1643,227,56620,26402
63201520,63,2015,20,Telangana,Adilabad,49304,49308,16406,16517,3766,4054,69476,69879
63201620,63,2016,20,Telangana,Adilabad,64589,21187,17434,7176,6098,1842,88121,30205
63201720,63,2017,20,Telangana,Adilabad,54539,5109,10381,3121,5606,664,70526,8894
6519905,65,1990,5,Karnataka,Kolar,10425,7995,6105,4866,2727,2737,19257,15598
6519915,65,1991,5,Karnataka,Kolar,9217,11775,6634,5565,2109,2789,17960,20129
6519925,65,1992,5,Karnataka,Kolar,9894,9363,7641,3449,2097,1725,19632,14537
6519935,65,1993,5,Karnataka,Kolar,9757,10611,3960,3254,1364,1883,15081,15748
6519945,65,1994,5,Karnataka,Kolar,11665,10555,4641,2027,1882,1210,18188,13792
6519955,65,1995,5,Karnataka,Kolar,13949,11040,4574,3665,2463,1787,20986,16492
6519965,65,1996,5,Karnataka,Kolar,14533,14527,4269,4025,1840,1782,20642,20334
6519975,65,1997,5,Karnataka,Kolar,14238,14964,7219,5173,2051,3085,23508,23222
6519985,65,1998,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1
6519995,65,1999,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1
6520005,65,2000,5,Karnataka,Kolar,23746,15609,7512,6256,4534,3852,35792,25717
6520015,65,2001,5,Karnataka,Kolar,15369,16334,5503,6468,3100,4048,23972,26850
6520025,65,2002,5,Karnataka,Kolar,13383,13031,5349,5622,4124,4265,22856,22918
6520035,65,2003,5,Karnataka,Kolar,13395,11761,5317,5933,4621,4642,23333,22336
6520045,65,2004,5,Karnataka,Kolar,14298,13196,6673,7369,5112,6547,26083,27112
6520055,65,2005,5,Karnataka,Kolar,15982,15325,8229,10015,4423,7651,28634,32991
6520065,65,2006,5,Karnataka,Kolar,14591,14380,8067,8618,3258,6078,25916,29076
6520075,65,2007,5,Karnataka,Kolar,17545,6159,7685,3216,4661,3101,29891,12476
6520085,65,2008,5,Karnataka,Kolar,8771,8091,5429,5718,3543,3223,17743,17032
6520095,65,2009,5,Karnataka,Kolar,9421,8921,7843,6030,3102,4703,20366,19654
6520105,65,2010,5,Karnataka,Kolar,10315,7680,9038,5851,3332,3327,22685,16858
6520115,65,2011,5,Karnataka,Kolar,9802,7209,7255,4514,1604,2982,18661,14705
6520125,65,2012,5,Karnataka,Kolar,7578,7783,4517,4428,1653,1499,13748,13710
6520135,65,2013,5,Karnataka,Kolar,9307,5669,3947,3535,1312,1549,14566,10753
6520145,65,2014,5,Karnataka,Kolar,6518,6171,3661,2844,1810,2253,11989,11268
6520155,65,2015,5,Karnataka,Kolar,7612,6732,4294,3213,1664,1437,13570,11382
6520165,65,2016,5,Karnataka,Kolar,6795,4441,4326,3515,1528,1583,12650,9539
6520175,65,2017,5,Karnataka,Kolar,7017,7157,3788,4446,1433,1907,12238,13510
6619905,66,1990,5,Karnataka,Tumkur,8788,3937,7796,2985,2185,1067,18769,7989
6619915,66,1991,5,Karnataka,Tumkur,8310,7805,6811,3820,2205,1828,17326,13453
6619925,66,1992,5,Karnataka,Tumkur,8921,5743,8085,2822,2467,991,19473,9556
6619935,66,1993,5,Karnataka,Tumkur,8605,7228,5766,2194,2049,1020,16420,10442
6619945,66,1994,5,Karnataka,Tumkur,11112,6095,6314,1532,1916,980,19342,8607
6619955,66,1995,5,Karnataka,Tumkur,13940,6519,6655,3068,2961,1208,23556,10795
6619965,66,1996,5,Karnataka,Tumkur,14497,8227,6034,2388,1804,1198,22335,11813
6619975,66,1997,5,Karnataka,Tumkur,14416,8302,7340,4063,2160,2322,23916,14687
6619985,66,1998,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,-1,-1,-1
6619995,66,1999,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,-1,-1,-1
6620005,66,2000,5,Karnataka,Tumkur,18389,9538,9884,4468,3655,2570,31928,16576
6620015,66,2001,5,Karnataka,Tumkur,13369,10558,6254,5657,3306,3138,22929,19353
6620025,66,2002,5,Karnataka,Tumkur,10529,9235,5758,4988,2021,2038,18308,16261
6620035,66,2003,5,Karnataka,Tumkur,7438,8066,2942,4461,1677,2098,12057,14625
6620045,66,2004,5,Karnataka,Tumkur,12917,5267,6682,2818,3393,2282,22992,10367
6620055,66,2005,5,Karnataka,Tumkur,13355,8974,6930,4884,3213,3862,23498,17720
6620065,66,2006,5,Karnataka,Tumkur,10892,6668,6825,3507,1932,3108,19649,13283
6620075,66,2007,5,Karnataka,Tumkur,15746,5730,6878,2456,3257,2111,25881,10297
6620085,66,2008,5,Karnataka,Tumkur,15973,7950,8543,6240,5387,4497,29903,18687
6620095,66,2009,5,Karnataka,Tumkur,17478,12057,15416,7256,4601,5856,37495,25169
6620105,66,2010,5,Karnataka,Tumkur,18268,9416,12011,6582,5288,2887,35567,18885
6620115,66,2011,5,Karnataka,Tumkur,17312,14760,10731,12271,1519,4190,29562,31221
6620125,66,2012,5,Karnataka,Tumkur,10956,13581,4568,3794,1199,2384,16723,19759
6620135,66,2013,5,Karnataka,Tumkur,15150,9178,7815,4575,1998,1966,24963,15719
6620145,66,2014,5,Karnataka,Tumkur,14232,8648,6531,5248,3000,2407,23763,16303
6620155,66,2015,5,Karnataka,Tumkur,14576,12661,7523,5530,2787,3174,24886,21365
6620165,66,2016,5,Karnataka,Tumkur,14851,6434,7562,4763,2294,2244,24707,13441
6620175,66,2017,5,Karnataka,Tumkur,14086,10462,6133,7157,2433,3913,22652,21532
6719905,67,1990,5,Karnataka,Mysore,15189,11310,9587,5516,8143,6397,32919,23223
6719915,67,1991,5,Karnataka,Mysore,16369,10880,9918,4153,8498,4180,34785,19213
6719925,67,1992,5,Karnataka,Mysore,16778,12068,9814,4171,8298,2090,34890,18329
6719935,67,1993,5,Karnataka,Mysore,16476,12981,7080,4456,7345,2744,30901,20181
6719945,67,1994,5,Karnataka,Mysore,19912,13900,8197,4039,8298,5799,36407,23738
6719955,67,1995,5,Karnataka,Mysore,23116,11952,9350,5384,11029,5697,43495,23033
6719965,67,1996,5,Karnataka,Mysore,22099,10456,8337,3209,7962,3679,38398,17344
6719975,67,1997,5,Karnataka,Mysore,27573,12988,14039,4807,15034,5368,56646,23163
6719985,67,1998,5,Karnataka,Mysore,-1,-1,-1,-1,-1,-1,-1,-1
6719995,67,1999,5,Karnataka,Mysore,-1,-1,-1,-1,-1,-1,-1,-1
6720005,67,2000,5,Karnataka,Mysore,19126,13115,13659,6128,12010,3442,44795,22685
6720015,67,2001,5,Karnataka,Mysore,17814,11324,7778,6410,8654,4043,34246,21777
6720025,67,2002,5,Karnataka,Mysore,14103,11881,7016,7315,7828,3818,28947,23014
6720035,67,2003,5,Karnataka,Mysore,12007,9406,4850,3495,7861,2395,24718,15296
6720045,67,2004,5,Karnataka,Mysore,16413,7239,8363,3068,11950,3311,36726,13618
6720055,67,2005,5,Karnataka,Mysore,16872,10385,9991,5120,6835,5007,33698,20512
6720065,67,2006,5,Karnataka,Mysore,17970,9183,10500,4219,9857,4764,38327,18166
6720075,67,2007,5,Karnataka,Mysore,18373,7725,11989,1660,10863,3720,41225,13105
6720085,67,2008,5,Karnataka,Mysore,16643,14053,11104,11177,9178,9177,36925,34407
6720095,67,2009,5,Karnataka,Mysore,18231,15248,12906,8544,13516,9159,44653,32951
6720105,67,2010,5,Karnataka,Mysore,19208,14622,15054,6111,14083,4919,48345,25652
6720115,67,2011,5,Karnataka,Mysore,19852,15750,13893,13010,8608,9015,42353,37775
6720125,67,2012,5,Karnataka,Mysore,14911,15467,4801,6759,9226,4476,28938,26702
6720135,67,2013,5,Karnataka,Mysore,21770,11350,9961,5381,11081,3796,42812,20527
6720145,67,2014,5,Karnataka,Mysore,21039,14695,10765,6144,10528,4209,42332,25048
6720155,67,2015,5,Karnataka,Mysore,23289,14733,11816,6801,13582,4546,48687,26080
6720165,67,2016,5,Karnataka,Mysore,21143,10901,12742,6767,6495,3964,40381,21632
6720175,67,2017,5,Karnataka,Mysore,20167,14116,9624,6867,6554,4028,36345,25011
6819905,68,1990,5,Karnataka,Mandya,16276,17619,7358,5610,4118,3937,27752,27166
6819915,68,1991,5,Karnataka,Mandya,15966,14895,6581,4206,4217,2895,26764,21996
6819925,68,1992,5,Karnataka,Mandya,12998,14363,4785,3165,2716,1519,20499,19047
6819935,68,1993,5,Karnataka,Mandya,13904,17381,5487,4015,3098,2373,22489,23769
6819945,68,1994,5,Karnataka,Mandya,19270,17456,5955,3006,3437,2957,28662,23419
6819955,68,1995,5,Karnataka,Mandya,16610,16068,4833,3788,3033,3496,24476,23352
6819965,68,1996,5,Karnataka,Mandya,20432,10164,4856,1302,3324,1157,28612,12623
6819975,68,1997,5,Karnataka,Mandya,22762,14725,7307,4301,5446,4674,35515,23700
6819985,68,1998,5,Karnataka,Mandya,-1,-1,-1,-1,-1,-1,-1,-1
6819995,68,1999,5,Karnataka,Mandya,-1,-1,-1,-1,-1,-1,-1,-1
6820005,68,2000,5,Karnataka,Mandya,21130,18053,8583,5292,7685,5014,37398,28359
6820015,68,2001,5,Karnataka,Mandya,21833,18355,7081,6181,7251,6323,36165,30859
6820025,68,2002,5,Karnataka,Mandya,14728,15528,4274,5241,4543,5219,23545,25988
6820035,68,2003,5,Karnataka,Mandya,10209,13287,2981,4099,3606,2962,16796,20348
6820045,68,2004,5,Karnataka,Mandya,19184,14038,6018,5276,7597,5544,32799,24858
6820055,68,2005,5,Karnataka,Mandya,21966,21162,8520,8172,8563,8830,39049,38164
6820065,68,2006,5,Karnataka,Mandya,25363,21381,9114,7712,6523,9210,41000,38303
6820075,68,2007,5,Karnataka,Mandya,29631,21607,8899,5603,7407,7382,45937,34592
6820085,68,2008,5,Karnataka,Mandya,24785,28618,10432,15503,13776,12764,48993,56885
6820095,68,2009,5,Karnataka,Mandya,26003,31089,10658,12684,9330,17537,45991,61310
6820105,68,2010,5,Karnataka,Mandya,31431,30432,18178,12764,10509,11334,60118,54530
6820115,68,2011,5,Karnataka,Mandya,31163,32655,15244,15583,6815,11125,53222,59363
6820125,68,2012,5,Karnataka,Mandya,20673,29347,6511,6892,5387,5216,32571,41455
6820135,68,2013,5,Karnataka,Mandya,30483,23750,7714,6403,4699,4945,42896,35098
6820145,68,2014,5,Karnataka,Mandya,24333,29454,9351,7897,8125,9133,41809,46484
6820155,68,2015,5,Karnataka,Mandya,28093,25460,10074,7019,7812,3610,45979,36089
6820165,68,2016,5,Karnataka,Mandya,21737,17090,7118,6009,3475,5130,32330,28229
6820175,68,2017,5,Karnataka,Mandya,19079,29965,5363,8492,3103,6196,27545,44653
6919905,69,1990,5,Karnataka,Hassan,12126,6868,7921,4382,6948,2631,26995,13881
6919915,69,1991,5,Karnataka,Hassan,13231,7859,9385,4489,6133,4011,28749,16359
6919925,69,1992,5,Karnataka,Hassan,14063,7375,8973,3783,3162,2427,26198,13585
6919935,69,1993,5,Karnataka,Hassan,14719,8802,6614,3029,3150,1981,24483,13812
6919945,69,1994,5,Karnataka,Hassan,15684,8502,7000,3531,4708,3415,27392,15448
6919955,69,1995,5,Karnataka,Hassan,16131,8338,6311,4836,5502,3513,27944,16687
6919965,69,1996,5,Karnataka,Hassan,17869,5014,6619,2628,5093,1751,29581,9393
6919975,69,1997,5,Karnataka,Hassan,20945,8026,11202,3290,8789,4863,40936,16179
6919985,69,1998,5,Karnataka,Hassan,-1,-1,-1,-1,-1,-1,-1,-1
6919995,69,1999,5,Karnataka,Hassan,-1,-1,-1,-1,-1,-1,-1,-1
6920005,69,2000,5,Karnataka,Hassan,23128,8928,11678,4862,9795,3612,44601,17402
6920015,69,2001,5,Karnataka,Hassan,19807,8079,8908,4566,8336,4470,37051,17115
6920025,69,2002,5,Karnataka,Hassan,14678,11415,6926,7239,6338,4686,27942,23340
6920035,69,2003,5,Karnataka,Hassan,13065,9861,6107,5515,6670,3105,25842,18481
6920045,69,2004,5,Karnataka,Hassan,18178,7118,9689,3700,10903,3960,38770,14778
6920055,69,2005,5,Karnataka,Hassan,21484,10712,13165,6131,14059,5887,48708,22730
6920065,69,2006,5,Karnataka,Hassan,24617,7556,14696,4989,10445,5052,49758,17597
6920075,69,2007,5,Karnataka,Hassan,25825,10339,14443,4737,13712,5431,53980,20507
6920085,69,2008,5,Karnataka,Hassan,23240,10582,13738,6408,15661,7380,52639,24370
6920095,69,2009,5,Karnataka,Hassan,20789,14487,13595,9474,14875,11411,49259,35372
6920105,69,2010,5,Karnataka,Hassan,22405,13318,15553,9718,15404,6677,53362,29713
6920115,69,2011,5,Karnataka,Hassan,25420,19142,15698,19951,7379,11887,48497,50980
6920125,69,2012,5,Karnataka,Hassan,17241,14800,7584,6867,8882,4560,33707,26227
6920135,69,2013,5,Karnataka,Hassan,23675,10337,12057,5724,9891,4784,45623,20845
6920145,69,2014,5,Karnataka,Hassan,24575,13286,13594,6454,11583,6514,49752,26254
6920155,69,2015,5,Karnataka,Hassan,23499,15185,15081,8454,10938,6637,49518,30276
6920165,69,2016,5,Karnataka,Hassan,26840,6842,15496,6441,8625,4188,50960,17471
6920175,69,2017,5,Karnataka,Hassan,23766,9128,12325,6766,11085,4354,47176,20248
7019905,70,1990,5,Karnataka,Shimoge,13530,7848,10509,5028,6548,4347,30587,17223
7019915,70,1991,5,Karnataka,Shimoge,13483,7268,10196,4256,5583,3800,29262,15324
7019925,70,1992,5,Karnataka,Shimoge,12417,9728,8391,4006,7566,2491,28374,16225
7019935,70,1993,5,Karnataka,Shimoge,14823,10470,8407,4553,6226,3363,29456,18386
7019945,70,1994,5,Karnataka,Shimoge,13756,8408,8804,3364,3431,3098,25991,14870
7019955,70,1995,5,Karnataka,Shimoge,15269,9230,7667,5734,5995,3509,28931,18473
7019965,70,1996,5,Karnataka,Shimoge,16024,6217,7537,3788,5623,2022,29184,12027
7019975,70,1997,5,Karnataka,Shimoge,18990,8304,11360,4336,5837,4629,36187,17269
7019985,70,1998,5,Karnataka,Shimoge,-1,-1,-1,-1,-1,-1,-1,-1
7019995,70,1999,5,Karnataka,Shimoge,-1,-1,-1,-1,-1,-1,-1,-1
7020005,70,2000,5,Karnataka,Shimoge,18227,7142,11203,4935,8978,3541,38408,15618
7020015,70,2001,5,Karnataka,Shimoge,15001,6416,9039,5349,6614,3585,30654,15350
7020025,70,2002,5,Karnataka,Shimoge,13870,8107,7305,5960,5915,3377,27090,17444
7020035,70,2003,5,Karnataka,Shimoge,12210,5188,6182,3710,6033,2773,24425,11671
7020045,70,2004,5,Karnataka,Shimoge,17802,6139,9606,4433,9752,4244,37160,14816
7020055,70,2005,5,Karnataka,Shimoge,19378,8778,10091,6578,9733,6313,39202,21669
7020065,70,2006,5,Karnataka,Shimoge,22081,8200,13222,5624,7885,5781,43188,19605
7020075,70,2007,5,Karnataka,Shimoge,20613,7634,9847,3947,8765,4866,39225,16447
7020085,70,2008,5,Karnataka,Shimoge,20444,11079,11682,8211,11895,5685,44021,24975
7020095,70,2009,5,Karnataka,Shimoge,23931,11575,17368,9768,9840,9933,51139,31276
7020105,70,2010,5,Karnataka,Shimoge,24883,14288,14616,11076,10794,8010,50293,33374
7020115,70,2011,5,Karnataka,Shimoge,24166,19953,13189,17520,3362,9054,40717,46527
7020125,70,2012,5,Karnataka,Shimoge,16776,16358,6086,8158,5203,5475,28065,29991
7020135,70,2013,5,Karnataka,Shimoge,20958,10194,9102,6380,5050,4492,35110,21066
7020145,70,2014,5,Karnataka,Shimoge,21391,10601,9439,5579,6580,5297,37410,21477
7020155,70,2015,5,Karnataka,Shimoge,19811,10613,12807,6885,7614,3864,40232,21362
7020165,70,2016,5,Karnataka,Shimoge,20888,6905,11071,6360,7463,3923,39422,17188
7020175,70,2017,5,Karnataka,Shimoge,19584,9434,10808,6633,9464,4913,39856,20980
7119905,71,1990,5,Karnataka,Chickmagalur,7840,5100,5551,3730,5831,2245,19222,11075
7119915,71,1991,5,Karnataka,Chickmagalur,9452,6035,7536,3730,5106,3643,22094,13408
7119925,71,1992,5,Karnataka,Chickmagalur,7493,4674,5902,2903,3704,2578,17099,10155
7119935,71,1993,5,Karnataka,Chickmagalur,7205,5369,4202,1976,2524,1914,13931,9259
7119945,71,1994,5,Karnataka,Chickmagalur,9992,4706,5700,1768,4679,2985,20371,9459
7119955,71,1995,5,Karnataka,Chickmagalur,12102,6132,5105,3590,6219,4525,23426,14247
7119965,71,1996,5,Karnataka,Chickmagalur,12644,4938,5056,2382,7095,1338,24795,8658
7119975,71,1997,5,Karnataka,Chickmagalur,13836,4975,9949,3891,10320,4809,34105,13675
7119985,71,1998,5,Karnataka,Chickmagalur,-1,-1,-1,-1,-1,-1,-1,-1
7119995,71,1999,5,Karnataka,Chickmagalur,-1,-1,-1,-1,-1,-1,-1,-1
7120005,71,2000,5,Karnataka,Chickmagalur,16219,5495,9137,3715,11458,3327,36814,12537
7120015,71,2001,5,Karnataka,Chickmagalur,12291,5098,6690,3430,9797,3517,28778,12045
7120025,71,2002,5,Karnataka,Chickmagalur,10648,6839,5500,4403,8457,4411,24605,15653
7120035,71,2003,5,Karnataka,Chickmagalur,7889,6426,4837,3058,7599,3509,20325,12993
7120045,71,2004,5,Karnataka,Chickmagalur,10894,4292,7990,3535,9986,4233,28870,12060
7120055,71,2005,5,Karnataka,Chickmagalur,14483,6412,9063,4376,12480,6137,36026,16925
7120065,71,2006,5,Karnataka,Chickmagalur,16645,4995,10846,3307,11317,5481,38808,13783
7120075,71,2007,5,Karnataka,Chickmagalur,17257,5262,9597,3096,13138,2492,39992,10850
7120085,71,2008,5,Karnataka,Chickmagalur,16577,8492,9416,5082,12750,7424,38743,20998
7120095,71,2009,5,Karnataka,Chickmagalur,19678,9292,11587,6371,14510,11236,45775,26899
7120105,71,2010,5,Karnataka,Chickmagalur,16743,11921,13806,7040,11136,9477,41685,28438
7120115,71,2011,5,Karnataka,Chickmagalur,19849,12483,12590,9913,5939,12723,38378,35119
7120125,71,2012,5,Karnataka,Chickmagalur,12826,10118,6283,5956,10594,4970,29703,21044
7120135,71,2013,5,Karnataka,Chickmagalur,16896,8729,9012,4667,9789,6878,35697,20274
7120145,71,2014,5,Karnataka,Chickmagalur,19633,12380,9944,6749,14538,10764,44115,29893
7120155,71,2015,5,Karnataka,Chickmagalur,22636,12591,14398,7113,15902,6912,52936,26616
7120165,71,2016,5,Karnataka,Chickmagalur,22036,7786,13293,5814,13785,5148,49114,18748
7120175,71,2017,5,Karnataka,Chickmagalur,20445,8388,12220,5562,15072,5257,47737,19207
7219905,72,1990,5,Karnataka,Chitradurga,17468,9354,12698,5559,6754,3673,36920,18586
7219915,72,1991,5,Karnataka,Chitradurga,18545,8042,15630,5377,5637,2762,39812,16181
7219925,72,1992,5,Karnataka,Chitradurga,20018,12130,14879,5825,5967,1885,40864,19840
7219935,72,1993,5,Karnataka,Chitradurga,18990,15505,13552,6980,5778,2386,38320,24871
7219945,72,1994,5,Karnataka,Chitradurga,19580,13330,13482,5396,3343,3074,36405,21800
7219955,72,1995,5,Karnataka,Chitradurga,21798,13822,10960,8500,4903,3780,37661,26102
7219965,72,1996,5,Karnataka,Chitradurga,24456,11563,9950,5517,3417,2322,37823,19402
7219975,72,1997,5,Karnataka,Chitradurga,28249,11428,15855,6869,4802,3256,48906,21553
7219985,72,1998,5,Karnataka,Chitradurga,-1,-1,-1,-1,-1,-1,-1,-1
7219995,72,1999,5,Karnataka,Chitradurga,-1,-1,-1,-1,-1,-1,-1,-1
7220005,72,2000,5,Karnataka,Chitradurga,10120,4399,5110,3120,1980,1160,17210,8679
7220015,72,2001,5,Karnataka,Chitradurga,9050,4183,5023,3656,1732,1305,15805,9144
7220025,72,2002,5,Karnataka,Chitradurga,7675,5408,4341,3674,2373,1494,14389,10576
7220035,72,2003,5,Karnataka,Chitradurga,3845,4496,3393,2214,1179,1039,8417,7749
7220045,72,2004,5,Karnataka,Chitradurga,9665,2624,6254,1486,2025,1000,17944,5110
7220055,72,2005,5,Karnataka,Chitradurga,9268,3894,5393,2573,2038,1769,16699,8236
7220065,72,2006,5,Karnataka,Chitradurga,9279,3478,6040,2024,2459,1571,17778,7073
7220075,72,2007,5,Karnataka,Chitradurga,8737,2403,5252,1139,3052,983,17041,4525
7220085,72,2008,5,Karnataka,Chitradurga,7795,3683,8058,1922,3595,1732,19448,7337
7220095,72,2009,5,Karnataka,Chitradurga,10405,3856,8750,3161,2585,2060,21740,9077
7220105,72,2010,5,Karnataka,Chitradurga,13071,5851,9812,4219,4313,2688,27196,12758
7220115,72,2011,5,Karnataka,Chitradurga,13086,10024,6173,10864,870,4212,20129,25100
7220125,72,2012,5,Karnataka,Chitradurga,6096,8323,2659,2888,1299,1992,10054,13203
7220135,72,2013,5,Karnataka,Chitradurga,12626,5052,5734,3630,1823,1605,20183,10287
7220145,72,2014,5,Karnataka,Chitradurga,14171,6981,7907,4274,2876,2045,24954,13300
7220155,72,2015,5,Karnataka,Chitradurga,13043,11470,8601,6655,3449,1793,25093,19918
7220165,72,2016,5,Karnataka,Chitradurga,15725,4650,7629,4342,2328,1210,25682,10202
7220175,72,2017,5,Karnataka,Chitradurga,9159,5137,5324,3290,1500,2108,15983,10535
7319905,73,1990,5,Karnataka,Bellary,21856,17469,20032,8852,11602,8185,53490,34506
7319915,73,1991,5,Karnataka,Bellary,28218,18546,23367,11387,13491,9494,65076,39427
7319925,73,1992,5,Karnataka,Bellary,26969,19038,19273,6396,10503,2767,56745,28201
7319935,73,1993,5,Karnataka,Bellary,24361,21946,12408,6978,7290,3985,44059,32909
7319945,73,1994,5,Karnataka,Bellary,27080,21583,11151,4616,7061,4823,45292,31022
7319955,73,1995,5,Karnataka,Bellary,27760,21544,11187,8129,6599,5687,45546,35360
7319965,73,1996,5,Karnataka,Bellary,28101,18551,10449,6280,5493,3931,44043,28762
7319975,73,1997,5,Karnataka,Bellary,25772,23479,14581,9678,6701,3348,47054,36505
7319985,73,1998,5,Karnataka,Bellary,-1,-1,-1,-1,-1,-1,-1,-1
7319995,73,1999,5,Karnataka,Bellary,-1,-1,-1,-1,-1,-1,-1,-1
7320005,73,2000,5,Karnataka,Bellary,36855,26886,16625,12396,9883,6600,63363,45882
7320015,73,2001,5,Karnataka,Bellary,36301,28772,14846,12767,7298,7240,58445,48779
7320025,73,2002,5,Karnataka,Bellary,31390,18576,12172,9327,5884,4680,49446,32583
7320035,73,2003,5,Karnataka,Bellary,25356,20784,10619,10120,5615,6658,41590,37562
