Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN KHARIF CONSUMPTION (tons),NITROGEN RABI CONSUMPTION (tons),PHOSPHATE KHARIF CONSUMPTION (tons),PHOSPHATE RABI CONSUMPTION (tons),POTASH KHARIF CONSUMPTION (tons),POTASH RABI CONSUMPTION (tons),TOTAL KHARIF CONSUMPTION (tons),TOTAL RABI CONSUMPTION (tons)
1199014,1,1990,14,Chhattisgarh,Durg,9725,2051,4165,1669,1269,646,15159,4366
1199114,1,1991,14,Chhattisgarh,Durg,10350,2051,8113,1757,2905,623,21368,4431
1199214,1,1992,14,Chhattisgarh,Durg,10350,2051,8113,1757,2905,623,21368,4431
1199314,1,1993,14,Chhattisgarh,Durg,15106,2337,8366,2195,3464,655,26936,5187
1199414,1,1994,14,Chhattisgarh,Durg,15672,2349,7210,1292,1625,611,24507,4252
1199514,1,1995,14,Chhattisgarh,Durg,15672,2349,7210,1292,1625,611,24507,4252
1199614,1,1996,14,Chhattisgarh,Durg,15672,2349,7210,1292,1625,611,24507,4252
1199714,1,1997,14,Chhattisgarh,Durg,21844,2923,8515,1089,3357,463,33716,4475
1199814,1,1998,14,Chhattisgarh,Durg,-1,-1,-1,-1,-1,-1,-1,-1
1199914,1,1999,14,Chhattisgarh,Durg,-1,-1,-1,-1,-1,-1,-1,-1
1200014,1,2000,14,Chhattisgarh,Durg,20384,2219,8990,1203,3547,495,32921,3917
1200114,1,2001,14,Chhattisgarh,Durg,23759,803,9723,878,3229,135,36711,1816
1200214,1,2002,14,Chhattisgarh,Durg,17211,1809,8412,1104,3708,542,29331,3455
1200314,1,2003,14,Chhattisgarh,Durg,18802,1957,7653,1249,3169,628,29624,3834
1200414,1,2004,14,Chhattisgarh,Durg,24376,5598,10727,3287,4477,1379,39580,10264
1200514,1,2005,14,Chhattisgarh,Durg,24801,6018,9438,4682,5518,1459,39757,12159
1200614,1,2006,14,Chhattisgarh,Durg,35932,5545,13846,4055,6349,2209,56127,11809
1200714,1,2007,14,Chhattisgarh,Durg,30644,8193,13733,4678,7318,1696,51695,14567
1200814,1,2008,14,Chhattisgarh,Durg,27577,7547,17140,5490,10244,2676,54961,15713
1200914,1,2009,14,Chhattisgarh,Durg,41626,7324,22285,2712,9860,3049,73771,13085
1201014,1,2010,14,Chhattisgarh,Durg,40273,10744,22313,6104,12525,1613,75111,18461
1201114,1,2011,14,Chhattisgarh,Durg,33180,14471,19542,8876,6015,2671,58737,26018
1201214,1,2012,14,Chhattisgarh,Durg,15226,2414,7405,3412,2897,458,25528,6284
1201314,1,2013,14,Chhattisgarh,Durg,13972,4667,5262,2585,2101,766,21335,8018
1201414,1,2014,14,Chhattisgarh,Durg,13740,5868,7197,4540,2828,2380,23765,12788
1201514,1,2015,14,Chhattisgarh,Durg,20483,4447,5949,4123,3571,1181,30003,9751
1201614,1,2016,14,Chhattisgarh,Durg,20089,2884,10032,3887,2516,1842,32636,8613
1201714,1,2017,14,Chhattisgarh,Durg,13609,3854,6244,1800,3185,511,23038,6165
2199014,2,1990,14,Chhattisgarh,Bastar,1061,723,784,382,152,65,1997,1170
2199114,2,1991,14,Chhattisgarh,Bastar,2294,723,850,398,269,66,3413,1187
2199214,2,1992,14,Chhattisgarh,Bastar,2294,723,850,398,269,66,3413,1187
2199314,2,1993,14,Chhattisgarh,Bastar,2863,403,1384,319,467,116,4714,838
2199414,2,1994,14,Chhattisgarh,Bastar,3273,445,1541,187,354,86,5168,718
2199514,2,1995,14,Chhattisgarh,Bastar,3273,445,1541,187,354,86,5168,718
2199614,2,1996,14,Chhattisgarh,Bastar,3273,445,1541,187,354,86,5168,718
2199714,2,1997,14,Chhattisgarh,Bastar,6845,732,1988,308,792,123,9625,1163
2199814,2,1998,14,Chhattisgarh,Bastar,-1,-1,-1,-1,-1,-1,-1,-1
2199914,2,1999,14,Chhattisgarh,Bastar,-1,-1,-1,-1,-1,-1,-1,-1
2200014,2,2000,14,Chhattisgarh,Bastar,4040,107,1081,6,384,3,5505,116
2200114,2,2001,14,Chhattisgarh,Bastar,2456,186,980,163,343,65,3779,414
2200214,2,2002,14,Chhattisgarh,Bastar,1588,172,912,142,382,45,2882,359
2200314,2,2003,14,Chhattisgarh,Bastar,1703,205,984,141,380,70,3067,416
2200414,2,2004,14,Chhattisgarh,Bastar,2404,434,902,292,570,125,3876,851
2200514,2,2005,14,Chhattisgarh,Bastar,3574,619,1247,918,731,183,5552,1720
2200614,2,2006,14,Chhattisgarh,Bastar,4414,1276,2353,484,1005,6,7772,1766
2200714,2,2007,14,Chhattisgarh,Bastar,3912,1093,1005,136,290,64,5207,1293
2200814,2,2008,14,Chhattisgarh,Bastar,2889,1209,1591,742,612,452,5092,2403
2200914,2,2009,14,Chhattisgarh,Bastar,6606,542,4199,393,1035,120,11840,1055
2201014,2,2010,14,Chhattisgarh,Bastar,6667,940,3525,622,1856,156,12048,1718
2201114,2,2011,14,Chhattisgarh,Bastar,5119,1338,2962,1541,1135,497,9216,3376
2201214,2,2012,14,Chhattisgarh,Bastar,4716,1697,2508,848,829,211,8053,2756
2201314,2,2013,14,Chhattisgarh,Bastar,4600,1078,2010,442,881,122,7491,1642
2201414,2,2014,14,Chhattisgarh,Bastar,3908,1018,2289,192,892,53,7089,1263
2201514,2,2015,14,Chhattisgarh,Bastar,3461,1707,2067,1438,828,423,6356,3568
2201614,2,2016,14,Chhattisgarh,Bastar,3510,1850,2568,1304,935,603,7014,3757
2201714,2,2017,14,Chhattisgarh,Bastar,3506,1835,2434,1063,764,537,6704,3435
3199014,3,1990,14,Chhattisgarh,Raipur,27797,3015,12068,1814,7337,921,47202,5750
3199114,3,1991,14,Chhattisgarh,Raipur,24311,3015,13757,1850,5436,915,43504,5780
3199214,3,1992,14,Chhattisgarh,Raipur,24311,3015,13757,1850,5436,915,43504,5780
3199314,3,1993,14,Chhattisgarh,Raipur,31375,4199,12107,2847,6937,845,50419,7891
3199414,3,1994,14,Chhattisgarh,Raipur,43179,6094,18055,3238,4861,1244,66095,10576
3199514,3,1995,14,Chhattisgarh,Raipur,43179,6094,18055,3238,4861,1244,66095,10576
3199614,3,1996,14,Chhattisgarh,Raipur,43179,6094,18055,3238,4861,1244,66095,10576
3199714,3,1997,14,Chhattisgarh,Raipur,47602,7393,19765,3085,6868,1062,74235,11540
3199814,3,1998,14,Chhattisgarh,Raipur,-1,-1,-1,-1,-1,-1,-1,-1
3199914,3,1999,14,Chhattisgarh,Raipur,-1,-1,-1,-1,-1,-1,-1,-1
3200014,3,2000,14,Chhattisgarh,Raipur,25734,1507,13514,472,4166,195,43414,2174
3200114,3,2001,14,Chhattisgarh,Raipur,27058,1891,12760,518,3707,479,43525,2888
3200214,3,2002,14,Chhattisgarh,Raipur,21492,2855,12589,987,3603,393,37684,4235
3200314,3,2003,14,Chhattisgarh,Raipur,22557,2283,11595,1666,3337,1114,37489,5063
3200414,3,2004,14,Chhattisgarh,Raipur,28259,3854,15330,2899,5459,1747,49048,8500
3200514,3,2005,14,Chhattisgarh,Raipur,32609,12895,24651,9833,9034,1781,66294,24509
3200614,3,2006,14,Chhattisgarh,Raipur,43098,17921,19803,10168,9649,6380,72550,34469
3200714,3,2007,14,Chhattisgarh,Raipur,51908,12630,28297,8960,20005,3200,100210,24790
3200814,3,2008,14,Chhattisgarh,Raipur,51380,7264,26439,4225,9882,1439,87701,12928
3200914,3,2009,14,Chhattisgarh,Raipur,56515,15632,29085,8365,10572,3400,96172,27397
3201014,3,2010,14,Chhattisgarh,Raipur,60136,22812,30171,10861,13172,3458,103479,37131
3201114,3,2011,14,Chhattisgarh,Raipur,66348,34809,28477,22337,6884,15455,101709,72601
3201214,3,2012,14,Chhattisgarh,Raipur,26894,26732,12567,13362,3620,763,43081,40857
3201314,3,2013,14,Chhattisgarh,Raipur,41333,9096,21278,8113,8026,723,70637,17932
3201414,3,2014,14,Chhattisgarh,Raipur,24058,14025,9684,5610,3158,6365,36900,26000
3201514,3,2015,14,Chhattisgarh,Raipur,27680,6073,9056,3154,2286,1187,39022,10414
3201614,3,2016,14,Chhattisgarh,Raipur,24451,4606,8910,6971,2430,2288,35791,13865
3201714,3,2017,14,Chhattisgarh,Raipur,20207,6939,9096,5116,2897,911,32200,12966
4199014,4,1990,14,Chhattisgarh,Bilaspur,16729,2557,4840,1500,1142,334,22711,4391
4199114,4,1991,14,Chhattisgarh,Bilaspur,18007,2557,6128,1625,1805,350,25940,4532
4199214,4,1992,14,Chhattisgarh,Bilaspur,18007,2557,6128,1625,1805,350,25940,4532
4199314,4,1993,14,Chhattisgarh,Bilaspur,21060,2221,7902,849,2088,543,31050,3613
4199414,4,1994,14,Chhattisgarh,Bilaspur,26087,5302,6074,1118,799,193,32960,6613
4199514,4,1995,14,Chhattisgarh,Bilaspur,26087,5302,6074,1118,799,193,32960,6613
4199614,4,1996,14,Chhattisgarh,Bilaspur,26087,5302,6074,1118,799,193,32960,6613
4199714,4,1997,14,Chhattisgarh,Bilaspur,31540,3527,8779,836,1825,204,42144,4567
4199814,4,1998,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1,-1,-1,-1,-1
4199914,4,1999,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1,-1,-1,-1,-1
4200014,4,2000,14,Chhattisgarh,Bilaspur,13543,1458,6367,893,1071,324,20981,2675
4200114,4,2001,14,Chhattisgarh,Bilaspur,15498,4319,6150,1614,936,401,22584,6334
4200214,4,2002,14,Chhattisgarh,Bilaspur,15383,1771,6611,706,1052,274,23046,2751
4200314,4,2003,14,Chhattisgarh,Bilaspur,17704,3477,4288,1453,1127,387,23119,5317
4200414,4,2004,14,Chhattisgarh,Bilaspur,21709,7244,6026,5138,1855,959,29590,13341
4200514,4,2005,14,Chhattisgarh,Bilaspur,22678,6147,6581,2861,3421,808,32680,9816
4200614,4,2006,14,Chhattisgarh,Bilaspur,26645,4143,8914,1713,4052,808,39611,6664
4200714,4,2007,14,Chhattisgarh,Bilaspur,30044,4385,8318,1161,3515,765,41877,6311
4200814,4,2008,14,Chhattisgarh,Bilaspur,25703,2459,9656,1084,4473,621,39832,4164
4200914,4,2009,14,Chhattisgarh,Bilaspur,27001,6990,11872,1783,3630,1196,42503,9969
4201014,4,2010,14,Chhattisgarh,Bilaspur,25514,8637,13706,2621,4586,974,43806,12232
4201114,4,2011,14,Chhattisgarh,Bilaspur,28324,18395,10616,5326,2416,2930,41356,26651
4201214,4,2012,14,Chhattisgarh,Bilaspur,18344,8214,7534,5021,1308,161,27186,13396
4201314,4,2013,14,Chhattisgarh,Bilaspur,31103,4275,7859,3482,2299,156,41261,7913
4201414,4,2014,14,Chhattisgarh,Bilaspur,20672,10833,7107,2516,1467,412,29246,13761
4201514,4,2015,14,Chhattisgarh,Bilaspur,21750,4843,6000,2572,1442,1008,29192,8423
4201614,4,2016,14,Chhattisgarh,Bilaspur,19040,9327,8082,3787,1788,1662,28910,14776
4201714,4,2017,14,Chhattisgarh,Bilaspur,20131,5889,6067,2220,1482,860,27680,8969
5199014,5,1990,14,Chhattisgarh,Raigarh,9887,1289,2737,672,924,385,13548,2346
5199114,5,1991,14,Chhattisgarh,Raigarh,10044,1289,3950,664,1058,385,15052,2338
5199214,5,1992,14,Chhattisgarh,Raigarh,10044,1289,3950,664,1058,385,15052,2338
5199314,5,1993,14,Chhattisgarh,Raigarh,12022,1699,4463,1126,1010,346,17495,3171
5199414,5,1994,14,Chhattisgarh,Raigarh,13148,1781,3409,832,720,188,17277,2801
5199514,5,1995,14,Chhattisgarh,Raigarh,13148,1781,3409,832,720,188,17277,2801
5199614,5,1996,14,Chhattisgarh,Raigarh,13148,1781,3409,832,720,188,17277,2801
5199714,5,1997,14,Chhattisgarh,Raigarh,11442,1899,4418,421,1205,73,17065,2393
5199814,5,1998,14,Chhattisgarh,Raigarh,-1,-1,-1,-1,-1,-1,-1,-1
5199914,5,1999,14,Chhattisgarh,Raigarh,-1,-1,-1,-1,-1,-1,-1,-1
5200014,5,2000,14,Chhattisgarh,Raigarh,10058,1062,6436,689,1539,143,18033,1894
5200114,5,2001,14,Chhattisgarh,Raigarh,13009,1629,5919,796,1030,191,19958,2616
5200214,5,2002,14,Chhattisgarh,Raigarh,11888,1790,4244,839,889,195,17021,2824
5200314,5,2003,14,Chhattisgarh,Raigarh,13305,2804,3406,1471,843,262,17554,4537
5200414,5,2004,14,Chhattisgarh,Raigarh,17165,3002,4718,1424,1264,570,23147,4996
5200514,5,2005,14,Chhattisgarh,Raigarh,18334,3782,5905,3107,2042,826,26281,7715
5200614,5,2006,14,Chhattisgarh,Raigarh,17476,3764,6267,1902,2530,636,26273,6302
5200714,5,2007,14,Chhattisgarh,Raigarh,17842,3911,6702,2147,2267,700,26811,6758
5200814,5,2008,14,Chhattisgarh,Raigarh,22563,5384,7092,3415,3788,1246,33443,10045
5200914,5,2009,14,Chhattisgarh,Raigarh,23980,4629,9407,2626,2709,1278,36096,8533
5201014,5,2010,14,Chhattisgarh,Raigarh,17507,5870,10246,2771,3473,950,31226,9591
5201114,5,2011,14,Chhattisgarh,Raigarh,17478,10740,7718,4738,667,1030,25863,16508
5201214,5,2012,14,Chhattisgarh,Raigarh,16992,5582,6291,3863,1318,263,24601,9708
5201314,5,2013,14,Chhattisgarh,Raigarh,19873,4529,7152,3173,1788,253,28813,7955
5201414,5,2014,14,Chhattisgarh,Raigarh,21330,4174,8053,2559,1727,1729,31110,8462
5201514,5,2015,14,Chhattisgarh,Raigarh,20275,6882,8036,4071,1976,1180,30287,12133
5201614,5,2016,14,Chhattisgarh,Raigarh,15192,7427,8699,5874,2093,2816,25984,16117
5201714,5,2017,14,Chhattisgarh,Raigarh,16815,12550,8319,3784,2256,1050,27390,17384
6199014,6,1990,14,Chhattisgarh,Surguja,2252,1500,1830,1615,181,128,4263,3243
6199114,6,1991,14,Chhattisgarh,Surguja,2968,1502,1682,1724,511,137,5161,3363
6199214,6,1992,14,Chhattisgarh,Surguja,2968,1502,1682,1724,511,137,5161,3363
6199314,6,1993,14,Chhattisgarh,Surguja,3174,879,1973,514,469,83,5616,1476
6199414,6,1994,14,Chhattisgarh,Surguja,4184,2163,1494,1126,290,112,5968,3401
6199514,6,1995,14,Chhattisgarh,Surguja,4184,2163,1494,1126,290,112,5968,3401
6199614,6,1996,14,Chhattisgarh,Surguja,4184,2163,1494,1126,290,112,5968,3401
6199714,6,1997,14,Chhattisgarh,Surguja,3837,1817,2471,1190,510,106,6818,3113
6199814,6,1998,14,Chhattisgarh,Surguja,-1,-1,-1,-1,-1,-1,-1,-1
6199914,6,1999,14,Chhattisgarh,Surguja,-1,-1,-1,-1,-1,-1,-1,-1
6200014,6,2000,14,Chhattisgarh,Surguja,4801,2706,3600,1630,906,117,9307,4453
6200114,6,2001,14,Chhattisgarh,Surguja,5994,2944,2802,1704,870,195,9666,4843
6200214,6,2002,14,Chhattisgarh,Surguja,6215,1975,3041,1140,935,123,10191,3238
6200314,6,2003,14,Chhattisgarh,Surguja,7003,2498,1742,1932,744,66,9489,4496
6200414,6,2004,14,Chhattisgarh,Surguja,11143,6853,4114,2390,1141,318,16398,9561
6200514,6,2005,14,Chhattisgarh,Surguja,12888,2688,3189,1213,1092,284,17169,4185
6200614,6,2006,14,Chhattisgarh,Surguja,7210,3857,3777,1730,1125,98,12112,5685
6200714,6,2007,14,Chhattisgarh,Surguja,10622,3447,5728,871,1906,189,18256,4507
6200814,6,2008,14,Chhattisgarh,Surguja,12723,2574,6168,2518,2157,1000,21048,6092
6200914,6,2009,14,Chhattisgarh,Surguja,13956,4919,9490,2400,1103,343,24549,7662
6201014,6,2010,14,Chhattisgarh,Surguja,10790,2158,6874,2238,1808,686,19472,5082
6201114,6,2011,14,Chhattisgarh,Surguja,8630,2719,5158,4245,970,1018,14758,7982
6201214,6,2012,14,Chhattisgarh,Surguja,6340,2600,4225,2534,1049,125,11614,5259
6201314,6,2013,14,Chhattisgarh,Surguja,11754,2487,4145,878,1041,118,16940,3483
6201414,6,2014,14,Chhattisgarh,Surguja,7091,2771,3486,1783,782,2040,11359,6594
6201514,6,2015,14,Chhattisgarh,Surguja,8499,2034,3028,2037,1141,504,12668,4575
6201614,6,2016,14,Chhattisgarh,Surguja,9115,6076,4206,3020,1274,763,14595,9859
6201714,6,2017,14,Chhattisgarh,Surguja,6843,1205,3704,560,1573,747,12120,2512
719906,7,1990,6,Madhya Pradesh,Jabalpur,2782,7576,1953,5323,121,322,4856,13221
719916,7,1991,6,Madhya Pradesh,Jabalpur,3783,7576,1995,5323,148,338,5926,13237
719926,7,1992,6,Madhya Pradesh,Jabalpur,3783,7576,1995,5323,148,338,5926,13237
719936,7,1993,6,Madhya Pradesh,Jabalpur,4181,8774,2650,4484,220,62,7051,13320
719946,7,1994,6,Madhya Pradesh,Jabalpur,4574,8910,4212,5288,202,418,8988,14616
719956,7,1995,6,Madhya Pradesh,Jabalpur,4574,8910,4212,5288,202,418,8988,14616
719966,7,1996,6,Madhya Pradesh,Jabalpur,4574,8910,4212,5288,202,418,8988,14616
719976,7,1997,6,Madhya Pradesh,Jabalpur,3915,11443,2514,7325,71,697,6500,19465
719986,7,1998,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1,-1,-1,-1,-1
719996,7,1999,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1,-1,-1,-1,-1
720006,7,2000,6,Madhya Pradesh,Jabalpur,4011,7681,1832,3038,137,241,5980,10960
720016,7,2001,6,Madhya Pradesh,Jabalpur,3894,6928,2152,3533,312,402,6358,10863
720026,7,2002,6,Madhya Pradesh,Jabalpur,3022,8147,1833,5909,162,479,5017,14535
720036,7,2003,6,Madhya Pradesh,Jabalpur,3181,9471,2034,6440,410,1035,5625,16946
720046,7,2004,6,Madhya Pradesh,Jabalpur,4527,9839,1850,6013,129,680,6506,16532
720056,7,2005,6,Madhya Pradesh,Jabalpur,1779,9772,909,5761,73,633,2761,16166
720066,7,2006,6,Madhya Pradesh,Jabalpur,7306,11611,5779,5442,199,1068,13284,18121
720076,7,2007,6,Madhya Pradesh,Jabalpur,4954,13860,3736,7346,596,1272,9286,22478
720086,7,2008,6,Madhya Pradesh,Jabalpur,8064,14548,6165,7087,1744,2045,15973,23680
720096,7,2009,6,Madhya Pradesh,Jabalpur,8097,20730,7100,10498,1976,2270,17173,33498
720106,7,2010,6,Madhya Pradesh,Jabalpur,10287,23118,8231,11235,1149,2719,19667,37072
720116,7,2011,6,Madhya Pradesh,Jabalpur,12824,16174,8013,9879,1242,685,22079,26738
720126,7,2012,6,Madhya Pradesh,Jabalpur,15052,19629,11005,7854,954,1472,27011,28955
720136,7,2013,6,Madhya Pradesh,Jabalpur,12664,25573,5221,9399,149,157,18034,35129
720146,7,2014,6,Madhya Pradesh,Jabalpur,12461,17495,5209,6983,560,259,18230,24737
720156,7,2015,6,Madhya Pradesh,Jabalpur,13319,25687,5038,9506,610,537,18967,35730
720166,7,2016,6,Madhya Pradesh,Jabalpur,18186,28520,7034,9173,811,738,26031,38431
720176,7,2017,6,Madhya Pradesh,Jabalpur,14692,24349,8296,10542,881,971,23868,35862
819906,8,1990,6,Madhya Pradesh,Balaghat,4132,815,2428,490,204,32,6764,1337
819916,8,1991,6,Madhya Pradesh,Balaghat,6323,815,3063,490,591,41,9977,1346
819926,8,1992,6,Madhya Pradesh,Balaghat,6323,815,3063,490,591,41,9977,1346
819936,8,1993,6,Madhya Pradesh,Balaghat,6847,854,2401,941,558,197,9806,1992
819946,8,1994,6,Madhya Pradesh,Balaghat,6240,1164,2840,320,338,41,9418,1525
819956,8,1995,6,Madhya Pradesh,Balaghat,6240,1164,2840,320,338,41,9418,1525
819966,8,1996,6,Madhya Pradesh,Balaghat,6240,1164,2840,320,338,41,9418,1525
819976,8,1997,6,Madhya Pradesh,Balaghat,7492,1012,3111,452,406,39,11009,1503
819986,8,1998,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1,-1,-1,-1,-1
819996,8,1999,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1,-1,-1,-1,-1
820006,8,2000,6,Madhya Pradesh,Balaghat,6536,785,4334,331,717,24,11587,1140
820016,8,2001,6,Madhya Pradesh,Balaghat,2604,1148,4093,593,475,50,7172,1791
820026,8,2002,6,Madhya Pradesh,Balaghat,6336,1069,4121,448,498,38,10955,1555
820036,8,2003,6,Madhya Pradesh,Balaghat,7914,1797,4937,855,589,49,13440,2701
820046,8,2004,6,Madhya Pradesh,Balaghat,7691,631,4751,257,638,11,13080,899
820056,8,2005,6,Madhya Pradesh,Balaghat,8614,1872,5261,1432,657,65,14532,3369
820066,8,2006,6,Madhya Pradesh,Balaghat,8700,1963,5407,1175,670,74,14777,3212
820076,8,2007,6,Madhya Pradesh,Balaghat,10541,2008,6123,1400,679,66,17343,3474
820086,8,2008,6,Madhya Pradesh,Balaghat,12011,1675,7148,1130,829,147,19988,2952
820096,8,2009,6,Madhya Pradesh,Balaghat,12192,2269,8094,1360,641,123,20927,3752
820106,8,2010,6,Madhya Pradesh,Balaghat,12093,2750,7953,1723,1483,135,21529,4608
820116,8,2011,6,Madhya Pradesh,Balaghat,12524,5101,7539,4456,766,74,20829,9631
820126,8,2012,6,Madhya Pradesh,Balaghat,10802,5575,6600,1803,409,75,17811,7453
820136,8,2013,6,Madhya Pradesh,Balaghat,11969,3763,9544,2920,602,311,22115,6994
820146,8,2014,6,Madhya Pradesh,Balaghat,11100,4549,6885,3240,233,363,18218,8152
820156,8,2015,6,Madhya Pradesh,Balaghat,14639,4838,10164,2695,832,84,25635,7617
820166,8,2016,6,Madhya Pradesh,Balaghat,12719,2515,7635,1735,297,64,20651,4314
820176,8,2017,6,Madhya Pradesh,Balaghat,13974,4325,9656,1032,560,15,24190,5372
919906,9,1990,6,Madhya Pradesh,Chhindwara,3634,3450,2064,1283,318,266,6016,4999
919916,9,1991,6,Madhya Pradesh,Chhindwara,6436,3451,2617,1326,476,278,9529,5055
919926,9,1992,6,Madhya Pradesh,Chhindwara,6436,3451,2617,1326,476,278,9529,5055
919936,9,1993,6,Madhya Pradesh,Chhindwara,5679,3884,2739,943,338,204,8756,5031
919946,9,1994,6,Madhya Pradesh,Chhindwara,6050,4645,3116,1419,542,379,9708,6443
919956,9,1995,6,Madhya Pradesh,Chhindwara,6050,4645,3116,1419,542,379,9708,6443
919966,9,1996,6,Madhya Pradesh,Chhindwara,6050,4645,3116,1419,542,379,9708,6443
919976,9,1997,6,Madhya Pradesh,Chhindwara,6357,5840,3275,2013,1043,395,10675,8248
919986,9,1998,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1,-1,-1,-1,-1
919996,9,1999,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1,-1,-1,-1,-1
920006,9,2000,6,Madhya Pradesh,Chhindwara,8378,2827,3774,1172,1122,333,13274,4332
920016,9,2001,6,Madhya Pradesh,Chhindwara,8513,3157,3917,1222,1276,352,13706,4731
920026,9,2002,6,Madhya Pradesh,Chhindwara,8004,5196,3844,2160,1122,536,12970,7892
920036,9,2003,6,Madhya Pradesh,Chhindwara,8109,7066,4072,2936,1260,743,13441,10745
920046,9,2004,6,Madhya Pradesh,Chhindwara,8823,4518,5076,2025,1119,472,15018,7015
920056,9,2005,6,Madhya Pradesh,Chhindwara,8970,8019,4294,2575,1210,987,14474,11581
920066,9,2006,6,Madhya Pradesh,Chhindwara,11923,8274,5555,2325,1431,811,18909,11410
920076,9,2007,6,Madhya Pradesh,Chhindwara,12406,10559,5015,1974,1628,409,19049,12942
920086,9,2008,6,Madhya Pradesh,Chhindwara,12913,7374,5058,1886,2327,444,20298,9704
920096,9,2009,6,Madhya Pradesh,Chhindwara,17335,12853,7577,2872,2230,1599,27142,17324
920106,9,2010,6,Madhya Pradesh,Chhindwara,17414,12743,7679,5065,3372,1925,28465,19733
920116,9,2011,6,Madhya Pradesh,Chhindwara,20480,11956,8884,4577,3386,1086,32750,17619
920126,9,2012,6,Madhya Pradesh,Chhindwara,16162,18854,8923,5242,2516,676,27601,24772
920136,9,2013,6,Madhya Pradesh,Chhindwara,24170,17134,9443,3877,1643,506,35256,21517
920146,9,2014,6,Madhya Pradesh,Chhindwara,20147,18162,9381,6243,2777,821,32305,25226
920156,9,2015,6,Madhya Pradesh,Chhindwara,26208,21108,11481,6486,3088,834,40777,28428
920166,9,2016,6,Madhya Pradesh,Chhindwara,42858,17942,12326,6720,4162,1388,59346,26050
920176,9,2017,6,Madhya Pradesh,Chhindwara,38021,19497,13489,6619,5327,1191,56837,27307
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,1644,5889,1354,5756,40,351,3038,11996
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,1609,5889,986,5755,31,372,2626,12016
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,1609,5889,986,5755,31,372,2626,12016
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,1876,4775,1839,2414,52,58,3767,7247
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,1867,5541,2983,3319,56,276,4906,9136
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,1867,5541,2983,3319,56,276,4906,9136
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,1867,5541,2983,3319,56,276,4906,9136
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,1608,5792,2961,3325,99,508,4668,9625
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1,-1,-1,-1,-1
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1,-1,-1,-1,-1
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,1988,5498,2434,3278,232,564,4654,9340
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,1978,5935,2059,3998,205,712,4242,10645
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,2156,5912,1713,4166,124,749,3993,10827
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,1805,5918,966,3590,168,871,2939,10379
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,2306,6624,1305,3666,233,1057,3844,11347
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,2886,6955,917,3730,290,1253,4093,11938
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,4206,9695,1560,3537,440,1254,6206,14486
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,3441,7225,1540,3323,417,431,5398,10979
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,3271,8448,2148,5090,454,1245,5873,14783
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,3459,9669,2574,5195,336,1849,6369,16713
1020106,10,2010,6,Madhya Pradesh,Narsinghpur,3754,9766,3752,5835,406,1727,7912,17328
1020116,10,2011,6,Madhya Pradesh,Narsinghpur,5099,12321,4116,5896,485,985,9700,19202
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,6160,13340,5139,7043,293,553,11592,20936
1020136,10,2013,6,Madhya Pradesh,Narsinghpur,4699,10498,2603,5015,189,675,7491,16188
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,6958,12044,2359,5722,480,582,9797,18348
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,8592,16163,3400,6619,394,1185,12386,23967
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,6457,12660,3153,6238,425,1567,10035,20465
1020176,10,2017,6,Madhya Pradesh,Narsinghpur,7552,14079,3255,7173,674,1363,11482,22615
1119906,11,1990,6,Madhya Pradesh,Seoni,1153,632,675,472,96,50,1924,1154
1119916,11,1991,6,Madhya Pradesh,Seoni,1990,632,1146,472,193,58,3329,1162
1119926,11,1992,6,Madhya Pradesh,Seoni,1990,632,1146,472,193,58,3329,1162
1119936,11,1993,6,Madhya Pradesh,Seoni,1957,569,2134,599,137,87,4228,1255
