Key,State  code,State name,District code,District name, Year , Units: in 000 rupees Total  agricultural credit, Units: in 000 rupees Agricultural credit direct, Units: in 000 rupees Agricultural credit indirect, Units: in 000 rupees  Total  credit,,
90220102,2,Bihar,902,Muzaffarpur,2010,11456869,4279213,7177656,22232304,,
90220112,2,Bihar,902,Muzaffarpur,2011,13341059,13066288,274771,29808201,,
90220122,2,Bihar,902,Muzaffarpur,2012,6427074,6131988,295086,26180500,,
90220132,2,Bihar,902,Muzaffarpur,2013,21244467,20899972,344495,44626293,,
90220142,2,Bihar,902,Muzaffarpur,2014,19720313,10723777,8996536,43387652,,
90220152,2,Bihar,902,Muzaffarpur,2015,22473139,11145879,11327260,47873650,,
90320022,2,Bihar,903,Darbhanga,2002,249629,222977,26652,1730936,,
90320032,2,Bihar,903,Darbhanga,2003,291829,259370,32459,2140493,,
90320042,2,Bihar,903,Darbhanga,2004,440637,372332,68305,2842651,,
90320052,2,Bihar,903,Darbhanga,2005,594744,545711,49033,3432281,,
90320062,2,Bihar,903,Darbhanga,2006,749561,714515,35046,3896792,,
90320072,2,Bihar,903,Darbhanga,2007,1098829,1051800,47029,5221719,,
90320082,2,Bihar,903,Darbhanga,2008,1730669,1551545,179124,6470845,,
90320092,2,Bihar,903,Darbhanga,2009,1952753,1891579,61174,6138432,,
90320102,2,Bihar,903,Darbhanga,2010,2402813,1804022,598791,7948389,,
90320112,2,Bihar,903,Darbhanga,2011,2018343,1939508,78835,8547148,,
90320122,2,Bihar,903,Darbhanga,2012,2886391,2789074,97317,10385682,,
90320132,2,Bihar,903,Darbhanga,2013,2746872,2606584,140288,16074173,,
90320142,2,Bihar,903,Darbhanga,2014,3456329,3170752,285577,18506600,,
90320152,2,Bihar,903,Darbhanga,2015,5383844,5163862,219982,22541535,,
90420022,2,Bihar,904,Saharsa,2002,210170,180700,29470,920883,,
90420032,2,Bihar,904,Saharsa,2003,223497,198681,24816,1101085,,
90420042,2,Bihar,904,Saharsa,2004,249312,220953,28359,1709110,,
90420052,2,Bihar,904,Saharsa,2005,446456,408972,37484,1806810,,
90420062,2,Bihar,904,Saharsa,2006,557279,515872,41407,2366816,,
90420072,2,Bihar,904,Saharsa,2007,1028875,897795,131080,3801770,,
90420082,2,Bihar,904,Saharsa,2008,796747,703563,93184,4274260,,
90420092,2,Bihar,904,Saharsa,2009,1205507,1131599,73908,3019251,,
90420102,2,Bihar,904,Saharsa,2010,1611780,1557414,54366,3997558,,
90420112,2,Bihar,904,Saharsa,2011,1694156,1656110,38046,4352995,,
90420122,2,Bihar,904,Saharsa,2012,2408003,2363937,44066,5177992,,
90420132,2,Bihar,904,Saharsa,2013,2737769,2650922,86847,6108148,,
90420142,2,Bihar,904,Saharsa,2014,3361050,3236312,124738,7082501,,
90420152,2,Bihar,904,Saharsa,2015,3976804,3855165,121639,8264856,,
90520022,2,Bihar,905,Purnia,2002,713217,607558,105659,1853246,,
90520032,2,Bihar,905,Purnia,2003,699264,603893,95371,2142829,,
90520042,2,Bihar,905,Purnia,2004,580158,531115,49043,3894040,,
90520052,2,Bihar,905,Purnia,2005,1146476,1038334,108142,4807556,,
90520062,2,Bihar,905,Purnia,2006,1551368,1425395,125973,12078422,,
90520072,2,Bihar,905,Purnia,2007,2080321,1809907,270414,20400556,,
90520082,2,Bihar,905,Purnia,2008,2905561,2534742,370819,28098696,,
90520092,2,Bihar,905,Purnia,2009,3136928,2820836,316092,7218664,,
90520102,2,Bihar,905,Purnia,2010,3477330,3096536,380794,10236377,,
90520112,2,Bihar,905,Purnia,2011,3982605,3592071,390534,12145670,,
90520122,2,Bihar,905,Purnia,2012,5787922,5417788,370134,12343229,,
90520132,2,Bihar,905,Purnia,2013,6484270,5941775,542495,13790636,,
90520142,2,Bihar,905,Purnia,2014,8033881,7241268,792613,17406513,,
90520152,2,Bihar,905,Purnia,2015,9084882,8460278,624604,20666783,,
90620022,2,Bihar,906,Saran,2002,455790,404987,50803,1755721,,
90620032,2,Bihar,906,Saran,2003,501529,462773,38756,2143178,,
90620042,2,Bihar,906,Saran,2004,696949,585665,111284,2825430,,
90620052,2,Bihar,906,Saran,2005,1045572,917468,128104,3619736,,
90620062,2,Bihar,906,Saran,2006,1385404,1169051,216353,4228479,,
90620072,2,Bihar,906,Saran,2007,1802057,1559384,242673,5131405,,
90620082,2,Bihar,906,Saran,2008,1720194,1577490,142704,5092420,,
90620092,2,Bihar,906,Saran,2009,2810017,2657439,152578,7056915,,
90620102,2,Bihar,906,Saran,2010,2754298,2589807,164491,7638110,,
90620112,2,Bihar,906,Saran,2011,2969310,2759250,210060,9192514,,
90620122,2,Bihar,906,Saran,2012,4555118,4347724,207394,10624583,,
90620132,2,Bihar,906,Saran,2013,4786082,4545532,240550,11114639,,
90620142,2,Bihar,906,Saran,2014,5837025,5537746,299279,13198779,,
90620152,2,Bihar,906,Saran,2015,7223526,6887911,335615,15686351,,
90720022,2,Bihar,907,Patna,2002,1217993,496954,721039,15910887,,
90720032,2,Bihar,907,Patna,2003,874563,733802,140761,18215236,,
90720042,2,Bihar,907,Patna,2004,1505919,1279329,226590,20972714,,
90720052,2,Bihar,907,Patna,2005,1556535,1301878,254657,26142008,,
90720062,2,Bihar,907,Patna,2006,2063248,1386021,677227,30595764,,
90720072,2,Bihar,907,Patna,2007,2874226,2019336,854890,38260948,,
90720082,2,Bihar,907,Patna,2008,4133647,3314870,818777,43045960,,
90720092,2,Bihar,907,Patna,2009,3956597,3337107,619490,47866032,,
90720102,2,Bihar,907,Patna,2010,5768648,4790349,978299,72048496,,
90720112,2,Bihar,907,Patna,2011,7377924,6103250,1274674,94332966,,
90720122,2,Bihar,907,Patna,2012,10547513,8658938,1888575,113700681,,
90720132,2,Bihar,907,Patna,2013,12461621,9566005,2895616,142594458,,
90720142,2,Bihar,907,Patna,2014,36341901,28032126,8309775,194175160,,
90720152,2,Bihar,907,Patna,2015,27324190,22409579,4914611,228705755,,
90820022,2,Bihar,908,Munger,2002,162865,147128,15737,921437,,
90820032,2,Bihar,908,Munger,2003,153768,140012,13756,1020247,,
90820042,2,Bihar,908,Munger,2004,224129,206043,18086,1263504,,
90820052,2,Bihar,908,Munger,2005,346572,327880,18692,1781549,,
90820062,2,Bihar,908,Munger,2006,428408,411982,16426,2008842,,
90820072,2,Bihar,908,Munger,2007,564596,539128,25468,2923064,,
90820082,2,Bihar,908,Munger,2008,832772,787129,45643,4033363,,
90820092,2,Bihar,908,Munger,2009,601666,584787,16879,3193874,,
90820102,2,Bihar,908,Munger,2010,720523,691639,28884,3836043,,
90820112,2,Bihar,908,Munger,2011,1034361,1000002,34359,6313376,,
90820122,2,Bihar,908,Munger,2012,2415203,1447736,967467,7102501,,
90820132,2,Bihar,908,Munger,2013,1481729,1436392,45337,5840481,,
90820142,2,Bihar,908,Munger,2014,2551364,2445750,105614,6980166,,
90820152,2,Bihar,908,Munger,2015,2948868,2869902,78966,7969843,,
90920022,2,Bihar,909,Bhagalpur,2002,465279,425664,39615,2449875,,
90920032,2,Bihar,909,Bhagalpur,2003,533017,486059,46958,2872033,,
90920042,2,Bihar,909,Bhagalpur,2004,576387,504886,71501,3437962,,
90920052,2,Bihar,909,Bhagalpur,2005,1026018,954273,71745,4657813,,
90920062,2,Bihar,909,Bhagalpur,2006,1357037,1320431,36606,5708072,,
90920072,2,Bihar,909,Bhagalpur,2007,1643195,1581340,61855,6636390,,
90920082,2,Bihar,909,Bhagalpur,2008,1850633,1782586,68047,7225084,,
90920092,2,Bihar,909,Bhagalpur,2009,1684438,1615183,69255,7815251,,
90920102,2,Bihar,909,Bhagalpur,2010,2255594,2107291,148303,9268523,,
90920112,2,Bihar,909,Bhagalpur,2011,3144242,2958931,185311,11664072,,
90920122,2,Bihar,909,Bhagalpur,2012,3987618,3726556,261062,12483236,,
90920132,2,Bihar,909,Bhagalpur,2013,4849865,4311527,538338,20040309,,
90920142,2,Bihar,909,Bhagalpur,2014,6592904,6028307,564597,18942304,,
90920152,2,Bihar,909,Bhagalpur,2015,7419419,6942403,477016,20965891,,
91220022,2,Bihar,912,Gaya,2002,468538,331765,136773,2344495,,
91220032,2,Bihar,912,Gaya,2003,465804,419641,46163,2816919,,
91220042,2,Bihar,912,Gaya,2004,630964,501069,129895,3520670,,
91220052,2,Bihar,912,Gaya,2005,1076469,1007008,69461,4286484,,
91220062,2,Bihar,912,Gaya,2006,1260187,1167867,92320,5185699,,
91220072,2,Bihar,912,Gaya,2007,1728110,1582453,145657,6369835,,
91220082,2,Bihar,912,Gaya,2008,2090568,1862238,228330,7592515,,
91220092,2,Bihar,912,Gaya,2009,2773045,2435288,337757,8941068,,
91220102,2,Bihar,912,Gaya,2010,3937615,3671162,266453,10770019,,
91220112,2,Bihar,912,Gaya,2011,4681990,4473604,208386,12799408,,
91220122,2,Bihar,912,Gaya,2012,5875388,5658192,217196,15116752,,
91220132,2,Bihar,912,Gaya,2013,7304029,7077060,226969,18303035,,
91220142,2,Bihar,912,Gaya,2014,8346765,7063646,1283119,21121791,,
91220152,2,Bihar,912,Gaya,2015,10071518,8560657,1510861,25056586,,
91820022,2,Bihar,918,Nalanda,2002,290818,249120,41698,1343486,,
91820032,2,Bihar,918,Nalanda,2003,366030,320379,45651,1575121,,
91820042,2,Bihar,918,Nalanda,2004,522608,464937,57671,2006611,,
91820052,2,Bihar,918,Nalanda,2005,782431,724316,58115,2378094,,
91820062,2,Bihar,918,Nalanda,2006,1061690,943480,118210,4397326,,
91820072,2,Bihar,918,Nalanda,2007,1443519,1338340,105179,5374104,,
91820082,2,Bihar,918,Nalanda,2008,1781784,1522109,259675,5219679,,
91820092,2,Bihar,918,Nalanda,2009,1904412,1705130,199282,4793340,,
91820102,2,Bihar,918,Nalanda,2010,2905084,2619218,285866,6199781,,
91820112,2,Bihar,918,Nalanda,2011,3698195,3352286,345909,7783905,,
91820122,2,Bihar,918,Nalanda,2012,4636291,4474610,161681,9225769,,
91820132,2,Bihar,918,Nalanda,2013,6430522,6223029,207493,11564308,,
91820142,2,Bihar,918,Nalanda,2014,7053517,6687606,365911,13210537,,
91820152,2,Bihar,918,Nalanda,2015,8283073,8018176,264897,15407739,,
91920022,2,Bihar,919,Nawada,2002,227603,205298,22305,705503,,
91920032,2,Bihar,919,Nawada,2003,245833,230343,15490,972361,,
91920042,2,Bihar,919,Nawada,2004,234047,212737,21310,849008,,
91920052,2,Bihar,919,Nawada,2005,356077,332709,23368,1001300,,
91920062,2,Bihar,919,Nawada,2006,447978,402671,45307,1275965,,
91920072,2,Bihar,919,Nawada,2007,794206,698247,95959,2737139,,
91920082,2,Bihar,919,Nawada,2008,1267755,1181732,86023,3931664,,
91920092,2,Bihar,919,Nawada,2009,1264808,1253105,11703,2499033,,
91920102,2,Bihar,919,Nawada,2010,1925333,1914745,10588,3335088,,
91920112,2,Bihar,919,Nawada,2011,2550180,2476601,73579,4321079,,
91920122,2,Bihar,919,Nawada,2012,4482745,4305207,177538,7905530,,
91920132,2,Bihar,919,Nawada,2013,3850045,3832104,17941,6331767,,
91920142,2,Bihar,919,Nawada,2014,4279198,4241057,38141,7455580,,
91920152,2,Bihar,919,Nawada,2015,5155491,5115413,40078,9257900,,
92020022,2,Bihar,920,Aurangabad,2002,330871,271216,59655,1075949,,
92020032,2,Bihar,920,Aurangabad,2003,506769,370150,136619,2098313,,
92020042,2,Bihar,920,Aurangabad,2004,533462,492345,41117,2128383,,
92020052,2,Bihar,920,Aurangabad,2005,780202,730999,49203,9410825,,
92020062,2,Bihar,920,Aurangabad,2006,974461,912498,61963,10663490,,
92020072,2,Bihar,920,Aurangabad,2007,1202508,1141160,61348,2725285,,
92020082,2,Bihar,920,Aurangabad,2008,1689748,1580025,109723,8750549,,
92020092,2,Bihar,920,Aurangabad,2009,2195343,2106621,88722,7926410,,
92020102,2,Bihar,920,Aurangabad,2010,3206741,3085707,121034,9428090,,
92020112,2,Bihar,920,Aurangabad,2011,4616536,4237105,379431,13146242,,
92020122,2,Bihar,920,Aurangabad,2012,4457949,4271559,186390,10295689,,
92020132,2,Bihar,920,Aurangabad,2013,7222082,7019947,202135,21689948,,
92020142,2,Bihar,920,Aurangabad,2014,7053708,6153433,900275,25132382,,
92020152,2,Bihar,920,Aurangabad,2015,8683117,7512563,1170554,19369368,,
92120022,2,Bihar,921,Bhojpur,2002,509070,472976,36094,1685991,,
92120032,2,Bihar,921,Bhojpur,2003,597326,554022,43304,2152171,,
92120042,2,Bihar,921,Bhojpur,2004,582323,547193,35130,2718741,,
92120052,2,Bihar,921,Bhojpur,2005,953237,874664,78573,3623302,,
92120062,2,Bihar,921,Bhojpur,2006,1181718,1078545,103173,4756110,,
92120072,2,Bihar,921,Bhojpur,2007,2413091,2286383,126708,8410933,,
92120082,2,Bihar,921,Bhojpur,2008,2348887,2230842,118045,9827756,,
92120092,2,Bihar,921,Bhojpur,2009,2139131,2079250,59881,5098275,,
92120102,2,Bihar,921,Bhojpur,2010,2844991,2716229,128762,6187393,,
92120112,2,Bihar,921,Bhojpur,2011,3370721,3210233,160488,7289298,,
92120122,2,Bihar,921,Bhojpur,2012,4703772,4575538,128234,9052019,,
92120132,2,Bihar,921,Bhojpur,2013,5177218,4956104,221114,10400133,,
92120142,2,Bihar,921,Bhojpur,2014,6723472,5714310,1009162,13138503,,
92120152,2,Bihar,921,Bhojpur,2015,7248049,6654915,593134,15164403,,
92220022,2,Bihar,922,Rohtas,2002,810357,745572,64785,2149239,,
92220032,2,Bihar,922,Rohtas,2003,952376,882102,70274,2579182,,
92220042,2,Bihar,922,Rohtas,2004,987731,893652,94079,3090056,,
92220052,2,Bihar,922,Rohtas,2005,1362406,1258611,103795,3764073,,
92220062,2,Bihar,922,Rohtas,2006,1732495,1571438,161057,4980768,,
92220072,2,Bihar,922,Rohtas,2007,2310522,2129911,180611,6876957,,
92220082,2,Bihar,922,Rohtas,2008,3393107,3047923,345184,9384238,,
92220092,2,Bihar,922,Rohtas,2009,3398590,3105402,293188,7040546,,
92220102,2,Bihar,922,Rohtas,2010,4525122,4097300,427822,8722624,,
92220112,2,Bihar,922,Rohtas,2011,5642238,5168000,474238,10398665,,
92220122,2,Bihar,922,Rohtas,2012,7730173,7161844,568329,13133582,,
92220132,2,Bihar,922,Rohtas,2013,9285884,8650722,635162,15671277,,
92220142,2,Bihar,922,Rohtas,2014,11037081,9779165,1257916,18735973,,
92220152,2,Bihar,922,Rohtas,2015,13396490,12284256,1112234,22662525,,
92320022,2,Bihar,923,Siwan,2002,412892,161124,251768,1503913,,
92320032,2,Bihar,923,Siwan,2003,537462,463955,73507,1972432,,
92320042,2,Bihar,923,Siwan,2004,607161,392710,214451,2156946,,
92320052,2,Bihar,923,Siwan,2005,810981,668891,142090,2490837,,
92320062,2,Bihar,923,Siwan,2006,1056579,910887,145692,2852648,,
92320072,2,Bihar,923,Siwan,2007,1333025,1233368,99657,3532593,,
92320082,2,Bihar,923,Siwan,2008,1172929,1131428,41501,2940599,,
92320092,2,Bihar,923,Siwan,2009,2645521,2563262,82259,5133167,,
92320102,2,Bihar,923,Siwan,2010,2868633,2258574,610059,6416819,,
92320112,2,Bihar,923,Siwan,2011,2527876,2459814,68062,7047822,,
92320122,2,Bihar,923,Siwan,2012,3776145,3568564,207581,8290068,,
92320132,2,Bihar,923,Siwan,2013,4081840,3908266,173574,9685071,,
92320142,2,Bihar,923,Siwan,2014,5382748,5042471,340277,11525145,,
92320152,2,Bihar,923,Siwan,2015,6254392,6079800,174592,13822215,,
92420022,2,Bihar,924,Gopalganj,2002,211726,148234,63492,1211511,,
92420032,2,Bihar,924,Gopalganj,2003,265186,251771,13415,1591477,,
92420042,2,Bihar,924,Gopalganj,2004,448060,406648,41412,4156823,,
92420052,2,Bihar,924,Gopalganj,2005,750510,671238,79272,5144781,,
92420062,2,Bihar,924,Gopalganj,2006,3275855,837604,2438251,18753464,,
92420072,2,Bihar,924,Gopalganj,2007,2182840,1791500,391340,32426484,,
92420082,2,Bihar,924,Gopalganj,2008,2872965,2604717,268248,44228136,,
92420092,2,Bihar,924,Gopalganj,2009,2443561,2347920,95641,4746385,,
92420102,2,Bihar,924,Gopalganj,2010,2369719,2105190,264529,5369056,,
92420112,2,Bihar,924,Gopalganj,2011,2661552,2605740,55812,6403224,,
92420122,2,Bihar,924,Gopalganj,2012,4161063,4018600,142463,7585995,,
92420132,2,Bihar,924,Gopalganj,2013,4347140,4256483,90657,10633358,,
92420142,2,Bihar,924,Gopalganj,2014,5374433,5219297,155136,10820809,,
92420152,2,Bihar,924,Gopalganj,2015,6154310,6079388,74922,11919214,,
92520022,2,Bihar,925,Purab Champaran (East),2002,620877,537925,82952,2105717,,
92520032,2,Bihar,925,Purab Champaran (East),2003,676676,607383,69293,2374895,,
92520042,2,Bihar,925,Purab Champaran (East),2004,901218,801859,99359,3138092,,
92520052,2,Bihar,925,Purab Champaran (East),2005,1331196,1183148,148048,4041294,,
92520062,2,Bihar,925,Purab Champaran (East),2006,1762205,1562757,199448,5001458,,
92520072,2,Bihar,925,Purab Champaran (East),2007,2711389,2469787,241602,6327819,,
92520082,2,Bihar,925,Purab Champaran (East),2008,2376274,2221885,154389,5659576,,
92520092,2,Bihar,925,Purab Champaran (East),2009,4312020,3984473,327547,8188879,,
92520102,2,Bihar,925,Purab Champaran (East),2010,4434454,4211146,223308,9777874,,
92520112,2,Bihar,925,Purbi Champaran,2011,5340590,5149204,191386,14227859,,
92520122,2,Bihar,925,Purbi Champaran,2012,7956178,7677001,279177,14896493,,
92520132,2,Bihar,925,Purbi Champaran,2013,9592395,9229523,362872,16826951,,
92520142,2,Bihar,925,Purbi Champaran,2014,11494981,11018911,476070,19473123,,
92520152,2,Bihar,925,Purbi Champaran,2015,13107399,12693240,414159,23169803,,
92620022,2,Bihar,926,Pashchim Champaran (West),2002,744039,551668,192371,2332743,,
92620032,2,Bihar,926,Pashchim Champaran (West),2003,1137124,861933,275191,3124885,,
92620042,2,Bihar,926,Pashchim Champaran (West),2004,1169229,933634,235595,2996262,,
92620052,2,Bihar,926,Pashchim Champaran (West),2005,1573692,1221589,352103,3726778,,
92620062,2,Bihar,926,Pashchim Champaran (West),2006,2138648,1886437,252211,6093055,,
92620072,2,Bihar,926,Pashchim Champaran (West),2007,4447232,4300622,146610,9405474,,
92620082,2,Bihar,926,Pashchim Champaran (West),2008,3850897,3562770,288127,7932487,,
92620092,2,Bihar,926,Pashchim Champaran (West),2009,4010447,3657955,352492,7325443,,
92620102,2,Bihar,926,Pashchim Champaran (West),2010,4817320,3968854,848466,9621247,,
92620112,2,Bihar,926,Pashchim Champaran (West),2011,4584335,4469181,115154,11217080,,
92620122,2,Bihar,926,Pashchim Champaran (West),2012,6512298,6419070,93228,11574854,,
92620132,2,Bihar,926,Pashchim Champaran (West),2013,6879707,6676712,202995,12016177,,
92620142,2,Bihar,926,Pashchim Champaran (West),2014,8491602,8111553,380049,14356840,,
92620152,2,Bihar,926,Pashchim Champaran (West),2015,9441262,9284679,156583,16580028,,
92720022,2,Bihar,927,Vaishali,2002,354174,333645,20529,1406719,,
92720032,2,Bihar,927,Vaishali,2003,372805,321879,50926,1670581,,
92720042,2,Bihar,927,Vaishali,2004,447025,367362,79663,2001481,,
92720052,2,Bihar,927,Vaishali,2005,724734,655432,69302,2798059,,
92720062,2,Bihar,927,Vaishali,2006,1089053,922452,166601,3195678,,
92720072,2,Bihar,927,Vaishali,2007,1754821,1432372,322449,4524474,,
92720082,2,Bihar,927,Vaishali,2008,1741905,1530178,211727,5032979,,
92720092,2,Bihar,927,Vaishali,2009,3069772,2870106,199666,5978134,,
92720102,2,Bihar,927,Vaishali,2010,3076538,2725095,351443,6858622,,
92720112,2,Bihar,927,Vaishali,2011,3373563,3119027,254536,8517665,,
92720122,2,Bihar,927,Vaishali,2012,4763520,4556831,206689,10209596,,
92720132,2,Bihar,927,Vaishali,2013,5495623,5203202,292421,11690482,,
92720142,2,Bihar,927,Vaishali,2014,6876794,6230550,646244,13800944,,
92720152,2,Bihar,927,Vaishali,2015,8154791,7545503,609288,16763173,,
92820022,2,Bihar,928,Sitamarhi,2002,277939,253710,24229,1326528,,
92820032,2,Bihar,928,Sitamarhi,2003,254223,222758,31465,1581358,,
92820042,2,Bihar,928,Sitamarhi,2004,311264,275368,35896,1878832,,
92820052,2,Bihar,928,Sitamarhi,2005,561088,511338,49750,2226362,,
92820062,2,Bihar,928,Sitamarhi,2006,972731,756299,216432,2768060,,
92820072,2,Bihar,928,Sitamarhi,2007,1496002,1131728,364274,6472181,,
92820082,2,Bihar,928,Sitamarhi,2008,2143211,2023900,119311,7308401,,
92820092,2,Bihar,928,Sitamarhi,2009,2470192,2440683,29509,5018113,,
92820102,2,Bihar,928,Sitamarhi,2010,2690979,2453285,237694,6028212,,
92820112,2,Bihar,928,Sitamarhi,2011,3077806,2978588,99218,6791794,,
92820122,2,Bihar,928,Sitamarhi,2012,3935641,3824020,111621,7982962,,
92820132,2,Bihar,928,Sitamarhi,2013,4605893,4524149,81744,8776497,,
92820142,2,Bihar,928,Sitamarhi,2014,5719104,5579126,139978,10521061,,
92820152,2,Bihar,928,Sitamarhi,2015,6689384,6575185,114199,12174581,,
92920022,2,Bihar,929,Madhubani,2002,491058,453299,37759,1694576,,
92920032,2,Bihar,929,Madhubani,2003,511369,466811,44558,2045900,,
92920042,2,Bihar,929,Madhubani,2004,541464,474778,66686,2133946,,
92920052,2,Bihar,929,Madhubani,2005,772943,677194,95749,2689644,,
92920062,2,Bihar,929,Madhubani,2006,1052201,874449,177752,3011398,,
92920072,2,Bihar,929,Madhubani,2007,7595575,7188814,406761,15952385,,
92920082,2,Bihar,929,Madhubani,2008,1296733,1218394,78339,4350000,,
92920092,2,Bihar,929,Madhubani,2009,2400789,2294581,106208,5037287,,
92920102,2,Bihar,929,Madhubani,2010,2482828,2280100,202728,6079164,,
92920112,2,Bihar,929,Madhubani,2011,2881018,2775910,105108,7754613,,
92920122,2,Bihar,929,Madhubani,2012,3860901,3780800,80101,23112522,,
92920132,2,Bihar,929,Madhubani,2013,4342191,4288314,53877,29398299,,
92920142,2,Bihar,929,Madhubani,2014,5955803,5776383,179420,27878415,,
92920152,2,Bihar,929,Madhubani,2015,6335729,6230735,104994,13544755,,
93020022,2,Bihar,930,Samastipur,2002,575818,470857,104961,2333862,,
93020032,2,Bihar,930,Samastipur,2003,573395,479415,93980,2728269,,
93020042,2,Bihar,930,Samastipur,2004,766494,649223,117271,3222850,,
93020052,2,Bihar,930,Samastipur,2005,1673680,905004,768676,4514151,,
93020062,2,Bihar,930,Samastipur,2006,1369651,1263889,105762,4463826,,
