Key,Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
10119947,101,1994,7,Maharashtra,Jalgaon,0,24.1,0,108.9,108.9,0,133,178.6
10119957,101,1995,7,Maharashtra,Jalgaon,0,1.1,0,138.3,138.3,0,139.4,173.1
10119967,101,1996,7,Maharashtra,Jalgaon,0,1.6,0,143.6,143.6,0,145.2,173.1
10119977,101,1997,7,Maharashtra,Jalgaon,0,11,0,144.4,144.4,0,155.4,181.9
10119987,101,1998,7,Maharashtra,Jalgaon,0,5.8,0,144.5,144.5,0,150.3,167.8
10119997,101,1999,7,Maharashtra,Jalgaon,0,7.2,0,148.6,148.6,0,155.8,172.8
10120007,101,2000,7,Maharashtra,Jalgaon,0,51,0,93.2,93.2,0,144.2,177.8
10120017,101,2001,7,Maharashtra,Jalgaon,0,51.3,0,93.8,93.8,0,145.1,178.8
10120027,101,2002,7,Maharashtra,Jalgaon,0,50.7,0,94.2,94.2,0,144.9,178.9
10219907,102,1990,7,Maharashtra,Ahmednagar,0,94.1,0,197.3,197.3,0,291.4,350.7
10219917,102,1991,7,Maharashtra,Ahmednagar,0,66.3,0,235.2,235.2,0,301.5,351.5
10219927,102,1992,7,Maharashtra,Ahmednagar,0,88.7,0,169.9,169.9,0,258.6,289.3
10219937,102,1993,7,Maharashtra,Ahmednagar,0,93.1,0,178.4,178.4,0,271.5,303.7
10219947,102,1994,7,Maharashtra,Ahmednagar,0,93.3,0,178.9,178.9,0,272.2,304.5
10219957,102,1995,7,Maharashtra,Ahmednagar,0,71,0,210.4,210.4,0,281.4,330.3
10219967,102,1996,7,Maharashtra,Ahmednagar,0,76.5,0,226.7,226.7,0,303.2,330.3
10219977,102,1997,7,Maharashtra,Ahmednagar,0,76.8,0,228.5,228.5,0,305.3,357.5
10219987,102,1998,7,Maharashtra,Ahmednagar,0,97,0,242.2,242.2,0,339.2,372.1
10219997,102,1999,7,Maharashtra,Ahmednagar,0,94.8,0,251.8,251.8,0,346.6,379.1
10220007,102,2000,7,Maharashtra,Ahmednagar,0,97.4,0,178,178,0,275.4,339.4
10220017,102,2001,7,Maharashtra,Ahmednagar,0,98,0,178.9,178.9,0,276.9,341.3
10220027,102,2002,7,Maharashtra,Ahmednagar,0,96.8,0,179.7,179.7,0,276.5,341.4
10319907,103,1990,7,Maharashtra,Pune,0,115.1,0,95.2,95.2,0,210.3,251.6
10319917,103,1991,7,Maharashtra,Pune,0,127.5,0,123.5,123.5,0,251,293.4
10319927,103,1992,7,Maharashtra,Pune,0,91.8,0,97.4,97.4,0,189.2,257.2
10319937,103,1993,7,Maharashtra,Pune,0,91.2,0,96.8,96.8,0,188,255.6
10319947,103,1994,7,Maharashtra,Pune,0,91.4,0,97.1,97.1,0,188.5,256.3
10319957,103,1995,7,Maharashtra,Pune,0,97.4,0,128,128,0,225.4,277.7
10319967,103,1996,7,Maharashtra,Pune,0,101,0,152.2,152.2,0,253.2,277.7
10319977,103,1997,7,Maharashtra,Pune,0,101.1,0,154,154,0,255.1,304.9
10319987,103,1998,7,Maharashtra,Pune,0,100.6,0,161,161,0,261.6,311.7
10319997,103,1999,7,Maharashtra,Pune,0,94.8,0,168.4,168.4,0,263.2,312.9
10320007,103,2000,7,Maharashtra,Pune,0,81.9,0,149.6,149.6,0,231.5,285.3
10320017,103,2001,7,Maharashtra,Pune,0,82.4,0,150.4,150.4,0,232.8,286.9
10320027,103,2002,7,Maharashtra,Pune,0,81.4,0,151.1,151.1,0,232.5,287
10419907,104,1990,7,Maharashtra,Satara,0,58.9,0,82.4,82.4,0,141.3,171.1
10419917,104,1991,7,Maharashtra,Satara,0,72,0,95.4,95.4,0,167.4,199.5
10419927,104,1992,7,Maharashtra,Satara,0,51.7,0,80.1,80.1,0,131.8,203.6
10419937,104,1993,7,Maharashtra,Satara,0,51.5,0,79.7,79.7,0,131.2,202.6
10419947,104,1994,7,Maharashtra,Satara,0,51.6,0,79.9,79.9,0,131.5,203.1
10419957,104,1995,7,Maharashtra,Satara,0,70.8,0,101.4,101.4,0,172.2,216.8
10419967,104,1996,7,Maharashtra,Satara,0,70.5,0,107,107,0,177.5,216.8
10419977,104,1997,7,Maharashtra,Satara,0,68.5,0,108,108,0,176.5,222.5
10419987,104,1998,7,Maharashtra,Satara,0,58.8,0,114,114,0,172.8,225.8
10419997,104,1999,7,Maharashtra,Satara,0,48.2,0,115.4,115.4,0,163.6,216.1
10420007,104,2000,7,Maharashtra,Satara,0,63.9,0,116.8,116.8,0,180.7,222.7
10420017,104,2001,7,Maharashtra,Satara,0,64.3,0,117.4,117.4,0,181.7,223.9
10420027,104,2002,7,Maharashtra,Satara,0,63.5,0,117.9,117.9,0,181.4,224
10519907,105,1990,7,Maharashtra,Sangli,0,24.2,0,65.9,65.9,0,90.1,112.1
10519917,105,1991,7,Maharashtra,Sangli,0,40.1,0,69,69,0,109.1,129.2
10519927,105,1992,7,Maharashtra,Sangli,0,38.4,0,52.8,52.8,0,91.2,140
10519937,105,1993,7,Maharashtra,Sangli,0,39.4,0,54.1,54.1,0,93.5,143.6
10519947,105,1994,7,Maharashtra,Sangli,0,39.6,0,54.2,54.2,0,93.8,144
10519957,105,1995,7,Maharashtra,Sangli,0,34.3,0,84.3,84.3,0,118.6,142.5
10519967,105,1996,7,Maharashtra,Sangli,0,35,0,95.4,95.4,0,130.4,142.5
10519977,105,1997,7,Maharashtra,Sangli,0,36.6,0,96.2,96.2,0,132.8,156.5
10519987,105,1998,7,Maharashtra,Sangli,0,27.1,0,111.2,111.2,0,138.3,153.6
10519997,105,1999,7,Maharashtra,Sangli,0,26.3,0,109.2,109.2,0,135.5,150.5
10520007,105,2000,7,Maharashtra,Sangli,0,42,0,76.8,76.8,0,118.8,146.4
10520017,105,2001,7,Maharashtra,Sangli,0,42.2,0,77.2,77.2,0,119.4,147.2
10520027,105,2002,7,Maharashtra,Sangli,0,41.7,0,77.5,77.5,0,119.2,147.2
10619907,106,1990,7,Maharashtra,Solapur,0,47.2,0,147.4,147.4,0,194.6,228.3
10619917,106,1991,7,Maharashtra,Solapur,0,37.6,0,164.8,164.8,0,202.4,238
10619927,106,1992,7,Maharashtra,Solapur,0,110.8,0,79.3,79.3,0,190.1,217.3
10619937,106,1993,7,Maharashtra,Solapur,0,110.6,0,79.2,79.2,0,189.8,216.9
10619947,106,1994,7,Maharashtra,Solapur,0,110.9,0,79.4,79.4,0,190.3,217.5
10619957,106,1995,7,Maharashtra,Solapur,0,52.9,0,158,158,0,210.9,251.5
10619967,106,1996,7,Maharashtra,Solapur,0,54,0,177.2,177.2,0,231.2,251.5
10619977,106,1997,7,Maharashtra,Solapur,0,53.2,0,178.8,178.8,0,232,278.4
10619987,106,1998,7,Maharashtra,Solapur,0,61.9,0,188.5,188.5,0,250.4,288.7
10619997,106,1999,7,Maharashtra,Solapur,0,60.7,0,191,191,0,251.7,289.9
10620007,106,2000,7,Maharashtra,Solapur,0,74.2,0,135.5,135.5,0,209.7,258.4
10620017,106,2001,7,Maharashtra,Solapur,0,74.6,0,136.2,136.2,0,210.8,259.8
10620027,106,2002,7,Maharashtra,Solapur,0,73.7,0,136.8,136.8,0,210.5,259.9
10719907,107,1990,7,Maharashtra,Kolhapur,0,52.5,0,30.3,30.3,0,82.8,95.2
10719917,107,1991,7,Maharashtra,Kolhapur,0,55.4,0,29.6,29.6,0,85,93.2
10719927,107,1992,7,Maharashtra,Kolhapur,0,51.2,0,19,19,0,70.2,94.5
10719937,107,1993,7,Maharashtra,Kolhapur,0,53.6,0,19.9,19.9,0,73.5,99
10719947,107,1994,7,Maharashtra,Kolhapur,0,53.7,0,20,20,0,73.7,99.3
10719957,107,1995,7,Maharashtra,Kolhapur,0,77.9,0,37.5,37.5,0,115.4,121.9
10719967,107,1996,7,Maharashtra,Kolhapur,0,66.1,0,50.5,50.5,0,116.6,121.9
10719977,107,1997,7,Maharashtra,Kolhapur,0,64.2,0,51.5,51.5,0,115.7,123.3
10719987,107,1998,7,Maharashtra,Kolhapur,0,66.3,0,62.5,62.5,0,128.8,135.4
10719997,107,1999,7,Maharashtra,Kolhapur,0,56.3,0,63.4,63.4,0,119.7,125.8
10720007,107,2000,7,Maharashtra,Kolhapur,0,35.9,0,65.7,65.7,0,101.6,125.2
10720017,107,2001,7,Maharashtra,Kolhapur,0,36.1,0,66,66,0,102.1,125.9
10720027,107,2002,7,Maharashtra,Kolhapur,0,35.7,0,66.3,66.3,0,102,125.9
10819907,108,1990,7,Maharashtra,Aurangabad,0,32,0,149.7,149.7,0,181.7,233.9
10819917,108,1991,7,Maharashtra,Aurangabad,0,35.7,0,149.2,149.2,0,184.9,224.5
10819927,108,1992,7,Maharashtra,Aurangabad,0,27.9,0,116.1,116.1,0,144,218.4
10819937,108,1993,7,Maharashtra,Aurangabad,0,28.2,0,118.4,118.4,0,146.6,222.5
10819947,108,1994,7,Maharashtra,Aurangabad,0,28.3,0,118.7,118.7,0,147,223.1
10819957,108,1995,7,Maharashtra,Aurangabad,0,38.7,0,200,200,0,238.7,292.1
10819967,108,1996,7,Maharashtra,Aurangabad,0,37,0,190.1,190.1,0,227.1,292.1
10819977,108,1997,7,Maharashtra,Aurangabad,0,32.5,0,192.7,192.7,0,225.2,280.6
10819987,108,1998,7,Maharashtra,Aurangabad,0,32,0,199.3,199.3,0,231.3,289.8
10819997,108,1999,7,Maharashtra,Aurangabad,0,31.6,0,198,198,0,229.6,287.6
10820007,108,2000,7,Maharashtra,Aurangabad,0,86.1,0,157.4,157.4,0,243.5,300.1
10820017,108,2001,7,Maharashtra,Aurangabad,0,86.7,0,158.2,158.2,0,244.9,301.8
10820027,108,2002,7,Maharashtra,Aurangabad,0,85.6,0,158.9,158.9,0,244.5,301.9
10919907,109,1990,7,Maharashtra,Parbhani,0,51.3,0,53.8,53.8,0,105.1,147.4
10919917,109,1991,7,Maharashtra,Parbhani,0,27.5,0,37.6,37.6,0,65.1,102.8
10919927,109,1992,7,Maharashtra,Parbhani,0,60.5,0,41.8,41.8,0,102.3,135.4
10919937,109,1993,7,Maharashtra,Parbhani,0,61.5,0,42.5,42.5,0,104,137.7
10919947,109,1994,7,Maharashtra,Parbhani,0,61.7,0,42.6,42.6,0,104.3,138.1
10919957,109,1995,7,Maharashtra,Parbhani,0,26.1,0,37.7,37.7,0,63.8,108.6
10919967,109,1996,7,Maharashtra,Parbhani,0,36.4,0,44.1,44.1,0,80.5,108.6
10919977,109,1997,7,Maharashtra,Parbhani,0,37.3,0,52.8,52.8,0,90.1,125.1
10919987,109,1998,7,Maharashtra,Parbhani,0,39.7,0,54.5,54.5,0,94.2,137.4
10919997,109,1999,7,Maharashtra,Parbhani,0,9.2,0,34.9,34.9,0,44.1,65.3
10920007,109,2000,7,Maharashtra,Parbhani,0,32.1,0,58.4,58.4,0,90.5,111.5
10920017,109,2001,7,Maharashtra,Parbhani,0,32.2,0,58.7,58.7,0,90.9,112.1
10920027,109,2002,7,Maharashtra,Parbhani,0,19.5,0,36.1,36.1,0,55.6,68.7
11019907,110,1990,7,Maharashtra,Beed,0,83,0,108.6,108.6,0,191.6,229.8
11019917,110,1991,7,Maharashtra,Beed,0,62.2,0,121.3,121.3,0,183.5,208.7
11019927,110,1992,7,Maharashtra,Beed,0,38,0,133.6,133.6,0,171.6,199.3
11019937,110,1993,7,Maharashtra,Beed,0,38.4,0,135,135,0,173.4,201.4
11019947,110,1994,7,Maharashtra,Beed,0,38.5,0,135.4,135.4,0,173.9,201.9
11019957,110,1995,7,Maharashtra,Beed,0,58.7,0,139.7,139.7,0,198.4,245.3
11019967,110,1996,7,Maharashtra,Beed,0,63.4,0,137.6,137.6,0,201,245.3
11019977,110,1997,7,Maharashtra,Beed,0,71.7,0,138.8,138.8,0,210.5,245.4
11019987,110,1998,7,Maharashtra,Beed,0,71.1,0,143.5,143.5,0,214.6,253.6
11019997,110,1999,7,Maharashtra,Beed,0,50.4,0,147.3,147.3,0,197.7,236.2
11020007,110,2000,7,Maharashtra,Beed,0,72.4,0,132.2,132.2,0,204.6,252.1
11020017,110,2001,7,Maharashtra,Beed,0,72.8,0,132.9,132.9,0,205.7,253.5
11020027,110,2002,7,Maharashtra,Beed,0,71.9,0,133.5,133.5,0,205.4,253.6
11119907,111,1990,7,Maharashtra,Nanded,0,20.3,0,39.1,39.1,0,59.4,88.4
11119917,111,1991,7,Maharashtra,Nanded,0,18.4,0,29.8,29.8,0,48.2,60.4
11119927,111,1992,7,Maharashtra,Nanded,0,39,0,17.1,17.1,0,56.1,83.5
11119937,111,1993,7,Maharashtra,Nanded,0,38.9,0,17.1,17.1,0,56,83.4
11119947,111,1994,7,Maharashtra,Nanded,0,39.1,0,17.1,17.1,0,56.2,83.6
11119957,111,1995,7,Maharashtra,Nanded,0,15.6,0,41.2,41.2,0,56.8,72.4
11119967,111,1996,7,Maharashtra,Nanded,0,16.5,0,42.9,42.9,0,59.4,72.4
11119977,111,1997,7,Maharashtra,Nanded,0,16.1,0,43.9,43.9,0,60,74.6
11119987,111,1998,7,Maharashtra,Nanded,0,22.7,0,44.5,44.5,0,67.2,90.2
11119997,111,1999,7,Maharashtra,Nanded,0,18.4,0,46.5,46.5,0,64.9,87.6
11120007,111,2000,7,Maharashtra,Nanded,0,21.4,0,39,39,0,60.4,74.5
11120017,111,2001,7,Maharashtra,Nanded,0,21.5,0,39.3,39.3,0,60.8,74.9
11120027,111,2002,7,Maharashtra,Nanded,0,21.2,0,39.5,39.5,0,60.7,74.9
11219907,112,1990,7,Maharashtra,Osmanabad,0,34.1,0,166.6,166.6,0,200.7,255
11219917,112,1991,7,Maharashtra,Osmanabad,0,34.1,0,113,113,0,147.1,180.1
11219927,112,1992,7,Maharashtra,Osmanabad,0,46.3,0,123.9,123.9,0,170.2,210
11219937,112,1993,7,Maharashtra,Osmanabad,0,47.5,0,127.3,127.3,0,174.8,215.7
11219947,112,1994,7,Maharashtra,Osmanabad,0,47.6,0,127.7,127.7,0,175.3,216.3
11219957,112,1995,7,Maharashtra,Osmanabad,0,23.4,0,104.4,104.4,0,127.8,157
11219967,112,1996,7,Maharashtra,Osmanabad,0,23.6,0,125.9,125.9,0,149.5,157
11219977,112,1997,7,Maharashtra,Osmanabad,0,25.2,0,120.7,120.7,0,145.9,178.3
11219987,112,1998,7,Maharashtra,Osmanabad,0,24.9,0,131.4,131.4,0,156.3,187.3
11219997,112,1999,7,Maharashtra,Osmanabad,0,24.5,0,142.3,142.3,0,166.8,197.3
11220007,112,2000,7,Maharashtra,Osmanabad,0,46.2,0,84.6,84.6,0,130.8,161.2
11220017,112,2001,7,Maharashtra,Osmanabad,0,46.5,0,85,85,0,131.5,162.1
11220027,112,2002,7,Maharashtra,Osmanabad,0,46,0,85.3,85.3,0,131.3,162.1
11319907,113,1990,7,Maharashtra,Buldhana,0,8.3,0,28.7,28.7,0,37,45.2
11319917,113,1991,7,Maharashtra,Buldhana,0,7,0,21.3,21.3,0,28.3,35.5
11319927,113,1992,7,Maharashtra,Buldhana,0,10.5,0,31.2,31.2,0,41.7,54.1
11319937,113,1993,7,Maharashtra,Buldhana,0,10.7,0,31.6,31.6,0,42.3,54.9
11319947,113,1994,7,Maharashtra,Buldhana,0,10.7,0,31.7,31.7,0,42.4,55
11319957,113,1995,7,Maharashtra,Buldhana,0,1,0,37.2,37.2,0,38.2,49.1
11319967,113,1996,7,Maharashtra,Buldhana,0,1.7,0,36.1,36.1,0,37.8,49.1
11319977,113,1997,7,Maharashtra,Buldhana,0,2,0,37.5,37.5,0,39.5,46.8
11319987,113,1998,7,Maharashtra,Buldhana,0,6.3,0,39.5,39.5,0,45.8,52.9
11319997,113,1999,7,Maharashtra,Buldhana,0,2.4,0,35.5,35.5,0,37.9,45.2
11320007,113,2000,7,Maharashtra,Buldhana,0,14.5,0,26.4,26.4,0,40.9,50.5
11320017,113,2001,7,Maharashtra,Buldhana,0,14.6,0,26.6,26.6,0,41.2,50.8
11320027,113,2002,7,Maharashtra,Buldhana,0,14.4,0,26.7,26.7,0,41.1,50.8
11419907,114,1990,7,Maharashtra,Akola,0,5.3,0,15.8,15.8,0,21.1,31
11419917,114,1991,7,Maharashtra,Akola,0,2.1,0,14.8,14.8,0,16.9,25.4
11419927,114,1992,7,Maharashtra,Akola,0,6,0,19.2,19.2,0,25.2,44.7
11419937,114,1993,7,Maharashtra,Akola,0,6.1,0,19.5,19.5,0,25.6,45.4
11419947,114,1994,7,Maharashtra,Akola,0,6.1,0,19.6,19.6,0,25.7,45.5
11419957,114,1995,7,Maharashtra,Akola,0,3.9,0,17,17,0,20.9,30.6
11419967,114,1996,7,Maharashtra,Akola,0,4.2,0,22.9,22.9,0,27.1,30.6
11419977,114,1997,7,Maharashtra,Akola,0,5.3,0,23.9,23.9,0,29.2,37.9
11419987,114,1998,7,Maharashtra,Akola,0,0.9,0,17.5,17.5,0,18.4,25.8
11419997,114,1999,7,Maharashtra,Akola,0,0.7,0,17.7,17.7,0,18.4,25.6
11420007,114,2000,7,Maharashtra,Akola,0,9.1,0,16.5,16.5,0,25.6,31.5
11420017,114,2001,7,Maharashtra,Akola,0,9.1,0,16.6,16.6,0,25.7,31.7
11420027,114,2002,7,Maharashtra,Akola,0,4.4,0,8.2,8.2,0,12.6,15.5
11519907,115,1990,7,Maharashtra,Amarawati,0,0.7,0,33.3,33.3,0,34,60
11519917,115,1991,7,Maharashtra,Amarawati,0,0.2,0,29.1,29.1,0,29.3,48.3
11519927,115,1992,7,Maharashtra,Amarawati,0,0.4,0,42,42,0,42.4,77
11519937,115,1993,7,Maharashtra,Amarawati,0,0.4,0,44.1,44.1,0,44.5,80.8
11519947,115,1994,7,Maharashtra,Amarawati,0,0.4,0,44.2,44.2,0,44.6,81
11519957,115,1995,7,Maharashtra,Amarawati,0,2.7,0,55,55,0,57.7,76.6
11519967,115,1996,7,Maharashtra,Amarawati,0,2.9,0,60.1,60.1,0,63,76.6
11519977,115,1997,7,Maharashtra,Amarawati,0,1.9,0,61.4,61.4,0,63.3,81.5
11519987,115,1998,7,Maharashtra,Amarawati,0,1.5,0,63,63,0,64.5,80.5
11519997,115,1999,7,Maharashtra,Amarawati,0,9.1,0,69.1,69.1,0,78.2,93.7
11520007,115,2000,7,Maharashtra,Amarawati,0,22.6,0,41.3,41.3,0,63.9,78.8
11520017,115,2001,7,Maharashtra,Amarawati,0,22.7,0,41.6,41.6,0,64.3,79.2
11520027,115,2002,7,Maharashtra,Amarawati,0,22.5,0,41.7,41.7,0,64.2,79.2
11619907,116,1990,7,Maharashtra,Yeotmal,0,17.4,0,16.8,16.8,0,34.2,54.2
11619917,116,1991,7,Maharashtra,Yeotmal,0,9.5,0,13.9,13.9,0,23.4,35.7
11619927,116,1992,7,Maharashtra,Yeotmal,0,15,0,18.8,18.8,0,33.8,56.7
11619937,116,1993,7,Maharashtra,Yeotmal,0,15,0,18.7,18.7,0,33.7,56.6
11619947,116,1994,7,Maharashtra,Yeotmal,0,15,0,18.8,18.8,0,33.8,56.8
11619957,116,1995,7,Maharashtra,Yeotmal,0,6.1,0,37.4,37.4,0,43.5,61.8
11619967,116,1996,7,Maharashtra,Yeotmal,0,6.6,0,43.1,43.1,0,49.7,61.8
11619977,116,1997,7,Maharashtra,Yeotmal,0,6.3,0,44.4,44.4,0,50.7,67.7
11619987,116,1998,7,Maharashtra,Yeotmal,0,11.1,0,46,46,0,57.1,65.1
11619997,116,1999,7,Maharashtra,Yeotmal,0,10.8,0,42.6,42.6,0,53.4,61.6
11620007,116,2000,7,Maharashtra,Yeotmal,0,18.2,0,33.3,33.3,0,51.5,63.5
11620017,116,2001,7,Maharashtra,Yeotmal,0,18.3,0,33.5,33.5,0,51.8,63.9
11620027,116,2002,7,Maharashtra,Yeotmal,0,18.1,0,33.7,33.7,0,51.8,63.9
11719907,117,1990,7,Maharashtra,Wardha,0,6.5,0,11.5,11.5,0,18,25
11719917,117,1991,7,Maharashtra,Wardha,0,0.9,0,22.9,22.9,0,23.8,30.9
11719927,117,1992,7,Maharashtra,Wardha,0,3.3,0,11.1,11.1,0,14.4,23.5
11719937,117,1993,7,Maharashtra,Wardha,0,3.3,0,10.9,10.9,0,14.2,23.2
11719947,117,1994,7,Maharashtra,Wardha,0,3.3,0,10.9,10.9,0,14.2,23.3
11719957,117,1995,7,Maharashtra,Wardha,0,2.1,0,17.2,17.2,0,19.3,30.8
11719967,117,1996,7,Maharashtra,Wardha,0,2.7,0,19.4,19.4,0,22.1,30.8
11719977,117,1997,7,Maharashtra,Wardha,0,5.2,0,20.5,20.5,0,25.7,32.2
11719987,117,1998,7,Maharashtra,Wardha,0,6.5,0,22.5,22.5,0,29,39.2
11719997,117,1999,7,Maharashtra,Wardha,0,4.6,0,26.3,26.3,0,30.9,40.8
11720007,117,2000,7,Maharashtra,Wardha,0,9.1,0,16.6,16.6,0,25.7,31.7
11720017,117,2001,7,Maharashtra,Wardha,0,9.1,0,16.7,16.7,0,25.8,31.9
11720027,117,2002,7,Maharashtra,Wardha,0,9,0,16.8,16.8,0,25.8,31.9
11819907,118,1990,7,Maharashtra,Nagpur,0,19.9,0,35.6,35.6,0,55.5,76.6
11819917,118,1991,7,Maharashtra,Nagpur,0,36.3,0,51.4,51.4,0,87.7,111.9
11819927,118,1992,7,Maharashtra,Nagpur,0,28.9,0,35.3,35.3,0,64.2,80.9
11819937,118,1993,7,Maharashtra,Nagpur,0,29,0,35.5,35.5,0,64.5,81.3
11819947,118,1994,7,Maharashtra,Nagpur,0,29.1,0,35.6,35.6,0,64.7,81.5
11819957,118,1995,7,Maharashtra,Nagpur,0,52.3,0,47.6,47.6,0,99.9,131.9
11819967,118,1996,7,Maharashtra,Nagpur,0,53.7,0,56.5,56.5,0,110.2,131.9
11819977,118,1997,7,Maharashtra,Nagpur,0,55.3,0,57.5,57.5,0,112.8,142.3
11819987,118,1998,7,Maharashtra,Nagpur,0,52.6,0,71,71,0,123.6,148.6
11819997,118,1999,7,Maharashtra,Nagpur,0,51.7,0,71.5,71.5,0,123.2,147.2
11820007,118,2000,7,Maharashtra,Nagpur,0,38.9,0,71,71,0,109.9,135.5
11820017,118,2001,7,Maharashtra,Nagpur,0,39.1,0,71.4,71.4,0,110.5,136.3
11820027,118,2002,7,Maharashtra,Nagpur,0,38.6,0,71.8,71.8,0,110.4,136.3
11919907,119,1990,7,Maharashtra,Bhandara,0,139.9,0,22.5,22.5,0,162.4,191.2
11919917,119,1991,7,Maharashtra,Bhandara,0,142.3,0,28.2,28.2,0,170.5,190
11919927,119,1992,7,Maharashtra,Bhandara,0,150.3,0,10.7,10.7,0,161,196.6
11919937,119,1993,7,Maharashtra,Bhandara,0,156.5,0,11.1,11.1,0,167.6,204.7
11919947,119,1994,7,Maharashtra,Bhandara,0,157,0,11.1,11.1,0,168.1,205.2
11919957,119,1995,7,Maharashtra,Bhandara,0,170,0,29.6,29.6,0,199.6,229.2
11919967,119,1996,7,Maharashtra,Bhandara,0,166.9,0,26.2,26.2,0,193.1,229.2
11919977,119,1997,7,Maharashtra,Bhandara,0,165.8,0,27.7,27.7,0,193.5,222.3
11919987,119,1998,7,Maharashtra,Bhandara,0,165.8,0,28.5,28.5,0,194.3,218.7
11919997,119,1999,7,Maharashtra,Bhandara,0,97,0,17.4,17.4,0,114.4,126.5
11920007,119,2000,7,Maharashtra,Bhandara,0,67.6,0,123.5,123.5,0,191.1,235.5
11920017,119,2001,7,Maharashtra,Bhandara,0,68,0,124.1,124.1,0,192.1,236.8
11920027,119,2002,7,Maharashtra,Bhandara,0,67.2,0,124.7,124.7,0,191.9,236.9
12019907,120,1990,7,Maharashtra,Chandrapur,0,76.9,0,3.3,3.3,0,80.2,90.7
12019917,120,1991,7,Maharashtra,Chandrapur,0,81.8,0,9.6,9.6,0,91.4,98.2
12019927,120,1992,7,Maharashtra,Chandrapur,0,87.1,0,2.9,2.9,0,90,103.7
12019937,120,1993,7,Maharashtra,Chandrapur,0,88.5,0,2.9,2.9,0,91.4,105.3
12019947,120,1994,7,Maharashtra,Chandrapur,0,88.7,0,2.9,2.9,0,91.6,105.6
12019957,120,1995,7,Maharashtra,Chandrapur,0,87.2,0,9.5,9.5,0,96.7,108.7
12019967,120,1996,7,Maharashtra,Chandrapur,0,90.5,0,13.4,13.4,0,103.9,108.7
12019977,120,1997,7,Maharashtra,Chandrapur,0,92.2,0,14.1,14.1,0,106.3,115.6
12019987,120,1998,7,Maharashtra,Chandrapur,0,89.1,0,16.3,16.3,0,105.4,116.9
12019997,120,1999,7,Maharashtra,Chandrapur,0,86.6,0,18.4,18.4,0,105,116.1
12020007,120,2000,7,Maharashtra,Chandrapur,0,32,0,58.6,58.6,0,90.6,111.7
12020017,120,2001,7,Maharashtra,Chandrapur,0,32.2,0,58.9,58.9,0,91.1,112.3
12020027,120,2002,7,Maharashtra,Chandrapur,0,31.9,0,59.1,59.1,0,91,112.3
12119903,121,1990,3,Gujarat,Ahmedabad,41.2,1.2,52.9,37.9,90.8,0,133.2,152.1
12119913,121,1991,3,Gujarat,Ahmedabad,39.8,1.4,65.6,38.8,104.4,0,145.6,167.6
12119923,121,1992,3,Gujarat,Ahmedabad,39.5,1.6,68.9,39.4,108.3,0,149.4,177.5
12119933,121,1993,3,Gujarat,Ahmedabad,37.7,3.8,71.6,47.6,119.2,0,160.7,190.7
12119943,121,1994,3,Gujarat,Ahmedabad,39.94,2.2,80.6,40.53,121.13,0,163.3,196.2
12119953,121,1995,3,Gujarat,Ahmedabad,36.32,2.2,69.38,43.34,112.72,0,151.2,179.5
12119963,121,1996,3,Gujarat,Ahmedabad,38.38,2.2,70.03,44.44,114.47,0,155.1,185.6
12119973,121,1997,3,Gujarat,Ahmedabad,36.68,2.55,82.26,44.39,126.65,0,165.9,196.7
12119983,121,1998,3,Gujarat,Ahmedabad,32.2,2.3,99.7,39.2,138.9,0,173.4,200.6
12119993,121,1999,3,Gujarat,Ahmedabad,33.5,2.4,109.9,34.9,144.8,0,180.7,206.9
12120003,121,2000,3,Gujarat,Ahmedabad,24.9,0.7,67.5,48.6,116.1,0,141.7,173.1
12120013,121,2001,3,Gujarat,Ahmedabad,24.7,0.7,62.7,44.3,107,0,132.4,162.9
12120023,121,2002,3,Gujarat,Ahmedabad,24.2,2.3,64.5,49.2,113.7,0,140.2,168.7
12120033,121,2003,3,Gujarat,Ahmedabad,40.1,5.5,62.4,62.3,124.7,2.1,172.4,210
12120043,121,2004,3,Gujarat,Ahmedabad,54.8,4.4,65.1,54.6,119.7,1,179.9,239.9
12120053,121,2005,3,Gujarat,Ahmedabad,61.7,4.6,69.1,68.7,137.8,1.2,205.29,270.89
12120063,121,2006,3,Gujarat,Ahmedabad,61,4.5,73,69.4,142.4,1.6,209.46,277.07
12120073,121,2007,3,Gujarat,Ahmedabad,61.3,4.5,75.8,70.8,146.6,2,214.4,282.6
12120083,121,2008,3,Gujarat,Ahmedabad,53.9,4.8,76.4,76.6,153,2.6,214.2,293.2
12120093,121,2009,3,Gujarat,Ahmedabad,75.5,7.6,108.3,66.7,175,7.1,265.3,334.7
12120103,121,2010,3,Gujarat,Ahmedabad,53.9,4.8,67.1,87,154.1,3,215.7,292.2
12120113,121,2011,3,Gujarat,Ahmedabad,80.5,24.4,83.3,70.1,153.4,13.3,271.6,366.1
12120143,121,2014,3,Gujarat,Ahmedabad,43.2,38.8,88.5,35,123.5,8.6,214.1,409.5
12120153,121,2015,3,Gujarat,Ahmedabad,86,21.2,67.1,28.6,95.7,7.8,210.7,373.2
