Key,Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
1020201110,1020,2011,10,Rajasthan,Karoli,0,74.85,0,0,0,0,0,-1,0.33,1.52,0,0.01,1.52,0.09,0,0,0.07,0.06,0.74,-1
1020201210,1020,2012,10,Rajasthan,Karoli,0,77.82,0,0,0,0,0,0,0.27,0,0,0,0,0.01,0,0,0.06,0.16,0.82,-1
1020201310,1020,2013,10,Rajasthan,Karoli,0,82.96,0,0,0,0,0,0,0.33,0,0,0,0,0.01,0,0,0.07,0,0.7,-1
1020201410,1020,2014,10,Rajasthan,Karoli,0,84.82,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.05,0.01,0.71,-1
1020201510,1020,2015,10,Rajasthan,Karoli,0,77.82,0,0,0,0,0,0,0.27,0,0,0,0,0.01,0,0,0.06,0,0.82,-1
1020201610,1020,2016,10,Rajasthan,Karoli,0.01,88.9,-1,-1,-1,-1,-1,-1,0.19,1.58,-1,0.01,1.59,0,-1,-1,0.02,-1,1.07,0.356
1020201710,1020,2017,10,Rajasthan,Karoli,0,75.25,0,0,0,0,0,0,0.2,1.57,0,0.01,1.58,0.01,0,0,0.01,0.01,1.14,0.31
1022199611,1022,1996,11,Tamil Nadu,Karur,15.48,0,0.32,0.36,0.68,0.25,0,0.02,0,0,0.02,0.13,0.14,4.38,0.51,0,5.7,0.46,6.47,-1
1022199711,1022,1997,11,Tamil Nadu,Karur,16.45,0,0.82,0.32,1.14,0.25,0,0.03,0,0,0,0.29,0.29,8.37,0.72,0,5.96,0.55,6.86,-1
1022199811,1022,1998,11,Tamil Nadu,Karur,16.25,0,0.41,0.48,0.89,0.17,0,0.03,0,0,0.01,0.16,0.16,9.1,0.6,0,7.41,0.6,7.53,-1
1022199911,1022,1999,11,Tamil Nadu,Karur,19.48,0,0.55,0.54,1.09,0.16,0,0.27,0,0,0,0.16,0.16,11.83,0.77,0,8.83,0.47,7.44,-1
1022200011,1022,2000,11,Tamil Nadu,Karur,17.95,0,0.6,0.94,1.54,0.39,0,0.09,0,0,0.01,0.21,0.22,9.07,0.79,0,9.72,0.4,8.34,-1
1022200111,1022,2001,11,Tamil Nadu,Karur,15.54,0,0.63,0.49,1.12,0.15,0,0.01,0,0,0.01,0.12,0.12,5.06,0.37,0,9.63,0.34,7.98,-1
1022200211,1022,2002,11,Tamil Nadu,Karur,12.84,0,-1,-1,1.57,0.02,0.01,0.01,0,0,0.01,0.1,0.11,2.84,0.23,0,6.68,0.12,7.77,-1
1022200311,1022,2003,11,Tamil Nadu,Karur,9.32,0,-1,-1,2.17,0.12,0.02,0.02,0,0,0.28,0.08,0.36,1.86,3.15,0,2.34,0.2,7.26,-1
1022200411,1022,2004,11,Tamil Nadu,Karur,18.23,0,-1,-1,1.64,0.1,0.16,0.02,0,0,0.04,0.14,0.18,4.28,0.56,0,2.84,0.33,7.58,-1
1022200511,1022,2005,11,Tamil Nadu,Karur,18.4,0,-1,-1,2.71,0.27,0.18,0.01,0,0,0,1.19,1.19,6.6,0.77,0,7.19,0.21,8.43,-1
1022200611,1022,2006,11,Tamil Nadu,Karur,13.75,0,0.55,0.66,1.2,0.02,0.13,0,0,0,0.01,0.12,0.12,2.98,0.45,0,7.73,0.11,9.78,-1
1022200711,1022,2007,11,Tamil Nadu,Karur,12.43,0,1.2,0.5,1.69,0.02,0.78,0,0,0,0,0.1,0.1,4.34,0.32,0,6.04,0.11,10.06,-1
1022200811,1022,2008,11,Tamil Nadu,Karur,15.63,0,2.06,0.5,2.56,0.24,0.61,0,0,0,0,0.64,0.65,5.38,0.77,0,5.82,0.07,10.09,-1
1022200911,1022,2009,11,Tamil Nadu,Karur,15.01,0,3.74,0.31,4.06,0.52,0.4,0.01,0,0,0.11,0.32,0.43,6.03,2.24,0,5.98,0.07,10.67,-1
1022201011,1022,2010,11,Tamil Nadu,Karur,14.81,0,2.07,0.34,2.41,0.11,0.78,0.01,0,0,0.02,0.19,0.21,5.57,0.95,-1,5.84,0.08,11.36,-1
1022201111,1022,2011,11,Tamil Nadu,Karur,17.09,0,0.65,1.95,2.6,0.18,1.34,0,0,0,0.03,2.25,2.28,5.77,0.72,0,8.13,0.07,11.02,-1
1022201211,1022,2012,11,Tamil Nadu,Karur,10.91,0,0.79,0.33,1.12,0.06,1.06,0.01,0,0,0.04,0.53,0.57,2.56,0.24,0,6.58,0.06,8.62,-1
1022201311,1022,2013,11,Tamil Nadu,Karur,12.57,0,4.44,0.33,4.77,0.13,0.92,0,0,0,0.29,3.6,3.89,1.71,0.57,0,3.37,0.09,7.7,-1
1022201411,1022,2014,11,Tamil Nadu,Karur,13.45,0,2.98,2.5,5.48,0.15,2.29,0.1,0,0,0.17,2.95,3.12,3.66,1.4,0,2.52,0.14,8.85,-1
1022201511,1022,2015,11,Tamil Nadu,Karur,13.28,0,1.01,2.76,3.77,0.19,2.29,0.05,0,0,0.17,3.79,3.95,3.53,0.99,0,2.72,0.11,9.7,-1
1022201611,1022,2016,11,Tamil Nadu,Karur,3.67,-1,1.48,0.67,2.14,0.09,0.3,-1,-1,-1,0.12,0.76,0.88,1.04,0.03,-1,2.35,0.12,9,0.596
1023199611,1023,1996,11,Tamil Nadu,Namakkal,25.37,0,2.93,4.99,7.92,0.35,0.52,0.35,0,0.09,0.04,5.01,5.14,16.91,2.21,0,9.21,2.01,10.89,-1
1023199711,1023,1997,11,Tamil Nadu,Namakkal,23.98,0,3.24,5.47,8.71,0.37,0.37,0.22,0,0.09,0,5.28,5.38,16.18,1.42,0,9.42,2.6,12.27,-1
1023199811,1023,1998,11,Tamil Nadu,Namakkal,24.6,0,3.21,4.64,7.85,0.12,0.47,0.37,0,0.41,0.05,5.58,6.04,17.89,1.83,0,9.59,1.57,16.48,-1
1023199911,1023,1999,11,Tamil Nadu,Namakkal,22.73,0,3.24,2.67,5.9,0.24,0.5,0.38,0,0.45,0.04,4.84,5.32,19.9,2.05,0,10.26,2.85,25.72,-1
1023200011,1023,2000,11,Tamil Nadu,Namakkal,21.46,0,3.55,3.23,6.78,0.17,0.58,0.37,0,0.43,0.09,7.9,8.43,25.73,1.71,0,10.76,3.38,24.77,-1
1023200111,1023,2001,11,Tamil Nadu,Namakkal,21.36,0,4.39,2.66,7.05,0.08,0.4,0.22,0,0.42,0.05,5.06,5.52,17.95,1.76,0,11.57,2.76,23.04,-1
1023200211,1023,2002,11,Tamil Nadu,Namakkal,9.44,0,-1,-1,7.08,0.11,0.43,0.1,0,0.2,0.03,2.91,3.13,7.7,0.42,0,10.66,1.97,8.96,-1
1023200311,1023,2003,11,Tamil Nadu,Namakkal,7.48,0,-1,-1,6.9,0.06,0.43,0.08,0,0,0,0.67,0.67,6.23,0.34,0,10.63,2.14,18.38,-1
1023200411,1023,2004,11,Tamil Nadu,Namakkal,9.04,0,-1,-1,11.37,0.01,1.39,0.01,0,0.01,0,1.63,1.65,4.55,0.54,0,9.48,2.46,11.19,-1
1023200511,1023,2005,11,Tamil Nadu,Namakkal,18.83,0,-1,-1,11.64,0.09,0.76,0.01,0,0,0.41,1.76,2.17,6.2,0.4,0,13.28,2.57,16.2,-1
1023200611,1023,2006,11,Tamil Nadu,Namakkal,15.22,0.05,2.49,0.89,3.38,0.08,2.21,0.03,0,0.01,0.1,0.27,0.37,3.91,0.23,0,21.06,2.92,19.39,-1
1023200711,1023,2007,11,Tamil Nadu,Namakkal,12.17,0,1.84,1.39,3.22,0.06,4.01,0.01,0,0,0.01,0.11,0.12,4.27,0.27,0,19.45,2.73,21.15,-1
1023200811,1023,2008,11,Tamil Nadu,Namakkal,13.86,0,2.79,0.92,3.71,0.06,7.4,0.22,0,0.01,0.01,0.2,0.21,4.55,0.5,0,18.96,2.45,21.81,-1
1023200911,1023,2009,11,Tamil Nadu,Namakkal,10.68,0,1.16,2.23,3.39,0.06,5.32,0,0,0.02,0.01,0.55,0.58,5.46,0.36,0,19.05,2.57,22.18,-1
1023201011,1023,2010,11,Tamil Nadu,Namakkal,13.94,0,1.65,5.15,6.8,0.04,8.52,0,0,0.01,0.08,1.36,1.45,8.8,0.46,-1,18.45,1.62,19.65,-1
1023201111,1023,2011,11,Tamil Nadu,Namakkal,8.13,0,1.49,2.5,3.99,0.04,6.52,0,0,0,0.05,0.64,0.69,7.52,0.24,0,19.73,2.28,24.57,-1
1023201211,1023,2012,11,Tamil Nadu,Namakkal,5.54,0,2.67,6.05,8.72,0.03,6.51,0.02,0,0,0.15,0.53,0.69,4.93,0.54,0,20.28,2.17,15.19,-1
1023201311,1023,2013,11,Tamil Nadu,Namakkal,9.17,0,4.31,6.86,11.18,0.17,9.2,0.1,0,0.16,0.55,1.76,2.47,5.28,0.74,0,16.54,1.24,16.79,-1
1023201411,1023,2014,11,Tamil Nadu,Namakkal,10.36,0,5.41,11.54,16.95,0.18,10.18,0.02,0,0.15,0.38,1.36,1.88,5.67,1.08,0,16.85,1.48,17.28,-1
1023201511,1023,2015,11,Tamil Nadu,Namakkal,11.97,0,1.74,5.66,7.4,0,9.13,0.02,0,0.07,0.2,1.74,2.01,3.54,0.86,0,14.27,1.12,18.83,-1
1023201611,1023,2016,11,Tamil Nadu,Namakkal,2.18,-1,4.04,3.16,7.2,0,5.7,0.01,-1,-1,0.11,0.53,0.64,1.07,0.29,-1,11.82,0.97,20.35,1.678
1024199611,1024,1996,11,Tamil Nadu,Perambular,37.84,0,0.03,0.02,0.05,0.1,0,0.01,0,0,0,0.12,0.12,7,1.24,0,11.73,0.43,7.67,-1
1024199711,1024,1997,11,Tamil Nadu,Perambular,40.63,0,0.01,0,0.01,0.1,0,0.03,0,0,0,0.18,0.18,7.15,1.25,0,11.51,0.41,7.82,-1
1024199811,1024,1998,11,Tamil Nadu,Perambular,43.14,0,0,0.01,0.01,0.09,0,0.02,0,0,0,0.18,0.18,6.26,1.3,0,11.61,0.37,8.09,-1
1024199911,1024,1999,11,Tamil Nadu,Perambular,46.63,0,0.01,0,0.01,0.32,0,0.03,0,0,0,0.25,0.25,5.19,1.38,0,12.87,0.15,7.25,-1
1024200011,1024,2000,11,Tamil Nadu,Perambular,48.71,0,0.01,0,0.01,0.28,0,0.03,0,0,0,0.31,0.31,4.84,1.07,0,13.6,0.35,7.62,-1
1024200111,1024,2001,11,Tamil Nadu,Perambular,42.85,0,0.01,0,0.01,0.14,0.01,0.03,0,0,0,0.09,0.09,4.62,0.9,0,12.67,0.26,8.52,-1
1024200211,1024,2002,11,Tamil Nadu,Perambular,25,0,-1,-1,0.01,0.07,0,0.02,0,0,0,0.08,0.08,3.16,0.36,0,11.44,0.07,9.36,-1
1024200311,1024,2003,11,Tamil Nadu,Perambular,26.77,0,-1,-1,0.13,0.18,0.18,0.02,0,0,0,0.07,0.07,5.35,0.82,0,8.65,0.32,10.83,-1
1024200411,1024,2004,11,Tamil Nadu,Perambular,37.7,0,-1,-1,0.03,0.42,0.43,0.02,0,0,0,0.27,0.27,9.74,0.57,0,10.72,0.08,12.43,-1
1024200511,1024,2005,11,Tamil Nadu,Perambular,37.42,0,-1,-1,0.01,0.15,0.37,0.01,0,0,0,0.05,0.05,5.49,0.29,0,15.98,0.05,13.53,-1
1024200611,1024,2006,11,Tamil Nadu,Perambular,34.26,0,0.01,0.03,0.03,0.07,0.18,0.03,0,0,0,0.1,0.1,5.41,0.36,0,18.66,0.03,11.55,-1
1024200711,1024,2007,11,Tamil Nadu,Perambular,32.49,0,0,0,0,0.09,0.75,0.01,0,0,0,0.11,0.11,5.79,0.39,0,15.8,0.04,11.92,-1
1024200811,1024,2008,11,Tamil Nadu,Perambular,12.4,0,0,0,0,0.05,0.29,0,0,0,0,0.04,0.04,1.07,0.18,0,3.69,0.01,10.38,-1
1024200911,1024,2009,11,Tamil Nadu,Perambular,12.09,0,0,0,0,0.19,0.22,0,0,0,0.01,0.06,0.07,1.02,0.24,0,4.59,0.05,9.25,-1
1024201011,1024,2010,11,Tamil Nadu,Perambular,14.25,0,0,0,0,0.1,0.14,0,0,0,0,0.06,0.06,0.97,0.27,-1,5.32,0.01,10.39,-1
1024201111,1024,2011,11,Tamil Nadu,Perambular,13.1,0,0.03,0.01,0.04,0.13,0.61,0,0,0,0.01,0.14,0.15,1.96,0.24,0,6.73,0.23,10.93,-1
1024201211,1024,2012,11,Tamil Nadu,Perambular,7.3,0,0.04,0,0.04,0.12,1.24,0,0,0,0.06,0.06,0.12,1.03,0.14,0,6.5,0.39,8.79,-1
1024201311,1024,2013,11,Tamil Nadu,Perambular,7.18,0,0.12,0.06,0.19,0.12,2.82,0,0,0,0.23,0.66,0.9,1.47,0.31,0,5.24,0.59,7.91,-1
1024201411,1024,2014,11,Tamil Nadu,Perambular,8.99,0,0.08,0.03,0.11,0.07,2.6,0,0,0,0.17,0.28,0.45,1.27,0.41,0,6.04,0.91,9.5,-1
1024201511,1024,2015,11,Tamil Nadu,Perambular,14.09,0,0.03,0,0.03,0.08,5.11,0,0,0,0.02,0.56,0.59,2.43,0.48,0,8.11,0.33,12.2,-1
1024201611,1024,2016,11,Tamil Nadu,Perambular,3.32,-1,0.16,-1,0.16,0.17,1.76,-1,-1,-1,0.02,0.25,0.27,0.95,0.1,-1,5.25,0.24,11.43,0.299
1025199611,1025,1996,11,Tamil Nadu,Theni,19.03,0,0.61,0.42,1.02,0.34,2,0.11,0,0,0.81,0.53,1.34,1.57,0.29,0,8.31,7.67,11.01,-1
1025199711,1025,1997,11,Tamil Nadu,Theni,19.83,0,1.3,0.4,1.7,0.6,1.95,0.15,0,0,0.7,0.49,1.19,1.59,0.36,0,9.52,6.55,10.76,-1
1025199811,1025,1998,11,Tamil Nadu,Theni,18.58,0,1.11,0.71,1.82,0.52,1.88,0.11,0,0,0.69,0.42,1.11,2.16,0.42,0,12.69,5.07,11.66,-1
1025199911,1025,1999,11,Tamil Nadu,Theni,18.48,0,0.8,0.78,1.58,0.87,3.67,0.17,0,0,0.6,0.45,1.05,2.32,0.17,0,11.76,2.87,11.73,-1
1025200011,1025,2000,11,Tamil Nadu,Theni,18.21,0,1.1,0.29,1.4,0.94,4.17,0.12,0,0,0.64,0.42,1.06,2.14,0.21,0,10.69,2.34,12.79,-1
1025200111,1025,2001,11,Tamil Nadu,Theni,17.42,0,1.17,0.51,1.69,0.84,3.32,0.13,0,0,0.62,0.68,1.3,1.79,0.09,0,10.79,3.08,12.2,-1
1025200211,1025,2002,11,Tamil Nadu,Theni,13.78,0,-1,-1,0.61,0.38,4.51,0.11,0,0,0.05,0.39,0.44,0.88,0.02,0,10.59,1.84,11.49,-1
1025200311,1025,2003,11,Tamil Nadu,Theni,14.23,0,-1,-1,0.4,0.14,4.7,0.04,0,0,0.08,0.07,0.14,0.77,0.03,0,6.99,2.11,10.58,-1
1025200411,1025,2004,11,Tamil Nadu,Theni,16.64,0,-1,-1,1.2,0.3,3.41,0.03,0,0,0.1,0.12,0.22,0.84,0.04,0,5.94,3.56,11.8,-1
1025200511,1025,2005,11,Tamil Nadu,Theni,15.69,0,-1,-1,1.17,0.29,5.12,0.03,0,0,0.09,0.09,0.18,0.95,0.04,0,7.51,1.55,13.68,-1
1025200611,1025,2006,11,Tamil Nadu,Theni,14.92,0,0.31,0.94,1.25,0.18,6.19,0.01,0,0,0.06,0.07,0.12,0.25,0.01,0,9.06,1.48,13.45,-1
1025200711,1025,2007,11,Tamil Nadu,Theni,14.4,0,1.37,0.7,2.06,0.19,7.62,0.01,0,0,0.05,0.03,0.08,0.26,0.01,0,7.66,1.09,14.3,-1
1025200811,1025,2008,11,Tamil Nadu,Theni,15.58,0,0.96,0.65,1.61,0.54,12.15,0.03,0,0.02,0.56,0.57,1.15,0.81,0.02,0,6.37,1.01,14.48,-1
1025200911,1025,2009,11,Tamil Nadu,Theni,15.37,0,0.89,0.57,1.46,0.42,9.63,0.04,0,0.01,0.06,0.17,0.23,0.29,0.02,0,5.56,0.75,16.57,-1
1025201011,1025,2010,11,Tamil Nadu,Theni,15.36,0,1.1,0.47,1.57,0.64,6.51,0.01,0,0.01,0.28,0.53,0.81,1.1,0.04,-1,5.98,1.11,18.22,-1
1025201111,1025,2011,11,Tamil Nadu,Theni,14.74,0,1.52,1.32,2.84,0.99,9.53,0.01,0,0,0.34,1.03,1.37,0.68,0.05,0,7.13,1.14,18.03,-1
1025201211,1025,2012,11,Tamil Nadu,Theni,10.32,0,1.24,0.5,1.74,1.08,7.53,0.03,0,0,0.22,1,1.21,0.51,0.2,0,6.41,0.78,17.85,-1
1025201311,1025,2013,11,Tamil Nadu,Theni,12.5,0,0.87,0.96,1.83,0.42,8,0.03,0,0,0.14,0.24,0.38,0.26,0.27,0,6.38,1.09,18.82,-1
1025201411,1025,2014,11,Tamil Nadu,Theni,13.84,0,1.29,1.12,2.41,0.41,5.72,0.01,0,0,0.15,1.78,1.92,0.15,0.21,0,4.77,1.81,19.09,-1
1025201511,1025,2015,11,Tamil Nadu,Theni,14.63,0,0.8,0.64,1.44,0.34,8.35,0.03,0,0,0.05,0.52,0.58,0.73,0.36,0,5.29,1.28,19.97,-1
1025201611,1025,2016,11,Tamil Nadu,Theni,6.21,-1,0.13,1.45,1.57,0.95,6.47,0.01,-1,-1,0.31,1.59,1.9,0.29,0.13,-1,4.82,1.46,18.34,0.617
1026199611,1026,1996,11,Tamil Nadu,Tiruvarur,155.37,0,0,0,0,0,0.07,0,0,0,0,0.54,0.54,1.93,0.18,0,3.93,0.83,0.52,-1
1026199711,1026,1997,11,Tamil Nadu,Tiruvarur,168.21,0,0,0,0,0,0.02,0,0,0,0,0.06,0.06,0.64,2.02,0,3.67,1.62,0.6,-1
1026199811,1026,1998,11,Tamil Nadu,Tiruvarur,159.65,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.7,0.37,0,3.65,1.17,0.54,-1
1026199911,1026,1999,11,Tamil Nadu,Tiruvarur,163.6,0,0,0,0,0,0,0,0,0,0,0.59,0.59,1.92,1.29,0,2.66,1.2,0.62,-1
1026200011,1026,2000,11,Tamil Nadu,Tiruvarur,174.26,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.67,0.25,0,2.42,1.82,0.48,-1
1026200111,1026,2001,11,Tamil Nadu,Tiruvarur,174.72,0,0,0,0,0,0,0,0,0,0.02,1.39,1.41,1.33,0.91,0,1.74,2.73,0.44,-1
1026200211,1026,2002,11,Tamil Nadu,Tiruvarur,131.06,0,-1,-1,0,0,0.01,0,0,0,0,1.84,1.84,1.04,0.46,0,1.63,1.66,0.44,-1
1026200311,1026,2003,11,Tamil Nadu,Tiruvarur,121.44,0,-1,-1,0,0,0.06,0.01,0,0,0.03,0.76,0.79,1.29,0.38,0,1.77,1.79,0.73,-1
1026200411,1026,2004,11,Tamil Nadu,Tiruvarur,148.61,0,-1,-1,0,0,0.01,0,0,0,0,0.52,0.52,1.16,0.12,0,1.83,3.04,0.62,-1
1026200511,1026,2005,11,Tamil Nadu,Tiruvarur,156.1,0,-1,-1,0,0,0.02,0,0,0,0,0.79,0.79,1.8,0.2,0,3.68,1.43,0.72,-1
1026200611,1026,2006,11,Tamil Nadu,Tiruvarur,176.9,0,0,0,0,0,0,0,0,0,0,2.81,2.81,2.27,0.27,0,2.85,0.56,0.53,-1
1026200711,1026,2007,11,Tamil Nadu,Tiruvarur,151.63,0,0.01,0,0.01,0,0.01,0,0,0,0,0.74,0.74,7.89,0.76,0,2.28,0.98,0.81,-1
1026200811,1026,2008,11,Tamil Nadu,Tiruvarur,178.04,0,0,0,0,0,0,0,0,0,0,8.58,8.58,1.22,0.02,0,2.37,0.49,0.77,-1
1026200911,1026,2009,11,Tamil Nadu,Tiruvarur,166.25,0,0,0,0,0,0,0,0,0,0,4.34,4.34,1.88,0.08,0,1.7,0.47,0.76,-1
1026201011,1026,2010,11,Tamil Nadu,Tiruvarur,160.24,0,0,0,0,0,0,0,0,0,0,13.02,13.02,1.89,0.04,-1,0.85,0.88,0.79,-1
1026201111,1026,2011,11,Tamil Nadu,Tiruvarur,186.31,0,0,0,0,0,0,0,0,0,0,12.06,12.06,4.09,0.25,0,0.55,1.25,0.76,-1
1026201211,1026,2012,11,Tamil Nadu,Tiruvarur,158.9,0,0,0,0,0,0,0,0,0,0.01,4.89,4.9,3.33,0.39,0,0.59,1.32,0.56,-1
1026201311,1026,2013,11,Tamil Nadu,Tiruvarur,174.37,0,0,0,0,0,0,0,0,0,0,9.33,9.33,3.39,0.07,0,0.5,3.68,0.61,-1
1026201411,1026,2014,11,Tamil Nadu,Tiruvarur,192.62,0,0,0,0,0,0,0,0,0,0,14.31,14.31,1.66,0.01,0,0.58,5.16,0.53,-1
1026201511,1026,2015,11,Tamil Nadu,Tiruvarur,194.74,0,0,0,0,0,0,0,0,0,0,15.87,15.87,2.12,0.09,0,0.38,4.77,0.63,-1
1026201611,1026,2016,11,Tamil Nadu,Tiruvarur,186.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.31,19.15,19.46,2.55,0.36,-1,0.36,7,0.94,-1
1027199611,1027,1996,11,Tamil Nadu,Thiruvallur,101.28,0,0.08,0,0.08,0.37,0,1.11,0,0,0.02,2.59,2.6,31.84,1.31,0,6.55,0,2.6,-1
1027199711,1027,1997,11,Tamil Nadu,Thiruvallur,105.3,0,0.08,0,0.08,0.41,0,1.04,0,0,0.02,3.32,3.34,28.64,1.31,0,5.96,0,2.56,-1
1027199811,1027,1998,11,Tamil Nadu,Thiruvallur,106.54,0,0.08,0,0.08,0.4,0,1.12,0,0,0.09,3.59,3.68,27.79,2.74,0,6.79,0,2.68,-1
1027199911,1027,1999,11,Tamil Nadu,Thiruvallur,96.51,0,0.14,0,0.14,0.59,0,1.45,0,0.05,0.36,4.83,5.24,21.36,1.54,0,8.54,0,3.78,-1
1027200011,1027,2000,11,Tamil Nadu,Thiruvallur,80.46,0,0.04,0,0.04,0.6,0,1.1,0,0,0.3,4.98,5.27,18.37,1.56,0,8.03,0,2.55,-1
1027200111,1027,2001,11,Tamil Nadu,Thiruvallur,82.56,0,0.07,0,0.07,0.68,0,0.49,0,0,0.23,3.88,4.11,19.16,0.96,0,6.21,0,3.44,-1
1027200211,1027,2002,11,Tamil Nadu,Thiruvallur,73.5,0,-1,-1,0,0.73,0,0.43,0,0,0,4.45,4.45,18.64,2.13,0,5.99,0,2.11,-1
1027200311,1027,2003,11,Tamil Nadu,Thiruvallur,67.05,0,-1,-1,0,0.3,0,0.28,0,0,0,13.08,13.08,15.48,0.47,0,4.53,0.02,3.27,-1
1027200411,1027,2004,11,Tamil Nadu,Thiruvallur,58.28,0,-1,-1,0.05,0.94,0,0.18,0,0,0.22,9.07,9.29,20.58,1.82,0,3.24,0,6.34,-1
1027200511,1027,2005,11,Tamil Nadu,Thiruvallur,86.3,0,-1,-1,0.02,0.7,0,0.19,0,0,0.29,8.68,8.96,12.8,1.09,0,5.56,0,7.67,-1
1027200611,1027,2006,11,Tamil Nadu,Thiruvallur,85.68,0,0.01,0.01,0.02,0.42,0,0.25,0,0,0.27,5.81,6.08,11.51,0.88,0,8.44,0,5.01,-1
1027200711,1027,2007,11,Tamil Nadu,Thiruvallur,75.01,0,0.01,0,0.01,0.41,0,0.12,0,0,0.24,4.32,4.56,12.87,0.43,0,6.39,0,7,-1
1027200811,1027,2008,11,Tamil Nadu,Thiruvallur,77.67,0,0,0.01,0.01,0.3,0,0.2,0,0,0.09,3.36,3.45,12.01,0.38,0,5.62,0,7.62,-1
1027200911,1027,2009,11,Tamil Nadu,Thiruvallur,77.46,0,0.02,0,0.02,0.13,0,0.14,0,0,0.13,3.25,3.38,10.36,0.51,0,6.21,0,6.72,-1
1027201011,1027,2010,11,Tamil Nadu,Thiruvallur,79.18,0,0,0,0,0.06,0,0.09,0,0,0.06,8.64,8.71,8.99,0.32,-1,6.7,0,5.96,-1
1027201111,1027,2011,11,Tamil Nadu,Thiruvallur,75.75,0,0,0,0,0.12,0,0.16,0,0,0.05,9.09,9.13,8.48,0.3,0,7.38,0,6.11,-1
1027201211,1027,2012,11,Tamil Nadu,Thiruvallur,75.25,0,0.01,0.01,0.02,0.41,0,0.19,0,0,0.21,7.88,8.09,9.84,0.29,0,7.61,0,8.04,-1
1027201311,1027,2013,11,Tamil Nadu,Thiruvallur,95.07,0,0.05,0.07,0.12,0.63,0.08,0.83,0,0.01,0.28,10.53,10.81,7.2,0.51,0,7.35,0,7.26,-1
1027201411,1027,2014,11,Tamil Nadu,Thiruvallur,96.09,0,0.01,0.01,0.02,0.58,0.32,0.86,0,0,0.65,6.6,7.25,6.42,1.12,0,7.16,0,7.63,-1
1027201511,1027,2015,11,Tamil Nadu,Thiruvallur,101.27,0,0,0.01,0.01,1.01,0.01,0.66,0,0,0.35,9.32,9.67,6.53,0.76,0,6.11,0,11.55,-1
1027201611,1027,2016,11,Tamil Nadu,Thiruvallur,96.97,-1,0,0,0.01,0.79,0.01,0.23,-1,-1,0.14,12.06,12.19,6.08,0.56,-1,5.38,-1,12.46,0.015
1028199512,1028,1995,12,Uttar Pradesh,Ambedkar Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1
1028199612,1028,1996,12,Uttar Pradesh,Ambedkar Nagar,108.77,107.02,0,0,0,0,0.17,0,0.89,0.47,0,9.72,10.2,0,0,-1,10.66,0,-1,-1
1028199712,1028,1997,12,Uttar Pradesh,Ambedkar Nagar,109.83,107.96,0,0,0,0,0.17,0,0.85,0.46,0,9.65,10.11,0,0,0.01,10.24,0,-1,-1
1028199812,1028,1998,12,Uttar Pradesh,Ambedkar Nagar,108.24,112.6,0,0,0,0,0.17,0,0.96,0.4,0,0,0.4,0,0,0,10.62,0,0,-1
1028199912,1028,1999,12,Uttar Pradesh,Ambedkar Nagar,109.92,113.93,0,0,0,0,0.16,0,0.97,0.36,0,10.04,10.4,0,0,0,10.67,0,8.99,-1
1028200012,1028,2000,12,Uttar Pradesh,Ambedkar Nagar,115.17,114.33,0,0,0,0,0.19,0,0.97,0.32,0,9.97,10.29,0,0,0,9.55,0,7.24,-1
1028200112,1028,2001,12,Uttar Pradesh,Ambedkar Nagar,122.05,116.84,0,0,0,0,0.24,0,0.86,0.29,0,9.04,9.32,0,0,0,9.06,0,6.76,-1
1028200212,1028,2002,12,Uttar Pradesh,Ambedkar Nagar,113.16,117.01,0,0,0,0,0.35,0,0.9,0.29,0,8.67,8.97,0,0,0,9.65,0,6.89,-1
1028200312,1028,2003,12,Uttar Pradesh,Ambedkar Nagar,113.74,117.03,0,0,0,0,0.07,0,0.92,0.25,0,8.47,8.72,0,0,0,9.07,0,6.67,-1
1028200412,1028,2004,12,Uttar Pradesh,Ambedkar Nagar,116.24,118.22,0,0,0,0,0.39,0,0.96,0.25,0,7.9,8.15,0,0,0,7.59,0,6.92,-1
