Key,Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
1199014,1,1990,14,Chhattisgarh,Durg,162.05,4.19,0.02,0.02,0.04,0,0.02,0,0,0.35,0,0.25,0.6,-1,-1,0,0.08,0,4.4,-1
1199114,1,1991,14,Chhattisgarh,Durg,193.24,5.21,0.01,0.01,0.02,0,0.01,0,0,0.69,0,0.15,0.84,0.02,0.02,0,0.11,0,4.87,-1
1199214,1,1992,14,Chhattisgarh,Durg,201.7,4.99,0.02,0.01,0.03,0,0.01,0,0,0.53,0,0.27,0.8,0.03,0.03,0,0.11,0.01,5.4,-1
1199314,1,1993,14,Chhattisgarh,Durg,209.68,5.69,0.04,0.02,0,0,0,0,0.01,0.67,0.1,0.03,0.8,0.01,0,0,0.09,0.03,5.9,-1
1199414,1,1994,14,Chhattisgarh,Durg,218.97,5.9,0.02,0.01,0.03,0,0.03,0,0,0.88,0,0.17,1.05,0,0,0,0.09,0.02,5.91,-1
1199514,1,1995,14,Chhattisgarh,Durg,220.15,5.97,0,0.02,0.02,0,0.03,0,0.01,0.89,0,0.14,1.04,0,0,0,0.09,0.03,6.46,0.116
1199614,1,1996,14,Chhattisgarh,Durg,215.46,6.07,0,0.02,0.02,0,0.02,0,0,0.96,0,0.15,1.11,0,0,0,0.11,0.03,6.86,0.044
1199714,1,1997,14,Chhattisgarh,Durg,219.1,5.47,0,0.02,0.02,0,0.01,0,0,0.76,0,0.06,0.81,0,0,0,0.1,0,6.73,0.013
1199814,1,1998,14,Chhattisgarh,Durg,179.18,5.18,0.02,0,0.02,0,0.02,0,0,0.65,0,0.07,0.71,0,0.01,0,0.12,0,8.3,0.079
1199914,1,1999,14,Chhattisgarh,Durg,225.93,5.47,0.01,0,0.01,0,0.05,0,0.01,0.94,0,0.08,1.01,0,0.01,0,0.17,0,8.47,0.122
1200014,1,2000,14,Chhattisgarh,Durg,158.4,8.25,0.03,0.01,0.03,0.01,0.07,0,0,1.95,0.01,0.16,2.12,0.02,0,0,0.16,0,8.83,0.079
1200114,1,2001,14,Chhattisgarh,Durg,219.77,9.73,0.04,0.01,0.05,0.01,0.06,0,0.01,4.13,0,0.25,4.38,0,0.01,0,0.26,0,9.99,0.073
1200214,1,2002,14,Chhattisgarh,Durg,176.18,9.74,0.05,0,0.05,0,0.06,0,0,7.49,0.01,0.37,7.87,0,0.03,0,0.5,0.01,10,0.081
1200314,1,2003,14,Chhattisgarh,Durg,182.83,10.13,0.02,0,0.02,0,0.06,0,0,9.96,0,0.33,10.29,0,0.01,0,0.86,0.04,10.23,0.075
1200414,1,2004,14,Chhattisgarh,Durg,217.57,10.17,0.01,0.02,0.03,0,0.08,0,0,16.8,0,0.27,17.07,0,0.01,0.01,1.25,0.33,11.16,0.103
1200514,1,2005,14,Chhattisgarh,Durg,224.85,10.27,0.02,0,0.02,0,0.14,0,0,21.66,0,0.29,21.95,0,0.01,0,2.29,0.17,11.5,0.062
1200614,1,2006,14,Chhattisgarh,Durg,236.91,10.43,0.01,0,0.01,0,0.12,0,0.04,25.26,0.02,0.25,25.53,0,0.01,0.01,3.98,0.06,10.94,0.065
1200714,1,2007,14,Chhattisgarh,Durg,244.65,12.58,0,0,0,0,0.11,0,0.03,33.17,0,0.28,33.46,0,0.01,0.01,4.1,0.02,12.14,0.102
1200814,1,2008,14,Chhattisgarh,Durg,228.93,13.4,0,0,0,0,0.09,0,0.03,41.05,0.01,0.37,41.42,0,0.01,0.01,3.1,-1,13.39,0.07
1200914,1,2009,14,Chhattisgarh,Durg,201.18,16.65,0,0,0,0,0.16,0,0.04,42.48,0.02,0.43,42.92,0,0.02,0.02,2.95,0,15.03,0.054
1201014,1,2010,14,Chhattisgarh,Durg,232.6,18.69,0,0,0,0,0.18,0,0,46.27,0.02,-1,-1,0.01,0.01,0.01,2.45,0,15.45,0.109
1201114,1,2011,14,Chhattisgarh,Durg,85.39,5.33,0,0,0,0,0.12,0,0.01,7.55,0,0.16,7.71,0,0.01,0,0.41,0.03,9.32,0.172
1201214,1,2012,14,Chhattisgarh,Durg,87.2,5.12,0,0.01,0.01,0,0.1,0,0.1,7.84,0,0.14,7.97,0,0,0,3.38,0.05,9.24,0.227
1201314,1,2013,14,Chhattisgarh,Durg,88.91,4.85,0,0,0,0,0.16,0,0.01,8.41,0,0.16,8.57,0,0.01,0,0.41,0.03,9.51,0.569
1201414,1,2014,14,Chhattisgarh,Durg,88.9,5,0,0,0,0,0.46,0,0,8.57,0,0.22,8.79,0,0.02,0,0.46,0.03,9.85,0.069
1201514,1,2015,14,Chhattisgarh,Durg,86.62,5.1,0,0.01,0.01,0,0.14,0,0,7.96,0,0.14,8.1,0,0.01,0,0.43,0.01,9.65,0.169
1201614,1,2016,14,Chhattisgarh,Durg,92.02,6.1,0.01,0,0.02,-1,0.18,-1,-1,7.55,0.01,0.24,7.8,-1,0.01,-1,0.41,0.02,9.88,0.026
2199014,2,1990,14,Chhattisgarh,Bastar,18.06,0.68,0,0,0,0,0.05,0,0,0.04,0,0.06,0.1,-1,-1,0,0.17,0,2,-1
2199114,2,1991,14,Chhattisgarh,Bastar,20.28,1.03,0,0,0,0,0.11,0,0,0.03,0,0.13,0.16,0,0,0,0.2,0,2.29,-1
2199214,2,1992,14,Chhattisgarh,Bastar,20.85,0.81,0,0,0,0,0.08,0,0,0.13,0,0.07,0.2,0,0,0.02,0.22,0,2.4,-1
2199314,2,1993,14,Chhattisgarh,Bastar,21.09,0.95,0,0.01,0.01,0,0.02,0,0,0.08,0,0.12,0.2,0,0,0.01,0.19,0,2.6,-1
2199414,2,1994,14,Chhattisgarh,Bastar,20.59,0.85,0,0,0,0,0.12,0,0,0.1,0,0.07,0.17,0.01,0,0.02,0.22,0,3.03,-1
2199514,2,1995,14,Chhattisgarh,Bastar,19.82,0.96,0,0,0,0,0.22,0,0,0.08,0,0.09,0.17,0.01,0,0.02,0.24,0,2.85,0
2199614,2,1996,14,Chhattisgarh,Bastar,20.15,0.83,0.01,0.01,0.02,0,0.3,0,0,0.08,0,0.11,0.19,0.01,0,0.02,0.23,0,2.87,0
2199714,2,1997,14,Chhattisgarh,Bastar,19.48,0.96,0,0,0,0,0.44,0,0,0.04,0,0.1,0.14,0.01,0,0.03,0.22,0,3.06,0
2199814,2,1998,14,Chhattisgarh,Bastar,2.78,0.56,0,0,0,0,0.03,0,0,0.07,0,0.09,0.16,0,0,0.03,0.26,0,1.74,0
2199914,2,1999,14,Chhattisgarh,Bastar,2.16,0.58,0,0,0,0,0.04,0,0,0.04,0,0.08,0.12,0,0,0.01,0.32,0,1.71,0.003
2200014,2,2000,14,Chhattisgarh,Bastar,1.9,0.82,0,0,0,0,0.03,0,0,0.03,0,0.13,0.16,0,0,0,0.34,0,1.76,0
2200114,2,2001,14,Chhattisgarh,Bastar,1.88,1.01,0,0,0,0,0.06,0,0,0.03,0,0.14,0.18,0,0,0,0.39,0,1.88,0.003
2200214,2,2002,14,Chhattisgarh,Bastar,2.11,1.06,0,0,0,0,0.23,0,0,0.04,0,0.15,0.19,0,0,0,0.42,0,1.74,0.004
2200314,2,2003,14,Chhattisgarh,Bastar,2.01,1.08,0,0,0,0,0.69,0,0,0.03,0,0.17,0.2,0,0,0,0.41,0,1.94,0.004
2200414,2,2004,14,Chhattisgarh,Bastar,2.21,1.03,0,0,0,0,0.87,0,0,0.03,0,0.19,0.22,0,0,0.01,0.44,0,1.97,0.002
2200514,2,2005,14,Chhattisgarh,Bastar,2.07,0.95,0,0,0,0,0.98,0,0,0.03,0,0.19,0.22,0,0,0.01,0.57,0,2.08,0.002
2200614,2,2006,14,Chhattisgarh,Bastar,2.02,0.89,0,0,0,0,1.39,0,0,0.02,0,0.19,0.21,0,0,0,0.73,0,1.81,0.002
2200714,2,2007,14,Chhattisgarh,Bastar,1.83,0.85,0,0,0,0,1.53,0,0,0.02,0,0.16,0.18,0,0,0,0.86,0,1.85,0.001
2200814,2,2008,14,Chhattisgarh,Bastar,1.9,0.87,0,0,0,0,1.83,0,0,0.05,0,-1,-1,0,0,0,0.77,-1,1.97,0.001
2200914,2,2009,14,Chhattisgarh,Bastar,2.19,0.81,0,0,0,0,2.17,0,0,0.05,0,0.21,0.26,0,0,0,0.76,0.01,2.93,0.001
2201014,2,2010,14,Chhattisgarh,Bastar,2.02,0.67,0.01,0.01,0.01,0,2.55,0,0,0.06,0,-1,-1,0,0,0,0.76,0,2.86,0
2201114,2,2011,14,Chhattisgarh,Bastar,1.96,0.43,0,0,0,0,0.73,0,0,0.04,0,0.1,0.14,0,0,0,0.73,0,1.7,0
2201214,2,2012,14,Chhattisgarh,Bastar,1.88,0.4,0,0,0,0,0.9,0,0,0.04,0,0.07,0.11,0,0,0,0.52,0,1.85,0
2201314,2,2013,14,Chhattisgarh,Bastar,2.07,0.35,0,0,0,0,0.85,0,0,0.04,0,0.12,0.16,0,0,0,0.71,0,2.1,0
2201414,2,2014,14,Chhattisgarh,Bastar,2.13,0.26,0,0,0,0,0.88,0,0,0.03,0,0.07,0.1,0,0,0,0.72,0,1.93,0
2201514,2,2015,14,Chhattisgarh,Bastar,2.33,0.29,0,0,0,0,0.98,0,0,0.03,0,0.08,0.12,0,0,0,0.76,0,2.04,0
2201614,2,2016,14,Chhattisgarh,Bastar,2.06,0.25,-1,-1,-1,-1,1.09,-1,-1,0.05,-1,0.12,0.17,-1,-1,0.01,0.76,-1,2.11,-1
3199014,3,1990,14,Chhattisgarh,Raipur,365,8.03,0,0,0,0,0.05,0,0,0.98,0,0.72,1.7,-1,-1,0,0.32,0,7.3,-1
3199114,3,1991,14,Chhattisgarh,Raipur,386.73,6.25,0,0,0,0,0.06,0,0,0.88,0,0.67,1.55,2.31,0.03,0,0.38,0,7.52,-1
3199214,3,1992,14,Chhattisgarh,Raipur,403.55,7.04,0,0,0,0,0.06,0,0,1.22,0,0.68,1.9,1.63,0.01,0,0.37,0,7.8,-1
3199314,3,1993,14,Chhattisgarh,Raipur,414.03,9.72,0,0,0.06,0,0.07,0,0,1.83,0,0.77,2.6,1.24,0,0,0.35,0,8.4,-1
3199414,3,1994,14,Chhattisgarh,Raipur,419.34,9.85,0,0,0,0,0.1,0,0,1.74,0,0.68,2.42,0.65,0,0,0.37,0,8.77,-1
3199514,3,1995,14,Chhattisgarh,Raipur,438.81,7.58,0,0,0,0,0.04,0,0,1.58,0,0.66,2.25,0.51,0,0,0.4,0,8.45,0.117
3199614,3,1996,14,Chhattisgarh,Raipur,407.41,6.5,0,0,0,0,0.09,0,0,1.29,0,0.74,2.02,0.66,0,0,0.39,0,8.64,0.1
3199714,3,1997,14,Chhattisgarh,Raipur,436.99,6.61,0,0,0,0,0.1,0,0,1.14,0,0.75,1.89,0.97,0,0,0.29,0,9.06,0.062
3199814,3,1998,14,Chhattisgarh,Raipur,262.51,3.91,0.01,0,0.01,0,0.1,0,0,0.88,0,0.42,1.3,0.37,0.01,0.01,0.14,0,6.06,0.052
3199914,3,1999,14,Chhattisgarh,Raipur,289.27,5.22,0.01,0,0.01,0,0.14,0,0,0.96,0,0.43,1.39,0.37,0,0,0.14,0,6.32,0.047
3200014,3,2000,14,Chhattisgarh,Raipur,206.59,4.06,0.01,0,0.01,0,0.11,0,0,0.73,0,0.42,1.16,0.24,0,0.01,0.13,0,6,0.088
3200114,3,2001,14,Chhattisgarh,Raipur,272.17,7.31,0,0,0,0,0.12,0,0,1.46,0,0.63,2.09,0.37,0,0.02,0.11,0,6.79,0.044
3200214,3,2002,14,Chhattisgarh,Raipur,232.55,6.01,0,0,0,0,0.17,0,0,1.79,0,0.56,2.35,0.23,0.01,0.01,0.13,0,6.65,0.037
3200314,3,2003,14,Chhattisgarh,Raipur,233.86,7.78,0,0,0,0,0.12,0,0,2.42,0,0.6,3.02,0.29,0.01,0.02,0.16,0.01,6.81,0.04
3200414,3,2004,14,Chhattisgarh,Raipur,265.23,6.72,0,0,0,0,0.15,0,0,2.47,0,0.53,3,0.21,0.01,0.03,0.19,0,7.07,0.049
3200514,3,2005,14,Chhattisgarh,Raipur,275.25,6.55,0,0,0,0,0.14,0,0,2.7,0.01,0.54,3.24,0.3,0,0.01,0.2,0.01,7.11,0.083
3200614,3,2006,14,Chhattisgarh,Raipur,290.49,6.55,0.07,0,0.08,0,0.15,0,0,2.76,0,0.57,3.33,0.23,0.05,0,0.29,0,2.37,0.04
3200714,3,2007,14,Chhattisgarh,Raipur,296.29,7.01,0,0,0,0,0.1,0,0,2.64,0,0.57,3.21,3.29,0.02,0,0.63,0,2.21,0.056
3200814,3,2008,14,Chhattisgarh,Raipur,287.12,6.73,0,0,0,0,0.09,0,0,2.61,0,0.5,3.11,2.93,0.02,0.01,0.56,-1,2.41,0.023
3200914,3,2009,14,Chhattisgarh,Raipur,281.64,7.24,0,0,0,0,0.08,0,0,2.94,0,3,5.94,2.88,0,0,0.53,0,5.22,0.022
3201014,3,2010,14,Chhattisgarh,Raipur,306.77,7.68,0,0,0,0,0.03,0,0,2.7,0,-1,-1,0.18,0.03,0,0.21,0,7.51,0.026
3201114,3,2011,14,Chhattisgarh,Raipur,133.67,2.84,0,0,0,0,0.05,0,0,1.27,0,0.54,1.81,0,0.01,0,0.08,0,3.37,0.027
3201214,3,2012,14,Chhattisgarh,Raipur,150.26,2.44,0,0,0,0,0.14,0,0,2.27,0,0.35,2.61,0,0.04,0,0.14,0,3.5,0.019
3201314,3,2013,14,Chhattisgarh,Raipur,151.18,2.23,0,0,0,0,0.12,0,0,2.12,0,0.23,2.35,0.02,0.02,0,0.15,0,3.7,0.018
3201414,3,2014,14,Chhattisgarh,Raipur,154.27,2.96,0,0,0,0,0.34,0,0,1.97,0,0.1,2.08,0.01,0.08,0,0.22,0,3.7,0.025
3201514,3,2015,14,Chhattisgarh,Raipur,134.81,2.68,0,0,0,0,0.3,0,0,1.65,0,0.21,1.86,0.05,0.06,0,0.18,0,3.84,0.023
3201614,3,2016,14,Chhattisgarh,Raipur,148.88,2.72,-1,-1,-1,-1,0.28,-1,-1,1.68,-1,0.22,1.9,0.05,0.04,-1,0.18,0.01,3.9,0.04
4199014,4,1990,14,Chhattisgarh,Bilaspur,215.38,6.97,0,0,0,0,0,0,0,0.17,0,0.23,0.4,-1,-1,0,0.62,0,5.8,-1
4199114,4,1991,14,Chhattisgarh,Bilaspur,245.93,7.09,0,0,0,0,0.01,0,0,0.2,0,0.25,0.45,0.92,0,0,0.89,0,5.96,-1
4199214,4,1992,14,Chhattisgarh,Bilaspur,254.88,8.07,0,0,0,0,0.01,0,0,0.2,0,0.3,0.5,0.96,0,0,0.88,0,6.2,-1
4199314,4,1993,14,Chhattisgarh,Bilaspur,235.59,9.62,0,0,0,0,0.01,0,0,0.17,0,0.33,0.5,0.83,0.01,0,0.89,0,6.3,-1
4199414,4,1994,14,Chhattisgarh,Bilaspur,260.66,8.91,0,0,0,0,0.01,0,0,0.16,0,0.38,0.54,0.6,0,0,1.29,0,6.21,-1
4199514,4,1995,14,Chhattisgarh,Bilaspur,254.78,8.07,0,0,0,0,0.01,0,0,0.2,0,0.26,0.45,0.96,0,0,0.98,0,6.19,0.009
4199614,4,1996,14,Chhattisgarh,Bilaspur,295.16,6.02,0,0,0,0,0.01,0,0,0.13,0,0.42,0.55,0.66,0,0,0.73,0,6.79,0.032
4199714,4,1997,14,Chhattisgarh,Bilaspur,269.82,4.5,0,0,0,0,0,0,0,0.08,0,0.41,0.48,0.49,0,0,1.15,0,6.43,0.034
4199814,4,1998,14,Chhattisgarh,Bilaspur,164.42,3.24,0,0,0,0,0,0,0,0.03,0,0.13,0.15,0.01,0,0,0.07,0,2.84,0.002
4199914,4,1999,14,Chhattisgarh,Bilaspur,136.11,3.56,0,0,0,0,0,0,0,0.04,0,0.14,0.18,0,0,0,0.07,0,2.91,0
4200014,4,2000,14,Chhattisgarh,Bilaspur,120.14,3.77,0,0,0,0,0,0,0,0.03,0,0.15,0.18,0,0,0,0.07,0,2.74,0
4200114,4,2001,14,Chhattisgarh,Bilaspur,136.13,6.69,0,0,0,0,0.01,0,0,0.15,0,0.19,0.33,0,0,0,0.09,0,3.31,0.001
4200214,4,2002,14,Chhattisgarh,Bilaspur,126.83,5.91,0,0,0,0,0.01,0,0,0.23,0,0.19,0.41,0,0,0,0.12,0,3.41,0.002
4200314,4,2003,14,Chhattisgarh,Bilaspur,131.1,7.25,0,0,0,0,0.01,0,0,0.33,0,0.22,0.55,0,0,0,0.17,0,3.81,0.004
4200414,4,2004,14,Chhattisgarh,Bilaspur,135.75,6.91,0,0,0,0,0,0,0,0.72,0,0.34,1.06,0,0,0,0.17,0,3.81,0.001
4200514,4,2005,14,Chhattisgarh,Bilaspur,136.81,6.74,0,0,0,0,0.01,0,0,0.61,0,0.29,0.9,0,0.01,0,0.14,0,4.02,0.001
4200614,4,2006,14,Chhattisgarh,Bilaspur,139.99,7.06,0,0,0,0,0.01,0,0,1.07,0,0.27,1.34,-1,0.01,0.01,0.27,0,3.33,0.002
4200714,4,2007,14,Chhattisgarh,Bilaspur,143.37,7.19,0,0,0,0,0.01,0,0,1.29,0,0.33,1.62,0,0,0,0.42,0,3.28,0.002
4200814,4,2008,14,Chhattisgarh,Bilaspur,143.54,7.74,0,0,0,0,0,0,0,1.72,0,-1,-1,0,0,0,0.63,-1,3.49,0.001
4200914,4,2009,14,Chhattisgarh,Bilaspur,140.71,8.28,0,0,0,0,0,0,0,1.8,0,2.18,3.98,0,0,0.01,0.64,0,5.35,0.001
4201014,4,2010,14,Chhattisgarh,Bilaspur,148.06,8.88,0,0,0,0,0,0,0,2.05,0,-1,-1,0,0.01,0,0.33,0,4.86,0
4201114,4,2011,14,Chhattisgarh,Bilaspur,92.38,6.15,0,0,0,0,0,0,0,0.52,0,0.44,0.96,0,0.01,0,0.03,0,3.55,0
4201214,4,2012,14,Chhattisgarh,Bilaspur,88.92,6.08,0,0,0,0,0,0,0,0.56,0,0.44,0.99,0.01,0,0,0.03,0,3.71,0
4201314,4,2013,14,Chhattisgarh,Bilaspur,88.94,6.11,0,0,0,0,0,0,0,0.56,0,0.39,0.96,0.01,0,0,0.02,0,3.6,0
4201414,4,2014,14,Chhattisgarh,Bilaspur,95.61,6.07,0,0,0,0,0,0,0,0.9,0.02,0.32,1.23,0,0,0,0.02,0,3.29,0
4201514,4,2015,14,Chhattisgarh,Bilaspur,95.15,5.87,0,0,0,0,0,0,0,0.86,0,0.33,1.18,0,0.01,0,0.06,0,3.14,0
4201614,4,2016,14,Chhattisgarh,Bilaspur,90.56,5.02,-1,0,0,-1,0,-1,-1,0.91,-1,0.32,1.23,-1,0.01,0.03,0.05,-1,3.31,-1
5199014,5,1990,14,Chhattisgarh,Raigarh,23.29,1.72,0,0,0,0,0,0,0.01,0.05,0,0.55,0.6,-1,-1,0.01,1.1,0,3.5,-1
5199114,5,1991,14,Chhattisgarh,Raigarh,28.88,1.58,0,0,0,0,0,0,0.01,0.05,0,0.48,0.53,4.57,0,0.01,1.32,0,3.77,-1
5199214,5,1992,14,Chhattisgarh,Raigarh,32.52,1.44,0,0,0,0,0,0,0.01,0.06,0,0.44,0.5,4.5,0,0,1.05,0,4,-1
5199314,5,1993,14,Chhattisgarh,Raigarh,27.26,1.78,0,0,0,0,0,0,0.01,0.09,0,0.51,0.6,3.22,0,0,1.19,0,4.1,-1
5199414,5,1994,14,Chhattisgarh,Raigarh,30.29,1.8,0,0,0,0,0,0,0.01,0.07,0,0.54,0.61,2.18,0.02,0,1.27,0,4.42,-1
5199514,5,1995,14,Chhattisgarh,Raigarh,32.38,2.01,0,0,0,0,0,0,0,0.05,0,0.61,0.66,1.93,0,0.01,1.31,0,4.65,0.02
5199614,5,1996,14,Chhattisgarh,Raigarh,34.23,1.98,0,0,0,0,0,0,0,0.06,0,0.94,1,2.05,0.01,0.01,1.25,0,4.72,0.011
5199714,5,1997,14,Chhattisgarh,Raigarh,35.59,1.76,0,0,0,0,0,0,0,0.04,0,0.85,0.89,2.11,0.01,0,1.26,0,4.54,0.01
5199814,5,1998,14,Chhattisgarh,Raigarh,24.73,0.78,0,0,0,0,0,0,0,0.04,0,0.71,0.76,2.51,0,0,0.96,0,2.98,0.009
5199914,5,1999,14,Chhattisgarh,Raigarh,31.93,0.93,0,0,0,0,0,0,0,0.05,0,0.8,0.86,2.43,0,0,0.63,0,3.02,0.006
5200014,5,2000,14,Chhattisgarh,Raigarh,36.32,0.91,0,0,0,0,0.01,0,0,0.04,0,0.87,0.91,1.96,0,0,0.65,0,2.94,0.003
5200114,5,2001,14,Chhattisgarh,Raigarh,34.71,1.29,0,0,0,0,0.02,0,0,0.11,0,1.94,2.06,2.76,0.01,0,0.56,0,2.97,0.002
5200214,5,2002,14,Chhattisgarh,Raigarh,34.97,1.53,0,0,0,0,0.04,0,0,0.2,0,3.23,3.43,2.92,0.03,0,0.67,0,3.12,0.003
5200314,5,2003,14,Chhattisgarh,Raigarh,35.1,2.24,0,0,0,0,0.07,0,0,0.32,0,4.53,4.85,5.35,0.01,0.01,0.75,0,4.16,0
5200414,5,2004,14,Chhattisgarh,Raigarh,41.1,1.8,0,0,0,0,0.05,0,0,0.16,0,3.01,3.17,3.72,0,0.01,0.75,0,3.65,0.066
5200514,5,2005,14,Chhattisgarh,Raigarh,42.17,1.86,0,0,0,0,0.05,0,0,0.14,0,3.14,3.28,3.4,0,0,0.71,0,3.79,0.061
5200614,5,2006,14,Chhattisgarh,Raigarh,44.17,1.56,0,0,0,0,0.05,0,0,0.13,0,2.94,3.07,3.34,0,0.05,0.68,0,5.93,0.003
5200714,5,2007,14,Chhattisgarh,Raigarh,44.82,1.81,0,0,0,0,0.05,0,0,0.15,0,2.91,3.06,0.26,0,0.02,0.29,0,6.13,0.001
5200814,5,2008,14,Chhattisgarh,Raigarh,46.63,2.1,0,0,0,0,0.05,0,0,0.14,0,-1,-1,0.17,0.01,0.02,0.24,-1,5.96,0.003
5200914,5,2009,14,Chhattisgarh,Raigarh,47.71,2.35,0,0,0,0,0.05,0,0,0.22,0,3.43,3.65,0.17,0,0.02,0.21,0,8.06,0.003
5201014,5,2010,14,Chhattisgarh,Raigarh,49.19,2.24,0,0,0,0,0.04,0,0,0.23,0,-1,-1,2.86,0.03,0,0.52,0,4.2,0
5201114,5,2011,14,Chhattisgarh,Raigarh,52.35,2.41,0,0,0,0,0.05,0,0,0.12,0,2.51,2.64,2.53,0.01,0,0.54,0,4.24,0.001
5201214,5,2012,14,Chhattisgarh,Raigarh,51.89,2.35,0,0,0,0,0.03,0,0,0.15,0,2.54,2.68,2.53,0.01,0,0.48,0,4.35,0
5201314,5,2013,14,Chhattisgarh,Raigarh,49.53,5.5,0,0,0,0,0.06,0,0,0.13,0,2.34,2.47,2.53,0.01,0,0.45,0,4.46,0
5201414,5,2014,14,Chhattisgarh,Raigarh,54.38,2.45,0,0,0,0,0.02,0,0,0.18,0,2.38,2.56,2.62,0.01,0,0.46,0,4.24,0
5201514,5,2015,14,Chhattisgarh,Raigarh,54.54,2.53,0,0,0,0,0.04,0,0,0.12,0,2.24,2.36,2.44,0.01,0,0.43,0,4.15,0
5201614,5,2016,14,Chhattisgarh,Raigarh,55.7,2.77,-1,-1,-1,-1,0.05,-1,-1,0.15,-1,2.28,2.43,2.37,0.01,-1,0.44,-1,5.06,-1
6199014,6,1990,14,Chhattisgarh,Surguja,3.45,13.69,0,0,0,0,0.01,0,0.08,0.04,0,0.16,0.2,-1,-1,0.04,0.66,0,6.2,-1
6199114,6,1991,14,Chhattisgarh,Surguja,3.45,13.95,0,0,0,0,0.01,0,0.12,0.04,0,0.2,0.24,0,0,0.01,0.72,0,6.1,-1
6199214,6,1992,14,Chhattisgarh,Surguja,5.59,10.67,0,0,0,0,0.01,0,0.12,0.05,0,0.15,0.2,0,0,0.06,0.7,0,6.5,-1
6199314,6,1993,14,Chhattisgarh,Surguja,4.72,13.71,0,0,0,0,0.01,0,0.11,0.03,0,0.17,0.2,0,0,0.03,0.64,0,7.1,-1
6199414,6,1994,14,Chhattisgarh,Surguja,4.5,15.31,0,0,0,0,0.01,0,0.17,0.04,0,0.38,0.42,0,0,0.03,0.72,0,7.57,-1
6199514,6,1995,14,Chhattisgarh,Surguja,4.73,15.68,0,0,0,0,0.02,0,0.14,0.03,0,0.21,0.24,0,0,0.01,0.85,0,7.83,0.003
6199614,6,1996,14,Chhattisgarh,Surguja,4.73,15.73,0,0,0,0,0.02,0,0.34,0.05,0,0.35,0.39,0,0,0.04,0.91,0,8.1,0
6199714,6,1997,14,Chhattisgarh,Surguja,4.71,15.67,0,0,0,0,0.03,0,0.08,0.03,0,0.25,0.27,0,0,0.01,0.96,0,8.35,0
6199814,6,1998,14,Chhattisgarh,Surguja,1.1,13.66,0,0,0,0,0.03,0,0.05,0.01,0,0.06,0.08,0,0,0.01,1.07,0,7.6,0.001
6199914,6,1999,14,Chhattisgarh,Surguja,3.86,15.63,0,0,0,0,0.03,0,0.05,0.02,0,0.31,0.32,0,0,0,1.31,0,7.98,0.004
6200014,6,2000,14,Chhattisgarh,Surguja,4.26,16.13,0,0,0,0,0.03,0,0.03,0.01,0,0.6,0.61,0,0,0,1.74,0,8.48,0.001
6200114,6,2001,14,Chhattisgarh,Surguja,3.7,17.54,0,0,0,0,0.03,0,0.04,0.03,0,0.04,0.06,0,0,0,1.92,0,9.91,0.001
6200214,6,2002,14,Chhattisgarh,Surguja,4.09,17.45,0,0,0,0,0.05,0,0.04,0.01,0,0.58,0.58,0,0,0.01,2.03,0,9.78,0
6200314,6,2003,14,Chhattisgarh,Surguja,4.76,18.33,0,0,0,0,0.04,0,0.06,0.01,0,0.33,0.34,0,0,0,2.42,0,10.63,0
6200414,6,2004,14,Chhattisgarh,Surguja,5.67,17.49,0,0,0,0,0.05,0,0.04,0.01,0,0.82,0.84,0,0,0,2.73,0,10.35,0.001
6200514,6,2005,14,Chhattisgarh,Surguja,6.15,17.1,0,0,0,0,0.05,0,0.03,0.03,0,0.49,0.52,0,0,0,3.36,0,11.02,0.001
6200614,6,2006,14,Chhattisgarh,Surguja,6,18.06,0,0,0,0,0.09,0.01,0.01,0.01,0,0.96,0.98,-1,0,0,4.1,0,4.36,0
6200714,6,2007,14,Chhattisgarh,Surguja,4.69,18.13,0,0,0,0,0.09,0,0.01,0.02,0,0.9,0.92,0,0,0,4.15,0,4.4,0
6200814,6,2008,14,Chhattisgarh,Surguja,4.27,18.41,0,0,0,0,0.09,0,0.02,0.02,0,-1,-1,0,0,0,3.66,-1,4.83,0
6200914,6,2009,14,Chhattisgarh,Surguja,4.41,18.75,0,0,0,0,0.09,0,0.01,0.01,0,0.89,0.9,0,0,0,3.14,0,13.37,0
6201014,6,2010,14,Chhattisgarh,Surguja,5.89,18.54,0,0,0,0,0.2,0,0,0.02,0,-1,-1,0,0,0,3.48,0,12.88,0
