Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters)
1195814,1,1958,14,Chhattisgarh,Durg,53,79.49,127.4,179.91,225.23,81.6,0,0,0,12.9,37.33
1195914,1,1959,14,Chhattisgarh,Durg,47.5,74.17,148.94,154.32,221.55,0,0,0,0,18.76,37.46
1196014,1,1960,14,Chhattisgarh,Durg,44.28,76.74,87.86,163.94,210.16,6.76,0,0,0,17.66,38.36
1196114,1,1961,14,Chhattisgarh,Durg,53.56,69.16,134.79,169.13,202.76,1.52,0,0,0,11.91,34.73
1196214,1,1962,14,Chhattisgarh,Durg,46.73,60.9,106.65,144.93,198.25,87.34,0,0,0,39.94,41.96
1196314,1,1963,14,Chhattisgarh,Durg,52.23,69.82,130.94,142.62,214.85,0,0,0,0,14.48,37.62
1196414,1,1964,14,Chhattisgarh,Durg,0,10.91,9.3,6.29,2.07,159.36,282.89,490.97,231.82,43.23,0.37
1196514,1,1965,14,Chhattisgarh,Durg,8.38,3.84,29.32,15.38,6.83,174.3,280.3,166.4,278.58,6.79,0
1196614,1,1966,14,Chhattisgarh,Durg,11.17,0,13.37,16.36,51.19,121.51,452.65,253.67,245.37,8.45,5.61
1196714,1,1967,14,Chhattisgarh,Durg,0.62,0,138.8,12.83,5.07,206.98,464.88,256.95,134.29,6.68,0
1196814,1,1968,14,Chhattisgarh,Durg,9.28,22.99,67.55,38.44,3.12,142.2,404.21,181.39,419.42,18.61,0.36
1196914,1,1969,14,Chhattisgarh,Durg,55.34,88.68,142.89,183.13,172.62,78.2,0,0,0,38.54,45.43
1197014,1,1970,14,Chhattisgarh,Durg,52.04,82.18,87.41,173.85,194.36,0,0,0,0,40.42,41.95
1197114,1,1971,14,Chhattisgarh,Durg,52.61,75.04,109.52,164.96,155.55,0,0,0,0,6.03,33.19
1197214,1,1972,14,Chhattisgarh,Durg,46.5,65.16,136.91,169.36,216.82,58.41,0,0,0.7,35.54,40.23
1197314,1,1973,14,Chhattisgarh,Durg,59.03,81.26,145.1,184.48,226.14,84.47,0,0,0,0,32.93
1197414,1,1974,14,Chhattisgarh,Durg,45.73,65.69,138.27,177.63,209.73,15.22,0,0,10.81,0,32.41
1197514,1,1975,14,Chhattisgarh,Durg,43.12,52.88,100.18,189.04,222.23,0,0,0,0,0.39,32.45
1197614,1,1976,14,Chhattisgarh,Durg,42.72,66.7,123.19,158.89,201.95,87.05,0,0,0,42.6,45.38
1197714,1,1977,14,Chhattisgarh,Durg,56.92,88.27,141.29,175.21,186.98,0,0,0,0,29.55,40.15
1197814,1,1978,14,Chhattisgarh,Durg,45.56,51.5,84.26,143.09,220.49,0.46,0,0,0.92,37.19,43.23
1197914,1,1979,14,Chhattisgarh,Durg,45.95,45.58,145.27,179.89,191.81,0,0,0,0,34.42,44.32
1198014,1,1980,14,Chhattisgarh,Durg,55.42,84.03,144.03,179.91,234.32,0,0,0,0,40.97,45.86
1198114,1,1981,14,Chhattisgarh,Durg,51.55,86.34,103.37,178.28,190.12,0,0,0,0,33.17,41.7
1198214,1,1982,14,Chhattisgarh,Durg,44.46,72.21,130.57,166.04,192.36,11.92,0,0,0,28.35,41.26
1198314,1,1983,14,Chhattisgarh,Durg,55.12,74.99,145.88,187,202.44,19.54,0,0,0,21.57,38.76
1198414,1,1984,14,Chhattisgarh,Durg,43.45,58.88,137.7,171.21,220.32,60.22,0,0,12.68,33.08,43.14
1198514,1,1985,14,Chhattisgarh,Durg,48.73,83.2,150.7,174.51,212.1,0.03,0,0,0,0.4,33.4
1198614,1,1986,14,Chhattisgarh,Durg,41.26,52.73,129.05,181.81,193.81,0.13,0,0,0,36.86,41.62
1198714,1,1987,14,Chhattisgarh,Durg,49.33,72.17,118.65,187.23,188.56,61.55,0,0,0,26.62,40.16
1198814,1,1988,14,Chhattisgarh,Durg,53.29,79.61,134.86,157.24,203.21,4.13,0,0,0,31.58,39.87
1198914,1,1989,14,Chhattisgarh,Durg,52.4,80.39,62.24,176.39,197.89,6.98,0,0,0,38.09,43.41
1199014,1,1990,14,Chhattisgarh,Durg,55.53,54.03,91.23,174.57,150.41,0,0,0,0,9.49,38.25
1199114,1,1991,14,Chhattisgarh,Durg,46.62,70.86,118.01,152.32,213.49,0.22,0,0,0.07,34,41.52
1199214,1,1992,14,Chhattisgarh,Durg,52.22,82.34,149.23,181.21,201.72,86.42,0,0,0,32.8,41.66
1199314,1,1993,14,Chhattisgarh,Durg,55.49,78.36,81.88,186.22,211.01,28.29,0,0,0,19.02,39.17
1199414,1,1994,14,Chhattisgarh,Durg,52.66,66.04,152.92,171.73,210.16,5.14,0,0,0,12.77,38.03
1199514,1,1995,14,Chhattisgarh,Durg,41.23,75.2,43.6,176.88,211.54,61.39,0,0,0,26.82,45.68
1199614,1,1996,14,Chhattisgarh,Durg,60.74,91.75,143.38,168.12,237.91,72.3,0,0,0,24.59,40.22
1199714,1,1997,14,Chhattisgarh,Durg,48.14,77.35,135.88,160.21,202.89,108.23,0,0,0,24.75,39.14
1199814,1,1998,14,Chhattisgarh,Durg,48.97,56.2,92.1,158.6,200.28,55.52,0,0,0,17.55,37.3
1199914,1,1999,14,Chhattisgarh,Durg,49.84,67.64,145.46,177.66,198.54,38.07,0,0,0,16.47,38.04
1200014,1,2000,14,Chhattisgarh,Durg,52.77,61.88,144.25,178.84,203.8,0,0,0,0,39.3,44.84
1200114,1,2001,14,Chhattisgarh,Durg,55.39,89.88,117.03,155.36,187.28,0,0,0,0.98,10.55,37.17
1200214,1,2002,14,Chhattisgarh,Durg,41.58,65.95,134.21,172.25,212.08,0,0,0,0,32.65,41.93
1200314,1,2003,14,Chhattisgarh,Durg,55.12,71.48,84.13,177.74,221.66,57.21,0,0,0,14.8,36.38
1200414,1,2004,14,Chhattisgarh,Durg,34.99,69.55,134.42,171.07,204.37,0,0,0,0,28.37,39.19
1200514,1,2005,14,Chhattisgarh,Durg,45.65,69.55,114.42,163.71,201.35,20.49,0,0,0,11.13,34.42
1200614,1,2006,14,Chhattisgarh,Durg,47.9,71.96,35.49,153.7,174.96,59.14,0,0,0,40.53,43.27
1200714,1,2007,14,Chhattisgarh,Durg,56.17,73.94,133.62,174.1,205.38,0.33,0,0,0,32.86,39.71
1200814,1,2008,14,Chhattisgarh,Durg,51.08,70.6,110.7,164.51,206.24,0,0,0,0,33.85,42.59
1200914,1,2009,14,Chhattisgarh,Durg,57.04,86.85,126.7,173.11,182.19,85.57,0,0,0,22.91,38.11
1201014,1,2010,14,Chhattisgarh,Durg,43.89,68.92,124.68,184.26,218.82,41.16,0,0,0,25.28,39.58
1201114,1,2011,14,Chhattisgarh,Durg,48.94,70.55,140.81,139.66,191.55,1.88,0,0,0,39.8,42.91
1201214,1,2012,14,Chhattisgarh,Durg,46.72,80.53,139.05,163.37,198.01,70.2,0,0,0,35.92,40.63
1201314,1,2013,14,Chhattisgarh,Durg,52.93,72.88,119.97,148.81,219.88,0,0,0,0,0.05,31.88
1201414,1,2014,14,Chhattisgarh,Durg,45.36,54.84,61.77,143.65,182.96,69.24,0,0,0,34.14,41.21
1201514,1,2015,14,Chhattisgarh,Durg,48.41,74.42,46.69,143.48,193.9,0,0,0,0,38.76,43.82
2195814,2,1958,14,Chhattisgarh,Bastar,54.47,89.78,141.85,114.94,169.26,87.5,0,0,0,0,27.43
2195914,2,1959,14,Chhattisgarh,Bastar,52.24,81.42,155.98,147.99,187.43,0,0,0,0,3.2,34.27
2196014,2,1960,14,Chhattisgarh,Bastar,59.41,91.92,120.7,159.79,162.34,0,0,0,0,3.79,34.68
2196114,2,1961,14,Chhattisgarh,Bastar,61.09,68.5,130.68,155.4,159.61,0,0,0,0,0,24.5
2196214,2,1962,14,Chhattisgarh,Bastar,48.88,65.93,143.48,84.63,173,32.84,0,0,0,11,31.2
2196314,2,1963,14,Chhattisgarh,Bastar,53.52,86.93,141.2,64.68,179.99,12.16,0,0,0,0,34.64
2196414,2,1964,14,Chhattisgarh,Bastar,0.24,17.46,4.07,56.52,15.03,130.51,268.56,488.18,397.19,108.21,7.27
2196514,2,1965,14,Chhattisgarh,Bastar,4.42,0.46,17.95,36.21,28.61,121.06,479.38,302.82,269.66,12.42,1.08
2196614,2,1966,14,Chhattisgarh,Bastar,36.32,0,3.46,31.49,18.99,125.36,396.26,363.99,266.6,36.58,21.86
2196714,2,1967,14,Chhattisgarh,Bastar,6.01,0,94.17,36.04,4.02,219.28,421.25,323.55,217,22.29,0.13
2196814,2,1968,14,Chhattisgarh,Bastar,15.74,13.38,33.79,79.77,22.64,154.17,373.1,103.7,369.83,85.34,15.53
2196914,2,1969,14,Chhattisgarh,Bastar,59.83,97.08,151.85,165.17,128.13,18.55,0,0,0,14.86,27.6
2197014,2,1970,14,Chhattisgarh,Bastar,50.22,82.27,95.63,123.04,159.78,0,0,0,0,30.41,42.9
2197114,2,1971,14,Chhattisgarh,Bastar,68.64,85.84,137.37,85.38,116.23,0,0,0,0,10.91,35.94
2197214,2,1972,14,Chhattisgarh,Bastar,59.43,78.82,152.91,139.32,194.8,23.51,0,0,0,11.09,20.56
2197314,2,1973,14,Chhattisgarh,Bastar,60.11,96.48,135.57,169.53,199.36,0.63,0,0,0,0,33.6
2197414,2,1974,14,Chhattisgarh,Bastar,56.67,89.41,145.77,167.71,171.3,0,0,0,0,0,28.98
2197514,2,1975,14,Chhattisgarh,Bastar,53.99,81.28,150.34,168.99,168.76,0,0,0,0,0,32.2
2197614,2,1976,14,Chhattisgarh,Bastar,54.08,87.88,143.24,131.11,158.86,69.13,0,0,0,36.35,28.09
2197714,2,1977,14,Chhattisgarh,Bastar,67.58,100,156.7,99.81,134.64,3.18,0,0,0.04,22.27,14.27
2197814,2,1978,14,Chhattisgarh,Bastar,41.62,66.14,124.54,104.94,173.84,0,0,0,0,25.91,30.97
2197914,2,1979,14,Chhattisgarh,Bastar,63.51,80.2,153.72,147.75,149.19,0,0,0,0,18.69,32.14
2198014,2,1980,14,Chhattisgarh,Bastar,62.1,97.86,146.53,156.9,189.65,0,0,0,0,27.32,41.67
2198114,2,1981,14,Chhattisgarh,Bastar,56.46,99.58,115.24,133.62,161.43,1,0,0,0,26.56,41.44
2198214,2,1982,14,Chhattisgarh,Bastar,72.26,99.38,142.59,113.53,166.83,5.66,0,0,0,8.89,29.94
2198314,2,1983,14,Chhattisgarh,Bastar,59.44,80.9,144.57,175.46,160.49,0,0,0,0,7.76,35.54
2198414,2,1984,14,Chhattisgarh,Bastar,56.04,84.62,143.27,136.29,168.78,1.06,0,0,0,22.05,39.74
2198514,2,1985,14,Chhattisgarh,Bastar,49.49,94.55,151.06,175.73,183.62,0,0,0,0,0,33.61
2198614,2,1986,14,Chhattisgarh,Bastar,43.36,67.68,143.87,129.51,176.96,0,0,0,0,28.55,21.48
2198714,2,1987,14,Chhattisgarh,Bastar,58.98,90.37,120.47,136.84,145.79,45.48,0,0,4.96,16.27,33.37
2198814,2,1988,14,Chhattisgarh,Bastar,65.13,94.37,152.67,118.53,156.53,23.98,0,0,0,27.14,39.49
2198914,2,1989,14,Chhattisgarh,Bastar,67.29,97.92,99.36,171.3,157,3.21,0,0,0,33.34,45.08
2199014,2,1990,14,Chhattisgarh,Bastar,73.02,59.32,88.67,165.82,100.3,0,0,0,0,0,30.23
2199114,2,1991,14,Chhattisgarh,Bastar,48.91,87.08,135.69,146.74,160.91,0,0,0,0,11.93,17.49
2199214,2,1992,14,Chhattisgarh,Bastar,50.67,84.32,152.18,167.25,159.26,26.93,0,0,0,23.87,29.94
2199314,2,1993,14,Chhattisgarh,Bastar,65.49,93.9,137.02,138.57,159.69,20.66,0,0,0,0,35.07
2199414,2,1994,14,Chhattisgarh,Bastar,58.53,88.45,157.39,155.52,150.85,40.1,0,0,0,6.78,31.4
2199514,2,1995,14,Chhattisgarh,Bastar,38.63,88.62,101.79,154.07,132,25.28,0,0,0,0,35.56
2199614,2,1996,14,Chhattisgarh,Bastar,61.76,94.66,150.4,123.88,208.01,1.68,0,0,0,14.69,37.78
2199714,2,1997,14,Chhattisgarh,Bastar,53.76,93.42,138.49,96.1,180.7,97.49,0,0,0,31.75,20.44
2199814,2,1998,14,Chhattisgarh,Bastar,57.31,73.41,135.22,140.58,161.63,20.21,0,0,0,0,11.11
2199914,2,1999,14,Chhattisgarh,Bastar,47.62,77.58,146.73,181.19,141.07,0,0,0,0,14.18,38.55
2200014,2,2000,14,Chhattisgarh,Bastar,65.97,73.53,152.71,161.35,171.24,0,0,0,0,32.57,45.17
2200114,2,2001,14,Chhattisgarh,Bastar,71.76,104.37,141.17,129.95,155.52,0,0,0,0,10,23.79
2200214,2,2002,14,Chhattisgarh,Bastar,36.72,80.01,138.75,122.76,169.12,1.01,0,0,9.4,30.35,44.56
2200314,2,2003,14,Chhattisgarh,Bastar,73.31,93.97,110.4,161.76,208.99,102.77,0,0,0,0,33.37
2200414,2,2004,14,Chhattisgarh,Bastar,29.93,76.31,136.82,140.74,162.71,0,0,0,0,1.5,32.4
2200514,2,2005,14,Chhattisgarh,Bastar,48.4,76.31,137.12,150.4,154.69,31.59,0,0,0,0,31.54
2200614,2,2006,14,Chhattisgarh,Bastar,54.69,87.43,97.56,76.4,135.36,52.63,0,0,0,32.28,15.71
2200714,2,2007,14,Chhattisgarh,Bastar,60.87,83.4,148.96,162.67,176,0,0,0,0,8.5,34.61
2200814,2,2008,14,Chhattisgarh,Bastar,54.02,74.01,129.19,153.74,183.4,0,0,0,0,36.16,43.9
2200914,2,2009,14,Chhattisgarh,Bastar,75.57,103.41,140.37,172.81,125.19,81.21,0,0,0,21.29,36.17
2201014,2,2010,14,Chhattisgarh,Bastar,51.31,90.99,138.44,126.93,158.13,1.22,0,0,0,0,16.07
2201114,2,2011,14,Chhattisgarh,Bastar,45.77,63.24,140.28,107.26,115.74,64.14,0,0,0,39.37,45.95
2201214,2,2012,14,Chhattisgarh,Bastar,58.01,102.04,152.69,94.87,159.32,41.79,0,0,0,23.29,31.24
2201314,2,2013,14,Chhattisgarh,Bastar,65.49,89.1,149.55,91.34,183.81,0,0,0,0,0,31.43
2201414,2,2014,14,Chhattisgarh,Bastar,61.62,86.1,105.96,128.34,142.3,48.7,0,0,0,13.32,36.25
2201514,2,2015,14,Chhattisgarh,Bastar,59.85,90.45,102.32,99.64,152.06,0,0,0,0,36.13,45.09
3195814,3,1958,14,Chhattisgarh,Raipur,52.33,74.47,124.67,183.24,228.09,78.83,0,0,0,13.19,36.78
3195914,3,1959,14,Chhattisgarh,Raipur,48.5,71.46,145.76,162.44,222.93,0,0,0,0,18.2,36.86
3196014,3,1960,14,Chhattisgarh,Raipur,46.72,73.72,86.39,170.15,214.12,1.24,0,0,0,18.01,38.17
3196114,3,1961,14,Chhattisgarh,Raipur,52.8,64.45,126.43,172.82,212.12,0.09,0,0,0,12.3,34.58
3196214,3,1962,14,Chhattisgarh,Raipur,46.89,59.59,105.7,153.47,204.72,73.14,0,0,0,39.35,41.22
3196314,3,1963,14,Chhattisgarh,Raipur,51.76,68.76,126.67,152.17,216.94,0,0,0,0,13.16,37.1
3196414,3,1964,14,Chhattisgarh,Raipur,0,12.53,9.29,5.99,1.67,167.52,317.8,526.8,226.69,45.49,0.69
3196514,3,1965,14,Chhattisgarh,Raipur,5.53,2.86,31.26,11.53,5.23,177.59,322.11,188.53,267.1,7.07,0
3196614,3,1966,14,Chhattisgarh,Raipur,9.03,0.04,12.26,12.33,33.15,134.39,481.08,279.65,226.26,8.96,6.93
3196714,3,1967,14,Chhattisgarh,Raipur,0.32,0,143.59,9.58,3.65,219.07,495.39,302.32,141.13,7.32,0
3196814,3,1968,14,Chhattisgarh,Raipur,7.49,22.38,67.7,28.73,2.65,149.25,442.71,196.46,394.09,20.08,0.57
3196914,3,1969,14,Chhattisgarh,Raipur,54.26,82.48,141.05,185.26,183.49,73.66,0,0,0,37.97,44.18
3197014,3,1970,14,Chhattisgarh,Raipur,51.62,76.35,82.22,177.07,204.67,0,0,0,0,39.94,41.45
3197114,3,1971,14,Chhattisgarh,Raipur,52.15,70.28,110.09,168.49,169.63,0,0,0,0,9.61,33.92
3197214,3,1972,14,Chhattisgarh,Raipur,46.11,62.54,132.49,170.87,220.05,53.52,0,0,0.05,34.01,38.61
3197314,3,1973,14,Chhattisgarh,Raipur,57.05,75.19,141.27,186.08,227.38,67.95,0,0,0,0,32.79
3197414,3,1974,14,Chhattisgarh,Raipur,45.08,64.6,131.9,176.31,211.96,5.69,0,0,10.6,0,32.25
3197514,3,1975,14,Chhattisgarh,Raipur,43.27,52.77,94.11,188,223.09,0,0,0,0,0.71,32.54
3197614,3,1976,14,Chhattisgarh,Raipur,43.09,65.23,117.8,162.74,205.58,82.07,0,0,0,42.43,43.64
3197714,3,1977,14,Chhattisgarh,Raipur,55.39,82.77,139.41,175.36,193.89,0,0,0,0,29.27,37.68
3197814,3,1978,14,Chhattisgarh,Raipur,45.18,50.47,81.4,147.14,220.87,0,0,0,0.13,36.67,41.51
3197914,3,1979,14,Chhattisgarh,Raipur,48.34,47.2,140.15,179.11,199.89,0,0,0,0,33.66,42.61
3198014,3,1980,14,Chhattisgarh,Raipur,54.59,78.76,139.94,181.9,235.83,0,0,0,0,40.29,44.85
3198114,3,1981,14,Chhattisgarh,Raipur,51.6,80.31,99.89,180.58,195.77,0,0,0,0,34.09,41.44
3198214,3,1982,14,Chhattisgarh,Raipur,48.34,70.13,123.68,169.16,199.23,9.05,0,0,0,28.34,40.42
3198314,3,1983,14,Chhattisgarh,Raipur,54.13,70.26,140.91,187.86,206.18,7.21,0,0,0,21.83,38.56
3198414,3,1984,14,Chhattisgarh,Raipur,46.05,58.29,135.12,174.57,221.94,43.41,0,0,10.9,33.01,42.31
3198514,3,1985,14,Chhattisgarh,Raipur,50.72,77.65,147.82,181.12,217.62,0.06,0,0,0,1.13,33.63
3198614,3,1986,14,Chhattisgarh,Raipur,42.4,53.95,125.68,181.15,198.76,0,0,0,0,35.69,39.41
3198714,3,1987,14,Chhattisgarh,Raipur,50,69.09,116.1,186.85,196.76,70.27,0,0,0,27.56,39.21
3198814,3,1988,14,Chhattisgarh,Raipur,52.32,73.82,125.9,163.97,206.97,0.93,0,0,0,31.85,39.46
3198914,3,1989,14,Chhattisgarh,Raipur,51.42,75.61,70.82,179.38,202.62,0.01,0,0,0,37.36,42.33
3199014,3,1990,14,Chhattisgarh,Raipur,54.36,51.14,78.44,171.98,171.41,0,0,0,0,11.71,37.94
3199114,3,1991,14,Chhattisgarh,Raipur,46.33,69.23,107.43,159.44,216.89,0,0,0,0,32.48,39.37
3199214,3,1992,14,Chhattisgarh,Raipur,49.84,73.19,144.7,181.1,204.98,75.12,0,0,0,32.25,40.54
3199314,3,1993,14,Chhattisgarh,Raipur,53.6,73.94,89.15,184.44,218.38,21.73,0,0,0,20.8,38.89
3199414,3,1994,14,Chhattisgarh,Raipur,53.16,65.12,147.83,174.34,214.42,0.92,0,0,0,16.3,38.09
3199514,3,1995,14,Chhattisgarh,Raipur,45.29,73.13,52.81,180.23,214.02,61.79,0,0,0,24.85,43.76
3199614,3,1996,14,Chhattisgarh,Raipur,58.49,84.16,142.6,176.44,238.3,39.34,0,0,0,26.93,40.23
3199714,3,1997,14,Chhattisgarh,Raipur,48.57,72.53,128.01,162.23,206.25,100.19,0,0,0,28.68,38.7
3199814,3,1998,14,Chhattisgarh,Raipur,49.17,55.73,89.82,160.88,204.68,43.63,0,0,0,15.25,35.15
3199914,3,1999,14,Chhattisgarh,Raipur,47.66,65.73,138.03,176.53,203.17,15.78,0,0,0,20.62,38.62
3200014,3,2000,14,Chhattisgarh,Raipur,52.42,59.97,138.99,175.99,209.11,0,0,0,0,39.16,43.82
3200114,3,2001,14,Chhattisgarh,Raipur,54.36,83,110.17,162.6,197.74,0,0,0,0.96,14.62,37.35
3200214,3,2002,14,Chhattisgarh,Raipur,42.99,65.21,127.61,173.45,217.74,0.33,0,0,0,32.47,40.6
3200314,3,2003,14,Chhattisgarh,Raipur,52.99,66.7,78.97,179.28,222.32,53.96,0,0,0,9.48,34.77
3200414,3,2004,14,Chhattisgarh,Raipur,36.63,65.33,125.43,169.36,209.75,0,0,0,0,26.62,37.97
3200514,3,2005,14,Chhattisgarh,Raipur,46.33,65.33,109.82,163.59,203.24,21.77,0,0,0,12.24,34.26
3200614,3,2006,14,Chhattisgarh,Raipur,46.92,68.47,40.23,153.97,184.27,43.17,0,0,0,40.29,41.45
3200714,3,2007,14,Chhattisgarh,Raipur,54.02,63.8,127.38,175.01,205.49,0.45,0,0,0,31.96,38.83
3200814,3,2008,14,Chhattisgarh,Raipur,49.51,64.56,108.78,164.9,206.71,0,0,0,0,35.25,41.83
3200914,3,2009,14,Chhattisgarh,Raipur,55.37,80.26,125.5,173.29,191.32,90.34,0,0,0,25.03,37.7
3201014,3,2010,14,Chhattisgarh,Raipur,44.69,66.67,122.96,184.26,217.4,31.45,0,0,0,24.45,38.09
3201114,3,2011,14,Chhattisgarh,Raipur,46.84,65.02,135,146.32,197.18,0.36,0,0,0,38.6,41.51
3201214,3,2012,14,Chhattisgarh,Raipur,46.65,74.6,135.22,163.99,203.26,62.75,0,0,0,36.28,39.41
3201314,3,2013,14,Chhattisgarh,Raipur,52.17,68.46,118.15,150.71,218.2,0,0,0,0,0.62,32
3201414,3,2014,14,Chhattisgarh,Raipur,41.61,52.82,58.37,144.71,184.92,56.39,0,0,0,32.83,40.32
3201514,3,2015,14,Chhattisgarh,Raipur,47.88,68.99,49.03,150.76,199.49,0,0,0,0,38.01,42.48
5195814,5,1958,14,Chhattisgarh,Raigarh,64.93,82.39,122.66,168.07,164.97,42.24,0,0,0,12.54,41.62
5195914,5,1959,14,Chhattisgarh,Raigarh,65,88.58,142.41,160.65,175.33,18.91,0,0,0,2.3,34.34
5196014,5,1960,14,Chhattisgarh,Raigarh,61.29,87.14,121.11,168.93,132.22,7.6,0,0,0,10.54,39.31
5196114,5,1961,14,Chhattisgarh,Raigarh,61.88,73.72,133.3,167.14,125.39,0,0,0,0,6.86,37.35
5196214,5,1962,14,Chhattisgarh,Raigarh,59.07,79.8,121.38,150.12,139.9,13.22,0,0,0,24.63,42.41
5196314,5,1963,14,Chhattisgarh,Raigarh,64.94,86.01,128.15,158.17,177.03,3.88,0,0,0,7.17,39.67
5196414,5,1964,14,Chhattisgarh,Raigarh,0.36,9.2,2.3,6.32,13.43,346.87,976.98,840.78,360.2,150.63,8.74
5196514,5,1965,14,Chhattisgarh,Raigarh,3.63,1.41,14.59,21.8,8.84,320.1,1253.16,697.83,182.53,16.25,4.05
5196614,5,1966,14,Chhattisgarh,Raigarh,19.46,3.36,1.12,1.9,30.72,291.02,905.64,289.62,247.43,21.18,14.84
5196714,5,1967,14,Chhattisgarh,Raigarh,7.63,0.26,42.69,9.43,6.2,437.9,1232.84,599.42,319.24,49.99,1.4
5196814,5,1968,14,Chhattisgarh,Raigarh,10.89,10.22,12.64,9.61,3.4,202.64,955.62,407.51,276.19,86.5,4.19
5196914,5,1969,14,Chhattisgarh,Raigarh,66.77,90,143.18,175.61,185.73,32.69,0,0,0,37.74,47.03
5197014,5,1970,14,Chhattisgarh,Raigarh,67.62,84.64,120.74,168.9,149.31,0,0,0,0,16.1,41.63
5197114,5,1971,14,Chhattisgarh,Raigarh,58.84,79.54,135.32,161.69,127.3,0,0,0,0,17.63,42.19
5197214,5,1972,14,Chhattisgarh,Raigarh,67.69,74.7,134.98,165.75,197.72,46.23,0,0,0.08,31.25,39.89
5197314,5,1973,14,Chhattisgarh,Raigarh,74.54,86.89,133.64,175.57,198.25,27.35,0,0,0,4.61,38.87
5197414,5,1974,14,Chhattisgarh,Raigarh,65.11,88.57,129.16,171.65,156.17,27.18,0,0,0,2.53,37.56
5197514,5,1975,14,Chhattisgarh,Raigarh,59.66,82.05,121.71,177.62,176.24,0,0,0,0,4.26,36.7
5197614,5,1976,14,Chhattisgarh,Raigarh,60.86,85.92,141.4,164.03,190.9,47.4,0,0,0,41.38,43.98
5197714,5,1977,14,Chhattisgarh,Raigarh,68.16,91.89,143.84,164.01,163.09,0.84,0,0,0,20.78,29.68
5197814,5,1978,14,Chhattisgarh,Raigarh,57.65,65.21,106.42,138.74,158.57,0,0,0,0,21.83,39.03
5197914,5,1979,14,Chhattisgarh,Raigarh,63.28,76.87,136.77,166.14,198.67,3.31,0,0,0,34.68,29.19
5198014,5,1980,14,Chhattisgarh,Raigarh,62.74,84.69,139.22,166.11,204.39,0,0,0,0,35.99,48.3
5198114,5,1981,14,Chhattisgarh,Raigarh,66.13,87.09,123.1,167.01,179.05,24.26,0,0,0,25.1,41.52
5198214,5,1982,14,Chhattisgarh,Raigarh,63.28,83.22,111.19,158.12,165.63,9.36,0,0,0,29.91,30.6
5198314,5,1983,14,Chhattisgarh,Raigarh,64.61,79.53,139.99,163.33,186.42,18.41,0,0,0,4.34,38.48
5198414,5,1984,14,Chhattisgarh,Raigarh,57.84,78.1,136,164.77,201.64,0.98,0,0,0,18.09,41.35
5198514,5,1985,14,Chhattisgarh,Raigarh,61.67,85.29,145.14,174.24,159.18,13.77,0,0,0,0.03,33.23
5198614,5,1986,14,Chhattisgarh,Raigarh,56.09,74.58,133.75,168.72,183.44,0,0,0,0.22,37.62,44.38
5198714,5,1987,14,Chhattisgarh,Raigarh,71.37,88.3,134.24,178.02,162.21,54.36,0,0,3.5,13.29,40.43
5198814,5,1988,14,Chhattisgarh,Raigarh,65.45,84.97,121.93,160,188.9,0.07,0,0,0,15.59,41.32
5198914,5,1989,14,Chhattisgarh,Raigarh,68.47,92.76,131.31,173.21,186.18,0,0,0,0,28.2,45.33
5199014,5,1990,14,Chhattisgarh,Raigarh,72.39,74.69,114.64,162.96,142.94,0,0,0,0,9.32,38.4
5199114,5,1991,14,Chhattisgarh,Raigarh,56.21,85.95,116.59,156.33,184.34,0,0,0,0,37.3,47.4
5199214,5,1992,14,Chhattisgarh,Raigarh,66.29,82.23,140.63,168.97,185.25,36.03,0,0,0,21.29,43.27
5199314,5,1993,14,Chhattisgarh,Raigarh,71.18,89.39,128.62,172.17,198.14,20.61,0,0,0,10.9,39.6
5199414,5,1994,14,Chhattisgarh,Raigarh,62.06,82.96,142.7,154.49,185.22,0,0,0,0.01,10.63,40.55
5199514,5,1995,14,Chhattisgarh,Raigarh,63.65,87.32,122.72,172.52,191.14,50.31,0,0,0,11.67,42.62
5199614,5,1996,14,Chhattisgarh,Raigarh,66.86,90.7,152.4,177.73,199.1,0.02,0,0,0,10.1,39.92
5199714,5,1997,14,Chhattisgarh,Raigarh,60.99,82.27,132.81,150.93,183.98,43.18,0,0,0,36.63,40.54
5199814,5,1998,14,Chhattisgarh,Raigarh,64.87,82.1,123.15,162.18,177.24,24.63,0,0,0,1.55,32.13
5199914,5,1999,14,Chhattisgarh,Raigarh,58,81.92,134.96,167.72,162.61,0.56,0,0,0,13.77,40.66
5200014,5,2000,14,Chhattisgarh,Raigarh,67.83,77.15,136.93,167.9,172.68,0,0,0,0,31.66,45.97
5200114,5,2001,14,Chhattisgarh,Raigarh,71.01,89.65,118.44,160.1,187.41,0,0,0,1.49,9.51,38.07
5200214,5,2002,14,Chhattisgarh,Raigarh,55.25,82.1,129.74,167.02,182.31,33.27,0,0,0.03,30.01,46.1
