Key,State Code,State,District code,District,Year,Mango Area (000Ha),Mango Production (000t),Orange  Area (000Ha),Orange Production (000t),Sweet Orange Area (000Ha),Sweet Orange Production (000t), Mandarin Orange Area (000Ha), Mandarin Orange Production (000t),Orange(Santra) Area (000Ha),Orange(Santra) Production (000t),Malta Area (000Ha),Malta Production (000t),Mausmi Area (000Ha),#N/A,Banana Area (000Ha),Banana Production (000t),Grapes Area (000Ha),Grapes Production (000t),Guava Area (000Ha),Guava Production (000t),Papaya Area (000Ha),Papaya Production (000t),Water Melon Area (000Ha),Water Melon Production (000t),Litchi Area (000Ha),Litchi Production (000t),Custard Apple Area (000Ha),Custard Apple Production (000t),Aonla Area (000Ha),Aonla Production (000t), Amla Area (000Ha), Amla Production (000t),Ber Area (000Ha),Ber Production (000t),Jack fruit Area (000Ha),Jack fruit Production (000t),Sapota  Area (000Ha),Sapota Production (000t),Pomegranate Area (000Ha),Pomegranate Production (000t),Pine Apple Area (000Ha),Pine Apple Production (000t),Lemon Area (000Ha),Lemon Production (000t),K.Lime Area (000Ha),K.Lime Production (000t),Galgal Area (000Ha),Galgal Production (000t),#N/A,#N/A,Musk Melon Area (000Ha),Musk Melon Production (000t),Pear Area (000Ha),Pear Production (000t),Date palm Area (000Ha),Date palm Production (000t),Peach Area (000Ha),Peach Production (000t),Plum Area (000Ha),Plum Production (000t),Jamun Area (000Ha),Jamun Production (000t),Bael Area (000Ha),Bael Production (000t),Strawberry Area (000Ha),Strawberry Production (000t), Apple Area (000Ha), Apple Production (000t), Apricot Area (000Ha), Apricot Production (000t), Cherry Area (000Ha), Cherry Production (000t),G_Almond Area (000Ha),G_Almond Production (000t),Almond Area (000Ha),Almond Production (000t),Persimon Area (000Ha),Persimon Production (000t),Olive Area (000Ha),Olive Production (000t),Kiwi Area (000Ha),Kiwi Production (000t),Walnut Area (000Ha),Walnut Production (000t),Picanut Area (000Ha),Picanut Production (000t),Loquat Area (000Ha),Loquat Production (000t),Fig Area (000Ha),Fig Production (000t),#N/A,#N/A,Phalsa Area (000Ha),#N/A,Mulberry Area (000Ha),#N/A,Dragon Fruit Area (000Ha),Dragon Fruit Production (000t),Citrus Area (000Ha),Citrus Production (000t),Other citrus Area (000Ha),Other citrus Production (000t),Arecanut Area (000Ha),Arecanut Production (000t),Cashew Nut Area (000Ha),Cashew Nut Production (000t),Coconut Area (000Ha),Coconut Production (000t),Other Fruits Area (000Ha),Other Fruits Production (000t),Total Fruits  Area (000Ha),Total Fruits  Production (000t)
201120089,9,Punjab,2011,S.A.S.Nagar Mohali,2008,0.7,10.1,,,0.01,0.1,,,,,,,,,,,0,0.03,0.62,12.39,,,0.06,1.27,0.08,1.03,,,,,0,0,0.04,0.63,,,0,0,,,,,,,,,,,0.07,0.51,0.09,1.79,0.04,0.89,,,0.06,1.09,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,5.36,,,,,,,,,,,,,,,,,0.28,3.62,2.34,38.88
201120099,9,Punjab,2011,"S.A.S.
Nagar",2009,0.71,10.46,,,0.01,0.1,,,,,,,,,0.01,0.68,0,0.03,0.63,13.43,,,0.02,0.51,0.08,1.09,,,,,0,,0.03,0.55,,,0,0,,,,,,,,,,,0.07,0.5,0.09,1.73,0.04,0.88,,,0.06,1.01,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,5.94,,,,,,,,,,,,,,,,,0.29,4.04,2.35,41.02
201120109,9,Punjab,2011,S.A.S Nagar Mohali,2010,0.72,10.6,,,0.02,0.12,,,,,,,,,0.01,0.79,0,0.03,0.65,14.14,,,,,0.08,1.11,,,,,0,0,0.03,0.52,,,0,0,,,,,,,,,,,0.07,0.51,,,0.05,1.13,,,0.06,1.04,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,5.72,,,,,,,,,,,,,,,,,0.29,4.09,2.29,39.86
201120119,9,Punjab,2011,S.A.S Nagar Mohali (Ajitgarh),2011,0.72,10.62,,,0.01,0.11,,,,,,,,,0.02,0.92,0,0.03,0.68,14.81,,,,,0.08,1.11,,,,,0.03,0.46,0.03,0.52,,,0,0,,,,,,,,,,,0.07,0.52,,,0.05,1.18,,,0.07,1.16,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,5.96,,,,,,,,,,,,,,,,,0.24,3.34,2.33,40.8
201120129,9,Punjab,2011,S.A.S Nagar ,2012,0.73,10.76,,,0.01,0.11,,,,,,,,,0.02,0.92,0,0.03,0.68,15.04,,,0.03,0.41,0.08,1.14,,,,,0.03,0.46,0.03,0.5,,,0,0,,,,,,,,,,,0.06,0.49,0.21,3.46,0.05,1.2,,,0.07,1.18,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,6.05,,,,,,,,,,,,,,,,,0.24,3.37,2.58,45.19
201120139,9,Punjab,2011,S.A.S Nagar ,2013,0.73,10.81,,,0.01,0.11,,,,,,,,,0.02,0.87,0,0.03,0.7,15.38,,,0.03,0.51,0.08,1.15,,,,,0.03,0.46,0.03,0.5,,,0,0,,,,,,,,,,,0.06,0.49,0.21,3.43,0.05,1.22,,,0.07,1.18,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,6.16,,,,,,,,,,,,,,,,,0.24,3.39,2.6,45.76
201120149,9,Punjab,2011,S.A.S Nagar,2014,0.72,11.12,,,0.01,0.08,,,,,,,,,0.01,0.81,0,0.03,0.71,15.67,,,0.03,0.44,0.09,1.25,,,,,0.03,0.46,0.03,0.45,,,0,0,,,,,,,,,,,0.06,0.49,0.23,3.71,0.05,1.22,,,0.07,1.18,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,6.43,,,,,,,,,,,,,,,,,0.24,3.39,2.63,46.81
201120159,9,Punjab,2011,S.A.S Nagar ,2015,0.74,11.48,,,0.02,0.12,,,,,,,,,0.01,0.81,0,0,0.72,15.85,,,,,0.1,1.38,,,,,0.03,0.4,0.03,0.44,,,0,0,,,,,,,,,,,0.07,0.51,,,0.06,1.27,,,0.07,1.26,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,6.97,,,,,,,,,,,,,,,,,0.24,3.42,2.44,43.97
201120169,9,Punjab,2011,S.A.S Nagar ,2016,0.75,11.57,,,0.02,0.12,,,,,,,,,0,0.17,0,0,0.72,15.88,,,,,0.1,1.38,,,,,0.03,0.4,0.03,0.44,,,0,0,,,,,,,,,,,0.07,0.54,,,0.06,1.27,,,0.07,1.28,0,0.07,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,6.85,,,,,,,,,,,,,,,,,0.25,3.46,2.43,43.43
203020149,9,Punjab,2030,Pathankot,2014,1.96,37.23,,,0.07,0.56,,,,,,,,,0,0,0,0,0.06,1.3,,,0,0,1.19,19.99,,,,,0.09,1.25,0,0,,,0,0,,,,,,,,,,,0.01,0.05,0,0,0,0.07,,,0.02,0.43,0.03,0.49,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,8.82,,,,,,,,,,,,,,,,,0.01,0.18,3.92,70.37
203020159,9,Punjab,2030,Pathankot,2015,1.98,37.59,,,0.07,0.53,,,,,,,,,0,0,0,0,0.05,0.97,,,,,1.3,21.81,,,,,0.1,1.29,0,0,,,0,0,,,,,,,,,,,0.01,0.07,,,0,0.07,,,0.02,0.43,0.03,0.47,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,8.73,,,,,,,,,,,,,,,,,0.01,0.18,4.03,72.15
203020169,9,Punjab,2030,Pathankot,2016,2,37.96,,,0.07,0.57,,,,,,,,,0,0,0,0,0.03,0.63,,,,,1.39,23.38,,,,,0.11,1.52,0,0,,,0,0,,,,,,,,,,,0.01,0.08,,,0,0.07,,,0.02,0.43,0.03,0.47,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,8.53,,,,,,,,,,,,,,,,,0.01,0.19,4.14,73.83
204320149,9,Punjab,2043,Fazilka,2014,0,0,,,1.56,13.25,,,,,,,,,0,0,0.05,1.43,0.29,6.54,,,0,0,0,0,,,,,0.01,0.07,0.18,2.84,,,0,0,,,,,,,,,,,0,0,0,0,0.06,1.49,,,0.13,2.24,0.05,0.79,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.93,635.67,,,,,,,,,,,,,,,,,0.07,0.97,29.32,665.28
204320159,9,Punjab,2043,Fazilka,2015,0,0,,,1.62,13.78,,,,,,,,,0,0,0.05,1.43,0.32,7.29,,,,,0,0,,,,,0,0.04,0.18,2.87,,,0,0,,,,,,,,,,,0,0.02,,,0.04,0.98,,,0.13,2.24,0.05,0.81,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,28.38,670.34,,,,,,,,,,,,,,,,,0.08,1.17,30.86,700.98
204320169,9,Punjab,2043,Fazilka,2016,0,0,,,1.75,14.94,,,,,,,,,0,0,0.05,1.43,0.36,8.18,,,,,0,0,,,,,0,0.05,0.18,2.87,,,0,0,,,,,,,,,,,0,0.02,,,0.04,0.98,,,0.14,2.37,0.05,0.88,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,699.93,,,,,,,,,,,,,,,,,0.08,1.13,32.2,732.77
139201010,10,Rajasthan,139,Ajmer,2010,0.03,0.07,,,,,,,,,,0,,0,,0,,,0.03,0.07,0,0,,,,,,,0.27,0.44,,,0.01,0.01,,,0,0,0.02,0.03,,,,,,,,,0.06,0.08,,,,,,,,,,,0.06,0.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.05,0.09,,0,,,,,,,,,,,,,0.16,0.24,0.68,1.14
139201110,10,Rajasthan,139,Ajmer,2011,0.03,0.07,0,0,,,,,,,0,0,0,0,0,0,0,0,0.03,0.11,0,0,,,,,0,0,0.23,0.39,,,0.01,0.01,,,0,0,0.02,0.02,,,,,,,,,0.06,0.08,,,,,,,,,,,0.06,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.04,0.06,0,0,,,,,,,,,,,,,0.12,0.19,0.6,1.03
139201210,10,Rajasthan,139,Ajmer,2012,0.04,0.58,0,0,,,,,,,0,0,0,0,0,0,0,0,0.04,0.36,0.01,0.14,,,,,0,0,0.22,1.45,,,0.01,0.08,,,0,0,0.03,0.17,,,,,,,,,0.05,0.31,,,,,,,,,,,0.1,0.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.04,0.13,0,0,,,,,,,,,,,,,0.1,0.39,0.63,4.5
139201310,10,Rajasthan,139,Ajmer,2013,0.07,0.07,0,0,,,,,,,0,0,0,0,0,0,0,0,0.04,0.07,0,0.01,,,,,0,0,0.27,0.39,,,0.02,0.12,,,0,0,0.03,0.04,,,,,,,,,0.09,0.08,,,,,,,,,,,0.12,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1,0.08,0,0,,,,,,,,,,,,,0.15,0.09,0.88,1.04
139201410,10,Rajasthan,139,Ajmer,2014,0.07,0.14,0,0,,,,,,,0,0,0,0,0,0,0,0,0.04,0.07,0,0,,,,,0,0,0.27,0.44,,,0.02,0.03,,,0,0,0.03,0.02,,,,,,,,,0.09,0.08,,,,,,,,,,,0.12,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.1,0.2,0,0,,,,,,,,,,,,,0.15,0.23,0.87,1.43
139201510,10,Rajasthan,139,Ajmer,2015,0.03,0.05,0,0,,,,,,,0,0,0,0,0,0,0,0,0.02,0.03,0.01,0.01,,,,,0,0,0.33,0.54,,,0.01,0.01,,,0,0,0.04,0.03,,,,,,,,,0.08,0.1,,,,,,,,,,,0.16,0.24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.02,0.04,0,0,,,,,,,,,,,,,0.28,0.4,0.97,1.44
139201610,10,Rajasthan,139,Ajmer,2016,0.05,0.1,0,0,,,,,,,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0.01,,,,,0,0,0.2,0.35,,,0.01,0,,,0,0,0.05,0.04,,,,,,,,,0.05,0.05,,,,,,,,,,,0.15,0.27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.02,0,0,,,,,,,,,,,,,0.1,0.04,0.65,0.89
140201010,10,Rajasthan,140,Alwar,2010,0.05,0.8,0,0.01,,,,,,,,0,0.01,0.03,0,0,,,0.02,0.16,0.02,0.05,,,,,,,0.16,1.26,,,0.07,0.8,,,0,0,0.01,0.04,,,,,,,,,0.08,0.43,,,,,,,,,,,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.02,,0,0,0,,,,,,,,,,,,,0.01,0.05,0.45,3.66
140201110,10,Rajasthan,140,Alwar,2011,0.05,0.13,0,0,,,,,,,0,0,0.01,0.03,0,0,0,0,0.02,0.07,0.01,0.02,,,,,0,0,0.17,1.49,,,0.08,0.85,,,0,0,0.01,0.01,,,,,,,,,0.09,0.24,,,,,,,,,,,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.02,0,0,0,0,,,,,,,,,,,,,0.01,0.02,0.46,2.9
140201210,10,Rajasthan,140,Alwar,2012,0.04,0.62,0,0,,,,,,,0,0.01,0,0.11,0,0.01,0,0,0.01,0.1,0.01,0.1,,,,,0,0,0.16,1.05,,,0.06,0.48,,,0,0,0,0.02,,,,,,,,,0.08,0.45,,,,,,,,,,,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0,0,0,0,,,,,,,,,,,,,0.01,0.02,0.37,3.01
140201310,10,Rajasthan,140,Alwar,2013,0.05,0.16,0,0,,,,,,,0,0,0,0.02,0,0,0,0,0.01,0.03,0.01,0.04,,,,,0,0,0.15,0.54,,,0.06,0.24,,,0,0,0,0.01,,,,,,,,,0.06,0.18,,,,,,,,,,,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.03,0.34,1.25
140201410,10,Rajasthan,140,Alwar,2014,0.04,0.09,0,0,,,,,,,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0,,,,,0,0,0.14,0.23,,,0.05,0.23,,,0,0,0,0,,,,,,,,,0.07,0.12,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.01,0.03,0.32,0.73
140201510,10,Rajasthan,140,Alwar,2015,0.04,0.08,0.01,0.01,,,,,,,0,0,0,0,0,0,0,0,0,0.01,0.01,0.05,,,,,0,0,0.12,0.16,,,0.03,0.14,,,0,0,0,0.01,,,,,,,,,0.06,0.18,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.03,0.27,0.66
140201610,10,Rajasthan,140,Alwar,2016,0.04,0.1,0,0,,,,,,,0,0,0.01,0.03,0,0,0,0,0.03,0.01,0,0,,,,,0,0,0.11,0.17,,,0.05,0.23,,,0,0,0.01,0,,,,,,,,,0.06,0.15,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.02,0.32,0.71
141201010,10,Rajasthan,141,Banswara,2010,0.47,8.59,0,0,,,,,,,,0,0,0.02,0,0.72,0,0,0.01,0.05,0.01,0.27,,,,,0,0.01,0.01,0.15,,,0,0.04,,,0,0,0,0.02,,,,,,,,,0.02,0.19,,,,,,,,,,,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0,0,0,,,,,,,,,,,,,0,0.01,0.53,10.08
141201110,10,Rajasthan,141,Banswara,2011,0.47,8.53,0,0,,,,,,,0,0,0,0.02,0,0.09,0,0,0.01,0.03,0.01,0.26,,,,,0,0.01,0.01,0.16,,,0,0.01,,,0,0,0,0.02,,,,,,,,,0.02,0.14,,,,,,,,,,,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0,0,0,0,,,,,,,,,,,,,0,0.01,0.54,9.3
141201210,10,Rajasthan,141,Banswara,2012,0.48,6.78,0,0,,,,,,,0,0,0,0.08,0,0.03,0,0,0.01,0.11,0.01,0.16,,,,,0,0.02,0.01,0.04,,,0,0.01,,,0,0,0,0.02,,,,,,,,,0.02,0.11,,,,,,,,,,,0,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.04,0,0,0,0,,,,,,,,,,,,,0,0,0.54,7.44
141201310,10,Rajasthan,141,Banswara,2013,0.49,14.5,0,0,,,,,,,0,0,0,0,0,0.01,0,0,0.01,0.46,0.01,0.19,,,,,0,0,0.01,0.15,,,0,0.02,,,0,0,0,0.06,,,,,,,,,0.02,0.39,,,,,,,,,,,0,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.01,0.56,15.82
141201410,10,Rajasthan,141,Banswara,2014,0.48,14.55,0,0,,,,,,,0,0,0,0,0,0.01,0,0,0.01,0.41,0.01,0.12,,,,,0,0.03,0.01,0.15,,,0,0.03,,,0,0,0,0.07,,,,,,,,,0.02,0.38,,,,,,,,,,,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.01,0.55,15.88
141201510,10,Rajasthan,141,Banswara,2015,0.5,11.6,0,0,,,,,,,0,0,0,0,0,0.01,0,0,0.01,0.48,0.01,0.17,,,,,0,0.03,0.01,0.16,,,0,0.02,,,0,0,0,0.01,,,,,,,,,0.03,0.39,,,,,,,,,,,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.01,0.56,12.99
141201610,10,Rajasthan,141,Banswara,2016,0.5,11.74,0,0,,,,,,,0,0,0,0,0,0.02,0,0,0.02,0.48,0.01,0.18,,,,,0,0.03,0.01,0.15,,,0,0.02,,,0,0,0,0.02,,,,,,,,,0.02,0.39,,,,,,,,,,,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.01,0.57,13.15
142201010,10,Rajasthan,142,Barmer,2010,0,0,0,0,,,,,,,,0,0,0,,0,,,0,0,0,0.01,,,,,0,0,0,0.02,,,0.1,0.2,,,0,0,0,0,,,,,,,,,0.05,0.14,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,,,,,0.03,0.1,0.2,0.47
142201110,10,Rajasthan,142,Barmer,2011,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.01,,,,,0,0,0.01,0.02,,,0.06,0.12,,,0,0,0.11,0.02,,,,,,,,,0.05,0.14,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.05,0.25,0.36
142201210,10,Rajasthan,142,Barmer,2012,0,0.04,0,0.02,,,,,,,0,0,0,0,0,0,0,0,0,0.01,0,0.03,,,,,0.01,0.1,0,0.03,,,0.05,0.46,,,0,0,0.15,0.95,,,,,,,,,0.05,0.27,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.07,0.29,1.97
142201310,10,Rajasthan,142,Barmer,2013,0,0.03,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0.01,0,,,0.07,0.08,,,0,0,0.22,0.09,,,,,,,,,0.05,0.12,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.09,0.38,0.43
142201410,10,Rajasthan,142,Barmer,2014,0,0.03,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.01,,,,,0,0,0,0,,,0.06,0.14,,,0,0,0.9,1.34,,,,,,,,,0.05,0.12,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.04,0.11,1.06,1.76
142201510,10,Rajasthan,142,Barmer,2015,0,0.03,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0.21,2.47,,,,,0,0,0,0,,,0.06,0.14,,,0,0,0.85,1.33,,,,,,,,,0.05,0.12,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.04,0.11,1.23,4.2
142201610,10,Rajasthan,142,Barmer,2016,0,0.03,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0.21,2.47,,,,,0,0,0,0,,,0.06,0.14,,,0,0,0.85,1.33,,,,,,,,,0.05,0.12,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.04,0.11,1.23,4.2
143201010,10,Rajasthan,143,Bharatpur,2010,0.05,0.06,0,0,,,,,,,,0,0.01,0,0,0,,,0.22,0.97,0.02,0,,,,,,,0.02,0.02,,,0.12,0.58,,,0,0,0,0,,,,,,,,,0.64,3.83,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0.03,0.15,1.11,5.62
143201110,10,Rajasthan,143,Bharatpur,2011,0.05,0.03,0,0,,,,,,,0,0,0,0,0,0,0,0,0.25,0.24,0.02,0,,,,,0,0,0.03,0,,,0.14,0.31,,,0,0,0,0,,,,,,,,,0.63,0.23,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.02,1.15,0.84
143201210,10,Rajasthan,143,Bharatpur,2012,0.04,0.62,0,0.04,,,,,,,0,0,0,0.06,0,0,0,0,0.34,3.34,0,0.04,,,,,0,0,0.02,0.15,,,0.12,1.04,,,0,0,0,0.02,,,,,,,,,0.63,3.58,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.02,,,,,,,,,,,,,0,0,1.17,8.91
143201310,10,Rajasthan,143,Bharatpur,2013,0.05,0.05,0,0.01,,,,,,,0,0,0,0,0,0,0,0,0.35,1.72,0,0,,,,,0,0,0.03,0.01,,,0.11,0.14,,,0,0,0,0,,,,,,,,,0.6,0.24,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.04,1.15,2.2
143201410,10,Rajasthan,143,Bharatpur,2014,0.05,0.05,0,0,,,,,,,0,0,0,0,0,0,0,0,0.35,1.72,0,0,,,,,0,0,0.03,0.05,,,0.1,0.31,,,0,0,0,0,,,,,,,,,0.62,1.38,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0.02,1.16,3.53
143201510,10,Rajasthan,143,Bharatpur,2015,0.04,0.3,0,0,,,,,,,0,0,0,0.01,0,0,0,0,0.36,1.85,0,0,,,,,0,0,0.04,0.22,,,0.09,0.32,,,0,0,0,0,,,,,,,,,0.61,3.31,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1.15,6.02
143201610,10,Rajasthan,143,Bharatpur,2016,0.05,0.29,0,0,,,,,,,0,0,0,0.01,0,0,0,0,0.38,1.95,0,0,,,,,0,0,0.04,0.22,,,0.09,0.33,,,0,0,0,0,,,,,,,,,0.58,3.21,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1.14,6.01
144201010,10,Rajasthan,144,Bhilwara,2010,0.4,3.55,0.23,0.61,,,,,,,,0,0,0,0,0,,,0.12,0.54,0.05,0.18,,,,,0.01,0.08,0.21,0.75,,,0.04,0.11,,,0,0,0.07,0.97,,,,,,,,,0.18,0.74,,,,,,,,,,,0.01,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,,,,,0.04,0.28,1.36,7.86
144201110,10,Rajasthan,144,Bhilwara,2011,0.41,3.21,0.24,0.74,,,,,,,0,0,0,0,0,0,0,0,0.12,0.56,0.04,0.15,,,,,0.01,0.07,0.21,0.89,,,0.05,0.11,,,0,0,0.07,0.56,,,,,,,,,0.18,0.6,,,,,,,,,,,0.01,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.03,0.33,1.36,7.27
144201210,10,Rajasthan,144,Bhilwara,2012,0.41,5.82,0.3,6.17,,,,,,,0,0,0,0.02,0,0.02,0,0,0.12,1.18,0.03,0.58,,,,,0.01,0.07,0.2,1.31,,,0.05,0.4,,,0,0,0.09,0.58,,,,,,,,,0.19,1.08,,,,,,,,,,,0.01,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.12,0.48,1.53,17.79
144201310,10,Rajasthan,144,Bhilwara,2013,0.41,3.52,0.28,3.77,,,,,,,0,0,0,0,0,0,0,0,0.27,0.65,0.04,0.22,,,,,0.01,0.06,0.18,0.96,,,0.04,0.27,,,0,0,0.17,0.88,,,,,,,,,0.2,0.49,,,,,,,,,,,0.01,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.04,0.24,1.66,11.1
144201410,10,Rajasthan,144,Bhilwara,2014,0.41,3.52,0.28,3.77,,,,,,,0,0,0,0,0,0,0,0,0.11,0.65,0.04,0.22,,,,,0.01,0.05,0.18,0.96,,,0.04,0.27,,,0,0,0.17,0.88,,,,,,,,,0.2,0.49,,,,,,,,,,,0.01,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.09,1.48,10.95
144201510,10,Rajasthan,144,Bhilwara,2015,0.43,4.87,0.3,3.96,,,,,,,0,0,0,0,0,0,0,0,0.14,0.61,0.04,0.24,,,,,0.01,0.03,0.17,1.04,,,0.03,0.05,,,0,0,0.22,0.97,,,,,,,,,0.21,0.5,,,,,,,,,,,0.01,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.07,1.57,12.39
144201610,10,Rajasthan,144,Bhilwara,2016,0.41,4.82,0.32,3.97,,,,,,,0,0,0,0,0,0,0,0,0.14,0.66,0.04,0.27,,,,,0.01,0.03,0.17,1.03,,,0.02,0.2,,,0,0,0.22,0.64,,,,,,,,,0.19,0.55,,,,,,,,,,,0.01,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0.02,0.07,1.56,12.31
145201010,10,Rajasthan,145,Bikaner,2010,,0,,,,,,,,,0.01,0,0,0.13,,0,,,,,,,,,,,,,0.04,0.01,,,0.02,0.02,,,0,0,0.01,0.02,,,,,,,,,0.01,0.01,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,,0,,0,,,,,,,,,,,,,0.01,0.02,0.11,0.23
