Key,State Code,State name,District code,District name,Year, Potato Area (000Ha), Potato Production (000t), Sweet Potato Area (000Ha), Sweet Potato Production (000t), Onion Area (000Ha), Onion Production (000t), Green onion Area (000Ha), Green onion Production (000t), Tomato Area (000Ha), Tomato Production (000t), Ladys finger Area (000Ha), Ladys finger Production (000t), Brinjal Area (000Ha), Brinjal Production (000t), Cauliflower Area (000Ha), Cauliflower Production (000t), Cabbage Area (000Ha), Cabbage Production (000t), Knol Khol Area (000Ha), Knol Khol Production (000t), Pumpkin Area (000Ha), Pumpkin Production (000t), Mushroom Area (000Ha), Mushroom Production (000t), Drum Stick Area (000Ha), Drum Stick Production (000t), Ridge Gourd Area (000Ha), Ridge Gourd Production (000t), Ghosali Area (000Ha), Ghosali Production (000t), Sponge Gourd Area (000Ha), Sponge Gourd Production (000t), Bottle Gourd Area (000Ha), Bottle Gourd Production (000t), Bitter Gourd Area (000Ha), Bitter Gourd Production (000t), Snake gourd Area (000Ha), Snake gourd Production (000t), Tinda Area (000Ha), Tinda Production (000t), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000t), Cucurbits Area (000Ha), Cucurbits Production (000t), Pointed gourd Area (000Ha), Pointed gourd Production (000t), Ashgourd Area (000Ha), Ashgourd Production (000t), Little Gourd Area (000Ha), Little Gourd Production (000t),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000t),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000t), Gourds Area (000Ha), Gourds Production (000t), Cowpea Area (000Ha), Cowpea Production (000t), Green Peas Area (000Ha), Green Peas Production (000t), Peas Area (000Ha), Peas Production (000t), Cluster beans Area (000Ha), Cluster beans Production (000t), Beans Area (000Ha), Beans Production (000t), French Bean Area (000Ha), French Bean Production (000t),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000t), Lab Lab Area (000Ha), Lab Lab Production (000t), Avarai Area (000Ha), Avarai Production (000t), Karamani Area (000Ha), Karamani Production (000t), Mogri Area (000Ha), Mogri Production (000t), Kakri Area (000Ha), Kakri Production (000t), Kheera Area (000Ha), Kheera Production (000t), Gherkins Area (000Ha), Gherkins Production (000t),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000t), Kachari Area (000Ha), Kachari Production (000t), Cucumber Area (000Ha), Cucumber Production (000t), Leafy Veg. Area (000Ha), Leafy Veg. Production (000t), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000t), Math/Rajgira Area (000Ha), Math/Rajgira Production (000t), Methi Area (000Ha), Methi Production (000t), Amaranthus Area (000Ha), Amaranthus Production (000t), Jimikand Area (000Ha), Jimikand Production (000t), Yam Area (000Ha), Yam Production (000t), Elephant Yam Area (000Ha), Elephant Yam Production (000t), Ratalu Area (000Ha), Ratalu Production (000t), Tapioca Area (000Ha), Tapioca Production (000t), Amorphospholus Area (000Ha), Amorphospholus Production (000t), Mooli Area (000Ha), Mooli Production (000t), Colocasia Area (000Ha), Colocasia Production (000t), Arbi Area (000Ha), Arbi Production (000t), Turnip Area (000Ha), Turnip Production (000t), Radish Area (000Ha), Radish Production (000t), Carrot Area (000Ha), Carrot Production (000t),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000t)","  Root 
crops Area (000Ha)","  Root 
crops Production (000t)",Other Root crops Area (000Ha),Other Root crops Production (000t), Beetroot Area (000Ha), Beetroot Production (000t), Wall (pawata) Area (000Ha), Wall (pawata) Production (000t), Wal Area (000Ha), Wal Production (000t), Vine Crops Area (000Ha), Vine Crops Production (000t), Oal Area (000Ha), Oal Production (000t), Green Chillies Area (000Ha), Green Chillies Production (000t),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000t), Capsicum Area (000Ha), Capsicum Production (000t), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000t), Water Melon Area (000Ha), Water Melon Production (000t), Musk Melon Area (000Ha), Musk Melon Production (000t), Turmeric Area (000Ha), Turmeric Production (000t), Garlic Area (000Ha), Garlic Production (000t), Curry leaves Area (000Ha), Curry leaves Production (000t), Mint Area (000Ha), Mint Production (000t),Green Coriander Area (000Ha),Green Coriander Production (000t),Other Vegetables Area (000Ha),Other Vegetables Production (000t),Total  Vegetables Area (000Ha),Total  Vegetables Production (000t)
11120117,7,Maharashtra,111, Nanded,2011,0.03,0.5,,,0.39,7.8,,,0.46,11.55,0.16,1.92,0.43,10.63,0.29,5.8,0.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,44.26
11120127,7,Maharashtra,111, Nanded,2012,0.02,0.3,,,0.38,6.84,,,0.47,8.37,0.17,1.85,0.22,5.43,0.03,0.65,0.03,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.12,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.34,24.04
11120137,7,Maharashtra,111,Nanded,2013,0.02,0.29,0,0.1,0.34,6.25,,,0.03,6.93,0.02,2.2,0.31,77.78,0.01,1.01,0,0.78,,,,,,,,,,,,,,,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25,0,0.92,,,,,,,,,,,,,,,,,0.13,16.06,,,,,,,,,,,,,,,,,,,,,,,0.92,115.72
11120147,7,Maharashtra,111,Nanded,2014,0.02,0.34,0.04,0.86,0.37,7.01,,,0.35,8.19,0.18,2.14,0.36,8.16,0.03,0.57,0.03,0.47,,,,,,,,,0.01,0.04,,,,,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.44,,,,,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,0.08,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.53,0.09,1.14,,,,,,,,,,,,,,,,,2.11,22.23,,,,,,,,,,,,,,,,,,,,,0.24,0.57,4.07,54.21
11120157,7,Maharashtra,111,Nanded,2015,0.02,0.34,0.04,0.74,0.15,3.17,,,0.27,6.27,0.09,1.04,0.24,5.51,0.02,0.34,0.01,0.22,,,,,,,,,0.01,0.07,,,,,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.11,,,,,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,0.04,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.33,0.07,1.13,,,,,,,,,,,,,,,,,1.48,17.62,,,0.01,0.08,,,,,,,,,,,,,,,,,0.19,0.46,2.68,38.44
11120167,7,Maharashtra,111,Nanded,2016,0.04,0.67,0.04,0.78,0.17,2.91,,,0.32,7.31,0.06,0.78,0.1,2.35,0.02,0.33,0.01,0.24,,,0,0,,,,,0.09,0.81,,,,,0.01,0.23,0.01,0.26,,,,,,,,,0,0,,,,,,,,,,,,,0.01,0.06,,,,,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,0.03,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.39,0.06,1.05,,,,,,,0,0,,,,,,,,,0.63,7.2,,,0.01,0.08,,,,,,,,,,,,,,,,,0.03,0.12,1.65,26.13
11220097,7,Maharashtra,112, Osmanabad,2009,0.11,3.42,0.07,1.43,6.4,63.75,,,0.12,3.4,0.2,0.58,0.27,7.98,0.05,1.21,0.06,1.38,0,0,0,0,,,0,0,0.07,0.63,0,0,,,0.02,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0.01,0.03,0,0,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,0.23,0.61,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.1,0.13,0.16,0.28,,,,,,,0,0,0,0,0,0,,,,,0.74,9.86,,,0,0,,,,,,,,,,,,,,,,,0.27,0.94,8.95,95.75
11220107,7,Maharashtra,112, Osmanabad,2010,0.16,4.99,0.13,2.81,7,69.76,,,0.18,5.2,0.29,0.87,0.31,9.13,0.07,1.61,0.08,1.97,0,0,0,0,,,0,0,0.13,1.35,0,0,,,0.04,0.07,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0.03,0.06,0,0,0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,0.3,0.86,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.13,0.2,0.26,0.59,,,,,,,0,0,0,0,0,0,,,,,0.96,14.03,,,0,0,,,,,,,,,,,,,,,,,0.32,1.16,10.46,114.82
11220117,7,Maharashtra,112, Osmanabad,2011,0.18,5.5,,,7.7,76.74,,,0.2,5.72,0.32,0.96,0.34,10.04,0.72,17.71,0.09,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.06,,,0.1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,119.08
11220127,7,Maharashtra,112, Osmanabad,2012,0.03,0.6,,,2.24,28.77,,,0.11,4.58,0.03,0.31,0.09,1.65,0.01,0.12,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,6.39,3.09,42.54
11220137,7,Maharashtra,112,Osmanabad,2013,0.22,3.42,0.08,1.43,8.75,63.75,,,0.29,3.4,0.2,0.58,0.29,7.98,0.05,1.21,0.06,1.38,,,,,,,,,,,,,,,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.13,0.08,0.28,,,,,,,,,,,,,,,,,0.73,9.86,,,,,,,,,,,,,,,,,,,,,0.07,0.94,10.98,95.61
11220147,7,Maharashtra,112,Osmanabad,2014,0.15,3.25,0.04,0.7,5.95,124.93,,,0.15,2.4,0.26,4.69,0.29,5.1,0.06,0.72,0.04,0.74,,,,,,,,,0,0.03,,,,,0.02,0.21,0.05,0.56,,,,,,,,,,,,,,,,,,,,,,,0.01,0.08,,,,,0.06,0.63,,,,,,,,,,,,,,,,,,,,,,,0.13,0.96,0.65,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.03,0.01,0.05,,,,,,,,,,,,,,,,,0.18,2.23,,,0.02,0.26,,,,,,,,,,,,,,,,,0.2,2.75,8.24,157.64
11220157,7,Maharashtra,112,Osmanabad,2015,0.03,0.62,,,7.7,117.96,,,0.16,3.21,0.23,4.25,0.15,3.15,0.07,1.69,0.05,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.15,,,,,0.06,0.99,,,,,,,,,,,,,,,,,,,,,,,0.15,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,8.97,,,0.02,0.42,,,,,,,,,,,,,,,,,0.21,4.11,9.16,149.63
11220167,7,Maharashtra,112,Osmanabad,2016,0.11,1.95,0.05,1.23,8.5,132.65,,,0.2,3.86,0.26,4.75,0.18,3.53,0.06,1.31,0.05,1.04,,,0,0,,,,,0.02,0.25,,,,,0.02,0.38,0.03,0.6,,,,,,,,,0,0,,,,,,,,,,,,,0.02,0.21,,,,,0.07,1.33,,,,,,,,,,,,,,,,,,,,,,,0.16,3.38,0.15,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.53,0.03,0.57,,,,,,,0,0,,,,,,,,,0.45,9.93,,,0.04,0.47,,,,,,,,,,,,,,,,,0.23,4.25,10.61,172.95
11320097,7,Maharashtra,113, Buldhana,2009,0.07,0.92,0.01,0.1,3,20.03,,,0.38,5.25,0.35,1.78,0.56,8.11,0.2,2.32,0.23,2.9,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0.05,0.2,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0.69,2.91,5.54,44.5
11320107,7,Maharashtra,113, Buldhana,2010,0.14,2.1,0.03,0.21,5.36,91.04,,,0.45,6.3,0.43,2.39,0.49,7.28,0.33,4.55,0.33,5.25,0,0,0,0,,,0,0,0.13,0.98,0,0,,,0.06,0.74,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0.14,0.68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.2,2.57,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.13,1.47,0.13,1.56,,,,,,,0,0,0,0,0,0,,,,,0.11,0.88,,,0,0,,,,,,,,,,,,,,,,,0.58,4.93,9,132.93
11320117,7,Maharashtra,113, Buldhana,2011,0.15,2.32,,,5.7,98.33,,,0.52,7.34,0.44,2.64,0.42,6.43,0.42,6.64,0.43,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.76,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,132.17
11320127,7,Maharashtra,113, Buldhana,2012,0.13,0,,,0.51,0.03,,,0.46,0.05,0.4,0,0.37,0.01,0.37,0.01,0.38,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0,3.29,0.11
11320137,7,Maharashtra,113,Buldhana,2013,0.04,0.57,,,8.76,151.51,,,0.29,3.69,0.16,0.85,0.25,3.43,0.13,1.85,0.09,1.43,,,,,,,,,,,,,,,0.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.02,0.19,,,,,,,,,,,,,,,,,,,,,0.36,3.17,,,,,,,,,,,,,,,,,,,10.2,167.16
11320147,7,Maharashtra,113,Buldhana,2014,0.25,3.63,,,11.92,200.27,,,0.38,5.55,0.13,0.71,0.31,4.16,0.11,1.59,0.09,1.68,,,,,,,,,,,,,,,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.13,0.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,218.72
11320157,7,Maharashtra,113,Buldhana,2015,0.56,8.94,,,14.78,215.75,,,0.53,6.98,0.24,1.82,0.45,6.8,0.2,1.99,0.14,1.88,,,,,,,,,,,,,,,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.13,0.02,0.32,,,,,,,,,,,,,,,,,0.7,8.15,,,,,,,,,,,,,,,,,,,,,0.31,1.56,18.1,255.81
11320167,7,Maharashtra,113,Buldhana,2016,0.02,0.46,0,0,14.44,154.6,,,0.36,5.38,0.29,2.7,0.45,6.76,0.23,2.75,0.22,2.85,,,0,0,,,,,0,0,,,,,0.03,0.5,0.04,0.36,,,,,,,,,0,0,,,,,,,,,,,,,0.02,0.09,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0.15,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.34,0.2,1.76,,,,,,,0,0,,,,,,,,,0.69,10.28,,,0,0,,,,,,,,,,,,,,,,,0.11,0.86,17.3,191.68
11420097,7,Maharashtra,114, Akola,2009,0.02,0.53,0.06,0.94,2.18,51.28,,,0.14,2.47,0.32,2.43,0.64,16.85,0.18,4.03,0.14,2.88,0,0,0,0,,,0,0,0.05,0.25,0.07,0.49,,,0.02,0.03,0.07,0.67,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0.26,1.51,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,0.06,0.39,0.23,2.23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0.04,0.8,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0.08,0.92,4.57,88.75
11420107,7,Maharashtra,114, Akola,2010,0.02,0.56,0.06,0.96,2.18,52.48,,,0.14,2.57,0.32,2.5,0.64,17.3,0.18,4.21,0.14,2.92,0,0,0.05,0.25,,,0,0,0,0,0,0,,,0.02,0.03,0.07,0.69,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0.26,1.53,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,0.06,0.41,0.23,2.62,0,0,0,0,0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.04,0.81,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0.08,0.91,4.67,91.01
11420117,7,Maharashtra,114, Akola,2011,0.02,0.47,,,1.75,42.75,,,0.13,2.31,0.29,2.25,0.56,15.87,0.16,3.76,0.13,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,70.18
11420127,7,Maharashtra,114, Akola,2012,0.02,0.3,,,1.6,33.6,,,0.15,2.4,0.2,1.2,0.4,10,0.1,1.5,0.13,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,6.61,3.38,58.31
11420137,7,Maharashtra,114,Akola,2013,0.01,0.24,0.04,0.53,2.25,54,,,0.19,3.04,0.23,1.35,0.41,10.13,0.11,1.68,0.12,2.36,,,,,,,,,0.02,0.04,,,,,0.03,0.5,0.06,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.1,0.03,0.48,,,,,,,,,,,,,,,,,0.23,2.3,,,,,,,,,,,,,,,,,,,,,,,3.88,77.59
11420147,7,Maharashtra,114,Akola,2014,0.02,0.51,,,2.08,46,,,0.18,2.57,0.16,0.95,0.49,14.72,0.14,2.01,0.13,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,2.86,,,,,,,,,,,,,,,,,,,,,,,3.46,72.33
11420157,7,Maharashtra,114,Akola,2015,0.03,0.6,,,3.43,73.12,,,0.22,3.44,0.19,1.14,0.57,14.25,0.18,2.73,0.18,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2.96,,,,,,,,,,,,,,,,,,,,,,,5.09,101.9
11420167,7,Maharashtra,114,Akola,2016,0.04,0.74,0,0,2.54,40.7,,,0.23,4.6,0.22,1.3,0.59,14.68,0.2,3.03,0.21,4.26,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,,,,0.32,2.75,,,0,0,,,,,,,,,,,,,,,,,0,0,4.35,72.06
11520097,7,Maharashtra,115, Amravati,2009,0.03,0.43,0,0,3.26,65.21,,,0.57,4.53,0.35,5.53,1.09,17.38,0.13,1.59,0.17,2.48,0,0,0,0,,,0,0,0.04,0.35,0,0,,,0.02,0.19,0.07,0.51,0,0,,,,,,,,,,,,,,,,,,,0.17,0.83,,,0.04,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.17,0.85,0,0,0.27,1.61,0,0,0.17,1.02,,,,,,,,,,,,,,,,,,,,,,,0.11,1.11,0.1,1.34,,,,,,,0,0,0,0,0.07,0.68,,,,,0,0,,,0.03,0.17,,,,,,,,,,,,,,,,,0.09,1.2,6.93,107.16
11520107,7,Maharashtra,115, Amravati,2010,0.06,1.61,0,0.03,1.46,20.43,,,0.41,7.38,0.2,1.17,0.62,12.42,0.09,1.79,0.11,1.89,0,0,0.01,0.1,,,0,0,0.01,0.1,0,0,,,0.01,0.11,0.05,0.36,0,0,,,,,,,,,,,,,,,,,,,0.11,0.68,,,0.01,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.12,0.87,0,0,0.13,1,0,0,0.09,0.53,,,,,,,,,,,,,,,,,,,,,,,0.05,0.59,0.05,0.74,,,,,,,0,0.01,0,0,0.04,0.48,,,,,0,0,,,0.02,0.18,,,,,,,,,,,,,,,,,0,0,3.65,52.49
11520117,7,Maharashtra,115, Amravati,2011,0.03,0.13,,,0,0,,,0.57,0.14,0.36,0.08,1.09,0.23,0.13,0.14,0.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.01,,,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,0.95
11520127,7,Maharashtra,115, Amravati,2012,0.07,1.75,,,1.99,27.82,,,0.45,8.1,0.21,1.26,0.63,12.68,,,0.11,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,53.53
11520137,7,Maharashtra,115,Amravati,2013,0.02,0.31,,,0.36,7.42,,,0.09,1.06,0.02,0.21,0.27,4.19,0.07,0.99,0.04,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,9.49,,,,,,,,,,,,,,,,,,,,,0.28,2.3,2.02,26.7
11520147,7,Maharashtra,115,Amravati,2014,0,0.01,,,0.05,0.85,,,0.07,1.08,0.01,0.08,0.2,2.84,0.03,0.62,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,8.55,,,0.78,6.04,,,,,,,,,,,,,,,,,0.01,0.14,1.98,20.57
11520157,7,Maharashtra,115,Amravati,2015,0,0.01,,,4.27,64.01,,,0.08,1.05,0.01,0.08,0.2,2.74,0.03,0.62,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,9.25,,,0.78,6.1,,,,,,,,,,,,,,,,,0.02,0.16,6.21,84.37
11520167,7,Maharashtra,115,Amravati,2016,0,0.01,0,0,0.28,4.17,,,0.08,1.05,0.01,0.08,0.2,2.74,0.03,0.62,0.01,0.22,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,,,,0.79,9.25,,,0.78,6.1,,,,,,,,,,,,,,,,,0.02,0.16,2.22,24.53
11620097,7,Maharashtra,116, Yeotmal,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
11620107,7,Maharashtra,116, Yeotmal,2010,0.04,0.67,0.09,1.22,0.79,15.78,,,0.2,3.26,0.11,0.65,0.31,6.55,0.1,1.57,0.07,1.43,0,0,0,0,,,0,0,0.02,0.14,0,0,,,0.01,0.08,0.06,0.36,0,0,,,,,,,,,,,,,,,,,,,0.12,0.54,,,0.01,0.02,0.02,0.06,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,0.04,0.24,0,0,0.06,0.5,0,0,0.04,0.22,,,,,,,,,,,,,,,,,,,,,,,0.01,0.1,0.03,0.32,,,,,,,0,0,0,0,0.02,0.19,,,,,0.09,0.68,,,0.01,0.06,,,,,,,,,,,,,,,,,0.31,2.93,2.58,37.6
11620117,7,Maharashtra,116, Yeotmal,2011,0.03,0.06,,,0.8,16.3,,,0.24,4.08,0.11,0.8,0.33,7.04,0.11,1.77,0.08,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,,,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,31.86
11620127,7,Maharashtra,116, Yeotmal,2012,0.01,0.09,,,0.14,2.78,,,0.25,3.59,0,0,0.34,7.33,0.1,1.15,0.06,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.9,15.87
