Key,State Code,State name,District code,District name,Year, Potato Area (000Ha), Potato Production (000t), Sweet Potato Area (000Ha), Sweet Potato Production (000t), Onion Area (000Ha), Onion Production (000t), Green onion Area (000Ha), Green onion Production (000t), Tomato Area (000Ha), Tomato Production (000t), Ladys finger Area (000Ha), Ladys finger Production (000t), Brinjal Area (000Ha), Brinjal Production (000t), Cauliflower Area (000Ha), Cauliflower Production (000t), Cabbage Area (000Ha), Cabbage Production (000t), Knol Khol Area (000Ha), Knol Khol Production (000t), Pumpkin Area (000Ha), Pumpkin Production (000t), Mushroom Area (000Ha), Mushroom Production (000t), Drum Stick Area (000Ha), Drum Stick Production (000t), Ridge Gourd Area (000Ha), Ridge Gourd Production (000t), Ghosali Area (000Ha), Ghosali Production (000t), Sponge Gourd Area (000Ha), Sponge Gourd Production (000t), Bottle Gourd Area (000Ha), Bottle Gourd Production (000t), Bitter Gourd Area (000Ha), Bitter Gourd Production (000t), Snake gourd Area (000Ha), Snake gourd Production (000t), Tinda Area (000Ha), Tinda Production (000t), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000t), Cucurbits Area (000Ha), Cucurbits Production (000t), Pointed gourd Area (000Ha), Pointed gourd Production (000t), Ashgourd Area (000Ha), Ashgourd Production (000t), Little Gourd Area (000Ha), Little Gourd Production (000t),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000t),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000t), Gourds Area (000Ha), Gourds Production (000t), Cowpea Area (000Ha), Cowpea Production (000t), Green Peas Area (000Ha), Green Peas Production (000t), Peas Area (000Ha), Peas Production (000t), Cluster beans Area (000Ha), Cluster beans Production (000t), Beans Area (000Ha), Beans Production (000t), French Bean Area (000Ha), French Bean Production (000t),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000t), Lab Lab Area (000Ha), Lab Lab Production (000t), Avarai Area (000Ha), Avarai Production (000t), Karamani Area (000Ha), Karamani Production (000t), Mogri Area (000Ha), Mogri Production (000t), Kakri Area (000Ha), Kakri Production (000t), Kheera Area (000Ha), Kheera Production (000t), Gherkins Area (000Ha), Gherkins Production (000t),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000t), Kachari Area (000Ha), Kachari Production (000t), Cucumber Area (000Ha), Cucumber Production (000t), Leafy Veg. Area (000Ha), Leafy Veg. Production (000t), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000t), Math/Rajgira Area (000Ha), Math/Rajgira Production (000t), Methi Area (000Ha), Methi Production (000t), Amaranthus Area (000Ha), Amaranthus Production (000t), Jimikand Area (000Ha), Jimikand Production (000t), Yam Area (000Ha), Yam Production (000t), Elephant Yam Area (000Ha), Elephant Yam Production (000t), Ratalu Area (000Ha), Ratalu Production (000t), Tapioca Area (000Ha), Tapioca Production (000t), Amorphospholus Area (000Ha), Amorphospholus Production (000t), Mooli Area (000Ha), Mooli Production (000t), Colocasia Area (000Ha), Colocasia Production (000t), Arbi Area (000Ha), Arbi Production (000t), Turnip Area (000Ha), Turnip Production (000t), Radish Area (000Ha), Radish Production (000t), Carrot Area (000Ha), Carrot Production (000t),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000t)","  Root 
crops Area (000Ha)","  Root 
crops Production (000t)",Other Root crops Area (000Ha),Other Root crops Production (000t), Beetroot Area (000Ha), Beetroot Production (000t), Wall (pawata) Area (000Ha), Wall (pawata) Production (000t), Wal Area (000Ha), Wal Production (000t), Vine Crops Area (000Ha), Vine Crops Production (000t), Oal Area (000Ha), Oal Production (000t), Green Chillies Area (000Ha), Green Chillies Production (000t),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000t), Capsicum Area (000Ha), Capsicum Production (000t), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000t), Water Melon Area (000Ha), Water Melon Production (000t), Musk Melon Area (000Ha), Musk Melon Production (000t), Turmeric Area (000Ha), Turmeric Production (000t), Garlic Area (000Ha), Garlic Production (000t), Curry leaves Area (000Ha), Curry leaves Production (000t), Mint Area (000Ha), Mint Production (000t),Green Coriander Area (000Ha),Green Coriander Production (000t),Other Vegetables Area (000Ha),Other Vegetables Production (000t),Total  Vegetables Area (000Ha),Total  Vegetables Production (000t)
10620097,7,Maharashtra,106,Solapur,2009,0.05,0.67,0.17,3.3,19.12,239.05,,,2,56.06,0.85,7.64,1.79,33.61,0.03,0.39,0.15,2.94,0,0,0,0,,,0,0,0.37,3.21,0,0,,,0.11,0.39,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0.33,1.84,,,,,,,,,,,,,,,,,,,,,,,1.44,15.17,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.11,1.04,0.04,0.41,,,,,,,0,0,0,0,0,0,,,,,2.9,13.79,,,0,0,,,,,,,,,,,,,,,,,0.11,2.73,29.57,382.23
10620107,7,Maharashtra,106,Solapur,2010,0.05,0.8,0.19,3.76,21.25,276.24,,,2.22,66.74,0.94,9.43,1.99,39.83,0.03,0.46,0.17,3.39,0,0,0,0,,,0,0,0.41,4.07,0,0,,,0.13,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0.36,2.19,,,,,,,,,,,,,,,,,,,,,,,1.61,17.66,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.12,1.18,0.04,0.49,,,,,,,0,0,0,0,0,0,,,,,3.23,16.13,,,0,0,,,,,,,,,,,,,,,,,0.12,3.05,32.85,445.91
10620117,7,Maharashtra,106,Solapur,2011,0.06,0.87,,,23.37,303.86,,,2.45,73.41,1.04,10.37,2.19,43.82,0.04,0.5,0.19,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,,,0.4,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,438.99
10620127,7,Maharashtra,106,Solapur,2012,0,0,,,15,121.5,,,1,6,0.3,1.8,1.8,8,0.06,0.8,0.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.02,,,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,19.35,177.17
10620137,7,Maharashtra,106,Solapur,2013,0.02,0.3,,,36.4,476.1,,,1.7,35.3,0.7,5.9,1.6,12.7,0.06,0.6,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,6.93,,,,,,,,,,,,,,,,,2.7,17.7,44.18,557.63
10620147,7,Maharashtra,106,Solapur,2014,0.02,0.22,,,47.74,586.98,,,1.17,23.1,0.83,7.02,1.7,13.3,0.04,0.44,0.07,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,2.54,,,,,,,,,,,,,,,,,0.9,5.9,53,640.84
10620157,7,Maharashtra,106,Solapur,2015,0.02,0.15,,,30.02,295,,,1.05,16.17,0.75,4.91,1.53,13.91,0.04,0.31,0.06,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,3.82,,,,,,,,,,,,,,,,,0.81,4.13,34.76,339.86
10620167,7,Maharashtra,106,Solapur,2016,0.02,0.17,0,0,33.78,506.63,,,3.2,49.07,1.12,7.35,2.14,32.13,0.11,0.93,0.1,1.56,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,0.07,0.59,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,,,,0,0,,,0.75,6.9,,,,,,,,,,,,,,,,,1.5,7.65,42.79,612.97
10720097,7,Maharashtra,107,Kolhapur,2009,0.71,9.3,0,0,0.04,1,,,0.73,34.11,0.04,1.14,0.19,4.53,0.19,6.05,0.09,2.15,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,1.98,58.28
10720107,7,Maharashtra,107,Kolhapur,2010,0.59,118.42,0,0,0.05,0.53,,,0.84,41.76,0.07,1.06,0.19,9.81,0.2,3.98,0.19,4.86,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.23,3.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0.39,5.82,,,0,0,,,,,,,,,,,,,,,,,0,0,2.75,189.73
10720117,7,Maharashtra,107,Kolhapur,2011,0.6,0.01,,,0.06,0.04,,,0.86,0.04,0.07,0,0.2,0.01,0.21,0,0.2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.12
10720127,7,Maharashtra,107,Kolhapur,2012,0.63,15.63,,,0.06,1.21,,,0.92,32.02,0.1,1.29,0.21,7.16,0.22,4.94,0.21,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.38,,,0.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,49.61,4.81,119.01
10720137,7,Maharashtra,107,Kolhapur,2013,0.14,3.17,0.4,12.96,0.22,3.35,,,0.11,4.01,0.02,0.22,0.12,4.01,0.03,0.64,0.04,1.14,,,,,,,,,0.03,0.61,,,,,0,0.09,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,0.02,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.24,,,,,,,,,,,,,,,,,,,,,,,1.19,31.04
10720147,7,Maharashtra,107,Kolhapur,2014,0.97,20.25,0.4,12.96,0.14,2.22,,,0.54,16.17,0.21,2.48,0.78,23.37,0.42,8.36,0.48,12.05,,,,,,,,,0.06,1.2,,,,,0,0.09,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,0.03,0.11,,,,,0.16,1.6,,,,,,,,,,,,,,,,,,,,,,,0.02,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,4.23,101.62
10720157,7,Maharashtra,107,Kolhapur,2015,1.13,22.52,0.4,9.95,0.31,5.9,,,0.5,10.39,0.23,1.76,0.75,15.12,0.7,15.46,0.6,11.45,,,,,,,,,0.06,1.21,,,,,0,0.09,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,0.03,0.11,,,,,0.4,2.05,,,,,,,,,,,,,,,,,,,,,,,0.16,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,4.56,,,1.75,10.95,,,,,,,,,,,,,,,,,0.94,5.42,8.53,119.55
10720167,7,Maharashtra,107,Kolhapur,2016,0.77,15.45,3.14,46.41,0.16,2.21,,,0.25,4.65,0.19,1.38,1.11,19.9,0.49,8.09,0.52,6.92,,,0,0,,,,,0.22,1.21,,,,,0.04,0.21,0.02,0.19,,,,,,,,,0,0,,,,,,,,,,,,,0.01,0.04,,,,,0.05,0.16,,,,,,,,,,,,,,,,,,,,,,,0.11,0.69,0.67,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,0.01,0.02,,,,,,,0,0,,,,,,,,,1.03,7.66,,,0.24,1.13,,,,,,,,,,,,,,,,,0.18,2.5,9.22,123.63
10820097,7,Maharashtra,108,Aurangabad,2009,0.06,12.06,0.04,5.28,1.21,259.08,,,0,0,0.14,1.37,0,0,0.2,4.06,0.16,3.14,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.33,2.3,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.14,1.35,0,0,0,0,0,0,0.18,0.53,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0.65,14.19,,,0,0,,,,,,,,,,,,,,,,,0,0,3.1,303.36
10820107,7,Maharashtra,108,Aurangabad,2010,0.04,0.86,0,0,14.4,262.79,,,0.86,0.82,0.14,1.37,0.67,13.38,0.2,4.04,0.16,3.22,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.14,1.35,0,0,0.12,0.47,0,0,0.18,0.55,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0.92,18.38,,,0,0,,,,,,,,,,,,,,,,,0,0,17.82,307.23
10820117,7,Maharashtra,108,Aurangabad,2011,0.06,1.2,,,7.71,437.12,,,0.9,17.96,0.16,1.61,0.71,14.24,0.2,3.96,0.19,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,479.85
10820127,7,Maharashtra,108,Aurangabad,2012,9.65,80.14,,,0.33,3.58,,,4.17,44.87,0.89,7.57,1.24,34.49,2.07,44.88,1.57,35.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.09,,,0.1,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,1072.23,25.3,1323.74
10820137,7,Maharashtra,108,Aurangabad,2013,,,,,8.21,164.12,,,1.35,33.7,0.34,4.13,1.31,32.8,0.38,7.66,0.41,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01,250.67
10820147,7,Maharashtra,108,Aurangabad,2014,0.06,1.1,,,8.01,136.17,,,1.45,36.25,0.55,6.6,1.48,32,0.32,6.3,0.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,4,12.64,228.42
10820157,7,Maharashtra,108,Aurangabad,2015,0.29,5.8,,,23.94,556.32,,,1.28,25.5,0.5,4.95,1.5,29.9,0.35,7.5,0.31,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,9.3,,,0.15,1.2,,,,,,,,,,,,,,,,,0.42,3.39,29.19,650.06
10820167,7,Maharashtra,108,Aurangabad,2016,0.53,10.6,0,0,15.94,270.96,,,1.21,25.41,0.75,7.5,1.76,35.2,0.78,16.38,0.65,13,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,,,,0.79,15.7,,,0.47,3.76,,,,,,,,,,,,,,,,,0.51,4.08,23.38,402.59
10920097,7,Maharashtra,109, Parbhani,2009,0,0,0,0,0.01,0.07,,,0.01,0.09,0.01,0.02,0.01,0.12,0,0.03,0,0.02,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0.03,0.21,0.07,0.56
10920107,7,Maharashtra,109, Parbhani,2010,0.56,2.24,0,0,0.83,6.64,,,1.23,8.78,0.56,2.24,1.33,11.93,0.35,2.79,0.27,2.41,0,0,0,0,,,0,0,0.18,1.62,0,0,,,0.06,0.58,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0.23,0.83,0,0,0.15,1.42,,,,,,,,,,,,,,,,,,,,,,,0.24,1.46,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.13,0.71,0.25,1.52,,,,,,,0,0,0,0,0,0,,,,,0.2,1.34,,,0,0,,,,,,,,,,,,,,,,,0,0,6.55,46.5
10920117,7,Maharashtra,109, Parbhani,2011,0.62,2.46,,,0.21,0.71,,,1.35,9.65,0.62,2.46,1.46,13.12,0.38,3.07,0.3,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.91,,,0.17,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,36.63
10920127,7,Maharashtra,109, Parbhani,2012,0.05,0.59,,,0.47,7.49,,,0.34,6.52,0,0,0.39,7.88,0.08,1.27,0.07,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.8,1.63,26.19
10920137,7,Maharashtra,109,Parbhani,2013,0.04,0.62,0.02,0.28,0.36,6.42,,,0.31,5.75,0.25,2.12,0.36,6.92,0.06,0.84,0.06,0.58,,,,,,,,,0.05,1.28,,,,,0.05,0.53,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,0.05,0.14,,,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,0.04,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.29,0.08,1.27,,,,,,,,,,,,,,,,,0.18,1.84,,,,,,,,,,,,,,,,,,,,,0.22,0.15,2.18,29.67
10920147,7,Maharashtra,109,Parbhani,2014,0.04,0.56,,,0.55,4.37,,,0.33,4.33,0.32,1.87,0.4,4.71,0.08,0.69,0.07,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1.53,,,,,,,,,,,,,,,,,,,,,0.23,0.13,2.22,18.53
10920157,7,Maharashtra,109,Parbhani,2015,0.07,0.63,,,0.41,3.44,,,0.33,4.28,0.18,0.96,0.38,4.22,0.03,0.2,0.13,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,0.1,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.97,,,,,,,,,,,,,,,,,,,,,0.08,0.67,1.94,18.87
10920167,7,Maharashtra,109,Parbhani,2016,0.04,0.74,0,0,0.12,1.42,,,0.17,2.57,0.18,0.96,0.38,4.22,0.03,0.29,0.13,1.55,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,0.1,0.91,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,,,,0.23,1.97,,,0,0,,,,,,,,,,,,,,,,,0.08,0.67,1.46,15.34
11020097,7,Maharashtra,110, Beed,2009,0.08,15.66,0.22,4.72,0.74,132.12,,,0,0,0.36,3.11,0,0,0.34,7.73,0.36,8.15,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0.08,0.37,,,,,,,,,,,,,,,,,,,0.34,2.42,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0.95,18.96,,,0,0,,,,,,,,,,,,,,,,,1.07,11.81,4.55,205.04
11020107,7,Maharashtra,110, Beed,2010,0.41,3.38,0.2,3.21,0.66,12.01,,,8.05,77.06,0.37,5.31,0.69,9.8,0.31,5.27,0.34,7.18,0,0,0,0,,,0,0,0.21,2.35,0,0,,,0.13,1.64,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0.08,0.27,0,0,0.08,0.79,,,,,,,,,,,,,,,,,,,,,,,0.19,1.94,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.09,0.56,0.04,0.1,,,,,,,0,0,0,0,0,0,,,,,0.39,4.75,,,0,0,,,,,,,,,,,,,,,,,0.34,1.11,12.57,136.71
11020117,7,Maharashtra,110, Beed,2011,0.42,3.85,,,0.69,13.11,,,8.1,77.76,0.38,5.51,0.7,10.57,0.31,5.49,0.33,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.17,,,0.09,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,124.59
11020127,7,Maharashtra,110, Beed,2012,0.21,1.3,,,1.16,12.59,,,0.23,4.01,0.28,1.18,0.35,4.35,0.12,1.59,0.16,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.07,,,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,8.65,3.4,36.33
11020137,7,Maharashtra,110,Beed,2013,0.2,3.06,,,5.69,68.59,,,0.21,2.68,0.19,2.56,0.21,2.8,0.02,0.03,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2.97,,,0.02,0.04,,,,,,,,,,,,,,,,,0.01,0.05,6.88,82.98
11020147,7,Maharashtra,110,Beed,2014,0.21,3.56,,,4.9,61.13,,,0.3,4.12,0.2,3.24,0.27,3.67,0.02,0.04,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,3.41,,,0.03,0.05,,,,,,,,,,,,,,,,,0.07,0.9,6.26,80.44
11020157,7,Maharashtra,110,Beed,2015,0.27,3.62,,,16.33,200.03,,,0.3,3.81,0.22,3.5,0.25,3.58,0.03,0.35,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3.69,,,0.03,0.25,,,,,,,,,,,,,,,,,0.08,1.37,17.79,220.56
11020167,7,Maharashtra,110,Beed,2016,0.23,3.69,0,0,12.67,183.77,,,0.33,4.2,0.3,4.1,0.23,2.89,0.03,0.45,0.01,0.14,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,,,,,,,0.36,4.2,,,0.03,0.07,,,,,,,,,,,,,,,,,0.1,1.2,14.3,204.93
11120097,7,Maharashtra,111, Nanded,2009,0.02,0.43,0,0,0.04,9.48,,,0.42,10.23,0.12,8.45,0.46,10.3,0.26,5.86,0.22,4.42,0,0,0,0,,,0,0,0.08,0.66,0,0,,,0.03,1.24,0.1,2.21,0,0.01,,,,,,,,,,,,,,,,,,,0.13,0.75,,,0.01,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.11,1.68,0,0,0.13,1.28,0.23,8.72,0,0,,,,,,,,,,,,,,,,,,,,,,,0.04,0.63,0.13,8.31,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,2.51,74.68
11120107,7,Maharashtra,111, Nanded,2010,0.02,0.42,0.07,1.47,0.38,7.6,,,0.46,11.38,0.15,1.8,0.4,9.88,0.28,5.6,0.28,5.5,0,0,0,0,,,0,0,0.08,0.64,0,0,,,0.01,0.26,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,0.01,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,2.13,44.59
