State/Year, Rice Kharif Area  (000Ha), Rice Kharif Production  (000t), Rice Rabi Area  (000Ha), Rice Rabi Production  (000t), Rice Summer Area  (000Ha), Rice Summer Production  (000t), Rice Total Area  (000Ha), Rice Total Production  (000t), Rice Total Yield  (kg/Ha), Wheat Rabi Area  (000Ha), Wheat Rabi Production  (000t), Wheat Total Area  (000Ha), Wheat Total Production  (000t), Wheat Total Yield  (kg/Ha), Jowar Kharif Area  (000Ha), Jowar Kharif Production  (000t), Jowar Rabi Area  (000Ha), Jowar Rabi Production  (000t), Jowar Summer Area  (000Ha), Jowar Summer Production  (000t), Jowar Total Area  (000Ha), Jowar Total Production  (000t), Jowar Total Yield  (kg/Ha), Bajra Kharif Area  (000Ha), Bajra Kharif Production  (000t), Bajra Rabi Area  (000Ha), Bajra Rabi Production  (000t), Bajra Summer Area  (000Ha), Bajra Summer Production  (000t), Bajra Total Area  (000Ha), Bajra Total Production  (000t), Bajra Total Yield  (kg/Ha), Maize Kharif Area  (000Ha), Maize Kharif Production  (000t), Maize Rabi Area  (000Ha), Maize Rabi Production  (000t), Maize Summer Area  (000Ha), Maize Summer Production  (000t), Maize Total Area  (000Ha), Maize Total Production  (000t), Maize Total Yield  (kg/Ha), Ragi Kharif Area  (000Ha), Ragi Kharif Production  (000t), Ragi Rabi Area  (000Ha), Ragi Rabi Production  (000t), Ragi Summer Area  (000Ha), Ragi Summer Production  (000t), Ragi Total Area  (000Ha), Ragi Total Production  (000t), Ragi Total Yield  (kg/Ha), Barley Kharif Area  (000Ha), Barley Kharif Production  (000t), Barley Rabi Area  (000Ha), Barley Rabi Production  (000t), Barley Total Area  (000Ha), Barley Total Production  (000t), Barley Total Yield  (kg/Ha), Small millets Kharif Area  (000Ha), Small millets Kharif Production  (000t), Small millets Rabi Area  (000Ha), Small millets Rabi Production  (000t), Small millets Summer Area  (000Ha), Small millets Summer Production  (000t), Small millets Total Area  (000Ha), Small millets Total Production  (000t), Small millets Total Yield  (kg/Ha), Gram Rabi Area  (000Ha), Gram Rabi Production  (000t), Gram Total Area  (000Ha), Gram Total Production  (000t), Gram Total Yield  (kg/Ha), Arhar/Tur Kharif Area  (000Ha), Arhar/Tur Kharif Production  (000t), Arhar/Tur Rabi Area  (000Ha), Arhar/Tur Rabi Production  (000t), Arhar/Tur Total Area  (000Ha), Arhar/Tur Total Production  (000t), Arhar Total Yield  (kg/Ha), Urad Kharif Area  (000Ha), Urad Kharif Production  (000t), Urad Rabi Area  (000Ha), Urad Rabi Production  (000t), Urad Summer Area  (000Ha), Urad Summer Production  (000t), Urad Total Area  (000Ha), Urad Total Production  (000t), Urad Total Yield  (kg/Ha), Horse-gram Kharif Area  (000Ha), Horse-gram Kharif Production  (000t), Horse-gram Rabi Area  (000Ha), Horse-gram Rabi Production  (000t), Horse-gram Total Area  (000Ha), Horse-gram Total Production  (000t), Horse-gram Total Yield  (kg/Ha), Masoor Kharif Area  (000Ha), Masoor Kharif Production  (000t), Masoor Rabi Area  (000Ha), Masoor Rabi Production  (000t), Masoor Total Area  (000Ha), Masoor Total Production  (000t), Masoor Total Yield  (kg/Ha), Moong(Green Gram) Kharif Area  (000Ha), Moong(Green Gram) Kharif Production  (000t), Moong(Green Gram) Rabi Area  (000Ha), Moong(Green Gram) Rabi Production  (000t), Moong(Green Gram) Summer Area  (000Ha), Moong(Green Gram) Summer Production  (000t), Moong(Green Gram) Total Area  (000Ha), Moong(Green Gram) Total Production  (000t), Moong Total Yield  (kg/Ha), Moth Kharif Area  (000Ha), Moth Kharif Production  (000t), Moth Total Area  (000Ha), Moth Total Production  (000t), Moth Total Yield  (kg/Ha), Cowpea(Lobia) Kharif Area  (000Ha), Cowpea(Lobia) Kharif Production  (000t), Cowpea(Lobia) Rabi Area  (000Ha), Cowpea(Lobia) Rabi Production  (000t), Cowpea(Lobia) Summer Area  (000Ha), Cowpea(Lobia) Summer Production  (000t), Cowpea(Lobia) Total Area  (000Ha), Cowpea(Lobia) Total Production  (000t), Cowpea Total Yield  (kg/Ha), Peas & beans (Pulses) Rabi Area  (000Ha), Peas & beans (Pulses) Rabi Production  (000t), Peas & beans (Pulses) Total Area  (000Ha), Peas & beans (Pulses) Total Production  (000t), Peas & beans Total Yield  (kg/Ha), Khesari Rabi Area  (000Ha), Khesari Rabi Production  (000t), Khesari Total Area  (000Ha), Khesari Total Production  (000t), Khesari Total Yield  (kg/Ha), Other Kharif pulses Kharif Area  (000Ha), Other Kharif pulses Kharif Production  (000t), Other Kharif pulses Total Area  (000Ha), Other Kharif pulses Total Production  (000t), Other Kharif Pulses Total Yield  (kg/Ha), Other Rabi pulses Rabi Area  (000Ha), Other Rabi pulses Rabi Production  (000t), Other Rabi pulses Total Area  (000Ha), Other Rabi pulses Total Production  (000t), Other Rabi Pulses Total Yield  (kg/Ha), Groundnut Kharif Area  (000Ha), Groundnut Kharif Production  (000t), Groundnut Rabi Area  (000Ha), Groundnut Rabi Production  (000t), Groundnut Summer Area  (000Ha), Groundnut Summer Production  (000t), Groundnut Total Area  (000Ha), Groundnut Total Production  (000t), Groundnut Total Yield  (kg/Ha), Sesamum Kharif Area  (000Ha), Sesamum Kharif Production  (000t), Sesamum Rabi Area  (000Ha), Sesamum Rabi Production  (000t), Sesamum Summer Area  (000Ha), Sesamum Summer Production  (000t), Sesamum Total Area  (000Ha), Sesamum Total Production  (000t), Sesamum Total Yield  (kg/Ha), Rapeseed & Mustard Rabi Area  (000Ha), Rapeseed & Mustard Rabi Production  (000t), Rapeseed & Mustard Total Area  (000Ha), Rapeseed & Mustard Total Production  (000t), Rapeseed & Mustard Total Yield  (kg/Ha), Safflower Rabi Area  (000Ha), Safflower Rabi Production  (000t), Safflower Total Area  (000Ha), Safflower Total Production  (000t), Safflower Total Yield  (kg/Ha), Castor seed Kharif Area  (000Ha), Castor seed Kharif Production  (000t), Castor seed Rabi Area  (000Ha), Castor seed Rabi Production  (000t), Castor seed Total Area  (000Ha), Castor seed Total Production  (000t), Castor Total Yield  (kg/Ha), Linseed Rabi Area  (000Ha), Linseed Rabi Production  (000t), Linseed Total Area  (000Ha), Linseed Total Production  (000t), Linseed Total Yield  (kg/Ha), Sunflower Kharif Area  (000Ha), Sunflower Kharif Production  (000t), Sunflower Rabi Area  (000Ha), Sunflower Rabi Production  (000t), Sunflower Summer Area  (000Ha), Sunflower Summer Production  (000t), Sunflower Total Area  (000Ha), Sunflower Total Production  (000t), Sunflower Total Yield  (kg/Ha), Soyabean Kharif Area  (000Ha), Soyabean Kharif Production  (000t), Soyabean Total Area  (000Ha), Soyabean Total Production  (000t), Soyabean Total Yield  (kg/Ha), Niger seed Kharif Area  (000Ha), Niger seed Kharif Production  (000t), Niger seed Rabi Area  (000Ha), Niger seed Rabi Production  (000t), Niger seed Total Area  (000Ha), Niger seed Total Production  (000t), Nigerseed Total Yield  (kg/Ha), Other oilseeds Kharif Area  (000Ha), Other oilseeds Kharif Production  (000t), Other oilseeds Rabi Area  (000Ha), Other oilseeds Rabi Production  (000t), Other oilseeds Summer Area  (000Ha), Other oilseeds Total Production  (000t), Other oilseeds Total Yield  (kg/Ha), Sugarcane Kharif Area  (000Ha), Sugarcane Rabi Area  (000Ha), Sugarcane Total Area  (000Ha), Sugarcane Total Yield  (kg/Ha), Cotton(lint) Kharif Area  (000Ha), Cotton(lint) Kharif Production  (000t), Cotton(lint) Rabi Area  (000Ha), Cotton(lint) Rabi Production  (000t), Cotton(lint) Total Area  (000Ha), Cotton(lint) Total Production  (000t), Cotton(lint) Total Yield  (kg/Ha), Jute Kharif Area  (000Ha), Jute Kharif Production  (000t), Jute Total Area  (000Ha), Jute Total Production  (000t), Jute Total Yield  (kg/Ha), Mesta Kharif Area  (000Ha), Mesta Kharif Production  (000t), Mesta Total Area  (000Ha), Mesta Total Production  (000t), Mesta Total Yield  (kg/Ha), Sannhamp Kharif Area  (000Ha), Sannhamp Kharif Production  (000t), Sannhamp Total Area  (000Ha), Sannhamp Total Production  (000t), Sannhamp Total Yield  (kg/Ha), Tobacco Kharif Area  (000Ha), Tobacco Kharif Production  (000t), Tobacco Rabi Area  (000Ha), Tobacco Rabi Production  (000t), Tobacco Total Area  (000Ha), Tobacco Total Production  (000t), Tobacco Total Yield  (kg/Ha), Onion Kharif Area  (000Ha), Onion Kharif Production  (000t), Onion Rabi Area  (000Ha), Onion Rabi Production  (000t), Onion Summer Area  (000Ha), Onion Summer Production  (000t), Onion Total Area  (000Ha), Onion Total Production  (000t), Onion Total Yield  (kg/Ha), Potato Kharif Area  (000Ha), Potato Kharif Production  (000t), Potato Rabi Area  (000Ha), Potato Rabi Production  (000t), Potato Summer Area  (000Ha), Potato Summer Production  (000t), Potato Total Area  (000Ha), Potato Total Production  (000t), Potato Total Yield  (kg/Ha), Sweet Potato Kharif Area  (000Ha), Sweet Potato Kharif Production  (000t), Sweet Potato Rabi Area  (000Ha), Sweet Potato Rabi Production  (000t), Sweet Potato Total Area  (000Ha), Sweet Potato Total Production  (000t), Sweet Potato Total Yield  (kg/Ha), Turmeric Kharif Area  (000Ha), Turmeric Kharif Production  (000t), Turmeric Total Area  (000Ha), Turmeric Total Production  (000t), Turmeric Total Yield  (kg/Ha), Coriander Rabi Area  (000Ha), Coriander Rabi Production  (000t), Coriander Total Area  (000Ha), Coriander Total Production  (000t), Coriander Total Yield  (kg/Ha), Tapioca Kharif Area  (000Ha), Tapioca Kharif Production  (000t), Tapioca Total Area  (000Ha), Tapioca Total Production  (000t), Tapioca Total Yield  (kg/Ha), Arecanut Kharif Area  (000Ha), Arecanut Kharif Production  (000t), Arecanut Rabi Area  (000Ha), Arecanut Rabi Production  (000t), Arecanut Total Area  (000Ha), Arecanut Total Production  (000t), Arecanut Total Yield  (kg/Ha), Coconut  Total Area  (000Ha), Coconut Total Production  (000t), Coconut Total Yield  (kg/Ha), Cashewnut Kharif Area  (000Ha), Cashewnut Kharif Production  (000t), Cashewnut Total Area  (000Ha), Cashewnut Total Production  (000t), Cashewnut Total Yield  (kg/Ha), Banana Kharif Area  (000Ha), Banana Kharif Production  (000t), Banana Summer Area  (000Ha), Banana Summer Production  (000t), Banana Total Area  (000Ha), Banana Total Production  (000t), Banana Total Yield  (kg/Ha), Dry chillies Kharif Area  (000Ha), Dry chillies Kharif Production  (000t), Dry chillies Rabi Area  (000Ha), Dry chillies Rabi Production  (000t), Dry chillies Summer Area  (000Ha), Dry chillies Summer Production  (000t), Dry chillies Total Area  (000Ha), Dry chillies Total Production  (000t), Dry chillies Total Yield  (kg/Ha), Garlic Rabi Area  (000Ha), Garlic Rabi Production  (000t), Garlic Total Area  (000Ha), Garlic Total Production  (000t), Garlic Total Yield  (kg/Ha), Ginger Kharif Area  (000Ha), Ginger Kharif Production  (000t), Ginger Total Area  (000Ha), Ginger Total Production  (000t), Ginger Total Yield  (kg/Ha), Black pepper Total Area  (000Ha), Black pepper Total Production  (000t), Cardamom Total Area  (000Ha), Black pepper Total Yield  (kg/Ha), Cardamom Total Production  (000t), Cardamom Total Yield  (kg/Ha), Guar seed Kharif Area  (000Ha), Guar seed Kharif Production  (000t), Guar seed Total Area  (000Ha), Guar seed Total Production  (000t), Guar seed Total Yield  (kg/Ha), Total  agricultural credit (in 000Rs), Agricultural credit direct (in 000Rs),Count of Agricultural credit indirect (in 000Rs),  Total  credit (in 000Rs), Mango Area (000Ha), Mango Production (000t), Orange  Area (000Ha), Orange Production (000t), Sweet Orange Area (000Ha), Sweet Orange Production (000t),  Mandarin Orange Area (000Ha),  Mandarin Orange Production (000t), Orange(Santra) Area (000Ha), Orange(Santra) Production (000t), Malta Area (000Ha), Malta Production (000t), Mausmi Area (000Ha), Banana Area (000Ha), Banana Production (000t), Grapes Area (000Ha), Grapes Production (000t), Guava Area (000Ha), Guava Production (000t), Papaya Area (000Ha), Papaya Production (000t), Water Melon Area (000Ha), Water Melon Production (000t), Litchi Area (000Ha), Litchi Production (000t), Custard Apple Area (000Ha), Custard Apple Production (000t), Aonla Area (000Ha), Aonla Production (000t),  Amla Area (000Ha),  Amla Production (000t), Ber Area (000Ha), Ber Production (000t), Jack fruit Area (000Ha), Jack fruit Production (000t), Sapota  Area (000Ha), Sapota Production (000t), Pomegranate Area (000Ha), Pomegranate Production (000t), Pine Apple Area (000Ha), Pine Apple Production (000t), Lemon Area (000Ha), Lemon Production (000t), K.Lime Area (000Ha), K.Lime Production (000t), Galgal Area (000Ha), Galgal Production (000t), Musk Melon Area (000Ha), Musk Melon Production (000t), Pear Area (000Ha), Pear Production (000t), Date palm Area (000Ha), Date palm Production (000t), Peach Area (000Ha), Peach Production (000t), Plum Area (000Ha), Plum Production (000t), Jamun Area (000Ha), Jamun Production (000t), Bael Area (000Ha), Bael Production (000t), Strawberry Area (000Ha), Strawberry Production (000t),  Apple Area (000Ha),  Apple Production (000t),  Apricot Area (000Ha),  Apricot Production (000t),  Cherry Area (000Ha),  Cherry Production (000t), Almond Area (000Ha), Almond Production (000t), Persimon Area (000Ha), Persimon Production (000t), Olive Area (000Ha), Olive Production (000t), Kiwi Area (000Ha), Kiwi Production (000t), Walnut Area (000Ha), Walnut Production (000t), Picanut Area (000Ha), Picanut Production (000t), Loquat Area (000Ha), Loquat Production (000t), Fig Area (000Ha), Fig Production (000t), Phalsa Area (000Ha), Mulberry Area (000Ha),Count of Dragon Fruit Area (000Ha),Count of Dragon Fruit Production (000t), Citrus Area (000Ha), Citrus Production (000t), Other citrus Area (000Ha), Other citrus Production (000t), Arecanut Area (000Ha), Arecanut Production (000t), Cashew Nut Area (000Ha), Cashew Nut Production (000t), Coconut Area (000Ha), Coconut Production (000t), Other Fruits Area (000Ha), Other Fruits Production (000t), Total Fruits  Area (000Ha), Total Fruits  Production (000t), Chilli Area (000Ha), Chilli Production (000t), Dry Chillies Area (000Ha), Dry Chillies Production (000t), Paprika Area (000Ha), Paprika Production (000t), Methi Area (000Ha), Methi Production (000t), Ajwain Area (000Ha), Ajwain Production (000t), Karayat Area (000Ha), Karayat Production (000t), Cumin Area (000Ha), Black Cumin Area (000Ha), Cumin Production (000t), Black Cumin Production (000t), Fennel Area (000Ha), Fennel Production (000t), Fenugreek Area (000Ha), Fenugreek Production (000t), Isabgul Area (000Ha), Isabgul Production (000t), Suva Area (000Ha), Suva Production (000t), Dill Area (000Ha), Dill Production (000t), Tamarind Area (000Ha), Tamarind Production (000t), Clove Area (000Ha), Clove Production (000t), Cinnamom Area (000Ha), Cinnamom Production (000t), Cloves & Cinnamon Area (000Ha), Cloves & Cinnamon Production (000t), Vanilla Area (000Ha), Vanilla Production (000t), Mint Area (000Ha), Mint Production (000t), Betelvine Area (000Ha), Betelvine Production (000t), Pepper Area (000Ha), Pepper Production (000t), Red Pepper  Area (000Ha), Red Pepper  Production (000t), Black Pepper Area (000Ha), Black Pepper Production (000t), Radhuni Area (000Ha), Radhuni Production (000t), Cocoa Area (000Ha), Cocoa Production (000t), Ginger Area (000Ha), Ginger Production (000t), Ginger (Dry) Area (000Ha), Ginger (Dry) Production (000t), Garlic Area (000Ha), Garlic Production (000t), Turmeric Area (000Ha), Turmeric Production (000t), Cardamom Area (000Ha), Cardamom Production (000t), Coriander Area (000Ha), Coriander Production (000t), Other Spices Area (000Ha), Other Spices Production (000t), Total Spices Area (000Ha), Total Spices Production (000t),  Potato Area (000Ha),  Potato Production (000t),  Sweet Potato Area (000Ha),  Sweet Potato Production (000t),  Onion Area (000Ha),  Onion Production (000t),Count of  Green onion Area (000Ha),Count of  Green onion Production (000t),  Tomato Area (000Ha),  Tomato Production (000t),  Ladys finger Area (000Ha),  Ladys finger Production (000t),  Brinjal Area (000Ha),  Brinjal Production (000t),  Cauliflower Area (000Ha),  Cauliflower Production (000t),  Cabbage Area (000Ha),  Cabbage Production (000t),  Knol Khol Area (000Ha),  Knol Khol Production (000t),  Pumpkin Area (000Ha),  Pumpkin Production (000t),  Mushroom Area (000Ha),  Mushroom Production (000t),  Drum Stick Area (000Ha),  Drum Stick Production (000t),  Ridge Gourd Area (000Ha),  Ridge Gourd Production (000t),  Ghosali Area (000Ha),  Ghosali Production (000t),  Sponge Gourd Area (000Ha),  Sponge Gourd Production (000t),  Bottle Gourd Area (000Ha),  Bottle Gourd Production (000t),  Bitter Gourd Area (000Ha),  Bitter Gourd Production (000t),  Snake gourd Area (000Ha),  Snake gourd Production (000t),  Tinda Area (000Ha),  Tinda Production (000t),  Kundru/Perwal Area (000Ha),  Kundru/Perwal Production (000t),  Cucurbits Area (000Ha),  Cucurbits Production (000t),  Pointed gourd Area (000Ha),  Pointed gourd Production (000t),  Ashgourd Area (000Ha),  Ashgourd Production (000t),  Little Gourd Area (000Ha),  Little Gourd Production (000t), Gourds &  Coccinia Area (000Ha), Gourds &  Coccinia Production (000t), Other Gourd Varieties Area (000Ha), Other Gourd Varieties Production (000t),  Gourds Area (000Ha),  Gourds Production (000t),  Cowpea Area (000Ha),  Cowpea Production (000t),  Green Peas Area (000Ha),  Green Peas Production (000t),  Peas Area (000Ha),  Peas Production (000t),  Cluster beans Area (000Ha),  Cluster beans Production (000t),  Beans Area (000Ha),  Beans Production (000t),  French Bean Area (000Ha),  French Bean Production (000t), Beans (All Inc Lab-lab(Sem) Area (000Ha), Beans (All Inc Lab-lab(Sem) Production (000t),  Lab Lab Area (000Ha),  Lab Lab Production (000t),  Avarai Area (000Ha),  Avarai Production (000t),  Karamani Area (000Ha),  Karamani Production (000t),  Mogri Area (000Ha),  Mogri Production (000t),  Kakri Area (000Ha),  Kakri Production (000t),  Kheera Area (000Ha),  Kheera Production (000t),  Gherkins Area (000Ha),  Gherkins Production (000t), Long melon (Kakri) Area (000Ha), Long melon (Kakri) Production (000t),  Kachari Area (000Ha),  Kachari Production (000t),  Cucumber Area (000Ha),  Cucumber Production (000t),  Leafy Veg. Area (000Ha),  Leafy Veg. Production (000t),  Spinach (Palak) Area (000Ha),  Spinach (Palak) Production (000t),  Math/Rajgira Area (000Ha),  Math/Rajgira Production (000t),  Methi Area (000Ha),  Methi Production (000t),  Amaranthus Area (000Ha),  Amaranthus Production (000t),  Jimikand Area (000Ha),  Jimikand Production (000t),  Yam Area (000Ha),  Yam Production (000t),  Elephant Yam Area (000Ha),  Elephant Yam Production (000t),  Ratalu Area (000Ha),  Ratalu Production (000t),  Tapioca Area (000Ha),  Tapioca Production (000t),  Amorphospholus Area (000Ha),  Amorphospholus Production (000t),  Mooli Area (000Ha),  Mooli Production (000t),  Colocasia Area (000Ha),  Colocasia Production (000t),  Arbi Area (000Ha),  Arbi Production (000t),  Turnip Area (000Ha),  Turnip Production (000t),  Radish Area (000Ha),  Radish Production (000t),  Carrot Production (000t),  Carrot Area (000Ha)," Radish, Turnip & Carrot Area (000Ha)"," Radish, Turnip & Carrot Production (000t)","   Root 
crops Area (000Ha)","   Root 
crops Production (000t)", Other Root crops Area (000Ha), Other Root crops Production (000t),  Beetroot Area (000Ha),  Beetroot Production (000t),  Wall (pawata) Area (000Ha),  Wall (pawata) Production (000t),  Wal Area (000Ha),  Wal Production (000t),  Vine Crops Area (000Ha),  Vine Crops Production (000t),  Oal Area (000Ha),  Oal Production (000t),  Green Chillies Area (000Ha),  Green Chillies Production (000t), Capsicum &  Chillies Area (000Ha), Capsicum &  Chillies Production (000t),  Capsicum Area (000Ha),  Capsicum Production (000t),Count of  Shimla Mirchi Area (000Ha),Count of  Shimla Mirchi Production (000t),  Water Melon Area (000Ha),  Water Melon Production (000t),  Musk Melon Area (000Ha),  Musk Melon Production (000t),  Turmeric Area (000Ha),  Turmeric Production (000t),  Garlic Area (000Ha),  Garlic Production (000t),  Curry leaves Area (000Ha),  Curry leaves Production (000t),  Mint Area (000Ha),  Mint Production (000t), Green Coriander Area (000Ha), Green Coriander Production (000t), Other Vegetables Area (000Ha), Other Vegetables Production (000t), Total  Vegetables Area (000Ha), Total  Vegetables Production (000t)
Andhra Pradesh,46706.28,127734.32,23454.82,84369.94,,,70160.98,212104.23,1132762,183.15,154.89,183.15,154.89,129053,3663.89,3832.46,4922.51,5620.06,,,8586.25,9452.42,516910,1333.26,1431.16,179.55,159.91,,,1512.73,1591.01,355584,8245.5,26063.25,3982.29,25070.44,,,12227.61,51133.61,1712232,1038.34,1097.24,167.39,279.2,,,1205.72,1376.41,332390,,,,,,,,627.54,393.24,25.51,17.75,,,653.02,410.9,117595,8202.25,9689.46,8202.81,9690.14,441274,7663.06,3455.03,96.6,48.98,7759.6,3503.93,181072,1453.87,708.15,7396.14,4956.76,,,8849.89,5664.81,222751,242.35,106.19,960.54,394.83,1202.8,500.87,145243,427.25,152.96,5.34,2.09,432.57,155.04,8756,4791.39,1994.44,2618.29,1164.79,,,7409.53,3159.28,182328,,,,,,31.13,17.53,68.1,60.67,,,99.27,78.16,43368,,,,,,,,,,,138,43.73,147.77,56.41,53817,126.63,66.32,126.63,66.32,57000,24631.52,15490.37,4740.25,8383.57,,,29371.68,23873.68,589713,1385.32,282.51,885.38,233.66,,,2270.52,516,91340,68.21,57.49,68.22,57.5,55417,199.96,92.91,200.04,92.95,57153,4036.28,1604.29,6.15,3.99,4042.42,1608.27,120336,40.42,9.1,41.95,9.82,14951,2569.69,1734.06,1143.49,883.59,,,5755.2,4120.62,323972,1192.44,1724.7,1192.89,1725.37,151533,171.38,65.75,31.13,15.25,202.51,81,24832,220.43,3667.9,32.51,18,,3685.9,550764,231.82,,3885.31,2951574,24296.61,9245.91,14.77,6.28,24311.37,9252.2,139777,,,,,,822.24,1141.96,822.44,1142.25,143692,,,4.74,,,213.99,235.47,374.35,835.07,2642.63,4270.86,676480,379.32,6157.27,209.96,4791.93,,,624.17,11470.21,5586665,1.58,24.72,4.53,67.83,,,53.02,548.24,790335,0.55,5.46,2.4,25.34,16.51,170.65,2144324,119.02,819.26,837.4,5129.16,1853763,80.8,40.31,475.65,204.5,109925,41.52,730.77,222.29,2295.02,799288,2.05,2.75,,,5.52,5.94,48215,1547.38,18141046.56,2371477,572.65,198.16,2573.4,1027.77,80568,,,,,941.46,23121.92,5883864,1755.41,6909.17,381.25,1025.4,,,2287.11,8197.5,728707,23.71,29.96,31.07,109.31,264453,27.53,168.03,65.26,292.08,780110,1419.58,518.27,456.69,18486,125.75,4267,,,0.04,0.08,2000,5445622872,4958719674,290,15992005134,3860.7,33611.07,1376.55,19030.27,,,,,,,,,,752.38,27960.88,13.84,287.27,85.93,1314.35,145,11705.61,16.15,456.25,,,29.7,182.01,,,1.85,30.98,2.29,42.34,0.22,6.82,144.47,1496.12,49.72,642.84,6.58,91.34,446.45,6673.4,,,,,12.11,295.88,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12,22.63,,,,,180.49,1783.26,7138.34,105632.44,,,2430.71,7932.26,,,,,111.29,64.85,,,,,,,,,,,,,,,,,48.46,385.35,,,,,,,,,,,45.99,551.08,39.34,15.83,,,,,,,86.99,30.65,27.17,541.47,,,19.94,198.48,1165.67,7208.7,,,154.51,201.67,6.74,37.03,4136.47,17167.2,55.04,1078.11,6.02,117.4,473.25,8317.09,,,1511.14,31504.57,445.81,6574.07,430.01,8710.83,9.13,149.62,102.3,1547.46,,,0.56,12.11,,,,,,,,,,,43.49,555.63,13.37,179.9,,,,,3.45,83.66,,,,,,,,,25.84,387.29,,,42.79,641.48,,,,,12.02,154.73,,,181.44,2099.54,,,,,,,,,,,,,,,,,,,,,,,84.83,1686.54,33.29,332.07,,,,,,,,,,,,,6.91,389.16,,,121.03,2283.41,,,,,,,,,,,1.5,21.96,886.97,61.24,,,,,,,,,,,,,,,,,30.43,572.58,,,0.22,3.63,,,,,,,,,,,,,,,,,377.33,4901.28,4071.53,73190.08
Andhra Pradesh 1997,2382.5,5218.3,1117.7,3291.7,,,3500.2,8510,48943,11,6,11,6,4418,309.3,227.7,479.5,287.2,,,788.8,514.9,16910,89.4,63.6,,,,,89.4,63.6,13875,305.1,791.5,90.8,291.8,,,395.9,1083.3,55554,83.2,67.6,14.6,21.9,,,97.8,89.5,14223,,,,,,,,11.5,2,3,0.2,,,14.5,2.2,917,146.6,58.4,146.6,58.4,5068,313.9,55.6,3.5,1.4,317.4,57,4128,88.4,24.7,413,190.7,,,501.4,215.4,7171,19.6,6.9,90.5,37.2,110.1,44.1,7537,,,,,,,,316.8,80.9,137,53.2,,,453.8,134.1,7428,,,,,,,,,,,,,,,,,,,,,,,,,7.3,1.4,7.3,1.4,1536,3.4,0.5,3.4,0.5,497,1514,734.8,319.9,421.1,,,1833.9,1155.9,22511,55.1,6.9,83.2,8.8,,,138.3,15.7,2753,,,,,,,,,,,169.6,42.1,,,169.6,42.1,2909,,,,,,268.4,129.7,115.6,53.8,,,384,183.5,9299,,,,,,,,,,,,,,,,,,,,192.5,,192.5,154213,906.3,237.64,,,906.3,237.64,6209,,,,,,85.8,95.48,85.8,95.48,6179,,,,,,201.9,201.6,,,201.9,201.6,20091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.68,39.26,137.81,70.14,5502,,,,,55.78,1238.76,332535,101.97,393.79,17.85,47.81,,,119.8,441.6,36707,2.81,0.7,2.88,1.81,18881,2.78,4.18,4.27,9.23,36086,104.75,55.19,32.98,1033,9.08,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
