Key,Row Labels,Sum of  Potato Area (000Ha),Sum of  Potato Production (000t),Sum of  Sweet Potato Area (000Ha),Sum of  Sweet Potato Production (000t),Sum of  Onion Area (000Ha),Sum of  Onion Production (000t),Count of  Green onion Area (000Ha),Count of  Green onion Production (000t),Sum of  Tomato Area (000Ha),Sum of  Tomato Production (000t),Sum of  Ladys finger Area (000Ha),Sum of  Ladys finger Production (000t),Sum of  Brinjal Area (000Ha),Sum of  Brinjal Production (000t),Sum of  Cauliflower Area (000Ha),Sum of  Cauliflower Production (000t),Sum of  Cabbage Area (000Ha),Sum of  Cabbage Production (000t),Sum of  Knol Khol Area (000Ha),Sum of  Knol Khol Production (000t),Sum of  Pumpkin Area (000Ha),Sum of  Pumpkin Production (000t),Sum of  Mushroom Area (000Ha),Sum of  Mushroom Production (000t),Sum of  Drum Stick Area (000Ha),Sum of  Drum Stick Production (000t),Sum of  Ridge Gourd Area (000Ha),Sum of  Ridge Gourd Production (000t),Sum of  Ghosali Area (000Ha),Sum of  Ghosali Production (000t),Sum of  Sponge Gourd Area (000Ha),Sum of  Sponge Gourd Production (000t),Sum of  Bottle Gourd Area (000Ha),Sum of  Bottle Gourd Production (000t),Sum of  Bitter Gourd Area (000Ha),Sum of  Bitter Gourd Production (000t),Sum of  Snake gourd Area (000Ha),Sum of  Snake gourd Production (000t),Sum of  Tinda Area (000Ha),Sum of  Tinda Production (000t),Sum of  Kundru/Perwal Area (000Ha),Sum of  Kundru/Perwal Production (000t),Sum of  Cucurbits Area (000Ha),Sum of  Cucurbits Production (000t),Sum of  Pointed gourd Area (000Ha),Sum of  Pointed gourd Production (000t),Sum of  Ashgourd Area (000Ha),Sum of  Ashgourd Production (000t),Sum of  Little Gourd Area (000Ha),Sum of  Little Gourd Production (000t),Sum of Gourds &  Coccinia Area (000Ha),Sum of Gourds &  Coccinia Production (000t),Sum of Other Gourd Varieties Area (000Ha),Sum of Other Gourd Varieties Production (000t),Sum of  Gourds Area (000Ha),Sum of  Gourds Production (000t),Sum of  Cowpea Area (000Ha),Sum of  Cowpea Production (000t),Sum of  Green Peas Area (000Ha),Sum of  Green Peas Production (000t),Sum of  Peas Area (000Ha),Sum of  Peas Production (000t),Sum of  Cluster beans Area (000Ha),Sum of  Cluster beans Production (000t),Sum of  Beans Area (000Ha),Sum of  Beans Production (000t),Sum of  French Bean Area (000Ha),Sum of  French Bean Production (000t),Sum of Beans (All Inc Lab-lab(Sem) Area (000Ha),Sum of Beans (All Inc Lab-lab(Sem) Production (000t),Sum of  Lab Lab Area (000Ha),Sum of  Lab Lab Production (000t),Sum of  Avarai Area (000Ha),Sum of  Avarai Production (000t),Sum of  Karamani Area (000Ha),Sum of  Karamani Production (000t),Sum of  Mogri Area (000Ha),Sum of  Mogri Production (000t),Sum of  Kakri Area (000Ha),Sum of  Kakri Production (000t),Sum of  Kheera Area (000Ha),Sum of  Kheera Production (000t),Sum of  Gherkins Area (000Ha),Sum of  Gherkins Production (000t),Sum of Long melon (Kakri) Area (000Ha),Sum of Long melon (Kakri) Production (000t),Sum of  Kachari Area (000Ha),Sum of  Kachari Production (000t),Sum of  Cucumber Area (000Ha),Sum of  Cucumber Production (000t),Sum of  Leafy Veg. Area (000Ha),Sum of  Leafy Veg. Production (000t),Sum of  Spinach (Palak) Area (000Ha),Sum of  Spinach (Palak) Production (000t),Sum of  Math/Rajgira Area (000Ha),Sum of  Math/Rajgira Production (000t),Sum of  Methi Area (000Ha),Sum of  Methi Production (000t),Sum of  Amaranthus Area (000Ha),Sum of  Amaranthus Production (000t),Sum of  Jimikand Area (000Ha),Sum of  Jimikand Production (000t),Sum of  Yam Area (000Ha),Sum of  Yam Production (000t),Sum of  Elephant Yam Area (000Ha),Sum of  Elephant Yam Production (000t),Sum of  Ratalu Area (000Ha),Sum of  Ratalu Production (000t),Sum of  Tapioca Area (000Ha),Sum of  Tapioca Production (000t),Sum of  Amorphospholus Area (000Ha),Sum of  Amorphospholus Production (000t),Sum of  Mooli Area (000Ha),Sum of  Mooli Production (000t),Sum of  Colocasia Area (000Ha),Sum of  Colocasia Production (000t),Sum of  Arbi Area (000Ha),Sum of  Arbi Production (000t),Sum of  Turnip Area (000Ha),Sum of  Turnip Production (000t),Sum of  Radish Area (000Ha),Sum of  Radish Production (000t),Sum of  Carrot Production (000t),Sum of  Carrot Area (000Ha),"Sum of Radish, Turnip & Carrot Area (000Ha)","Sum of Radish, Turnip & Carrot Production (000t)","Sum of   Root 
crops Area (000Ha)","Sum of   Root 
crops Production (000t)",Sum of Other Root crops Area (000Ha),Sum of Other Root crops Production (000t),Sum of  Beetroot Area (000Ha),Sum of  Beetroot Production (000t),Sum of  Wall (pawata) Area (000Ha),Sum of  Wall (pawata) Production (000t),Sum of  Wal Area (000Ha),Sum of  Wal Production (000t),Sum of  Vine Crops Area (000Ha),Sum of  Vine Crops Production (000t),Sum of  Oal Area (000Ha),Sum of  Oal Production (000t),Sum of  Green Chillies Area (000Ha),Sum of  Green Chillies Production (000t),Sum of Capsicum &  Chillies Area (000Ha),Sum of Capsicum &  Chillies Production (000t),Sum of  Capsicum Area (000Ha),Sum of  Capsicum Production (000t),Count of  Shimla Mirchi Area (000Ha),Count of  Shimla Mirchi Production (000t),Sum of  Water Melon Area (000Ha),Sum of  Water Melon Production (000t),Sum of  Musk Melon Area (000Ha),Sum of  Musk Melon Production (000t),Sum of  Turmeric Area (000Ha),Sum of  Turmeric Production (000t),Sum of  Garlic Area (000Ha),Sum of  Garlic Production (000t),Sum of  Curry leaves Area (000Ha),Sum of  Curry leaves Production (000t),Sum of  Mint Area (000Ha),Sum of  Mint Production (000t),Sum of Green Coriander Area (000Ha),Sum of Green Coriander Production (000t),Sum of Other Vegetables Area (000Ha),Sum of Other Vegetables Production (000t),Sum of Total  Vegetables Area (000Ha),Sum of Total  Vegetables Production (000t)
Himachal Pradesh1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh2008,2008,,,,,1.87,32.15,,,9.57,336.29,2.26,26.24,0.91,17.57,2.8,54.53,4.54,140.87,,,,,,,,,,,,,,,,,,,,,,,,,2.45,54.25,,,,,,,,,,,,,,,18.93,202.53,,,,,3.22,33.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,41.31,,,,,,,,,,,,,,,,,2.45,31.83,,,,,,,,,,,3.34,44.73,,,,,,,4.54,74.94,58.76,1090.24
Himachal Pradesh2009,2009,,,,,1.97,33.93,,,10.16,383.84,2.39,28.12,1.06,20.56,2.91,56.66,4.59,144.63,,,,,,,,,,,,,,,,,,,,,,,,,2.44,54.81,,,,,,,,,,,,,,,21.76,237.28,,,,,3.41,37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,44.46,,,,,,,,,,,,,,,,,2.99,42.76,,,,,,,,,,,3.61,44.67,,,,,,,4.64,76.89,63.88,1206.25
Himachal Pradesh2010,2010,,,,,2.19,35.92,,,9.95,388.44,2.43,29.61,1.05,25.14,3.02,60.7,4.53,144.23,,,,,,,,,,,,,,,,,,,,,,,,,2.46,63.13,,,,,,,,,,,,,,,22.83,254.19,,,,,3.03,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,45.19,,,,,,,,,,,,,,,1.08,12.81,2.13,32.09,,,,,,,,,,,3.58,47.21,,,,,,,4.95,94.56,65.07,1268.91
Himachal Pradesh2011,2011,,,,,2.27,41.83,,,9.88,392.09,2.49,28.36,1.08,25.95,4.21,91.66,4.35,141.09,,,,,,,,,,,,,,,,,,,,,,,,,2.43,62.18,,,,,,,,,,,,,,,23.67,274.04,,,,,3.3,39.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,48.58,,,,,,,,,,,,,,,1.1,13.08,2.04,31.68,,,,,,,,,,,3.78,58.03,,,,,,,5.37,109.04,67.97,1356.61
Himachal Pradesh2012,2012,,,,,2.26,39.36,,,9.94,413.74,2.52,30.34,1.09,23.54,4.37,101.7,4.39,149.66,,,,,,,,,,,,,,,,,,,,,,,,,2.47,56.55,,,,,,,,,,,,,,,23.67,280.26,,,,,3.44,40.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,11.16,1.51,30.91,4.87,0.27,,,,,,,,,,,,,,,,,1.03,12.57,2.07,34.14,,,,,,,,,0.48,6.7,3.86,57.5,,,,,,,5.07,104.3,68.89,1398.07
Himachal Pradesh2013,2013,,,,,2.33,43.71,,,10.39,430.8,2.77,34.04,1.17,26.7,4.54,100.08,4.56,153.83,,,,,,,,,,,,,,,,,,,,,,,,,2.62,63.39,,,,,,,,,,,,,,,23.91,271.07,,,,,3.75,46.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,12.38,1.69,32.99,6.07,0.33,,,,,,,,,,,,,,,,,1.1,13.55,2.25,39.51,,,,,,,,,0.73,11.53,3.89,61.83,,,,,,,5.54,118.29,72,1465.96
Himachal Pradesh2014,2014,,,,,2.46,46.27,,,10.82,475.96,2.86,35.85,1.19,27.18,5.2,117,4.84,158.32,,,,,,,,,,,,,,,,,,,,,,,,,2.62,63.58,,,,,,,,,,,,,,,23.63,277.73,,,,,3.78,47.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,14.99,1.82,35.6,6.78,0.37,,,,,,,,,,,,,,,,,1.15,14.2,2.42,55.27,,,,,,,,,0.77,12.65,3.96,68.24,,,,,,,5.61,119.73,73.89,1576.47
Himachal Pradesh2015,2015,,,,,2.54,47.96,,,11.04,485.53,2.92,38.78,1.23,27.73,5.28,119.01,4.9,160.76,,,,,,,,,,,,,,,,,,,,,,,,,2.75,66.35,,,,,,,,,,,,,,,23.59,276.38,,,,,3.72,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,15.44,1.92,39.01,7.25,0.39,,,,,,,,,,,,,,,,,1.16,14.54,2.48,57.42,,,,,,,,,0.8,13.14,4.21,72.41,,,,,,,5.91,122.3,75.25,1608.57
Jharkhand,Jharkhand,44.93,627.04,,,14.86,254.65,,,18.16,230.21,3.12,75.42,22.95,219.66,20.7,258.25,23.91,292.96,,,0.28,3.61,,,,,,,,,,,1.68,13.99,1.46,12.33,,,,,,,,,,,,,,,,,,,,,,,,,13.84,192.23,,,10.38,154.58,,,,,,,,,,,,,,,,,,,,,,,0.88,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,11.74,5.64,0.48,,,,,,,,,,,,,,,,,11.98,144.87,,,0.05,0.28,,,,,,,,,,,,,,,,,19.01,272.38,209.63,2777.14
Jharkhand2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand2015,2015,44.93,627.04,,,14.86,254.65,,,18.16,230.21,3.12,75.42,22.95,219.66,20.7,258.25,23.91,292.96,,,0.28,3.61,,,,,,,,,,,1.68,13.99,1.46,12.33,,,,,,,,,,,,,,,,,,,,,,,,,13.84,192.23,,,10.38,154.58,,,,,,,,,,,,,,,,,,,,,,,0.88,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,11.74,5.64,0.48,,,,,,,,,,,,,,,,,11.98,144.87,,,0.05,0.28,,,,,,,,,,,,,,,,,19.01,272.38,209.63,2777.14
Karnataka,Karnataka,584.09,5873.52,23.44,306.56,1768.71,26831.22,,,572.91,18228,79.4,671.94,173.32,4266.4,40.45,712.02,82.58,1707.67,33.45,508.38,18.19,451.64,,,18.52,52.53,39.15,369.36,,,,,2.38,28.57,25.67,232.6,9.62,130.99,,,,,,,,,13.43,305,7.48,196.63,,,6.09,91.13,,,,,,,12.73,166.76,28.43,206.5,123.19,1341.6,,,,,,,,,,,,,,,,,15.45,244.95,,,,,61.19,946.11,42.24,358.15,27.93,267.33,,,32.56,327.86,25.49,418.87,,,,,,,,,9.94,124.74,3.23,133.31,,,,,,,,,47.48,524.61,776.42,41.69,,,,,,,22.77,395.73,,,,,,,,,352.97,5069.26,,,25.97,411.35,,,,,,,,,,,17.47,115.08,,,,,14.04,150.59,4400.53,72939.76
Karnataka1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka2004,2004,55.82,354.21,,,134.97,969.67,,,43.2,1142.4,,,14.32,313.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,106.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.84,2885.9
Karnataka2005,2005,75.77,725.37,,,147.99,2644.79,,,43.65,1267.96,,,14.23,325.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23,104.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.78,5068.26
Karnataka2006,2006,65.51,682.16,3.15,39.09,152.32,2721.35,,,46.07,1315.77,7.2,58.04,19.26,467.93,3.67,65.98,7.3,150.79,2.19,43.73,1.48,40.1,,,1.37,2.91,3.25,28.52,,,,,,,2.34,20.36,0.78,11.91,,,,,,,,,1.26,29.16,0.7,19.4,,,0.68,8.79,,,,,,,1.37,19.01,2.72,18.59,10.19,117.94,,,,,,,,,,,,,,,,,0.89,15.85,,,,,5.74,89.76,7.39,54.81,2.71,26.22,,,2.85,26.99,2.5,38.17,,,,,,,,,1.42,18.92,0.51,22.51,,,,,,,,,4.87,54.98,75.38,3.97,,,,,,,2.3,42.71,,,,,,,,,30.65,378.6,,,2.42,31.5,,,,,,,,,,,1.67,9.76,,,,,1.82,18.35,404.2,6765.65
Karnataka2007,2007,67.9,572.45,2.81,34.15,157.29,2887.4,,,50.88,1498.88,7.67,69.6,14.88,362.08,4.13,74.28,8.19,170.22,2.33,43.03,1.75,44.1,,,1.74,4.94,3.27,27.7,,,,,,,2.52,22.84,0.93,14.04,,,,,,,,,1.23,28.99,0.67,20.23,,,0.82,15.17,,,,,,,1.5,15.9,2.61,17.71,9.66,102.84,,,,,,,,,,,,,,,,,1.19,19.66,,,,,5.88,90.9,4.68,35.79,3.01,28.48,,,2.98,29.58,2.47,41.76,,,,,,,,,1.01,12.84,0.19,7.01,,,,,,,,,4.85,52.33,79.86,4.15,,,,,,,2.44,42.9,,,,,,,,,37.84,554.1,,,2.07,30.44,,,,,,,,,,,1.7,12.49,,,,,1.24,11.83,418.21,7076.03
Karnataka2008,2008,77.07,435.06,2.38,30.35,134.53,2158.31,,,46.06,1504.77,8.15,68,15.18,361.84,4.76,85.27,8.47,167.8,2.48,44.33,1.7,41.6,,,1.92,5.21,3.52,32.2,,,,,,,2.65,23.11,1,14.13,,,,,,,,,1.34,29.16,0.76,18.97,,,0.86,14.23,,,,,,,1.5,17.24,2.75,19.8,10.74,112.68,,,,,,,,,,,,,,,,,1.28,23.2,,,,,6.57,101.36,4.49,35.01,3.34,31.38,,,3.5,33.37,2.66,45.29,,,,,,,,,1.02,13,0.2,7.19,,,,,,,,,5.12,57.57,86.74,4.66,,,,,,,2.37,41.36,,,,,,,,,40.72,708.48,,,2.62,44.07,,,,,,,,,,,1.82,11.72,,,,,3.67,46.84,411.56,6470.14
Karnataka2009,2009,37.92,378.29,2.56,32.76,180.78,2458.88,,,48.2,1664.71,8.49,73.7,13.63,340.27,4.33,73.72,8.97,178.24,8.44,64.17,1.78,47.02,,,1.93,4.18,4.04,33.68,,,,,,,2.83,25.06,1.04,13.61,,,,,,,,,1.44,31.55,0.78,18.21,,,0.62,8.44,,,,,,,1.17,14.67,3.15,22.49,11.46,124.55,,,,,,,,,,,,,,,,,1.4,25.44,,,,,6.83,103.49,4.14,33.93,3.02,28.21,,,3.52,34.22,2.91,49.2,,,,,,,,,0.92,12.18,0.28,10.1,,,,,,,,,5.28,58.59,92.09,4.85,,,,,,,2.45,41.28,,,,,,,,,40.01,562.02,,,2.76,40.07,,,,,,,,,,,1.91,11.75,,,,,0.93,8.61,424.36,6719.02
Karnataka2010,2010,43.45,462.75,2.71,35.19,172.13,2381.07,,,54.31,1906.88,8.8,73.32,16.48,421.26,4.52,77.95,9.38,189.07,3.62,63.91,2.01,47.49,,,1.94,6.28,4.81,44.36,,,,,,,2.92,25.02,1.15,15.16,,,,,,,,,1.54,34.22,0.93,23.99,,,0.61,6.21,,,,,,,1.05,12.41,3.59,25.82,12.29,131.34,,,,,,,,,,,,,,,,,1.49,20.22,,,,,7.05,98.21,3.76,30.77,3.03,28.56,,,3.7,36.05,3.07,50.99,,,,,,,,,0.97,12.63,0.38,15.42,,,,,,,,,5.3,60.17,90.52,4.9,,,,,,,2.47,39.93,,,,,,,,,39.06,553.62,,,2.78,41.53,,,,,,,,,,,1.9,11.79,,,,,0.98,9.29,428.73,7083.05
