Key,Row Labels,Sum of  Potato Area (000Ha),Sum of  Potato Production (000t),Sum of  Sweet Potato Area (000Ha),Sum of  Sweet Potato Production (000t),Sum of  Onion Area (000Ha),Sum of  Onion Production (000t),Count of  Green onion Area (000Ha),Count of  Green onion Production (000t),Sum of  Tomato Area (000Ha),Sum of  Tomato Production (000t),Sum of  Ladys finger Area (000Ha),Sum of  Ladys finger Production (000t),Sum of  Brinjal Area (000Ha),Sum of  Brinjal Production (000t),Sum of  Cauliflower Area (000Ha),Sum of  Cauliflower Production (000t),Sum of  Cabbage Area (000Ha),Sum of  Cabbage Production (000t),Sum of  Knol Khol Area (000Ha),Sum of  Knol Khol Production (000t),Sum of  Pumpkin Area (000Ha),Sum of  Pumpkin Production (000t),Sum of  Mushroom Area (000Ha),Sum of  Mushroom Production (000t),Sum of  Drum Stick Area (000Ha),Sum of  Drum Stick Production (000t),Sum of  Ridge Gourd Area (000Ha),Sum of  Ridge Gourd Production (000t),Sum of  Ghosali Area (000Ha),Sum of  Ghosali Production (000t),Sum of  Sponge Gourd Area (000Ha),Sum of  Sponge Gourd Production (000t),Sum of  Bottle Gourd Area (000Ha),Sum of  Bottle Gourd Production (000t),Sum of  Bitter Gourd Area (000Ha),Sum of  Bitter Gourd Production (000t),Sum of  Snake gourd Area (000Ha),Sum of  Snake gourd Production (000t),Sum of  Tinda Area (000Ha),Sum of  Tinda Production (000t),Sum of  Kundru/Perwal Area (000Ha),Sum of  Kundru/Perwal Production (000t),Sum of  Cucurbits Area (000Ha),Sum of  Cucurbits Production (000t),Sum of  Pointed gourd Area (000Ha),Sum of  Pointed gourd Production (000t),Sum of  Ashgourd Area (000Ha),Sum of  Ashgourd Production (000t),Sum of  Little Gourd Area (000Ha),Sum of  Little Gourd Production (000t),Sum of Gourds &  Coccinia Area (000Ha),Sum of Gourds &  Coccinia Production (000t),Sum of Other Gourd Varieties Area (000Ha),Sum of Other Gourd Varieties Production (000t),Sum of  Gourds Area (000Ha),Sum of  Gourds Production (000t),Sum of  Cowpea Area (000Ha),Sum of  Cowpea Production (000t),Sum of  Green Peas Area (000Ha),Sum of  Green Peas Production (000t),Sum of  Peas Area (000Ha),Sum of  Peas Production (000t),Sum of  Cluster beans Area (000Ha),Sum of  Cluster beans Production (000t),Sum of  Beans Area (000Ha),Sum of  Beans Production (000t),Sum of  French Bean Area (000Ha),Sum of  French Bean Production (000t),Sum of Beans (All Inc Lab-lab(Sem) Area (000Ha),Sum of Beans (All Inc Lab-lab(Sem) Production (000t),Sum of  Lab Lab Area (000Ha),Sum of  Lab Lab Production (000t),Sum of  Avarai Area (000Ha),Sum of  Avarai Production (000t),Sum of  Karamani Area (000Ha),Sum of  Karamani Production (000t),Sum of  Mogri Area (000Ha),Sum of  Mogri Production (000t),Sum of  Kakri Area (000Ha),Sum of  Kakri Production (000t),Sum of  Kheera Area (000Ha),Sum of  Kheera Production (000t),Sum of  Gherkins Area (000Ha),Sum of  Gherkins Production (000t),Sum of Long melon (Kakri) Area (000Ha),Sum of Long melon (Kakri) Production (000t),Sum of  Kachari Area (000Ha),Sum of  Kachari Production (000t),Sum of  Cucumber Area (000Ha),Sum of  Cucumber Production (000t),Sum of  Leafy Veg. Area (000Ha),Sum of  Leafy Veg. Production (000t),Sum of  Spinach (Palak) Area (000Ha),Sum of  Spinach (Palak) Production (000t),Sum of  Math/Rajgira Area (000Ha),Sum of  Math/Rajgira Production (000t),Sum of  Methi Area (000Ha),Sum of  Methi Production (000t),Sum of  Amaranthus Area (000Ha),Sum of  Amaranthus Production (000t),Sum of  Jimikand Area (000Ha),Sum of  Jimikand Production (000t),Sum of  Yam Area (000Ha),Sum of  Yam Production (000t),Sum of  Elephant Yam Area (000Ha),Sum of  Elephant Yam Production (000t),Sum of  Ratalu Area (000Ha),Sum of  Ratalu Production (000t),Sum of  Tapioca Area (000Ha),Sum of  Tapioca Production (000t),Sum of  Amorphospholus Area (000Ha),Sum of  Amorphospholus Production (000t),Sum of  Mooli Area (000Ha),Sum of  Mooli Production (000t),Sum of  Colocasia Area (000Ha),Sum of  Colocasia Production (000t),Sum of  Arbi Area (000Ha),Sum of  Arbi Production (000t),Sum of  Turnip Area (000Ha),Sum of  Turnip Production (000t),Sum of  Radish Area (000Ha),Sum of  Radish Production (000t),Sum of  Carrot Production (000t),Sum of  Carrot Area (000Ha),"Sum of Radish, Turnip & Carrot Area (000Ha)","Sum of Radish, Turnip & Carrot Production (000t)","Sum of   Root 
crops Area (000Ha)","Sum of   Root 
crops Production (000t)",Sum of Other Root crops Area (000Ha),Sum of Other Root crops Production (000t),Sum of  Beetroot Area (000Ha),Sum of  Beetroot Production (000t),Sum of  Wall (pawata) Area (000Ha),Sum of  Wall (pawata) Production (000t),Sum of  Wal Area (000Ha),Sum of  Wal Production (000t),Sum of  Vine Crops Area (000Ha),Sum of  Vine Crops Production (000t),Sum of  Oal Area (000Ha),Sum of  Oal Production (000t),Sum of  Green Chillies Area (000Ha),Sum of  Green Chillies Production (000t),Sum of Capsicum &  Chillies Area (000Ha),Sum of Capsicum &  Chillies Production (000t),Sum of  Capsicum Area (000Ha),Sum of  Capsicum Production (000t),Count of  Shimla Mirchi Area (000Ha),Count of  Shimla Mirchi Production (000t),Sum of  Water Melon Area (000Ha),Sum of  Water Melon Production (000t),Sum of  Musk Melon Area (000Ha),Sum of  Musk Melon Production (000t),Sum of  Turmeric Area (000Ha),Sum of  Turmeric Production (000t),Sum of  Garlic Area (000Ha),Sum of  Garlic Production (000t),Sum of  Curry leaves Area (000Ha),Sum of  Curry leaves Production (000t),Sum of  Mint Area (000Ha),Sum of  Mint Production (000t),Sum of Green Coriander Area (000Ha),Sum of Green Coriander Production (000t),Sum of Other Vegetables Area (000Ha),Sum of Other Vegetables Production (000t),Sum of Total  Vegetables Area (000Ha),Sum of Total  Vegetables Production (000t)
Assam2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam2001,2001,80.06,620.6,8.35,28.85,7.43,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,9.9,,,,,,,,,,,,,,,,,,,,,,,113.62,690.73
Assam2002,2002,75.51,589.92,8.27,28.48,7.49,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,9.8,,,,,,,,,,,,,,,,,,,,,,,108.98,659.12
Assam2003,2003,78.03,543.1,8.22,28.4,7.36,17.19,,,13.96,326.32,9.55,119.01,13.02,170.24,16.65,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.66,1451.17
Assam2004,2004,73.14,589.11,8.06,28.02,7.16,16.81,,,14.14,327.89,9.59,120.01,13.11,171.53,16.97,251.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.04,1504.93
Assam2005,2005,69.66,353.72,7.29,25.88,7.76,18.3,,,14.42,336.29,9.78,121.88,13.18,172.83,17.09,253.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.07,1281.99
Assam2006,2006,77.72,504.6,8.15,28.45,6.89,16.77,,,15.39,354.51,10.2,127.26,15.11,195.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.42,1227.31
Assam2007,2007,75.22,520.85,6.94,24.33,6.74,16.34,,,15.51,357.22,10.35,127.89,15.23,198.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.95,1244.88
Assam2008,2008,78.31,515.75,6.37,22.35,6.97,16.84,,,16.16,375.43,10.76,137.13,15.7,245.44,20.28,347.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.49,1660.54
Assam2009,2009,82.64,600.14,6.8,23.98,6.82,15.82,,,16.32,382.43,10.95,140.99,16.23,254.61,20.7,356.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.37,1774.84
Assam2010,2010,85.05,657.65,6.2,21.4,6.93,15.43,,,16.66,387.25,11.12,147.79,16.15,244.21,20.88,328.86,30.66,629.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.52,2432.2
Assam2011,2011,97.84,682.58,6.59,25.79,7.39,22.61,,,16.98,397.75,11.29,154.42,16.51,260.08,21.3,337.36,30.98,640.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.73,2520.95
Assam2012,2012,95.45,708.65,6.3,25.98,7.15,25.9,,,17.31,402.53,11.52,169.13,16.83,267.96,21.72,449.26,31.57,652.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.72,2701.94
Assam2013,2013,97.99,700.15,6.07,30.54,7.45,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,16.46,,,,,,,,,,,,,,,,,,,,,,,133.48,803.59
Assam2014,2014,104.53,783.78,6.23,32.9,8.32,32.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,30.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63,17.32,,,,,,,,,,,,,,,,,,,,,,,141.95,896.43
Assam2015,2015,103.86,694,5.44,29.36,8.53,80.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96,17.77,,,,,,,,,,,,,,,,,,,,,,,140.87,850.56
Bihar,Bihar,1581.01,29964.24,3.01,41.65,267.85,5829.47,,,232.09,5206.85,291.58,3906.16,282.23,5961.98,319.29,5361.84,198.43,3575.68,,,0.56,34.13,,,,,26.55,166.09,,,110.9,1552.79,175.2,3269.36,48.36,346.93,,,,,,,,,32.51,371.94,1.7,40.41,,,,,,,,,41.23,334.36,,,49.6,344.23,,,35.2,218.2,,,,,,,,,,,,,,,,,,,,,,,13.36,202.65,,,,,,,,,,,,,,,1,72.4,,,,,,,,,3.13,35.47,,,,,96.62,1251.62,274.19,32.31,,,,,,,,,,,,,,,2.03,92.79,209.14,2237.78,,,,,,,,,,,,,,,,,,,,,146.36,2059.78,4200.62,72751.86
Bihar1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2009,2009,313.58,5387.22,0.34,6.99,52.74,1016.07,,,46.52,1043.79,58.26,766.6,55.31,1198.65,62.25,1080.13,38.66,689.94,,,,,,,,,8.54,51.26,,,36.5,504.18,31.12,645.34,9.23,65.47,,,,,,,,,5.91,62.99,0.39,9.15,,,,,,,,,13,101.75,,,9.26,63.52,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,19.58,,,,,,,,,,,,,,,,,,,,,,,,,0.87,9.59,,,,,15.68,245.21,52.67,4.51,,,,,,,,,,,,,,,0.51,23.62,39.5,453.85,,,,,,,,,,,,,,,,,,,,,29.34,416.56,833.68,13913.78
Bihar2010,2010,314.22,5784.29,0.41,8.31,53.24,1082.01,,,46.8,1056.29,58.52,788.28,55.68,1215.7,62.65,1118.76,39.18,711.13,,,,,,,,,8.86,54.52,,,37.02,512.88,31.45,657.71,9.69,70.01,,,,,,,,,6.46,69.49,0.59,13.8,,,,,,,,,14.09,111.55,,,9.59,67.19,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,22.9,,,,,,,,,,,,,,,,,,,,,,,,,1.05,11.69,,,,,16.02,252.34,55.36,4.74,,,,,,,,,,,,,,,0.73,32.24,39.8,461.28,,,,,,,,,,,,,,,,,,,,,29.79,428.11,842.44,14585.41
Bihar2011,2011,315.17,6101.72,0.46,9.55,53.85,1236.75,,,47.17,1104.76,59,825.28,56.13,1271.57,62.98,1155.15,39.57,735,,,0.56,8.13,,,,,9.15,60.31,,,37.38,535.73,32.03,703.11,10.04,76.85,,,,,,,,,6.94,100.26,0.72,17.46,,,,,,,,,14.14,121.06,,,9.95,82.12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,26.17,,,,,,,,,,,,,,,,,,,,,,,,,1.21,14.19,,,,,16.32,261.07,59.36,4.86,,,,,,,,,,,,,,,0.79,36.93,40.24,486.05,,,,,,,,,,,,,,,,,,,,,29.23,424.31,849.86,15452.55
Bihar2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar2014,2014,318.9,6345.5,0.9,8.4,54,1247.3,,,45.8,1001,57.9,763,57.5,1138,65.7,1003.9,40.5,719.8,,,0,13,,,,,,,,,,,40.3,631.6,9.7,67.3,,,,,,,,,6.6,69.6,,,,,,,,,,,,,,,10.4,65.7,,,17.6,109.1,,,,,,,,,,,,,,,,,,,,,,,3.6,67,,,,,,,,,,,,,,,0.5,36.2,,,,,,,,,,,,,,,24.3,246.5,53.4,9.1,,,,,,,,,,,,,,,,,44.8,418.3,,,,,,,,,,,,,,,,,,,,,29,395.4,837.1,14400
Bihar2015,2015,319.14,6345.51,0.9,8.4,54.02,1247.34,,,45.8,1001.01,57.9,763,57.61,1138.06,65.71,1003.9,40.52,719.81,,,,13,,,,,,,,,,,40.3,631.6,9.7,67.3,,,,,,,,,6.6,69.6,,,,,,,,,,,,,,,10.4,65.7,,,17.6,109.1,,,,,,,,,,,,,,,,,,,,,,,3.6,67,,,,,,,,,,,,,,,0.5,36.2,,,,,,,,,,,,,,,24.3,246.5,53.4,9.1,,,,,,,,,,,,,,,,,44.8,418.3,,,,,,,,,,,,,,,,,,,,,29,395.4,837.54,14400.12
Chhattisgarh,Chhattisgarh,394.96,5456.59,42.31,429.75,156.3,2403.71,,,511.75,7092.51,282.06,2899.27,314.6,5056.63,197.69,3277.44,163.11,2794.89,40,499.46,69.81,820.19,0,0,14.29,77.4,0.8,8.1,,,21.74,186.39,104.91,1819.44,77.45,877.75,,,0.27,2.56,27.51,348.06,,,,,,,,,,,,,,,135.75,1467.91,115.06,1040.86,,,39.19,290.56,51.73,443.96,,,,,,,,,,,,,0.18,1.56,0.24,2.14,,,,,,,,,64.55,574.09,,,,,,,,,32.26,251.39,,,,,,,,,,,,,2.72,29.49,74.79,1005.79,,,63.67,1207.74,161.82,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.77,5945.84,3780.57,46470.4
Chhattisgarh2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh2004,2004,11.72,128.73,2.72,27.44,3.91,41.89,,,20.38,206.69,10.23,101.83,11.16,123.54,5.84,61.84,4.62,51.43,0.91,9.61,5.86,66.88,0,0,,,0.8,8.1,,,0.33,3.44,2.68,26.37,1.56,15.42,,,0.27,2.56,0.5,5.02,,,,,,,,,,,,,,,4.19,43.69,7.62,76.13,,,1.27,12.71,,,,,,,,,,,,,,,0.18,1.56,0.24,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,29.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85,203.24,123.49,1249.74
Chhattisgarh2005,2005,18.74,290.02,3.04,38.21,6.79,96.92,,,29.21,365.81,18.09,184.7,19.46,266.42,9.59,123.53,6.8,114.04,1.14,18.51,4.86,50.47,,,0.29,1.63,,,,,1.64,23.86,3.49,74.49,4.1,32.97,,,,,1.52,33.25,,,,,,,,,,,,,,,7.33,52.39,7.17,50.84,,,2.36,17.44,1.81,23.19,,,,,,,,,,,,,,,,,,,,,,,,,0.93,13.95,,,,,,,,,0.49,5.17,,,,,,,,,,,,,,,4.15,48.69,,,1.1,15.2,2.15,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.56,487.76,195.64,2431.54
Chhattisgarh2006,2006,29.27,384.82,3.88,45.38,7.98,108.71,,,50,376.82,21.01,167.85,23.93,285.95,10.41,110.14,8.04,105.67,1.48,17.08,7.23,68.79,,,0.31,1.02,,,,,1.48,15.52,6.29,69.5,3.94,28.43,,,,,1.74,32.41,,,,,,,,,,,,,,,7.77,41.39,8.59,49.26,,,2.31,11.66,3.09,18.31,,,,,,,,,,,,,,,,,,,,,,,,,1.76,12.3,,,,,,,,,0.7,5.27,,,,,,,,,,,,,,,4.47,42.68,,,1.49,19.59,1.7,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,319.67,236.1,2339.79
Chhattisgarh2007,2007,31.05,346.5,3.7,32.61,8.8,136.75,,,37.72,404.15,23.01,202.44,22.36,327.5,16.63,251.93,11.3,177.41,3.33,37.57,5.27,58.52,,,0.85,2.87,,,,,1.58,10.59,7.65,125.35,5.13,50.29,,,,,2.07,22.74,,,,,,,,,,,,,,,11.59,46.26,9.89,44.77,,,3.25,22.21,4.14,34.54,,,,,,,,,,,,,,,,,,,,,,,,,5.53,37.48,,,,,,,,,3.03,17.77,,,,,,,,,,,,,,,7.74,106.08,,,3.9,65.73,13.12,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,349.59,292.57,2924.6
Chhattisgarh2008,2008,32.17,358.56,3.76,33.32,8.8,138.42,,,39.25,420.37,23.49,207.57,24.3,355.5,16.14,241.48,13.65,213.75,3.7,41.55,4.85,53.81,,,0.8,2.75,,,,,1.69,11.35,8.48,138.68,5.11,50.29,,,,,2.68,29.17,,,,,,,,,,,,,,,11.43,45.65,10.3,46.23,,,3.47,23.51,4.39,36.77,,,,,,,,,,,,,,,,,,,,,,,,,5.38,36.29,,,,,,,,,3.49,20.37,,,,,,,,,,,,,,,7.26,99.31,,,4.1,69.11,13.77,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.29,355.41,302.54,3042.75
Chhattisgarh2009,2009,32.6,449.77,3.66,32.43,9.08,160.32,,,41.31,600.64,23.87,217.32,25.22,374.51,16.09,268.89,13.68,227.84,3.86,50.17,5.33,61.35,,,1.42,5.18,,,,,1.93,14.53,8.47,152.51,6.14,59.56,,,,,2.76,32.69,,,,,,,,,,,,,,,11.67,39.09,10.57,96.63,,,3.87,27.12,4.6,38.06,,,,,,,,,,,,,,,,,,,,,,,,,5.73,42.35,,,,,,,,,3.63,22.51,,,,,,,,,,,,,,,7.26,101.24,,,4.67,118.74,15.79,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.94,377.51,313.13,3586.55
