Key, State Code, State name, District code, District name, Year,Chilli Area (000Ha),Chilli Production (000Tonnes),Dry Chillies Area (000Ha),Dry Chillies Production (000Tonnes),Paprika Area (000Ha),Paprika Production (000Tonnes),Methi Area (000Ha),Methi Production (000Tonnes),Ajwain Area (000Ha),Ajwain Production (000Tonnes),Karayat Area (000Ha),Karayat Production (000Tonnes),Cumin Area (000Ha),Cumin Production (000Tonnes),Black Cumin Area (000Ha),Black Cumin Production (000Tonnes),Fennel Area (000Ha),Fennel Production (000Tonnes),Fenugreek Area (000Ha),Fenugreek Production (000Tonnes),Isabgul Area (000Ha),Isabgul Production (000Tonnes),Suva Area (000Ha),Suva Production (000Tonnes),Dill Area (000Ha),Dill Production (000Tonnes),Tamarind Area (000Ha),Tamarind Production (000Tonnes),Clove Area (000Ha),Clove Production (000Tonnes),Cinnamom Area (000Ha),Cinnamom Production (000Tonnes),Cloves & Cinnamon Area (000Ha),Cloves & Cinnamon Production (000Tonnes),Vanilla Area (000Ha),Vanilla Production (000Tonnes),Mint Area (000Ha),Mint Production (000Tonnes),Betelvine Area (000Ha),Betelvine Production (000Tonnes),Pepper Area (000Ha),Pepper Production (000Tonnes),Red Pepper  Area (000Ha),Red Pepper  Production (000Tonnes),Black Pepper Area (000Ha),Black Pepper Production (000Tonnes),Radhuni Area (000Ha),Radhuni Production (000Tonnes),Cocoa Area (000Ha),Cocoa Production (000Tonnes),Ginger Area (000Ha),Ginger Production (000Tonnes),Ginger (Dry) Area (000Ha),Ginger (Dry) Production (000Tonnes),Garlic Area (000Ha),Garlic Production (000Tonnes),Turmeric Area (000Ha),Turmeric Production (000Tonnes),Cardamom Area (000Ha),Cardamom Production (000Tonnes),Coriander Area (000Ha),Coriander Production (000Tonnes),Other Spices Area (000Ha),Other Spices Production (000Tonnes),Total Spices Area (000Ha),Total Spices Production (000Tonnes),
199201312,12,Uttar Pradesh,199,Bareilly,2013,.,.,0.05,0.04,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.05,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.53,0.06,0.18,.,.,0.01,0.01,.,.,0.30,0.82,
199201412,12,Uttar Pradesh,199,Bareilly,2014,.,.,0.06,0.04,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.06,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.56,0.07,0.19,.,.,0.01,0.01,.,.,0.31,0.86,
199201512,12,Uttar Pradesh,199,Bareilly,2015,.,.,0.12,0.09,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.06,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.54,0.04,0.12,.,.,0.01,0.01,.,.,0.35,0.83,
199201612,12,Uttar Pradesh,199,Bareilly,2016,.,.,0.12,0.09,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.06,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,0.55,0.04,0.12,.,.,0.01,0.01,.,.,0.35,0.84,
200201312,12,Uttar Pradesh,200,Budaun,2013,.,.,0.25,0.20,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.74,4.32,0.31,0.87,.,.,0.06,0.03,.,.,1.41,5.47,
200201412,12,Uttar Pradesh,200,Budaun,2014,.,.,0.26,0.21,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.77,4.54,0.32,0.91,.,.,0.06,0.03,.,.,1.47,5.73,
200201512,12,Uttar Pradesh,200,Budaun,2015,.,.,0.53,0.42,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.75,4.41,0.18,0.52,.,.,0.06,0.03,.,.,1.57,5.43,
200201612,12,Uttar Pradesh,200,Budaun,2016,.,.,0.53,0.43,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.76,4.45,0.18,0.52,.,.,0.06,0.03,.,.,1.59,5.48,
201201312,12,Uttar Pradesh,201,Moradabad,2013,.,.,0.60,0.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.10,0.00,0.00,.,.,.,.,.,.,0.62,0.59,
201201412,12,Uttar Pradesh,201,Moradabad,2014,.,.,0.63,0.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.10,.,.,.,.,.,.,.,.,0.65,0.61,
201201512,12,Uttar Pradesh,201,Moradabad,2015,.,.,1.27,1.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.10,0.00,0.00,.,.,.,.,.,.,1.29,1.13,
201201612,12,Uttar Pradesh,201,Moradabad,2016,.,.,1.29,1.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.10,0.00,0.00,.,.,.,.,.,.,1.31,1.15,
202201312,12,Uttar Pradesh,202,Shahjahanpur,2013,.,.,0.08,0.06,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.06,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.57,0.03,0.07,.,.,0.18,0.10,.,.,0.44,0.86,
202201412,12,Uttar Pradesh,202,Shahjahanpur,2014,.,.,0.08,0.07,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.06,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.60,0.04,0.11,.,.,0.19,0.10,.,.,0.48,0.94,
202201512,12,Uttar Pradesh,202,Shahjahanpur,2015,.,.,0.16,0.13,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.07,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.58,0.03,0.08,.,.,0.19,0.10,.,.,0.55,0.97,
202201612,12,Uttar Pradesh,202,Shahjahanpur,2016,.,.,0.17,0.13,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.07,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.59,0.03,0.08,.,.,0.19,0.10,.,.,0.55,0.97,
203201312,12,Uttar Pradesh,203,Pilibhit,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.24,0.00,0.01,.,.,.,.,.,.,0.04,0.25,
203201412,12,Uttar Pradesh,203,Pilibhit,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.25,0.00,0.01,.,.,.,.,.,.,0.04,0.26,
203201512,12,Uttar Pradesh,203,Pilibhit,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.24,0.10,0.29,.,.,.,.,.,.,0.14,0.54,
203201612,12,Uttar Pradesh,203,Pilibhit,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.25,0.10,0.29,.,.,.,.,.,.,0.14,0.54,
204201312,12,Uttar Pradesh,204,Rampur,2013,.,.,0.11,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.18,1.07,0.01,0.03,.,.,0.01,0.01,.,.,0.32,1.20,
204201412,12,Uttar Pradesh,204,Rampur,2014,.,.,0.12,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,1.12,.,.,.,.,0.01,0.01,.,.,0.32,1.22,
204201512,12,Uttar Pradesh,204,Rampur,2015,.,.,0.23,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,1.09,0.01,0.03,.,.,0.01,0.01,.,.,0.44,1.32,
204201612,12,Uttar Pradesh,204,Rampur,2016,.,.,0.24,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.19,1.10,0.01,0.03,.,.,0.01,0.01,.,.,0.45,1.33,
205201312,12,Uttar Pradesh,205,Bijnor,2013,.,.,0.01,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,0.01,0.01,
205201412,12,Uttar Pradesh,205,Bijnor,2014,.,.,0.01,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,0.01,0.01,
205201512,12,Uttar Pradesh,205,Bijnor,2015,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.01,
205201612,12,Uttar Pradesh,205,Bijnor,2016,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.01,
206201312,12,Uttar Pradesh,206,Farrukhabad,2013,.,.,0.20,0.16,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.01,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.37,8.05,.,.,.,.,0.01,0.00,.,.,1.61,8.24,
206201412,12,Uttar Pradesh,206,Farrukhabad,2014,.,.,0.21,0.17,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.01,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.43,8.44,.,.,.,.,0.01,0.00,.,.,1.68,8.64,
206201512,12,Uttar Pradesh,206,Farrukhabad,2015,.,.,0.41,0.34,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.01,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.40,8.21,.,.,.,.,0.01,0.00,.,.,1.86,8.58,
206201612,12,Uttar Pradesh,206,Farrukhabad,2016,.,.,0.42,0.35,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.03,0.01,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.42,8.29,.,.,.,.,0.01,0.00,.,.,1.88,8.67,
207201312,12,Uttar Pradesh,207,Etawah,2013,.,.,0.12,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.24,24.84,0.00,0.00,.,.,0.01,0.00,.,.,4.37,24.95,
207201412,12,Uttar Pradesh,207,Etawah,2014,.,.,0.13,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.41,26.06,0.00,0.00,.,.,0.01,0.00,.,.,4.54,26.16,
207201512,12,Uttar Pradesh,207,Etawah,2015,.,.,0.25,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.33,25.34,0.00,0.00,.,.,0.01,0.00,.,.,4.58,25.55,
207201612,12,Uttar Pradesh,207,Etawah,2016,.,.,0.26,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.37,25.60,0.00,0.00,.,.,0.01,0.00,.,.,4.63,25.81,
209201312,12,Uttar Pradesh,209,Fatehpur,2013,.,.,2.40,1.94,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.06,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.01,5.91,0.06,0.18,.,.,0.88,0.48,.,.,4.42,8.57,
209201412,12,Uttar Pradesh,209,Fatehpur,2014,.,.,2.50,2.02,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.07,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.05,6.20,0.07,0.19,.,.,0.93,0.51,.,.,4.62,8.98,
209201512,12,Uttar Pradesh,209,Fatehpur,2015,.,.,5.06,4.09,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.07,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.03,6.03,0.07,0.21,.,.,0.92,0.51,.,.,7.15,10.90,
209201612,12,Uttar Pradesh,209,Fatehpur,2016,.,.,5.13,4.16,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.07,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.04,6.09,0.07,0.21,.,.,0.93,0.51,.,.,7.25,11.04,
210201312,12,Uttar Pradesh,210,Allahabad,2013,.,.,0.12,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.11,.,.,.,.,0.02,0.01,.,.,0.16,0.21,
210201412,12,Uttar Pradesh,210,Allahabad,2014,.,.,0.13,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.11,.,.,.,.,0.02,0.01,.,.,0.16,0.22,
210201512,12,Uttar Pradesh,210,Allahabad,2015,.,.,0.26,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.11,.,.,.,.,0.02,0.01,.,.,0.29,0.32,
210201612,12,Uttar Pradesh,210,Allahabad,2016,.,.,0.26,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.11,.,.,.,.,0.02,0.01,.,.,0.29,0.33,
211201312,12,Uttar Pradesh,211,Jhansi,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.32,.,.,0.01,0.05,0.03,0.08,.,.,0.01,0.00,.,.,0.12,0.47,
211201412,12,Uttar Pradesh,211,Jhansi,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.34,.,.,0.01,0.06,0.03,0.08,.,.,0.01,0.00,.,.,0.13,0.49,
211201512,12,Uttar Pradesh,211,Jhansi,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.35,.,.,0.01,0.06,0.03,0.08,.,.,0.01,0.00,.,.,0.13,0.50,
211201612,12,Uttar Pradesh,211,Jhansi,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.35,.,.,0.01,0.06,0.03,0.08,.,.,0.01,0.00,.,.,0.13,0.50,
212201312,12,Uttar Pradesh,212,Lalitpur,2013,.,.,0.03,0.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.66,3.40,.,.,.,.,0.00,0.01,.,.,0.05,0.03,.,.,0.75,3.46,
212201412,12,Uttar Pradesh,212,Lalitpur,2014,.,.,0.03,0.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.69,3.54,.,.,.,.,0.00,0.01,.,.,0.06,0.03,.,.,0.78,3.60,
212201512,12,Uttar Pradesh,212,Lalitpur,2015,.,.,0.06,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,3.57,.,.,.,.,0.01,0.04,.,.,0.06,0.03,.,.,0.83,3.69,
212201612,12,Uttar Pradesh,212,Lalitpur,2016,.,.,0.06,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.71,3.58,.,.,.,.,0.01,0.04,.,.,0.06,0.03,.,.,0.84,3.70,
213201312,12,Uttar Pradesh,213,Jalaun,2013,.,.,0.11,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,0.00,0.00,.,.,0.12,0.10,
213201412,12,Uttar Pradesh,213,Jalaun,2014,.,.,0.12,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,0.00,0.00,.,.,0.12,0.10,
213201512,12,Uttar Pradesh,213,Jalaun,2015,.,.,0.23,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,0.00,0.00,.,.,0.24,0.20,
213201612,12,Uttar Pradesh,213,Jalaun,2016,.,.,0.24,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,0.00,0.00,.,.,0.24,0.20,
214201312,12,Uttar Pradesh,214,Hamirpur,2013,.,.,0.13,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,0.00,0.01,.,.,0.10,0.05,.,.,0.23,0.17,
214201412,12,Uttar Pradesh,214,Hamirpur,2014,.,.,0.13,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,.,.,.,.,0.10,0.06,.,.,0.24,0.18,
214201512,12,Uttar Pradesh,214,Hamirpur,2015,.,.,0.27,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,0.00,0.01,.,.,0.10,0.06,.,.,0.37,0.29,
214201612,12,Uttar Pradesh,214,Hamirpur,2016,.,.,0.27,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.01,0.00,0.01,.,.,0.10,0.06,.,.,0.38,0.30,
215201312,12,Uttar Pradesh,215,Banda,2013,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.04,.,.,.,.,0.05,0.03,.,.,0.07,0.07,
215201412,12,Uttar Pradesh,215,Banda,2014,.,.,0.01,0.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.04,.,.,.,.,0.05,0.03,.,.,0.07,0.07,
215201512,12,Uttar Pradesh,215,Banda,2015,.,.,0.02,0.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.04,.,.,.,.,0.05,0.03,.,.,0.08,0.08,
215201612,12,Uttar Pradesh,215,Banda,2016,.,.,0.02,0.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.04,.,.,.,.,0.05,0.03,.,.,0.08,0.08,
216201312,12,Uttar Pradesh,216,Varanasi,2013,.,.,0.36,0.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,.,.,.,.,0.02,0.01,.,.,0.38,0.32,
216201412,12,Uttar Pradesh,216,Varanasi,2014,.,.,0.37,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,.,.,.,.,0.02,0.01,.,.,0.39,0.33,
216201512,12,Uttar Pradesh,216,Varanasi,2015,.,.,0.75,0.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,.,.,.,.,0.02,0.01,.,.,0.77,0.64,
216201612,12,Uttar Pradesh,216,Varanasi,2016,.,.,0.76,0.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.02,.,.,.,.,0.02,0.01,.,.,0.78,0.65,
217201312,12,Uttar Pradesh,217,Mirzapur,2013,.,.,0.66,0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,0.66,0.53,
217201412,12,Uttar Pradesh,217,Mirzapur,2014,.,.,0.69,0.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.00,.,.,.,.,.,.,0.69,0.55,
217201512,12,Uttar Pradesh,217,Mirzapur,2015,.,.,1.39,1.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.39,1.12,
217201612,12,Uttar Pradesh,217,Mirzapur,2016,.,.,1.41,1.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.41,1.14,
