Key,Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
101320005,1013,2000,5,Karnataka,Gadag,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101320015,1013,2001,5,Karnataka,Gadag,-1,-1,768,546,379,481,-1,-1,1473,1117,1358,1663,-1,-1,1357,-1,1570
101320025,1013,2002,5,Karnataka,Gadag,-1,-1,806,561,-1,-1,-1,-1,1428,1240,1864,2310,-1,1433,-1,-1,2139
101320035,1013,2003,5,Karnataka,Gadag,-1,-1,970,705,-1,-1,-1,-1,1345,-1,1624,-1,-1,1345,-1,-1,2153
101320045,1013,2004,5,Karnataka,Gadag,-1,-1,-1,553,421,-1,-1,-1,-1,1501,1545,2227,-1,1243,-1,-1,-1
101320055,1013,2005,5,Karnataka,Gadag,-1,-1,-1,471,434,-1,-1,-1,-1,1364,1577,2238,-1,1282,-1,-1,-1
101320065,1013,2006,5,Karnataka,Gadag,-1,603,1221,633,571,672,639,-1,2223,1265,1666,2331,-1,-1,-1,-1,2925
101320075,1013,2007,5,Karnataka,Gadag,-1,378,1165,869,-1,694,713,-1,1893,1714,2357,-1,-1,-1,-1,-1,2848
101320085,1013,2008,5,Karnataka,Gadag,-1,859,1129,762,733,776,851,-1,1936,2979,2258,4753,-1,2508,-1,131,2927
101320095,1013,2009,5,Karnataka,Gadag,-1,962,1317,1029,698,1005,900,-1,1801,4358,2531,4004,-1,2375,-1,145,2475
101320105,1013,2010,5,Karnataka,Gadag,-1,-1,1661,2144,-1,858,-1,-1,2157,-1,3156,-1,-1,-1,-1,-1,3806
101320115,1013,2011,5,Karnataka,Gadag,-1,-1,1569,-1,-1,941,-1,-1,3432,-1,3708,-1,-1,-1,-1,-1,-1
101320125,1013,2012,5,Karnataka,Gadag,-1,-1,-1,1290,-1,1245,-1,-1,3267,-1,4132,-1,-1,-1,-1,-1,4121
101320135,1013,2013,5,Karnataka,Gadag,-1,-1,-1,-1,1204,1273,-1,-1,2691,-1,3348,-1,-1,-1,-1,-1,4272
101320145,1013,2014,5,Karnataka,Gadag,-1,-1,1679,1532,-1,1090,-1,-1,3393,-1,3583,-1,-1,-1,-1,-1,4036
101320155,1013,2015,5,Karnataka,Gadag,-1,-1,1775,-1,1324,1320,-1,-1,4368,7510,4595,5072,-1,-1,-1,-1,4187
101320165,1013,2016,5,Karnataka,Gadag,-1,-1,2528,1617,1379,1674,-1,-1,5391,-1,4445,5590,-1,-1,-1,-1,5141
101419985,1014,1998,5,Karnataka,Haveri,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101419995,1014,1999,5,Karnataka,Haveri,-1,604,640,-1,-1,-1,345,-1,-1,-1,-1,-1,-1,2000,-1,-1,1557
101420005,1014,2000,5,Karnataka,Haveri,-1,501,641,605,-1,342,331,-1,-1,-1,1041,-1,-1,-1,-1,-1,2647
101420015,1014,2001,5,Karnataka,Haveri,-1,522,642,688,-1,492,-1,-1,-1,-1,1281,-1,-1,-1,903,-1,1709
101420025,1014,2002,5,Karnataka,Haveri,-1,689,703,-1,-1,547,516,-1,1425,1138,1629,-1,-1,-1,-1,-1,2047
101420035,1014,2003,5,Karnataka,Haveri,-1,613,804,706,-1,537,503,-1,1387,-1,1642,-1,-1,-1,-1,-1,2237
101420045,1014,2004,5,Karnataka,Haveri,-1,553,-1,419,-1,-1,500,-1,-1,1037,1406,-1,-1,-1,-1,-1,-1
101420055,1014,2005,5,Karnataka,Haveri,-1,561,-1,430,-1,-1,438,-1,-1,1406,1436,-1,-1,-1,-1,-1,-1
101420065,1014,2006,5,Karnataka,Haveri,-1,561,1037,741,525,619,637,-1,2223,687,1022,2685,-1,-1,-1,-1,1927
101420075,1014,2007,5,Karnataka,Haveri,-1,810,1133,1116,-1,767,713,-1,2202,2213,1974,-1,-1,-1,-1,-1,2260
101420085,1014,2008,5,Karnataka,Haveri,-1,859,1110,674,739,791,932,-1,2081,2461,2032,4753,-1,2508,-1,131,2162
101420095,1014,2009,5,Karnataka,Haveri,-1,962,1248,872,749,844,900,-1,1925,3527,2229,4004,-1,2375,-1,145,2675
101420105,1014,2010,5,Karnataka,Haveri,-1,-1,1277,972,-1,1088,-1,-1,-1,2779,2615,-1,-1,-1,-1,-1,5022
101420115,1014,2011,5,Karnataka,Haveri,-1,-1,-1,-1,-1,1226,-1,-1,-1,2689,3039,-1,-1,-1,-1,-1,-1
101420125,1014,2012,5,Karnataka,Haveri,-1,-1,1640,1209,-1,1304,-1,-1,-1,2808,3244,-1,-1,-1,-1,-1,4311
101420135,1014,2013,5,Karnataka,Haveri,-1,-1,1698,1300,-1,1138,-1,-1,-1,3280,2833,-1,-1,-1,-1,-1,4976
101420145,1014,2014,5,Karnataka,Haveri,-1,-1,1577,1168,-1,1173,-1,-1,-1,4463,4121,-1,-1,-1,-1,-1,4030
101420155,1014,2015,5,Karnataka,Haveri,-1,1488,1637,1439,-1,1392,-1,-1,-1,6503,3992,-1,-1,-1,-1,-1,4534
101420165,1014,2016,5,Karnataka,Haveri,-1,1793,1787,2024,-1,1482,-1,-1,-1,3625,4227,-1,-1,-1,-1,-1,5967
101519985,1015,1998,5,Karnataka,Koppal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101519995,1015,1999,5,Karnataka,Koppal,-1,670,-1,-1,422,-1,-1,-1,1254,1138,1047,2020,-1,1352,-1,-1,1451
101520005,1015,2000,5,Karnataka,Koppal,-1,658,761,-1,393,385,-1,-1,1303,1113,1087,1732,-1,1191,-1,-1,-1
101520015,1015,2001,5,Karnataka,Koppal,-1,625,737,666,459,453,-1,-1,1414,1392,1191,1930,-1,801,1370,-1,-1
101520025,1015,2002,5,Karnataka,Koppal,-1,875,847,616,489,515,-1,-1,1443,1563,1643,2284,-1,1281,1802,-1,1925
101520035,1015,2003,5,Karnataka,Koppal,-1,-1,798,665,494,483,-1,-1,1369,-1,1499,-1,-1,1407,1775,-1,1849
101520045,1015,2004,5,Karnataka,Koppal,-1,652,882,944,-1,-1,-1,-1,1611,-1,1474,-1,-1,-1,-1,-1,2130
101520055,1015,2005,5,Karnataka,Koppal,-1,656,916,703,-1,504,-1,-1,-1,1307,1472,-1,-1,-1,-1,-1,2244
101520065,1015,2006,5,Karnataka,Koppal,-1,649,1221,741,525,629,639,-1,2223,1950,1910,2453,-1,-1,-1,-1,2102
101520075,1015,2007,5,Karnataka,Koppal,-1,735,1248,631,-1,611,713,-1,2202,1919,2288,-1,-1,-1,-1,-1,2587
101520085,1015,2008,5,Karnataka,Koppal,-1,859,1170,646,795,847,851,-1,1885,2387,2124,4724,-1,2428,-1,131,2350
101520095,1015,2009,5,Karnataka,Koppal,-1,962,1227,719,732,740,900,-1,1914,3260,2239,4555,-1,2401,-1,145,2249
101520105,1015,2010,5,Karnataka,Koppal,-1,-1,1203,-1,794,873,-1,-1,-1,3001,2735,4665,-1,2570,-1,-1,4312
101520115,1015,2011,5,Karnataka,Koppal,-1,-1,1151,2600,961,994,-1,-1,3869,2461,3172,4914,-1,3646,-1,-1,-1
101520125,1015,2012,5,Karnataka,Koppal,-1,-1,2406,1980,1249,1273,-1,-1,3339,2799,3677,5757,-1,2676,-1,-1,3250
101520135,1015,2013,5,Karnataka,Koppal,-1,-1,-1,-1,1161,1186,-1,-1,-1,-1,3363,8940,-1,3315,-1,-1,4024
101520145,1015,2014,5,Karnataka,Koppal,-1,-1,1626,-1,1066,1177,-1,-1,-1,-1,3558,9267,-1,3280,-1,-1,4180
101520155,1015,2015,5,Karnataka,Koppal,-1,2560,1551,1252,1678,1353,-1,-1,3227,-1,-1,4785,-1,-1,-1,-1,3780
101520165,1015,2016,5,Karnataka,Koppal,-1,1931,-1,1706,1481,1472,-1,-1,3947,3047,4037,4068,-1,-1,-1,-1,5685
101619985,1016,1998,5,Karnataka,Udupi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101619995,1016,1999,5,Karnataka,Udupi,-1,642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620005,1016,2000,5,Karnataka,Udupi,-1,529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620015,1016,2001,5,Karnataka,Udupi,-1,568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620025,1016,2002,5,Karnataka,Udupi,-1,596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620035,1016,2003,5,Karnataka,Udupi,-1,611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620045,1016,2004,5,Karnataka,Udupi,-1,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620055,1016,2005,5,Karnataka,Udupi,-1,614,-1,-1,-1,-1,-1,-1,1352,-1,-1,-1,-1,-1,-1,-1,-1
101620065,1016,2006,5,Karnataka,Udupi,-1,461,1221,741,525,646,639,-1,2223,1950,1910,2453,-1,-1,-1,-1,2102
101620075,1016,2007,5,Karnataka,Udupi,-1,741,1248,912,-1,694,713,-1,2202,2213,2184,-1,-1,-1,-1,-1,2587
101620085,1016,2008,5,Karnataka,Udupi,-1,944,1310,762,739,776,851,-1,2081,2979,2575,4753,-1,2508,-1,131,2428
101620095,1016,2009,5,Karnataka,Udupi,-1,1041,1457,1029,749,1005,900,-1,1096,4358,2424,4004,-1,2375,-1,145,2681
101620105,1016,2010,5,Karnataka,Udupi,-1,1107,-1,-1,-1,-1,-1,-1,-1,-1,3831,-1,-1,-1,-1,-1,-1
101620115,1016,2011,5,Karnataka,Udupi,-1,1041,-1,-1,-1,-1,-1,-1,-1,-1,3856,-1,-1,-1,-1,-1,-1
101620125,1016,2012,5,Karnataka,Udupi,-1,1332,-1,-1,-1,-1,-1,-1,-1,-1,4513,-1,-1,-1,-1,-1,-1
101620135,1016,2013,5,Karnataka,Udupi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3078,-1,-1,-1,-1,-1,-1
101620145,1016,2014,5,Karnataka,Udupi,-1,1352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620155,1016,2015,5,Karnataka,Udupi,-1,1604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101620165,1016,2016,5,Karnataka,Udupi,-1,1767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101719989,1017,1998,9,Punjab,S.B.S Nagar,-1,445,510,-1,-1,455,-1,-1,-1,-1,-1,-1,1450,-1,1800,1050,-1
101719999,1017,1999,9,Punjab,S.B.S Nagar,-1,445,540,-1,-1,460,-1,-1,-1,-1,-1,-1,1075,-1,1550,1050,-1
101720009,1017,2000,9,Punjab,S.B.S Nagar,-1,540,610,-1,-1,485,-1,-1,-1,-1,-1,-1,1150,-1,1550,1020,-1
101720019,1017,2001,9,Punjab,S.B.S Nagar,-1,525,610,-1,465,465,-1,-1,-1,-1,1250,-1,1180,-1,-1,1100,-1
101720029,1017,2002,9,Punjab,S.B.S Nagar,-1,550,620,-1,-1,600,-1,-1,-1,-1,-1,2000,1225,-1,1800,1000,-1
101720039,1017,2003,9,Punjab,S.B.S Nagar,-1,580,630,-1,-1,460,-1,-1,-1,-1,-1,-1,1690,-1,1800,950,-1
101720049,1017,2004,9,Punjab,S.B.S Nagar,-1,590,630,-1,-1,510,-1,-1,1750,-1,-1,-1,1750,-1,1800,950,-1
101720059,1017,2005,9,Punjab,S.B.S Nagar,-1,590,700,850,700,600,-1,-1,2000,-1,1600,-1,1750,-1,2000,950,-1
101720069,1017,2006,9,Punjab,S.B.S Nagar,-1,650,700,-1,-1,625,-1,-1,2137,-1,1950,2935,1700,-1,-1,1300,1990
101720079,1017,2007,9,Punjab,S.B.S Nagar,-1,775,850,-1,-1,675,-1,-1,2400,-1,2000,2959,1850,-1,-1,1335,2037
101720089,1017,2008,9,Punjab,S.B.S Nagar,-1,880,1000,-1,645,750,-1,899,2389,-1,2424,3625,2350,-1,-1,1400,2398
101720099,1017,2009,9,Punjab,S.B.S Nagar,-1,980,1080,-1,1500,1025,-1,969,2763,-1,2929,3850,2250,-1,-1,1850,4494
101720109,1017,2010,9,Punjab,S.B.S Nagar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2375,-1,-1,-1,-1
101720119,1017,2011,9,Punjab,S.B.S Nagar,-1,1110,-1,-1,-1,950,-1,-1,-1,-1,-1,-1,2450,-1,-1,-1,-1
101720129,1017,2012,9,Punjab,S.B.S Nagar,-1,1280,1285,-1,-1,1250,-1,-1,-1,-1,-1,-1,3750,-1,-1,-1,-1
101720139,1017,2013,9,Punjab,S.B.S Nagar,-1,1345,1350,-1,-1,1325,-1,-1,-1,-1,-1,-1,3450,-1,-1,-1,-1
101720149,1017,2014,9,Punjab,S.B.S Nagar,-1,1400,1400,-1,-1,1150,-1,-1,-1,-1,-1,-1,3150,-1,-1,-1,-1
101720159,1017,2015,9,Punjab,S.B.S Nagar,-1,-1,1450,-1,-1,1225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101720169,1017,2016,9,Punjab,S.B.S Nagar,1510,-1,1525,-1,-1,1250,-1,1500,-1,-1,-1,-1,4000,-1,-1,-1,-1
101819969,1018,1996,9,Punjab,Shri Mukatsar Sahib,-1,590,410,-1,285,510,-1,520,1315,-1,1470,1280,1120,-1,-1,1050,-1
101819979,1018,1997,9,Punjab,Shri Mukatsar Sahib,-1,450,520,550,553,472,-1,500,900,-1,1285,1500,1050,-1,1667,900,1950
101819989,1018,1998,9,Punjab,Shri Mukatsar Sahib,-1,520,620,-1,-1,-1,-1,500,1020,-1,-1,1800,1180,-1,-1,1000,-1
101819999,1018,1999,9,Punjab,Shri Mukatsar Sahib,-1,520,650,-1,-1,501,-1,392,1700,-1,-1,1835,1207,-1,-1,1000,-1
101820009,1018,2000,9,Punjab,Shri Mukatsar Sahib,-1,540,580,-1,-1,400,-1,550,1700,-1,-1,1950,1040,-1,-1,1000,-1
101820019,1018,2001,9,Punjab,Shri Mukatsar Sahib,-1,560,620,-1,602,620,-1,400,1700,-1,1450,1950,1425,-1,-1,1000,-1
101820029,1018,2002,9,Punjab,Shri Mukatsar Sahib,-1,560,620,-1,602,620,-1,530,1700,-1,1450,1950,1750,-1,-1,1000,-1
101820039,1018,2003,9,Punjab,Shri Mukatsar Sahib,-1,580,620,-1,-1,498,-1,435,1700,-1,1250,1950,1745,-1,-1,1000,-1
101820049,1018,2004,9,Punjab,Shri Mukatsar Sahib,-1,590,620,-1,453,510,-1,451,1200,-1,1250,3100,1745,-1,2850,1100,-1
101820059,1018,2005,9,Punjab,Shri Mukatsar Sahib,-1,600,640,-1,696,510,-1,610,1570,-1,1250,3100,1745,-1,2850,1100,-1
101820069,1018,2006,9,Punjab,Shri Mukatsar Sahib,-1,610,650,-1,-1,728,-1,725,1940,-1,-1,3300,1750,-1,-1,1455,1975
101820079,1018,2007,9,Punjab,Shri Mukatsar Sahib,-1,675,750,-1,-1,754,-1,670,2150,-1,-1,3300,1650,-1,-1,1490,2153
101820089,1018,2008,9,Punjab,Shri Mukatsar Sahib,-1,930,930,-1,645,801,-1,925,2450,-1,2424,2750,2185,-1,-1,2620,2875
101820099,1018,2009,9,Punjab,Shri Mukatsar Sahib,-1,980,1080,-1,1500,1450,-1,733,2166,-1,2929,2390,2100,-1,-1,1993,3218
101820109,1018,2010,9,Punjab,Shri Mukatsar Sahib,-1,1030,1100,-1,920,-1,-1,900,-1,-1,-1,-1,2200,-1,-1,-1,3675
101820119,1018,2011,9,Punjab,Shri Mukatsar Sahib,-1,1110,1120,-1,-1,-1,-1,1140,2375,-1,-1,-1,2250,-1,-1,-1,4250
101820129,1018,2012,9,Punjab,Shri Mukatsar Sahib,-1,1280,1285,-1,-1,-1,-1,1360,5000,-1,-1,-1,3320,-1,-1,-1,-1
101820139,1018,2013,9,Punjab,Shri Mukatsar Sahib,-1,1345,1350,-1,1310,-1,-1,1160,3000,-1,-1,-1,3200,-1,-1,-1,-1
101820149,1018,2014,9,Punjab,Shri Mukatsar Sahib,-1,1400,1400,-1,-1,-1,-1,1160,4950,-1,-1,-1,3150,-1,-1,-1,-1
101820159,1018,2015,9,Punjab,Shri Mukatsar Sahib,-1,-1,1450,-1,-1,-1,-1,1050,3175,-1,-1,-1,-1,-1,-1,-1,-1
101820169,1018,2016,9,Punjab,Shri Mukatsar Sahib,1510,-1,1525,-1,-1,1500,-1,1380,-1,-1,-1,-1,-1,-1,-1,-1,5800
101919969,1019,1996,9,Punjab,Moga,-1,495,475,600,480,500,-1,480,1250,-1,1200,1500,950,-1,-1,-1,-1
101919979,1019,1997,9,Punjab,Moga,-1,495,455,600,553,472,-1,400,1250,-1,1285,1808,1200,-1,1667,900,1925
101919989,1019,1998,9,Punjab,Moga,-1,500,550,650,-1,-1,-1,470,1300,-1,-1,-1,1200,-1,-1,-1,-1
101919999,1019,1999,9,Punjab,Moga,-1,520,580,-1,-1,-1,-1,470,1700,-1,-1,-1,-1,-1,-1,-1,-1
101920009,1019,2000,9,Punjab,Moga,-1,540,580,-1,550,-1,-1,400,1200,-1,-1,-1,1200,-1,-1,1200,-1
101920019,1019,2001,9,Punjab,Moga,-1,560,610,-1,550,-1,-1,386,1650,-1,-1,-1,1176,-1,-1,1200,-1
101920029,1019,2002,9,Punjab,Moga,-1,580,620,-1,-1,525,-1,500,1650,-1,-1,-1,1250,-1,-1,1500,-1
101920039,1019,2003,9,Punjab,Moga,-1,580,620,-1,-1,525,-1,520,1650,-1,-1,-1,1650,-1,-1,1500,-1
101920049,1019,2004,9,Punjab,Moga,-1,590,750,-1,-1,-1,-1,520,1650,-1,-1,-1,1650,-1,-1,1500,-1
101920059,1019,2005,9,Punjab,Moga,-1,600,750,-1,-1,-1,-1,520,1650,-1,-1,-1,1650,-1,-1,1500,-1
101920069,1019,2006,9,Punjab,Moga,-1,610,650,-1,-1,728,-1,840,2800,-1,-1,2935,1680,-1,-1,1500,1900
101920079,1019,2007,9,Punjab,Moga,-1,880,1000,-1,-1,754,-1,-1,2800,-1,-1,2959,2260,-1,-1,1560,2078
101920089,1019,2008,9,Punjab,Moga,-1,880,1080,-1,645,801,-1,925,2450,-1,2424,3625,2200,-1,-1,1710,2575
101920099,1019,2009,9,Punjab,Moga,-1,1130,1100,-1,1500,1450,-1,969,2763,-1,2929,3850,2000,-1,-1,2280,2950
101920109,1019,2010,9,Punjab,Moga,-1,1130,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3675
101920119,1019,2011,9,Punjab,Moga,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101920129,1019,2012,9,Punjab,Moga,-1,1280,1350,-1,-1,-1,-1,-1,-1,-1,-1,-1,3320,-1,-1,-1,-1
101920139,1019,2013,9,Punjab,Moga,-1,1345,1350,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,-1
101920149,1019,2014,9,Punjab,Moga,-1,1400,1400,-1,-1,-1,-1,1160,4950,-1,-1,-1,2942,-1,-1,-1,-1
101920159,1019,2015,9,Punjab,Moga,-1,-1,1400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101920169,1019,2016,9,Punjab,Moga,1510,-1,1625,-1,-1,1660,-1,1380,-1,-1,-1,-1,-1,-1,-1,-1,-1
1020199810,1020,1998,10,Rajasthan,Karoli,-1,-1,563,450,350,480,-1,450,1120,-1,1620,2620,1241,-1,-1,-1,-1
1020199910,1020,1999,10,Rajasthan,Karoli,-1,-1,619,590,560,480,-1,555,1200,-1,1560,2650,1277,-1,1100,-1,-1
1020200010,1020,2000,10,Rajasthan,Karoli,-1,-1,568,564,356,453,-1,543,1700,-1,1750,2100,1174,-1,1007,-1,-1
1020200110,1020,2001,10,Rajasthan,Karoli,-1,-1,612,440,330,455,-1,550,1650,-1,1530,1900,1285,-1,930,-1,-1
1020200210,1020,2002,10,Rajasthan,Karoli,-1,-1,620,520,610,500,-1,526,1720,-1,1800,2380,1850,-1,1400,-1,-1
1020200310,1020,2003,10,Rajasthan,Karoli,-1,-1,611,513,330,495,-1,512,1316,-1,2000,2800,1651,-1,2100,-1,-1
1020200410,1020,2004,10,Rajasthan,Karoli,1000,800,720,560,527,590,-1,570,1430,1749,1840,3100,1720,1415,1537,1474,2109
1020200510,1020,2005,10,Rajasthan,Karoli,924,712,860,650,630,650,-1,700,2320,2252,1820,2730,1600,1369,1550,1592,2128
1020200610,1020,2006,10,Rajasthan,Karoli,1265,655,953,825,675,710,-1,665,2256,2163,1780,2760,1885,1800,1940,1514,3032
1020200710,1020,2007,10,Rajasthan,Karoli,1683,676,1025,774,550,745,-1,950,2525,2336,2315,3880,2680,2633,1952,1532,3156
1020200810,1020,2008,10,Rajasthan,Karoli,2465,823,1086,702,686,752,-1,890,2235,3669,2154,5215,2140,2281,2668,2207,-1
1020200910,1020,2009,10,Rajasthan,Karoli,2490,1046,1124,830,910,968,-1,980,2341,3687,2750,5670,2110,2579,2656,2754,-1
1020201010,1020,2010,10,Rajasthan,Karoli,-1,-1,1095,-1,761,-1,-1,1057,2110,2465,-1,4798,2457,-1,-1,-1,-1
1020201110,1020,2011,10,Rajasthan,Karoli,-1,-1,1177,-1,765,-1,-1,1278,3540,2864,-1,5241,3479,-1,-1,-1,-1
1020201210,1020,2012,10,Rajasthan,Karoli,-1,-1,1501,-1,1231,-1,-1,1076,3181,3513,-1,8907,3154,-1,-1,-1,-1
1020201310,1020,2013,10,Rajasthan,Karoli,-1,-1,1468,1234,1153,-1,-1,1053,-1,3440,-1,12715,2960,-1,-1,-1,-1
1020201410,1020,2014,10,Rajasthan,Karoli,9368,-1,1410,-1,1094,-1,-1,-1,3763,-1,-1,9368,3581,-1,-1,-1,-1
1020201510,1020,2015,10,Rajasthan,Karoli,-1,-1,1577,-1,1265,-1,-1,1457,5181,-1,-1,6625,3869,-1,-1,-1,-1
1020201610,1020,2016,10,Rajasthan,Karoli,-1,-1,1612,1614,1430,-1,-1,1442,5117,-1,-1,6440,3480,-1,-1,-1,-1
1022199711,1022,1997,11,Tamil Nadu,Karur,-1,389,-1,425,359,368,406,-1,1589,1264,1182,1527,-1,1049,-1,947,1883
1022199811,1022,1998,11,Tamil Nadu,Karur,-1,-1,-1,465,437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1022199911,1022,1999,11,Tamil Nadu,Karur,-1,-1,-1,521,521,-1,-1,-1,-1,-1,-1,1814,-1,-1,-1,961,-1
1022200011,1022,2000,11,Tamil Nadu,Karur,-1,-1,-1,465,420,-1,488,-1,-1,-1,-1,1674,-1,-1,-1,806,-1
1022200111,1022,2001,11,Tamil Nadu,Karur,-1,-1,-1,465,465,-1,507,-1,-1,-1,-1,2139,-1,-1,-1,884,-1
1022200211,1022,2002,11,Tamil Nadu,Karur,-1,-1,-1,605,607,-1,-1,-1,-1,-1,-1,2465,-1,-1,-1,845,-1
1022200311,1022,2003,11,Tamil Nadu,Karur,-1,581,-1,512,512,-1,-1,-1,-1,-1,1485,2651,-1,-1,-1,907,-1
1022200411,1022,2004,11,Tamil Nadu,Karur,-1,528,-1,574,541,-1,-1,-1,-1,-1,1535,2177,-1,-1,-1,1157,-1
1022200511,1022,2005,11,Tamil Nadu,Karur,-1,494,-1,605,558,494,534,-1,2377,2036,1550,2275,-1,1400,-1,1286,1574
1022200611,1022,2006,11,Tamil Nadu,Karur,-1,503,-1,721,-1,627,672,-1,2541,2459,1860,1651,-1,1387,-1,1302,1524
1022200711,1022,2007,11,Tamil Nadu,Karur,-1,720,-1,995,-1,718,751,-1,2720,2556,2186,3121,-1,1910,-1,1121,2157
1022200811,1022,2008,11,Tamil Nadu,Karur,-1,855,-1,1088,837,818,849,-1,2995,3032,2170,3185,-1,2348,-1,2058,2848
1022200911,1022,2009,11,Tamil Nadu,Karur,-1,919,-1,1438,1163,909,1188,-1,2847,6730,2348,3671,-1,2162,-1,2833,2933
1022201011,1022,2010,11,Tamil Nadu,Karur,-1,914,-1,1298,-1,1116,1132,-1,2790,4542,2976,3864,-1,3577,-1,3253,3020
1022201111,1022,2011,11,Tamil Nadu,Karur,-1,963,-1,1500,1500,1216,-1,-1,-1,3974,3975,3918,-1,3243,-1,3069,3152
1022201211,1022,2012,11,Tamil Nadu,Karur,-1,1508,-1,1733,1660,1723,1869,-1,5574,6090,4801,6836,-1,4269,-1,3278,4370
1022201311,1022,2013,11,Tamil Nadu,Karur,-1,1459,-1,1872,1852,1655,2832,-1,-1,5894,4057,7952,-1,3020,-1,3754,3589
1022201411,1022,2014,11,Tamil Nadu,Karur,-1,1522,-1,1730,1851,1482,2623,-1,4408,7310,5969,6775,-1,4512,-1,3474,3740
1022201511,1022,2015,11,Tamil Nadu,Karur,-1,1341,-1,-1,-1,1746,2506,-1,-1,-1,4000,8973,-1,3329,-1,-1,4700
1022201611,1022,2016,11,Tamil Nadu,Karur,-1,1450,-1,-1,-1,1864,-1,-1,-1,-1,4000,-1,-1,-1,-1,3808,6159
1023199711,1023,1997,11,Tamil Nadu,Namakkal,-1,389,-1,500,359,368,475,-1,1589,1264,999,1457,-1,1051,-1,947,1988
1023199811,1023,1998,11,Tamil Nadu,Namakkal,-1,502,-1,-1,459,-1,461,-1,-1,-1,1238,2009,-1,1476,-1,943,1767
1023199911,1023,1999,11,Tamil Nadu,Namakkal,-1,516,-1,593,514,-1,530,-1,-1,-1,1132,1382,-1,1441,-1,967,1872
1023200011,1023,2000,11,Tamil Nadu,Namakkal,-1,526,-1,474,439,-1,465,-1,-1,-1,1062,1345,-1,1006,-1,949,1953
1023200111,1023,2001,11,Tamil Nadu,Namakkal,-1,526,-1,542,474,-1,470,-1,-1,-1,1171,1597,-1,1067,-1,1023,-1
1023200211,1023,2002,11,Tamil Nadu,Namakkal,-1,538,-1,-1,628,-1,564,-1,-1,-1,1459,1941,-1,1192,-1,992,-1
1023200311,1023,2003,11,Tamil Nadu,Namakkal,-1,-1,-1,693,558,-1,584,-1,-1,-1,1476,1768,-1,1403,-1,1256,-1
1023200411,1023,2004,11,Tamil Nadu,Namakkal,-1,533,-1,860,572,-1,579,-1,-1,-1,1356,2069,-1,1476,-1,1339,1686
1023200511,1023,2005,11,Tamil Nadu,Namakkal,-1,490,-1,653,568,494,571,-1,2377,2036,1610,1953,-1,1330,-1,1331,1763
1023200611,1023,2006,11,Tamil Nadu,Namakkal,-1,532,-1,721,-1,627,622,-1,2541,2459,1172,2542,-1,1460,-1,1232,1814
