Key,Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
59200420,59,2004,20,Telangana,Nalgonda,-1,613,-1,635,488,477,504,-1,1604,1418,1424,2509,-1,1496,-1,1188,1729
59200520,59,2005,20,Telangana,Nalgonda,-1,628,-1,685,598,512,524,-1,1700,1532,1453,2271,-1,1288,-1,1100,1860
59200620,59,2006,20,Telangana,Nalgonda,-1,666,-1,707,616,580,555,-1,1943,2086,1878,2385,-1,1593,-1,1178,1861
59200720,59,2007,20,Telangana,Nalgonda,-1,765,-1,854,728,667,734,-1,2163,2090,1997,2585,-1,1841,-1,1041,1912
59200820,59,2008,20,Telangana,Nalgonda,-1,988,-1,1163,1013,784,838,-1,2306,2591,2474,2665,-1,2493,-1,1301,2793
59200920,59,2009,20,Telangana,Nalgonda,-1,1300,-1,1792,1092,815,1041,-1,2405,3534,2892,3828,-1,2156,-1,2089,3086
59201020,59,2010,20,Telangana,Nalgonda,-1,1040,-1,1628,1009,908,-1,-1,2808,3355,3019,3592,-1,3364,-1,2069,3972
59201120,59,2011,20,Telangana,Nalgonda,-1,1067,-1,1950,989,970,-1,-1,2995,2976,3593,3511,-1,3442,-1,2200,3710
59201220,59,2012,20,Telangana,Nalgonda,-1,1334,-1,1821,1328,1241,-1,-1,3387,3725,4194,4346,-1,2713,-1,2600,3467
59201520,59,2015,20,Telangana,Nalgonda,-1,1429,-1,2699,1919,2206,-1,-1,-1,-1,4748,6545,-1,3290,-1,2900,3973
60199020,60,1990,20,Telangana,Warangal,-1,217,-1,208,180,212,-1,-1,-1,775,698,827,-1,-1,-1,-1,-1
60199120,60,1991,20,Telangana,Warangal,-1,294,-1,296,371,314,-1,-1,-1,844,805,1263,-1,685,-1,-1,1603
60199220,60,1992,20,Telangana,Warangal,-1,298,-1,335,-1,329,-1,-1,-1,826,754,1075,-1,-1,-1,-1,-1
60199320,60,1993,20,Telangana,Warangal,-1,390,-1,268,-1,273,-1,-1,-1,810,765,1091,-1,-1,-1,-1,-1
60199420,60,1994,20,Telangana,Warangal,-1,397,-1,343,-1,387,-1,-1,-1,-1,946,1207,-1,-1,-1,-1,-1
60199520,60,1995,20,Telangana,Warangal,-1,421,-1,-1,-1,389,-1,-1,-1,1415,1108,-1,-1,-1,-1,-1,-1
60199620,60,1996,20,Telangana,Warangal,-1,448,-1,413,386,419,379,-1,1203,1299,1195,1457,-1,1022,-1,850,-1
60199720,60,1997,20,Telangana,Warangal,-1,472,-1,533,389,421,415,-1,1441,1456,1076,1244,-1,1148,-1,1052,1920
60199820,60,1998,20,Telangana,Warangal,-1,502,-1,519,374,436,-1,-1,1162,1623,1174,1930,-1,1334,-1,-1,1981
60199920,60,1999,20,Telangana,Warangal,-1,573,-1,577,438,446,-1,-1,1365,1418,1187,1890,-1,-1,-1,-1,1925
60200020,60,2000,20,Telangana,Warangal,-1,508,-1,628,418,375,-1,-1,1466,1292,1141,1461,-1,976,-1,-1,2409
60200120,60,2001,20,Telangana,Warangal,-1,580,-1,599,380,431,-1,-1,1457,1323,1230,1693,-1,1004,-1,-1,1715
60200220,60,2002,20,Telangana,Warangal,-1,795,-1,596,484,512,-1,-1,1436,1439,1549,1894,-1,1644,-1,-1,2022
60200320,60,2003,20,Telangana,Warangal,-1,562,-1,621,529,482,-1,-1,1414,1689,1542,1948,-1,1390,-1,-1,2366
60200420,60,2004,20,Telangana,Warangal,-1,609,-1,648,516,476,504,-1,1360,1494,1393,2551,-1,1494,-1,1338,1925
60200520,60,2005,20,Telangana,Warangal,-1,619,-1,775,533,508,524,-1,1700,1551,1548,2193,-1,1256,-1,1325,1915
60200620,60,2006,20,Telangana,Warangal,-1,666,-1,1068,616,595,555,-1,1943,2037,1764,2252,-1,1771,-1,1148,1936
60200720,60,2007,20,Telangana,Warangal,-1,807,-1,923,1438,628,734,-1,2447,2075,2047,2141,-1,1633,-1,1222,2037
60200820,60,2008,20,Telangana,Warangal,-1,993,-1,1216,950,1012,838,-1,2306,2868,2448,3816,-1,2117,-1,1957,2785
60200920,60,2009,20,Telangana,Warangal,-1,1371,-1,1255,908,822,1041,-1,2405,3728,2865,3706,-1,1989,-1,3007,2896
60201020,60,2010,20,Telangana,Warangal,-1,981,-1,1282,-1,1031,-1,-1,2808,3107,3181,3283,-1,3555,-1,-1,4373
60201120,60,2011,20,Telangana,Warangal,-1,1057,-1,2127,-1,1068,-1,-1,2894,2898,2877,3831,-1,2938,-1,-1,3740
60201220,60,2012,20,Telangana,Warangal,-1,1414,-1,2622,-1,1225,-1,-1,3561,3558,4352,5103,-1,2713,-1,2600,3308
60201520,60,2015,20,Telangana,Warangal,-1,1424,-1,2550,-1,1296,-1,-1,5043,7997,4248,7936,-1,2989,-1,-1,3921
60201620,60,2016,20,Telangana,Warangal,-1,1475,-1,-1,-1,1139,-1,-1,-1,4277,4811,-1,-1,-1,-1,-1,4287
61199020,61,1990,20,Telangana,Khammam,-1,211,-1,213,-1,-1,-1,-1,-1,818,856,1100,-1,-1,-1,-1,875
61199120,61,1991,20,Telangana,Khammam,-1,321,-1,336,-1,298,-1,-1,-1,900,1015,1513,-1,-1,-1,378,1603
61199220,61,1992,20,Telangana,Khammam,-1,315,-1,-1,-1,-1,-1,-1,-1,940,858,1244,-1,1082,-1,-1,1032
61199320,61,1993,20,Telangana,Khammam,-1,366,-1,280,280,-1,-1,-1,-1,935,890,1231,-1,-1,-1,-1,1352
61199420,61,1994,20,Telangana,Khammam,-1,366,-1,395,-1,311,-1,-1,-1,1132,1030,1370,-1,-1,-1,-1,2325
61199520,61,1995,20,Telangana,Khammam,-1,391,-1,-1,-1,373,-1,-1,-1,1658,1040,-1,-1,-1,-1,-1,2006
61199620,61,1996,20,Telangana,Khammam,-1,390,-1,510,386,365,379,-1,1203,1240,1227,1504,-1,1022,-1,850,1694
61199720,61,1997,20,Telangana,Khammam,-1,421,-1,497,389,391,410,-1,1441,1652,1173,1432,-1,1091,-1,1043,1920
61199820,61,1998,20,Telangana,Khammam,-1,465,-1,470,394,460,400,-1,-1,1623,1198,1983,-1,1334,-1,981,1888
61199920,61,1999,20,Telangana,Khammam,-1,492,-1,593,438,415,425,-1,1315,1450,1153,1959,-1,-1,-1,715,1841
61200020,61,2000,20,Telangana,Khammam,-1,511,-1,613,418,358,448,-1,1466,1308,1157,1461,-1,976,-1,1426,2283
61200120,61,2001,20,Telangana,Khammam,-1,520,-1,558,380,443,446,-1,1525,1360,1229,1744,-1,1004,-1,811,1790
61200220,61,2002,20,Telangana,Khammam,-1,609,-1,596,479,453,445,-1,1393,1450,1549,1898,-1,1644,-1,829,2022
61200320,61,2003,20,Telangana,Khammam,-1,536,-1,447,465,495,467,-1,1414,1463,1420,1862,-1,1390,-1,776,2169
61200420,61,2004,20,Telangana,Khammam,-1,593,-1,648,516,491,505,-1,1604,1426,1455,2438,-1,1494,-1,1188,1834
61200520,61,2005,20,Telangana,Khammam,-1,664,-1,702,662,507,531,-1,1700,1500,1642,2261,-1,1256,-1,1100,1971
61200620,61,2006,20,Telangana,Khammam,-1,633,-1,780,616,604,521,-1,1943,1999,2200,2239,-1,1771,-1,1178,1999
61200720,61,2007,20,Telangana,Khammam,-1,813,-1,876,742,625,734,-1,2163,2160,2078,3105,-1,1825,-1,1041,1915
61200820,61,2008,20,Telangana,Khammam,-1,1017,-1,1116,950,779,838,-1,2306,2853,2299,3735,-1,2617,-1,1971,2698
61200920,61,2009,20,Telangana,Khammam,-1,1448,-1,1573,908,783,1041,-1,2116,3730,2518,3847,-1,2371,-1,2089,2923
61201020,61,2010,20,Telangana,Khammam,-1,1024,-1,1432,-1,1089,-1,-1,2808,3289,3592,3807,-1,-1,-1,2069,3760
61201120,61,2011,20,Telangana,Khammam,-1,1093,-1,2211,-1,1058,-1,-1,2995,2977,4279,4811,-1,-1,-1,2200,3558
61201220,61,2012,20,Telangana,Khammam,-1,2170,-1,2717,-1,1205,-1,-1,3551,3992,4997,6820,-1,3195,-1,-1,3523
61201520,61,2015,20,Telangana,Khammam,-1,1489,-1,-1,-1,1405,-1,-1,-1,-1,7264,-1,-1,-1,-1,3100,3796
62199020,62,1990,20,Telangana,Karimnagar,-1,213,-1,188,-1,212,-1,-1,740,893,759,-1,-1,-1,-1,-1,-1
62199120,62,1991,20,Telangana,Karimnagar,-1,259,-1,345,-1,287,-1,-1,-1,1024,911,-1,-1,-1,-1,378,1213
62199220,62,1992,20,Telangana,Karimnagar,-1,294,-1,-1,-1,242,-1,-1,877,-1,839,-1,-1,-1,-1,-1,1018
62199320,62,1993,20,Telangana,Karimnagar,-1,333,-1,-1,-1,341,-1,-1,936,-1,719,-1,-1,-1,-1,-1,-1
62199420,62,1994,20,Telangana,Karimnagar,-1,369,-1,-1,-1,371,-1,-1,895,1310,946,-1,-1,-1,-1,-1,1944
62199520,62,1995,20,Telangana,Karimnagar,-1,400,-1,-1,361,361,-1,-1,-1,-1,1046,-1,-1,-1,-1,-1,1859
62199620,62,1996,20,Telangana,Karimnagar,-1,407,-1,499,386,388,379,-1,1175,1325,1090,1452,-1,1022,-1,850,1916
62199720,62,1997,20,Telangana,Karimnagar,-1,461,-1,470,395,391,415,-1,1441,1456,1077,1244,-1,1148,-1,1043,2062
62199820,62,1998,20,Telangana,Karimnagar,-1,448,-1,513,415,437,-1,-1,1157,1551,1137,2021,-1,1334,-1,981,2062
62199920,62,1999,20,Telangana,Karimnagar,-1,534,-1,570,438,452,-1,-1,1365,1362,1198,1904,-1,-1,-1,-1,1883
62200020,62,2000,20,Telangana,Karimnagar,-1,490,-1,479,-1,366,-1,-1,1466,1380,1233,1627,-1,976,-1,629,2138
62200120,62,2001,20,Telangana,Karimnagar,-1,527,-1,559,-1,470,-1,-1,1457,1291,1293,1797,-1,1004,-1,811,1697
62200220,62,2002,20,Telangana,Karimnagar,-1,552,-1,534,474,506,-1,-1,1436,1439,1607,1795,-1,1644,-1,829,2022
62200320,62,2003,20,Telangana,Karimnagar,-1,573,-1,586,544,493,-1,-1,1260,1685,1446,1562,-1,1390,-1,776,2334
62200420,62,2004,20,Telangana,Karimnagar,-1,592,-1,541,454,507,504,-1,1360,1352,1593,2551,-1,1494,-1,1188,1881
62200520,62,2005,20,Telangana,Karimnagar,-1,611,-1,584,740,522,524,-1,1572,1506,1581,2193,-1,1256,-1,1100,2087
62200620,62,2006,20,Telangana,Karimnagar,-1,622,-1,775,885,614,555,-1,2154,2001,2033,2252,-1,1771,-1,1178,1980
62200720,62,2007,20,Telangana,Karimnagar,-1,747,-1,1281,1438,652,734,-1,2070,2000,2152,4167,-1,1788,-1,1050,2325
62200820,62,2008,20,Telangana,Karimnagar,-1,897,-1,936,950,769,838,-1,2143,2820,2283,3655,-1,2121,-1,1301,2837
62200920,62,2009,20,Telangana,Karimnagar,-1,997,-1,898,928,828,1041,-1,2217,3425,2606,4487,-1,2371,-1,2200,3027
62201020,62,2010,20,Telangana,Karimnagar,-1,982,-1,1165,3526,990,-1,-1,2592,3172,3645,3908,-1,-1,-1,2069,3871
62201120,62,2011,20,Telangana,Karimnagar,-1,1080,-1,1930,-1,1041,-1,-1,3095,2801,4211,5155,-1,3190,-1,2200,3540
62201220,62,2012,20,Telangana,Karimnagar,-1,1263,-1,2717,3526,1230,-1,-1,3399,3181,4823,6923,-1,3195,-1,2600,3738
62201520,62,2015,20,Telangana,Karimnagar,-1,1404,-1,-1,-1,1366,-1,-1,4066,7293,5007,6695,-1,-1,-1,2900,3980
63199020,63,1990,20,Telangana,Adilabad,-1,-1,-1,258,-1,255,-1,-1,-1,540,-1,985,-1,-1,-1,-1,850
63199120,63,1991,20,Telangana,Adilabad,-1,214,-1,344,-1,320,-1,-1,-1,-1,873,1462,-1,-1,-1,378,1347
63199220,63,1992,20,Telangana,Adilabad,-1,296,-1,240,-1,258,-1,-1,-1,943,-1,1152,-1,-1,-1,-1,1055
63199320,63,1993,20,Telangana,Adilabad,-1,344,-1,240,263,229,-1,-1,-1,983,-1,1323,-1,-1,-1,-1,1229
63199420,63,1994,20,Telangana,Adilabad,-1,378,-1,424,-1,354,-1,-1,-1,1169,-1,2094,-1,-1,-1,-1,2184
63199520,63,1995,20,Telangana,Adilabad,-1,392,-1,-1,341,341,-1,-1,-1,1310,-1,-1,-1,-1,-1,-1,2133
63199620,63,1996,20,Telangana,Adilabad,-1,505,-1,466,386,464,379,-1,1203,1186,1147,1553,-1,1022,-1,850,1823
63199720,63,1997,20,Telangana,Adilabad,-1,490,-1,474,-1,438,-1,-1,1441,1586,1077,1244,-1,1148,-1,1043,2152
63199820,63,1998,20,Telangana,Adilabad,-1,443,-1,499,415,427,-1,-1,1162,1661,1191,2021,-1,1334,-1,981,2262
63199920,63,1999,20,Telangana,Adilabad,-1,555,-1,570,438,449,-1,-1,1203,1362,1250,1904,-1,1147,-1,715,2092
63200020,63,2000,20,Telangana,Adilabad,-1,499,-1,479,-1,417,-1,-1,1450,1380,1882,1627,-1,976,-1,629,2071
63200120,63,2001,20,Telangana,Adilabad,-1,518,-1,477,-1,477,-1,-1,1457,1291,1202,1797,-1,919,-1,811,2071
63200220,63,2002,20,Telangana,Adilabad,-1,550,-1,571,474,489,415,-1,1629,1356,1321,1626,-1,1287,-1,829,1902
63200320,63,2003,20,Telangana,Adilabad,-1,568,-1,574,544,470,-1,-1,1414,1635,1535,1554,-1,1390,-1,776,2420
63200420,63,2004,20,Telangana,Adilabad,-1,632,-1,501,454,470,504,-1,1360,1359,1376,2557,-1,1494,-1,1188,1932
63200520,63,2005,20,Telangana,Adilabad,-1,576,-1,557,697,505,524,-1,1550,1518,1672,2095,-1,1100,-1,1100,1879
63200620,63,2006,20,Telangana,Adilabad,-1,630,-1,570,885,533,555,-1,2073,2094,1843,2546,-1,1578,-1,1051,1869
63200720,63,2007,20,Telangana,Adilabad,-1,820,-1,733,1438,690,734,-1,1973,2178,1869,3339,-1,1788,-1,1041,2190
63200820,63,2008,20,Telangana,Adilabad,-1,942,-1,727,1741,816,838,-1,1549,2205,2408,3655,-1,2121,-1,1221,2898
63200920,63,2009,20,Telangana,Adilabad,-1,952,-1,992,928,802,1041,-1,1995,3775,2505,5285,-1,2371,-1,3007,3094
63201020,63,2010,20,Telangana,Adilabad,-1,987,-1,822,3526,878,-1,-1,2050,3055,3651,4209,-1,-1,-1,2069,4310
63201120,63,2011,20,Telangana,Adilabad,-1,1038,-1,1275,1906,956,-1,-1,2431,3072,4015,4192,-1,3190,-1,-1,3857
63201220,63,2012,20,Telangana,Adilabad,-1,1176,-1,1330,3526,1166,-1,-1,2840,3592,4828,6847,-1,3195,-1,-1,3962
63201520,63,2015,20,Telangana,Adilabad,-1,1347,-1,1819,1350,1339,-1,-1,4580,7405,4956,6695,-1,-1,-1,-1,3982
6519905,65,1990,5,Karnataka,Kolar,-1,-1,-1,-1,189,233,-1,-1,-1,-1,1007,-1,-1,-1,-1,-1,-1
6519915,65,1991,5,Karnataka,Kolar,-1,-1,-1,-1,-1,310,220,-1,-1,-1,994,-1,-1,-1,-1,-1,-1
6519925,65,1992,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,225,-1,-1,-1,893,-1,-1,-1,-1,-1,-1
6519935,65,1993,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6519945,65,1994,5,Karnataka,Kolar,-1,352,-1,-1,-1,-1,235,-1,-1,-1,972,-1,-1,-1,-1,-1,-1
6519955,65,1995,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6519965,65,1996,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6519975,65,1997,5,Karnataka,Kolar,-1,466,706,399,421,372,349,-1,1289,1531,1132,1568,-1,1112,1257,-1,1887
6519985,65,1998,5,Karnataka,Kolar,-1,354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6519995,65,1999,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,968,-1,-1,-1,-1,-1,-1
6520005,65,2000,5,Karnataka,Kolar,-1,473,-1,-1,-1,386,464,-1,-1,-1,1186,-1,-1,-1,-1,-1,-1
6520015,65,2001,5,Karnataka,Kolar,-1,513,-1,-1,-1,-1,-1,-1,-1,-1,1046,-1,-1,-1,-1,-1,-1
6520025,65,2002,5,Karnataka,Kolar,-1,365,-1,-1,-1,-1,414,-1,-1,-1,965,-1,-1,-1,-1,-1,-1
6520035,65,2003,5,Karnataka,Kolar,-1,395,-1,-1,-1,-1,417,-1,-1,-1,987,-1,-1,-1,-1,-1,-1
6520045,65,2004,5,Karnataka,Kolar,-1,490,-1,-1,-1,382,375,-1,-1,-1,1190,-1,-1,-1,-1,-1,-1
6520055,65,2005,5,Karnataka,Kolar,-1,523,-1,-1,-1,367,395,-1,1606,-1,1170,-1,-1,-1,-1,-1,-1
6520065,65,2006,5,Karnataka,Kolar,-1,567,-1,-1,-1,675,-1,-1,-1,-1,1485,-1,-1,-1,-1,-1,-1
6520075,65,2007,5,Karnataka,Kolar,-1,1143,-1,-1,-1,-1,831,-1,-1,-1,2013,-1,-1,-1,-1,-1,-1
6520085,65,2008,5,Karnataka,Kolar,-1,950,-1,-1,-1,776,1000,-1,-1,-1,2094,-1,-1,2508,-1,-1,-1
6520095,65,2009,5,Karnataka,Kolar,-1,-1,-1,-1,-1,1005,986,-1,-1,-1,2394,-1,-1,2375,-1,-1,-1
6520105,65,2010,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2241,-1,-1,-1,-1,-1,-1
6520115,65,2011,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,1064,-1,-1,-1,2385,-1,-1,-1,-1,-1,-1
6520125,65,2012,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,1690,-1,-1,-1,3495,-1,-1,-1,-1,-1,-1
6520135,65,2013,5,Karnataka,Kolar,-1,1638,-1,-1,-1,-1,1570,-1,-1,-1,2691,-1,-1,-1,-1,-1,-1
6520145,65,2014,5,Karnataka,Kolar,-1,1698,-1,-1,-1,-1,1701,-1,-1,-1,3683,-1,-1,-1,-1,-1,-1
6520155,65,2015,5,Karnataka,Kolar,-1,1779,-1,-1,-1,-1,1731,-1,-1,-1,3716,-1,-1,-1,-1,-1,-1
6520165,65,2016,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,2006,-1,-1,3435,4732,-1,-1,-1,-1,-1,-1
6619905,66,1990,5,Karnataka,Tumkur,-1,246,-1,-1,-1,-1,191,-1,-1,-1,960,-1,-1,-1,-1,-1,-1
6619915,66,1991,5,Karnataka,Tumkur,-1,305,-1,-1,-1,-1,215,-1,-1,-1,1025,-1,-1,-1,-1,-1,-1
6619925,66,1992,5,Karnataka,Tumkur,-1,376,-1,-1,-1,-1,-1,-1,-1,-1,867,-1,-1,-1,-1,-1,-1
6619935,66,1993,5,Karnataka,Tumkur,-1,354,-1,-1,-1,-1,250,-1,-1,-1,899,-1,-1,-1,-1,-1,-1
6619945,66,1994,5,Karnataka,Tumkur,-1,424,-1,-1,-1,-1,295,-1,-1,-1,1080,-1,-1,-1,-1,-1,-1
6619955,66,1995,5,Karnataka,Tumkur,-1,454,-1,-1,-1,-1,371,-1,-1,-1,1186,-1,-1,-1,-1,-1,-1
6619965,66,1996,5,Karnataka,Tumkur,-1,490,-1,344,-1,372,358,-1,-1,-1,1230,-1,-1,963,-1,-1,-1
6619975,66,1997,5,Karnataka,Tumkur,-1,474,706,398,421,372,358,-1,1289,1531,1115,1568,-1,1127,1257,-1,1887
6619985,66,1998,5,Karnataka,Tumkur,-1,495,-1,438,-1,-1,376,-1,-1,-1,1310,-1,-1,-1,-1,-1,-1
6619995,66,1999,5,Karnataka,Tumkur,-1,554,-1,500,-1,-1,501,-1,-1,-1,1133,-1,-1,-1,-1,-1,-1
6620005,66,2000,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6620015,66,2001,5,Karnataka,Tumkur,-1,570,-1,-1,-1,464,372,-1,-1,-1,1226,-1,-1,-1,-1,-1,-1
6620025,66,2002,5,Karnataka,Tumkur,-1,573,-1,-1,-1,473,480,-1,-1,-1,1594,-1,-1,-1,-1,-1,-1
6620035,66,2003,5,Karnataka,Tumkur,-1,600,-1,-1,-1,481,513,-1,-1,-1,1681,-1,-1,-1,-1,-1,-1
6620045,66,2004,5,Karnataka,Tumkur,-1,588,-1,500,-1,530,476,-1,-1,-1,1431,-1,-1,1250,-1,-1,-1
6620055,66,2005,5,Karnataka,Tumkur,-1,602,-1,469,-1,528,487,-1,-1,-1,1472,-1,-1,1381,-1,-1,-1
6620065,66,2006,5,Karnataka,Tumkur,-1,568,-1,-1,-1,678,652,-1,-1,-1,1784,-1,-1,-1,-1,-1,-1
6620075,66,2007,5,Karnataka,Tumkur,-1,808,-1,-1,-1,-1,686,-1,-1,-1,2392,-1,-1,-1,-1,-1,-1
6620085,66,2008,5,Karnataka,Tumkur,-1,1054,-1,972,-1,792,876,-1,-1,-1,2127,-1,-1,2508,-1,-1,-1
6620095,66,2009,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,861,891,-1,-1,3899,2525,-1,-1,2375,-1,-1,-1
6620105,66,2010,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,905,-1,-1,-1,3024,2656,-1,-1,-1,-1,-1,-1
6620115,66,2011,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,1119,1005,-1,-1,2702,3202,-1,-1,-1,-1,-1,-1
6620125,66,2012,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,1362,1741,-1,-1,3100,4164,-1,-1,-1,-1,-1,-1
6620135,66,2013,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,1302,1615,-1,-1,3233,3162,-1,-1,-1,-1,-1,-1
6620145,66,2014,5,Karnataka,Tumkur,-1,1378,-1,-1,-1,1281,1630,-1,-1,3884,4467,-1,-1,-1,-1,-1,-1
6620155,66,2015,5,Karnataka,Tumkur,-1,1499,-1,-1,-1,1470,1610,-1,-1,4295,3963,-1,-1,-1,-1,-1,-1
6620165,66,2016,5,Karnataka,Tumkur,-1,1834,-1,-1,-1,1598,2592,-1,-1,4800,4141,-1,-1,-1,-1,-1,-1
6719905,67,1990,5,Karnataka,Mysore,-1,249,-1,205,-1,-1,198,-1,831,707,656,1037,-1,552,-1,380,-1
6719915,67,1991,5,Karnataka,Mysore,-1,352,-1,283,-1,-1,272,-1,804,804,726,1070,-1,607,-1,420,-1
6719925,67,1992,5,Karnataka,Mysore,-1,328,-1,283,-1,249,314,-1,971,-1,626,1142,-1,590,-1,-1,-1
6719935,67,1993,5,Karnataka,Mysore,-1,365,-1,262,-1,281,320,-1,-1,871,770,1310,1228,695,-1,540,-1
6719945,67,1994,5,Karnataka,Mysore,-1,451,-1,333,-1,-1,328,-1,855,1169,1019,1311,-1,719,2615,-1,-1
6719955,67,1995,5,Karnataka,Mysore,-1,433,-1,382,-1,-1,421,-1,1270,1310,872,1648,-1,816,-1,-1,-1
6719965,67,1996,5,Karnataka,Mysore,-1,484,-1,438,-1,-1,408,-1,1316,1344,1008,1553,-1,967,-1,-1,-1
6719975,67,1997,5,Karnataka,Mysore,-1,500,706,413,421,422,357,-1,1407,1214,929,1512,-1,1191,1257,-1,1887
6719985,67,1998,5,Karnataka,Mysore,-1,582,-1,437,-1,449,413,-1,1503,-1,966,1897,-1,-1,-1,-1,1625
6719995,67,1999,5,Karnataka,Mysore,-1,540,-1,434,-1,-1,443,-1,1601,1573,876,-1,-1,-1,-1,-1,2071
6720005,67,2000,5,Karnataka,Mysore,-1,-1,-1,-1,-1,392,406,-1,1397,1825,839,1737,-1,1308,-1,-1,2198
6720015,67,2001,5,Karnataka,Mysore,-1,583,-1,425,-1,405,406,-1,2455,1894,844,1825,-1,1274,-1,-1,1979
6720025,67,2002,5,Karnataka,Mysore,-1,599,-1,452,-1,512,464,-1,2181,1934,1147,2005,-1,1329,-1,-1,-1
6720035,67,2003,5,Karnataka,Mysore,-1,610,-1,445,-1,522,554,-1,2085,-1,1480,-1,-1,1730,-1,-1,-1
6720045,67,2004,5,Karnataka,Mysore,-1,521,-1,467,-1,490,519,-1,-1,1052,1153,3141,-1,1356,-1,-1,-1
6720055,67,2005,5,Karnataka,Mysore,-1,562,-1,510,-1,497,518,-1,-1,1315,1211,3031,-1,1384,-1,-1,-1
6720065,67,2006,5,Karnataka,Mysore,-1,691,-1,668,-1,690,660,-1,2925,1841,1651,2315,-1,-1,-1,110,-1
6720075,67,2007,5,Karnataka,Mysore,-1,378,-1,687,-1,730,809,-1,-1,-1,-1,-1,-1,-1,-1,96,1982
6720085,67,2008,5,Karnataka,Mysore,-1,-1,-1,-1,-1,690,854,-1,-1,2219,1399,-1,-1,2508,-1,-1,2359
6720095,67,2009,5,Karnataka,Mysore,-1,-1,-1,-1,-1,727,870,-1,-1,-1,-1,-1,-1,2375,-1,-1,2824
6720105,67,2010,5,Karnataka,Mysore,-1,-1,-1,-1,-1,814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6720115,67,2011,5,Karnataka,Mysore,-1,-1,-1,-1,-1,902,906,-1,-1,3855,-1,3894,-1,3187,-1,-1,-1
6720125,67,2012,5,Karnataka,Mysore,-1,-1,-1,-1,-1,1068,1546,-1,-1,2342,2832,3921,-1,-1,-1,-1,3859
6720135,67,2013,5,Karnataka,Mysore,-1,1379,-1,-1,-1,1212,1476,-1,-1,2397,3888,3428,-1,3039,-1,-1,4033
6720145,67,2014,5,Karnataka,Mysore,-1,-1,-1,-1,-1,1219,1574,-1,-1,4251,-1,7534,-1,3220,-1,-1,4528
6720155,67,2015,5,Karnataka,Mysore,-1,1675,-1,1389,-1,1177,1392,-1,2242,3228,-1,6974,-1,3220,-1,-1,4654
6720165,67,2016,5,Karnataka,Mysore,-1,-1,-1,1389,-1,1243,1602,-1,-1,-1,-1,-1,-1,-1,-1,-1,4633
6819905,68,1990,5,Karnataka,Mandya,-1,256,-1,201,-1,-1,233,-1,-1,-1,847,1468,-1,568,-1,390,-1
6819915,68,1991,5,Karnataka,Mandya,-1,326,-1,-1,-1,-1,273,-1,-1,-1,1068,1278,-1,580,-1,420,-1
6819925,68,1992,5,Karnataka,Mandya,-1,344,-1,322,-1,-1,332,-1,-1,-1,-1,-1,-1,621,-1,-1,-1
6819935,68,1993,5,Karnataka,Mandya,-1,358,-1,-1,-1,-1,-1,-1,-1,-1,971,1223,-1,701,-1,540,-1
6819945,68,1994,5,Karnataka,Mandya,-1,457,-1,639,-1,-1,-1,-1,-1,-1,1028,1484,-1,843,-1,-1,-1
