Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
1199014,1,1990,14,Chhattisgarh,Durg,11776,60.3,21.68,15.54,5834,29.9,10.74,7.7,1915,9.8,3.53,2.53,19525,35.95,25.76
1199114,1,1991,14,Chhattisgarh,Durg,12401,48.1,22.74,16.35,9870,38.3,18.1,13.01,3528,13.7,6.47,4.65,25799,47.31,34.02
1199214,1,1992,14,Chhattisgarh,Durg,17443,54.3,31.89,22.94,10561,32.9,19.31,13.89,4119,12.8,7.53,5.42,32123,58.74,42.24
1199314,1,1993,14,Chhattisgarh,Durg,14996,58.4,27.28,18.83,8640,33.7,15.71,10.85,2040,7.9,3.71,2.56,25676,46.7,32.24
1199414,1,1994,14,Chhattisgarh,Durg,18021,62.7,32.7,22.02,8502,29.6,15.43,10.39,2236,7.8,4.06,2.73,28759,52.19,35.14
1199514,1,1995,14,Chhattisgarh,Durg,18021,62.7,32.59,22.04,8502,29.6,15.38,10.4,2236,7.8,4.04,2.74,28759,52.01,35.18
1199614,1,1996,14,Chhattisgarh,Durg,18021,62.7,32.38,22.41,8502,29.6,15.28,10.57,2236,7.8,4.02,2.78,28759,51.68,35.77
1199714,1,1997,14,Chhattisgarh,Durg,24767,64.9,44.6,31.21,9604,25.1,17.3,12.1,3820,10,6.88,4.81,38191,68.78,48.12
1199814,1,1998,14,Chhattisgarh,Durg,23154,65.3,42.24,31.68,9832,27.7,17.94,13.45,2468,7,4.5,3.38,35454,64.67,48.51
1199914,1,1999,14,Chhattisgarh,Durg,25602,62.9,46.34,32.3,10516,25.9,19.03,13.27,4559,11.2,8.25,5.75,40677,73.63,51.31
1200014,1,2000,14,Chhattisgarh,Durg,22603,61.4,41.97,35.63,10193,27.7,18.93,16.07,4042,11,7.51,6.37,36838,68.4,58.07
1200114,1,2001,14,Chhattisgarh,Durg,24562,63.8,44.97,33.16,10601,27.5,19.41,14.31,3364,8.7,6.16,4.54,38527,70.54,52.01
1200214,1,2002,14,Chhattisgarh,Durg,19020,58,34.92,27.41,9516,29,17.47,13.71,4250,13,7.8,6.12,32786,60.19,47.25
1200314,1,2003,14,Chhattisgarh,Durg,20758,62,37.81,27.13,8902,26.6,16.21,11.63,3797,11.3,6.92,4.96,33457,60.94,43.73
1200414,1,2004,14,Chhattisgarh,Durg,29974,60.1,54.4,37.43,14014,28.1,25.44,17.5,5856,11.7,10.63,7.31,49844,90.47,62.25
1200514,1,2005,14,Chhattisgarh,Durg,30819,59.4,55.78,38.05,14120,27.2,25.56,17.43,6977,13.4,12.63,8.61,51916,93.97,64.1
1200614,1,2006,14,Chhattisgarh,Durg,41477,61.1,75.1,51.15,17901,26.3,32.41,22.07,8558,12.6,15.5,10.55,67936,123.01,83.77
1200714,1,2007,14,Chhattisgarh,Durg,38837,58.6,70.51,47.41,18411,27.8,33.42,22.47,9014,13.6,16.36,11,66262,120.3,80.89
1200814,1,2008,14,Chhattisgarh,Durg,35124,49.7,64.06,45.34,22630,32,41.27,29.21,12920,18.3,23.56,16.68,70674,128.89,91.24
1200914,1,2009,14,Chhattisgarh,Durg,48950,56.4,89.69,64.9,24997,28.8,45.8,33.14,12909,14.9,23.65,17.12,86856,159.15,115.16
1201014,1,2010,14,Chhattisgarh,Durg,51017,54.5,93.27,64.89,28417,30.4,51.95,36.14,14138,15.1,25.85,17.98,93572,171.08,119.01
1201114,1,2011,14,Chhattisgarh,Durg,47651,56.2,324.49,247.91,28418,33.5,193.52,147.85,8686,10.2,59.15,45.19,84755,577.15,440.95
1201214,1,2012,14,Chhattisgarh,Durg,17640,55.5,119.98,89.77,10817,34,73.58,55.05,3355,10.5,22.82,17.07,31812,216.38,161.88
1201314,1,2013,14,Chhattisgarh,Durg,18639,63.5,126.81,96.42,7847,26.7,53.39,40.59,2867,9.8,19.51,14.83,29353,199.71,151.84
1201414,1,2014,14,Chhattisgarh,Durg,19608,53.6,133.25,102.96,11737,32.1,79.76,61.63,5208,14.2,35.39,27.35,36553,248.41,191.94
1201514,1,2015,14,Chhattisgarh,Durg,24930,62.7,168.08,131.4,10072,25.3,67.91,53.09,4752,12,32.04,25.05,39754,268.03,209.54
1201614,1,2016,14,Chhattisgarh,Durg,22973,55.7,157.31,123.12,13919,33.7,95.31,74.6,4358,10.6,29.84,23.36,41249,282.46,221.07
1201714,1,2017,14,Chhattisgarh,Durg,17463,59.8,-1,-1,8044,27.5,-1,-1,3696,12.7,-1,-1,29203,-1,-1
2199014,2,1990,14,Chhattisgarh,Bastar,1784,56.3,2.06,1.99,1166,36.8,1.35,1.3,217,6.9,0.25,0.24,3167,3.66,3.54
2199114,2,1991,14,Chhattisgarh,Bastar,3017,65.6,3.49,3.38,1248,27.1,1.44,1.4,335,7.3,0.39,0.37,4600,5.32,5.15
2199214,2,1992,14,Chhattisgarh,Bastar,3266,58.8,3.81,3.7,1703,30.7,1.99,1.93,583,10.5,0.68,0.66,5552,6.48,6.29
2199314,2,1993,14,Chhattisgarh,Bastar,3363,68.4,3.83,3.7,1310,26.6,1.49,1.44,244,5,0.28,0.27,4917,5.6,5.41
2199414,2,1994,14,Chhattisgarh,Bastar,3718,63.2,4.25,4.1,1728,29.4,1.98,1.91,440,7.5,0.5,0.49,5886,6.73,6.49
2199514,2,1995,14,Chhattisgarh,Bastar,3718,63.2,4.24,4.09,1728,29.4,1.97,1.9,440,7.5,0.5,0.48,5886,6.72,6.48
2199614,2,1996,14,Chhattisgarh,Bastar,3718,63.2,4.26,4.1,1728,29.4,1.98,1.91,440,7.5,0.5,0.49,5886,6.74,6.5
2199714,2,1997,14,Chhattisgarh,Bastar,7577,70.2,8.73,8.44,2296,21.3,2.64,2.56,915,8.5,1.05,1.02,10788,12.43,12.01
2199814,2,1998,14,Chhattisgarh,Bastar,1499,50.5,4.22,4.1,1043,35.1,2.93,2.85,426,14.4,1.2,1.16,2968,8.35,8.11
2199914,2,1999,14,Chhattisgarh,Bastar,1939,58.1,5.46,5.31,1026,30.7,2.89,2.81,374,11.2,1.05,1.02,3339,9.4,9.14
2200014,2,2000,14,Chhattisgarh,Bastar,4147,73.8,11.76,11.45,1087,19.3,3.08,3,387,6.9,1.1,1.07,5621,15.93,15.52
2200114,2,2001,14,Chhattisgarh,Bastar,2642,63,7.46,7.27,1143,27.3,3.23,3.15,408,9.7,1.15,1.12,4193,11.84,11.54
2200214,2,2002,14,Chhattisgarh,Bastar,1760,54.3,5.04,4.93,1054,32.5,3.02,2.95,427,13.2,1.22,1.2,3241,9.27,9.08
2200314,2,2003,14,Chhattisgarh,Bastar,1908,54.8,5.44,5.3,1125,32.3,3.2,3.12,450,12.9,1.28,1.25,3483,9.92,9.67
2200414,2,2004,14,Chhattisgarh,Bastar,2838,60,8.1,7.89,1194,25.3,3.41,3.32,695,14.7,1.98,1.93,4727,13.49,13.13
2200514,2,2005,14,Chhattisgarh,Bastar,4193,57.7,12,11.67,2165,29.8,6.2,6.03,914,12.6,2.62,2.54,7272,20.81,20.25
2200614,2,2006,14,Chhattisgarh,Bastar,5690,59.7,17.93,17.37,2837,29.7,8.94,8.66,1011,10.6,3.19,3.09,9538,30.06,29.12
2200714,2,2007,14,Chhattisgarh,Bastar,5005,77,15.82,15.33,1141,17.6,3.61,3.5,354,5.4,1.12,1.08,6500,20.55,19.92
2200814,2,2008,14,Chhattisgarh,Bastar,4098,54.7,12.89,12.5,2333,31.1,7.34,7.11,1064,14.2,3.35,3.24,7495,23.57,22.86
2200914,2,2009,14,Chhattisgarh,Bastar,7148,55.4,22.51,21.84,4592,35.6,14.46,14.03,1155,9,3.64,3.53,12895,40.6,39.41
2201014,2,2010,14,Chhattisgarh,Bastar,7607,55.3,24.1,23.31,4147,30.1,13.14,12.71,2012,14.6,6.37,6.17,13766,43.61,42.18
2201114,2,2011,14,Chhattisgarh,Bastar,6457,51.3,35.74,34.68,4503,35.8,24.92,24.19,1632,13,9.03,8.77,12592,69.69,67.64
2201214,2,2012,14,Chhattisgarh,Bastar,6413,59.3,35.54,34.46,3356,31,18.6,18.04,1040,9.6,5.76,5.59,10809,59.9,58.09
2201314,2,2013,14,Chhattisgarh,Bastar,5678,62.2,31.54,30.62,2452,26.8,13.62,13.22,1003,11,5.57,5.41,9133,50.74,49.25
2201414,2,2014,14,Chhattisgarh,Bastar,4926,59,28.42,27.52,2481,29.7,14.32,13.86,945,11.3,5.45,5.28,8352,48.19,46.65
2201514,2,2015,14,Chhattisgarh,Bastar,5168,52.1,30.57,29.58,3505,35.3,20.73,20.06,1251,12.6,7.4,7.16,9924,58.7,56.8
2201614,2,2016,14,Chhattisgarh,Bastar,5360,49.8,31.58,30.53,3872,35.9,22.81,22.05,1538,14.3,9.06,8.76,10771,63.46,61.34
2201714,2,2017,14,Chhattisgarh,Bastar,5341,52.7,-1,-1,3497,34.5,-1,-1,1301,12.8,-1,-1,10139,-1,-1
3199014,3,1990,14,Chhattisgarh,Raipur,30812,58.2,32.91,26.14,13882,26.2,14.83,11.78,8258,15.6,8.82,7.01,52952,56.55,44.92
3199114,3,1991,14,Chhattisgarh,Raipur,27326,55.4,29.11,23.34,15607,31.7,16.63,13.33,6351,12.9,6.77,5.42,49284,52.5,42.09
3199214,3,1992,14,Chhattisgarh,Raipur,35574,61,37.83,30.28,14954,25.6,15.9,12.73,7782,13.3,8.28,6.62,58310,62.01,49.64
3199314,3,1993,14,Chhattisgarh,Raipur,45411,66.2,47.98,37.56,18408,26.8,19.45,15.23,4779,7,5.05,3.95,68598,72.48,56.74
3199414,3,1994,14,Chhattisgarh,Raipur,49273,64.3,51.87,40.17,21293,27.8,22.42,17.36,6105,8,6.43,4.98,76671,80.72,62.51
3199514,3,1995,14,Chhattisgarh,Raipur,49273,64.3,51.75,40.01,21293,27.8,22.36,17.29,6105,8,6.41,4.96,76671,80.53,62.26
3199614,3,1996,14,Chhattisgarh,Raipur,49273,64.3,51.9,41.48,21293,27.8,22.43,17.92,6105,8,6.43,5.14,76671,80.76,64.54
3199714,3,1997,14,Chhattisgarh,Raipur,54995,64.1,57.7,45.64,22850,26.6,23.97,18.96,7930,9.2,8.32,6.58,85775,89.99,71.19
3199814,3,1998,14,Chhattisgarh,Raipur,33372,65.5,60.62,51.29,15013,29.5,27.27,23.07,2538,5,4.61,3.9,50923,92.51,78.26
3199914,3,1999,14,Chhattisgarh,Raipur,33288,64.5,60.23,48.65,14207,27.5,25.71,20.76,4148,8,7.51,6.06,51643,93.45,75.47
3200014,3,2000,14,Chhattisgarh,Raipur,27241,59.8,50,45.5,13986,30.7,25.67,23.36,4361,9.6,8,7.28,45588,83.67,76.14
3200114,3,2001,14,Chhattisgarh,Raipur,28949,62.4,52.64,43.83,13278,28.6,24.14,20.11,4186,9,7.61,6.34,46413,84.39,70.28
3200214,3,2002,14,Chhattisgarh,Raipur,24347,58.1,44.42,38.67,13576,32.4,24.77,21.56,3996,9.5,7.29,6.35,41919,76.49,66.58
3200314,3,2003,14,Chhattisgarh,Raipur,24840,58.4,45.22,36.84,13261,31.2,24.14,19.67,4451,10.5,8.1,6.6,42552,77.46,63.11
3200414,3,2004,14,Chhattisgarh,Raipur,32113,55.8,58.5,47.94,18229,31.7,33.21,27.21,7206,12.5,13.13,10.76,57548,104.84,85.91
3200514,3,2005,14,Chhattisgarh,Raipur,45504,50.1,83.08,67.38,34484,38,62.96,51.07,10815,11.9,19.74,16.02,90803,165.78,134.47
3200614,3,2006,14,Chhattisgarh,Raipur,61019,57,111.69,89.19,29971,28,54.86,43.81,16029,15,29.34,23.43,107019,195.89,156.42
3200714,3,2007,14,Chhattisgarh,Raipur,64538,51.6,118.36,94.03,37257,29.8,68.33,54.29,23205,18.6,42.56,33.81,125000,229.25,182.13
3200814,3,2008,14,Chhattisgarh,Raipur,58644,58.3,108.35,87.74,30664,30.5,56.66,45.88,11321,11.3,20.92,16.94,100629,185.93,150.55
3200914,3,2009,14,Chhattisgarh,Raipur,72147,58.4,134.74,110.93,37450,30.3,69.94,57.58,13972,11.3,26.09,21.48,123569,230.77,190
3201014,3,2010,14,Chhattisgarh,Raipur,82948,59,154.16,123.16,41032,29.2,76.26,60.92,16630,11.8,30.91,24.69,140610,261.32,208.78
3201114,3,2011,14,Chhattisgarh,Raipur,101157,58,599.73,480.53,50814,29.2,301.26,241.39,22339,12.8,132.44,106.12,174310,1033.44,828.04
3201214,3,2012,14,Chhattisgarh,Raipur,53626,63.9,324.04,242.27,25929,30.9,156.68,117.14,4383,5.2,26.48,19.8,83938,507.21,379.21
3201314,3,2013,14,Chhattisgarh,Raipur,50429,56.9,304.25,229.41,29391,33.2,177.32,133.7,8749,9.9,52.78,39.8,88569,534.35,402.92
3201414,3,2014,14,Chhattisgarh,Raipur,38083,60.5,232.06,169.12,15294,24.3,93.19,67.92,9523,15.1,58.03,42.29,62900,383.28,279.33
3201514,3,2015,14,Chhattisgarh,Raipur,33753,68.3,207.01,167.93,12210,24.7,74.89,60.75,3473,7,21.3,17.28,49436,303.2,245.95
3201614,3,2016,14,Chhattisgarh,Raipur,29057,58.5,179.53,135.49,15881,32,98.12,74.05,4718,9.5,29.15,22,49656,306.8,231.55
3201714,3,2017,14,Chhattisgarh,Raipur,27146,60.1,-1,-1,14212,31.5,-1,-1,3808,8.4,-1,-1,45166,-1,-1
4199014,4,1990,14,Chhattisgarh,Bilaspur,19286,71.2,23.29,17.95,6340,23.4,7.66,5.9,1476,5.4,1.78,1.37,27102,32.72,25.23
4199114,4,1991,14,Chhattisgarh,Bilaspur,20564,67.5,24.9,19.67,7753,25.4,9.39,7.42,2155,7.1,2.61,2.06,30472,36.9,29.15
4199214,4,1992,14,Chhattisgarh,Bilaspur,23281,67.2,28.2,22.68,8751,25.2,10.6,8.53,2631,7.6,3.19,2.56,34663,41.98,33.77
4199314,4,1993,14,Chhattisgarh,Bilaspur,25397,78.5,30.59,23.75,5899,18.2,7.11,5.52,1077,3.3,1.3,1.01,32373,38.99,30.27
4199414,4,1994,14,Chhattisgarh,Bilaspur,31389,79.3,37.92,28.91,7192,18.2,8.69,6.62,992,2.5,1.2,0.91,39573,47.81,36.45
4199514,4,1995,14,Chhattisgarh,Bilaspur,31389,79.3,37.84,30.59,7192,18.2,8.67,7.01,992,2.5,1.2,0.97,39573,47.7,38.57
4199614,4,1996,14,Chhattisgarh,Bilaspur,31389,79.3,37.92,29.28,7192,18.2,8.69,6.71,992,2.5,1.2,0.93,39573,47.8,36.92
4199714,4,1997,14,Chhattisgarh,Bilaspur,35067,75.1,42.5,34.48,9615,20.6,11.65,9.45,2029,4.3,2.46,2,46711,56.61,45.93
4199814,4,1998,14,Chhattisgarh,Bilaspur,17038,76.8,45.81,33.31,4370,19.7,11.75,8.54,777,3.5,2.09,1.52,22185,59.65,43.37
4199914,4,1999,14,Chhattisgarh,Bilaspur,17000,67.2,45.52,34.26,6514,25.8,17.44,13.13,1774,7,4.75,3.58,25288,67.72,50.97
4200014,4,2000,14,Chhattisgarh,Bilaspur,15001,63.4,41.29,33.99,7260,30.7,19.98,16.45,1395,5.9,3.84,3.16,23656,65.11,53.6
4200114,4,2001,14,Chhattisgarh,Bilaspur,19817,68.5,53.43,42.26,7764,26.8,20.93,16.56,1337,4.6,3.6,2.85,28918,77.97,61.67
4200214,4,2002,14,Chhattisgarh,Bilaspur,17154,66.5,47.24,37.8,7317,28.4,20.15,16.13,1326,5.1,3.65,2.92,25797,71.05,56.85
4200314,4,2003,14,Chhattisgarh,Bilaspur,21180,74.5,57.55,43.82,5741,20.2,15.6,11.88,1514,5.3,4.11,3.13,28435,77.27,58.83
4200414,4,2004,14,Chhattisgarh,Bilaspur,28953,67.4,78.82,60.46,11164,26,30.39,23.31,2814,6.6,7.66,5.88,42931,116.87,89.65
4200514,4,2005,14,Chhattisgarh,Bilaspur,28825,67.8,78.75,59.95,9442,22.2,25.8,19.64,4229,10,11.55,8.8,42496,116.1,88.38
4200614,4,2006,14,Chhattisgarh,Bilaspur,30788,66.5,83.95,64.28,10627,23,28.98,22.19,4860,10.5,13.25,10.15,46275,126.18,96.61
4200714,4,2007,14,Chhattisgarh,Bilaspur,34429,71.4,94.19,71.52,9479,19.7,25.93,19.69,4280,8.9,11.71,8.89,48188,131.83,100.1
4200814,4,2008,14,Chhattisgarh,Bilaspur,28162,64,77.56,58.59,10740,24.4,29.58,22.34,5094,11.6,14.03,10.6,43996,121.16,91.53
4200914,4,2009,14,Chhattisgarh,Bilaspur,33991,64.8,94.37,72.99,13655,26,37.91,29.32,4826,9.2,13.4,10.36,52472,145.68,112.68
4201014,4,2010,14,Chhattisgarh,Bilaspur,34151,60.9,94.3,69.09,16327,29.1,45.08,33.03,5560,9.9,15.35,11.25,56038,154.74,113.37
4201114,4,2011,14,Chhattisgarh,Bilaspur,46719,68.7,199.46,158.6,15942,23.4,68.06,54.12,5346,7.9,22.82,18.15,68007,290.34,230.86
4201214,4,2012,14,Chhattisgarh,Bilaspur,26558,65.4,114.56,91.83,12555,30.9,54.16,43.41,1469,3.6,6.34,5.08,40582,175.06,140.33
4201314,4,2013,14,Chhattisgarh,Bilaspur,35378,71.9,151.95,121.42,11341,23.1,48.71,38.92,2455,5,10.54,8.43,49174,211.21,168.77
4201414,4,2014,14,Chhattisgarh,Bilaspur,31505,73.3,134.67,108.25,9623,22.4,41.13,33.07,1879,4.4,8.03,6.46,43007,183.84,147.78
4201514,4,2015,14,Chhattisgarh,Bilaspur,26593,70.7,115.79,93.78,8572,22.8,37.32,30.23,2450,6.5,10.67,8.64,37615,163.78,132.65
4201614,4,2016,14,Chhattisgarh,Bilaspur,28367,64.9,127.07,105.86,11869,27.2,53.17,44.29,3450,7.9,15.45,12.87,43686,195.7,163.02
4201714,4,2017,14,Chhattisgarh,Bilaspur,26020,71,-1,-1,8287,22.6,-1,-1,2342,6.4,-1,-1,36649,-1,-1
5199014,5,1990,14,Chhattisgarh,Raigarh,11176,70.3,20.48,19.17,3409,21.4,6.25,5.85,1309,8.2,2.4,2.25,15894,29.12,27.26
5199114,5,1991,14,Chhattisgarh,Raigarh,11333,65.2,20.75,19.49,4614,26.5,8.45,7.93,1443,8.3,2.64,2.48,17390,31.84,29.9
5199214,5,1992,14,Chhattisgarh,Raigarh,13721,66.4,25.22,23.77,5589,27,10.27,9.68,1356,6.6,2.49,2.35,20666,37.98,35.8
5199314,5,1993,14,Chhattisgarh,Raigarh,12459,71,22.84,21.43,4044,23,7.41,6.95,1055,6,1.93,1.81,17558,32.19,30.19
5199414,5,1994,14,Chhattisgarh,Raigarh,14929,74.4,27.57,25.87,4241,21.1,7.83,7.35,908,4.5,1.68,1.57,20078,37.07,34.79
5199514,5,1995,14,Chhattisgarh,Raigarh,14929,74.4,27.63,25.95,4241,21.1,7.85,7.37,908,4.5,1.68,1.58,20078,37.16,34.9
5199614,5,1996,14,Chhattisgarh,Raigarh,14929,74.4,27.65,26.05,4241,21.1,7.85,7.4,908,4.5,1.68,1.58,20078,37.19,35.04
5199714,5,1997,14,Chhattisgarh,Raigarh,13341,68.6,24.79,23.32,4839,24.9,8.99,8.46,1278,6.6,2.37,2.23,19458,36.16,34.01
5199814,5,1998,14,Chhattisgarh,Raigarh,14802,72.4,52.25,50.17,4681,22.9,16.52,15.86,971,4.7,3.43,3.29,20454,72.2,69.32
5199914,5,1999,14,Chhattisgarh,Raigarh,13130,61.4,46.5,43.36,6487,30.3,22.98,21.42,1783,8.3,6.31,5.89,21400,75.79,70.67
5200014,5,2000,14,Chhattisgarh,Raigarh,11120,55.8,39.4,37.07,7125,35.8,25.25,23.75,1682,8.4,5.96,5.61,19927,70.61,66.43
5200114,5,2001,14,Chhattisgarh,Raigarh,14638,64.8,52.25,48.55,6715,29.7,23.97,22.27,1221,5.4,4.36,4.05,22574,80.58,74.88
5200214,5,2002,14,Chhattisgarh,Raigarh,13678,68.9,48.8,44.9,5083,25.6,18.14,16.69,1084,5.5,3.87,3.56,19845,70.81,65.14
5200314,5,2003,14,Chhattisgarh,Raigarh,16109,72.9,57.34,50.7,4877,22.1,17.36,15.35,1105,5,3.93,3.48,22091,78.63,69.53
5200414,5,2004,14,Chhattisgarh,Raigarh,20167,71.7,72.01,64.89,6142,21.8,21.93,19.76,1834,6.5,6.55,5.9,28143,100.5,90.55
5200514,5,2005,14,Chhattisgarh,Raigarh,22116,65.1,79.69,71.33,9012,26.5,32.47,29.06,2868,8.4,10.33,9.25,33996,122.49,109.64
5200614,5,2006,14,Chhattisgarh,Raigarh,21240,65.2,76.64,68.56,8169,25.1,29.48,26.37,3166,9.7,11.42,10.22,32575,117.54,105.14
5200714,5,2007,14,Chhattisgarh,Raigarh,21753,64.8,78.84,70.36,8849,26.4,32.07,28.62,2967,8.8,10.75,9.6,33569,121.67,108.58
5200814,5,2008,14,Chhattisgarh,Raigarh,27947,64.3,101.41,90.79,10507,24.2,38.13,34.13,5034,11.6,18.27,16.35,43488,157.81,141.27
5200914,5,2009,14,Chhattisgarh,Raigarh,28609,64.1,105.05,94.34,12033,27,44.19,39.68,3987,8.9,14.64,13.15,44629,163.88,147.16
5201014,5,2010,14,Chhattisgarh,Raigarh,23377,57.3,85.94,77.1,13017,31.9,47.86,42.93,4423,10.8,16.26,14.59,40817,150.06,134.61
5201114,5,2011,14,Chhattisgarh,Raigarh,28218,66.6,104.45,93.77,12456,29.4,46.1,41.39,1697,4,6.28,5.64,42371,156.83,140.8
5201214,5,2012,14,Chhattisgarh,Raigarh,22574,65.8,83.82,75.28,10154,29.6,37.7,33.86,1581,4.6,5.87,5.27,34309,127.4,114.42
5201314,5,2013,14,Chhattisgarh,Raigarh,24402,66.4,90.52,81.2,10325,28.1,38.3,34.36,2041,5.6,7.57,6.79,36768,136.39,122.35
5201414,5,2014,14,Chhattisgarh,Raigarh,25504,64.4,100.29,88.86,10612,26.8,41.73,36.97,3456,8.7,13.59,12.04,39572,155.61,137.88
5201514,5,2015,14,Chhattisgarh,Raigarh,27157,64,106.28,94.48,12107,28.5,47.38,42.12,3156,7.4,12.35,10.98,42420,166.01,147.58
5201614,5,2016,14,Chhattisgarh,Raigarh,22619,53.7,84.61,75.43,14573,34.6,54.51,48.6,4909,11.7,18.36,16.37,42101,157.49,140.4
5201714,5,2017,14,Chhattisgarh,Raigarh,29365,65.6,-1,-1,12103,27,-1,-1,3306,7.4,-1,-1,44774,-1,-1
6199014,6,1990,14,Chhattisgarh,Surguja,3752,50,6.32,5.52,3445,45.9,5.8,5.06,309,4.1,0.52,0.45,7506,12.64,11.03
6199114,6,1991,14,Chhattisgarh,Surguja,4470,52.4,7.56,6.73,3406,40,5.76,5.12,648,7.6,1.1,0.98,8524,14.42,12.83
6199214,6,1992,14,Chhattisgarh,Surguja,4053,57.1,7,6.41,2487,35.1,4.29,3.93,552,7.8,0.95,0.87,7092,12.25,11.21
6199314,6,1993,14,Chhattisgarh,Surguja,3850,57.9,6.56,5.81,2353,35.4,4.01,3.55,448,6.7,0.76,0.68,6651,11.33,10.03
6199414,6,1994,14,Chhattisgarh,Surguja,6347,67.7,10.65,9.35,2620,28,4.4,3.86,402,4.3,0.67,0.59,9369,15.72,13.8
6199514,6,1995,14,Chhattisgarh,Surguja,6347,67.7,10.66,9.31,2620,28,4.4,3.84,402,4.3,0.68,0.59,9369,15.73,13.74
6199614,6,1996,14,Chhattisgarh,Surguja,6347,67.7,10.63,9.35,2620,28,4.39,3.86,402,4.3,0.67,0.59,9369,15.69,13.8
6199714,6,1997,14,Chhattisgarh,Surguja,5654,56.9,9.47,8.28,3661,36.9,6.13,5.36,616,6.2,1.03,0.9,9931,16.63,14.54
6199814,6,1998,14,Chhattisgarh,Surguja,4925,58.2,10.06,8.84,3240,38.3,6.62,5.81,292,3.5,0.6,0.52,8457,17.28,15.18
6199914,6,1999,14,Chhattisgarh,Surguja,5899,54.7,12.04,10.43,4083,37.9,8.33,7.22,802,7.4,1.64,1.42,10784,22,19.07
6200014,6,2000,14,Chhattisgarh,Surguja,7507,54.6,15.44,13.42,5230,38,10.75,9.35,1023,7.4,2.1,1.83,13760,28.3,24.6
6200114,6,2001,14,Chhattisgarh,Surguja,8938,61.6,18.32,15.87,4506,31.1,9.24,8,1065,7.3,2.18,1.89,14509,29.75,25.76
6200214,6,2002,14,Chhattisgarh,Surguja,8190,61,16.89,14.65,4181,31.1,8.62,7.48,1058,7.9,2.18,1.89,13429,27.69,24.03
6200314,6,2003,14,Chhattisgarh,Surguja,9501,67.9,19.59,16.87,3674,26.3,7.58,6.52,809,5.8,1.67,1.44,13984,28.84,24.83
6200414,6,2004,14,Chhattisgarh,Surguja,17996,69.3,37.46,32.39,6504,25.1,13.54,11.71,1459,5.6,3.04,2.63,25959,54.04,46.72
6200514,6,2005,14,Chhattisgarh,Surguja,15576,72.9,32.49,28.12,4402,20.6,9.18,7.95,1376,6.4,2.87,2.48,21354,44.55,38.55
6200614,6,2006,14,Chhattisgarh,Surguja,11067,62.2,22.97,19.86,5507,30.9,11.43,9.88,1223,6.9,2.54,2.2,17797,36.94,31.94
6200714,6,2007,14,Chhattisgarh,Surguja,14069,61.8,29.36,25.4,6599,29,13.77,11.92,2095,9.2,4.37,3.78,22763,47.51,41.1
6200814,6,2008,14,Chhattisgarh,Surguja,15297,56.4,32.17,27.91,8686,32,18.27,15.85,3157,11.6,6.64,5.76,27140,57.08,49.52
6200914,6,2009,14,Chhattisgarh,Surguja,18875,58.6,40.02,34.84,11890,36.9,25.21,21.95,1446,4.5,3.07,2.67,32211,68.29,59.46
6201014,6,2010,14,Chhattisgarh,Surguja,12948,52.7,27.8,24.19,9112,37.1,19.56,17.02,2494,10.2,5.35,4.66,24554,52.71,45.87
6201114,6,2011,14,Chhattisgarh,Surguja,11349,49.9,71.1,61.86,9403,41.4,58.9,51.26,1988,8.7,12.45,10.84,22740,142.45,123.96
6201214,6,2012,14,Chhattisgarh,Surguja,8940,53,56.11,48.83,6759,40.1,42.42,36.92,1174,7,7.37,6.41,16873,105.91,92.16
6201314,6,2013,14,Chhattisgarh,Surguja,14241,69.7,89.37,78.13,5023,24.6,31.52,27.56,1159,5.7,7.27,6.36,20423,128.16,112.05
6201414,6,2014,14,Chhattisgarh,Surguja,9862,54.9,61.96,54.01,5269,29.3,33.1,28.86,2822,15.7,17.73,15.45,17953,112.79,98.32
6201514,6,2015,14,Chhattisgarh,Surguja,10533,61.1,65.93,57.7,5065,29.4,31.71,27.74,1645,9.5,10.3,9.01,17243,107.94,94.45
6201614,6,2016,14,Chhattisgarh,Surguja,15191,62.1,98.27,83.14,7226,29.5,46.74,39.55,2037,8.3,13.18,11.15,24454,158.19,133.84
6201714,6,2017,14,Chhattisgarh,Surguja,8048,55,-1,-1,4264,29.1,-1,-1,2320,15.9,-1,-1,14632,-1,-1
719906,7,1990,6,Madhya Pradesh,Jabalpur,10358,57.3,22.73,18.8,7276,40.2,15.97,13.2,453,2.5,0.99,0.82,18087,39.69,32.82
719916,7,1991,6,Madhya Pradesh,Jabalpur,11359,59.3,25.68,21.74,7318,38.2,16.54,14,486,2.5,1.1,0.93,19163,43.32,36.67
