Key,Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
225200112,225,2001,12,Uttar Pradesh,Lucknow,22040,72.2,157.69,102.13,8047,26.4,57.57,37.29,424,1.4,3.03,1.96,30511,218.29,141.38
225200212,225,2002,12,Uttar Pradesh,Lucknow,19298,71.9,144.44,96.62,6879,25.6,51.49,34.44,658,2.5,4.92,3.29,26835,200.85,134.36
225200312,225,2003,12,Uttar Pradesh,Lucknow,20531,69.5,148.66,98.5,7949,26.9,57.56,38.14,1046,3.5,7.57,5.02,29526,213.79,141.66
225200412,225,2004,12,Uttar Pradesh,Lucknow,20653,69.7,149.5,94.64,7784,26.3,56.34,35.67,1179,4,8.53,5.4,29616,214.38,135.72
225200512,225,2005,12,Uttar Pradesh,Lucknow,21045,67.9,149.81,97.59,8630,27.8,61.43,40.02,1336,4.3,9.51,6.2,31011,220.75,143.8
225200612,225,2006,12,Uttar Pradesh,Lucknow,23575,70.8,162.13,108.38,8726,26.2,60.01,40.12,986,3,6.78,4.53,33287,228.92,153.03
225200712,225,2007,12,Uttar Pradesh,Lucknow,34876,73.3,249.72,161.5,10962,23,78.49,50.76,1746,3.7,12.5,8.09,47584,340.71,220.35
225200812,225,2008,12,Uttar Pradesh,Lucknow,36446,71.1,267.08,174.4,11521,22.5,84.43,55.13,3268,6.4,23.95,15.64,51235,375.46,245.17
225200912,225,2009,12,Uttar Pradesh,Lucknow,36693,66.3,268.62,178.85,13407,24.2,98.15,65.35,5243,9.5,38.38,25.56,55343,405.15,269.76
225201012,225,2010,12,Uttar Pradesh,Lucknow,34907,62.8,256.52,165.26,16347,29.4,120.13,77.39,4334,7.8,31.85,20.52,55588,408.5,263.16
225201112,225,2011,12,Uttar Pradesh,Lucknow,36282,73.3,267.29,173.06,11530,23.3,84.94,55,1655,3.3,12.19,7.89,49467,364.42,235.95
225201212,225,2012,12,Uttar Pradesh,Lucknow,29522,79.1,213.37,142.15,7192,19.3,51.98,34.63,620,1.7,4.48,2.99,37334,269.83,179.77
225201312,225,2013,12,Uttar Pradesh,Lucknow,18190,76.9,132,89.49,4804,20.3,34.86,23.63,653,2.8,4.74,3.21,23647,171.6,116.34
225201412,225,2014,12,Uttar Pradesh,Lucknow,19493,74,143.96,96.29,5672,21.5,41.89,28.02,1172,4.5,8.66,5.79,26337,194.5,130.1
225201512,225,2015,12,Uttar Pradesh,Lucknow,17686,69.2,131.65,86.09,6637,26,49.41,32.31,1245,4.9,9.27,6.06,25567,190.32,124.45
225201612,225,2016,12,Uttar Pradesh,Lucknow,17784,67.7,132.38,86.55,7056,26.8,52.52,34.34,1445,5.5,10.76,7.03,26285,195.66,127.92
225201712,225,2017,12,Uttar Pradesh,Lucknow,21074,67.1,-1,-1,9715,30.9,-1,-1,622,2,-1,-1,31411,-1,-1
226199012,226,1990,12,Uttar Pradesh,Unnao,17112,69.8,60.03,41.06,6123,25,21.48,14.69,1272,5.2,4.46,3.05,24507,85.97,58.8
226199112,226,1991,12,Uttar Pradesh,Unnao,22436,74.2,78.45,53.56,6580,21.8,23.01,15.71,1218,4,4.26,2.91,30234,105.71,72.17
226199212,226,1992,12,Uttar Pradesh,Unnao,25426,81.5,89.18,60.39,5258,16.9,18.44,12.49,517,1.7,1.81,1.23,31201,109.43,74.11
226199312,226,1993,12,Uttar Pradesh,Unnao,26858,87.2,94.9,64.68,3754,12.2,13.27,9.04,182,0.6,0.64,0.44,30794,108.81,74.16
226199412,226,1994,12,Uttar Pradesh,Unnao,20942,85.6,73.39,48.4,3347,13.7,11.73,7.74,187,0.8,0.66,0.43,24476,85.77,56.57
226199512,226,1995,12,Uttar Pradesh,Unnao,28330,86.5,95.66,64.96,4047,12.4,13.67,9.28,358,1.1,1.21,0.82,32735,110.54,75.06
226199612,226,1996,12,Uttar Pradesh,Unnao,29359,83.1,99.09,63.81,5583,15.8,18.84,12.13,397,1.1,1.34,0.86,35339,119.27,76.8
226199712,226,1997,12,Uttar Pradesh,Unnao,28695,82.8,98.06,65.39,5599,16.2,19.13,12.76,347,1,1.19,0.79,34641,118.38,78.94
226199812,226,1998,12,Uttar Pradesh,Unnao,30102,80.2,101.46,69.02,6517,17.4,21.97,14.94,916,2.4,3.09,2.1,37535,126.51,86.07
226199912,226,1999,12,Uttar Pradesh,Unnao,29445,73.7,98.27,65.44,9635,24.1,32.16,21.41,852,2.1,2.84,1.89,39932,133.27,88.75
226200012,226,2000,12,Uttar Pradesh,Unnao,30610,71.5,102.55,69.86,11334,26.5,37.97,25.87,861,2,2.88,1.97,42805,143.41,97.69
226200112,226,2001,12,Uttar Pradesh,Unnao,33318,68.3,112.32,73.15,14836,30.4,50.02,32.57,620,1.3,2.09,1.36,48774,164.43,107.09
226200212,226,2002,12,Uttar Pradesh,Unnao,26075,64.7,89.51,64.25,13408,33.3,46.03,33.04,820,2,2.81,2.02,40303,138.36,99.31
226200312,226,2003,12,Uttar Pradesh,Unnao,31720,66.4,106.91,69.6,14699,30.8,49.54,32.25,1339,2.8,4.51,2.94,47758,160.96,104.79
226200412,226,2004,12,Uttar Pradesh,Unnao,31896,66.1,104.83,67.42,14855,30.8,48.82,31.4,1533,3.2,5.04,3.24,48284,158.7,102.06
226200512,226,2005,12,Uttar Pradesh,Unnao,32517,64.1,108.3,69.21,16490,32.5,54.92,35.1,1737,3.4,5.79,3.7,50744,169.01,108
226200612,226,2006,12,Uttar Pradesh,Unnao,36543,67.9,120.94,77.92,15999,29.7,52.95,34.11,1306,2.4,4.32,2.78,53848,178.2,114.82
226200712,226,2007,12,Uttar Pradesh,Unnao,30607,69.6,100.5,64.19,11697,26.6,38.41,24.53,1688,3.8,5.54,3.54,43992,144.44,92.26
226200812,226,2008,12,Uttar Pradesh,Unnao,31913,67.6,104.39,66.53,12281,26,40.17,25.6,3026,6.4,9.9,6.31,47220,154.46,98.45
226200912,226,2009,12,Uttar Pradesh,Unnao,32161,63.7,105.41,71.25,14296,28.3,46.86,31.67,4031,8,13.21,8.93,50488,165.48,111.85
226201012,226,2010,12,Uttar Pradesh,Unnao,43112,70.5,141.15,90.07,15761,25.8,51.6,32.93,2237,3.7,7.32,4.67,61110,200.07,127.67
226201112,226,2011,12,Uttar Pradesh,Unnao,42034,73.8,136.04,85.16,13637,23.9,44.14,27.63,1314,2.3,4.25,2.66,56985,184.43,115.45
226201212,226,2012,12,Uttar Pradesh,Unnao,50477,72.1,161.64,101.88,18070,25.8,57.86,36.47,1474,2.1,4.72,2.98,70021,224.23,141.33
226201312,226,2013,12,Uttar Pradesh,Unnao,50675,77.3,161.47,101.36,13117,20,41.8,26.24,1793,2.7,5.71,3.59,65585,208.98,131.18
226201412,226,2014,12,Uttar Pradesh,Unnao,54088,74.1,173.24,109.88,15650,21.5,50.13,31.79,3210,4.4,10.28,6.52,72948,233.65,148.19
226201512,226,2015,12,Uttar Pradesh,Unnao,49789,69.2,158.47,99.65,18665,26,59.41,37.36,3449,4.8,10.98,6.9,71903,228.85,143.91
226201612,226,2016,12,Uttar Pradesh,Unnao,49333,67.8,156.69,98.03,19401,26.7,61.62,38.55,4043,5.6,12.84,8.03,72777,231.16,144.61
226201712,226,2017,12,Uttar Pradesh,Unnao,41140,69.7,-1,-1,16272,27.6,-1,-1,1593,2.7,-1,-1,59005,-1,-1
227199012,227,1990,12,Uttar Pradesh,Rae - Bareily,23398,74.5,84.75,56.55,6795,21.6,24.61,16.42,1227,3.9,4.44,2.97,31420,113.8,75.94
227199112,227,1991,12,Uttar Pradesh,Rae - Bareily,22967,73.4,83.19,55.4,7389,23.6,26.76,17.82,935,3,3.39,2.26,31291,113.34,75.48
227199212,227,1992,12,Uttar Pradesh,Rae - Bareily,24174,81.1,88.79,58.51,5247,17.6,19.27,12.7,405,1.4,1.49,0.98,29826,109.55,72.18
227199312,227,1993,12,Uttar Pradesh,Rae - Bareily,24032,83.3,87.36,59.35,4612,16,16.76,11.39,215,0.7,0.78,0.53,28859,104.9,71.27
227199412,227,1994,12,Uttar Pradesh,Rae - Bareily,25733,81.4,92.48,61.02,5297,16.7,19.04,12.56,597,1.9,2.15,1.42,31627,113.67,74.99
227199512,227,1995,12,Uttar Pradesh,Rae - Bareily,28611,84.4,103.74,68.56,4883,14.4,17.71,11.7,392,1.2,1.42,0.94,33886,122.87,81.2
227199612,227,1996,12,Uttar Pradesh,Rae - Bareily,30900,82.7,108.53,73.07,5976,16,20.99,14.13,510,1.4,1.79,1.21,37386,131.31,88.41
227199712,227,1997,12,Uttar Pradesh,Rae - Bareily,29377,78.3,103.21,70.34,7137,19,25.08,17.09,1013,2.7,3.56,2.43,37527,131.85,89.86
227199812,227,1998,12,Uttar Pradesh,Rae - Bareily,36209,79.4,127.69,85.44,8641,19,30.47,20.39,746,1.6,2.63,1.76,45596,160.79,107.59
227199912,227,1999,12,Uttar Pradesh,Rae - Bareily,33931,72,116.19,81.12,12282,26.1,42.06,29.36,934,2,3.2,2.23,47147,161.45,112.71
227200012,227,2000,12,Uttar Pradesh,Rae - Bareily,31926,75.3,109.47,76.42,9733,23,33.37,23.3,726,1.7,2.49,1.74,42385,145.33,101.45
227200112,227,2001,12,Uttar Pradesh,Rae - Bareily,34522,74.5,125.93,81.84,11132,24,40.61,26.39,669,1.4,2.44,1.59,46323,168.98,109.82
227200212,227,2002,12,Uttar Pradesh,Rae - Bareily,25769,71.2,97.82,66.34,9396,26,35.67,24.19,1005,2.8,3.82,2.59,36170,137.3,93.12
227200312,227,2003,12,Uttar Pradesh,Rae - Bareily,33226,71.9,123.61,79.44,11479,24.9,42.7,27.45,1482,3.2,5.51,3.54,46187,171.83,110.43
227200412,227,2004,12,Uttar Pradesh,Rae - Bareily,33439,72.3,123.01,79.63,11190,24.2,41.16,26.65,1639,3.5,6.03,3.9,46268,170.2,110.18
227200512,227,2005,12,Uttar Pradesh,Rae - Bareily,34109,70.3,128.83,81.51,12485,25.7,47.15,29.83,1929,4,7.29,4.61,48523,183.26,115.95
227200612,227,2006,12,Uttar Pradesh,Rae - Bareily,37863,72.1,139.34,92.48,12886,24.6,47.42,31.48,1732,3.3,6.37,4.23,52481,193.14,128.19
227200712,227,2007,12,Uttar Pradesh,Rae - Bareily,48604,73,181.01,116.37,15441,23.2,57.5,36.97,2533,3.8,9.43,6.06,66578,247.94,159.41
227200812,227,2008,12,Uttar Pradesh,Rae - Bareily,51026,70.5,192.19,123.56,16712,23.1,62.95,40.47,4670,6.4,17.59,11.31,72408,272.72,175.34
227200912,227,2009,12,Uttar Pradesh,Rae - Bareily,51269,69,196.46,125.24,19324,26,74.05,47.2,3727,5,14.28,9.1,74320,284.79,181.55
227201012,227,2010,12,Uttar Pradesh,Rae - Bareily,51029,71.5,280.87,180.46,17418,24.4,95.87,61.6,2897,4.1,15.95,10.25,71344,392.69,252.3
227201112,227,2011,12,Uttar Pradesh,Rae - Bareily,41027,77.8,222.38,143.39,10642,20.2,57.68,37.19,1051,2,5.7,3.67,52720,285.76,184.26
227201212,227,2012,12,Uttar Pradesh,Rae - Bareily,38265,73.4,207.14,133.7,12577,24.1,68.08,43.94,1305,2.5,7.06,4.56,52147,282.29,182.2
227201312,227,2013,12,Uttar Pradesh,Rae - Bareily,30467,77.4,135.83,83.88,7826,19.9,34.89,21.54,1073,2.7,4.78,2.95,39366,175.5,108.37
227201412,227,2014,12,Uttar Pradesh,Rae - Bareily,32470,74.2,144.61,88.67,9375,21.4,41.75,25.6,1918,4.4,8.54,5.24,43763,194.9,119.51
227201512,227,2015,12,Uttar Pradesh,Rae - Bareily,30053,69.3,132.58,81.21,11262,26,49.68,30.43,2070,4.8,9.13,5.59,43384,191.4,117.24
227201612,227,2016,12,Uttar Pradesh,Rae - Bareily,29613,67.8,131.97,80.18,11607,26.6,51.72,31.43,2435,5.6,10.85,6.59,43655,194.54,118.19
227201712,227,2017,12,Uttar Pradesh,Rae - Bareily,63597,70,-1,-1,24373,26.8,-1,-1,2907,3.2,-1,-1,90876,-1,-1
228199012,228,1990,12,Uttar Pradesh,Sitapur,31650,80.8,75.79,58.01,6790,17.3,16.26,12.45,708,1.8,1.7,1.3,39148,93.75,71.76
228199112,228,1991,12,Uttar Pradesh,Sitapur,28099,79.7,66.67,50.9,6187,17.5,14.68,11.21,987,2.8,2.34,1.79,35273,83.69,63.89
228199212,228,1992,12,Uttar Pradesh,Sitapur,38716,88.6,92.67,66.82,4721,10.8,11.3,8.15,262,0.6,0.63,0.45,43699,104.6,75.42
228199312,228,1993,12,Uttar Pradesh,Sitapur,36494,87.1,86.82,62.17,4931,11.8,11.73,8.4,489,1.2,1.16,0.83,41914,99.71,71.4
228199412,228,1994,12,Uttar Pradesh,Sitapur,35159,83.3,83.25,60.41,5619,13.3,13.31,9.65,1411,3.3,3.34,2.42,42189,99.9,72.49
228199512,228,1995,12,Uttar Pradesh,Sitapur,43677,81.4,103.38,75.28,9465,17.6,22.4,16.31,537,1,1.27,0.93,53679,127.05,92.52
228199612,228,1996,12,Uttar Pradesh,Sitapur,45909,76.4,108.18,77.69,12458,20.7,29.36,21.08,1710,2.8,4.03,2.89,60077,141.56,101.66
228199712,228,1997,12,Uttar Pradesh,Sitapur,42609,73.3,101.16,72.63,13633,23.5,32.37,23.24,1874,3.2,4.45,3.19,58116,137.97,99.06
228199812,228,1998,12,Uttar Pradesh,Sitapur,47936,74.4,112.49,81.28,15211,23.6,35.69,25.79,1314,2,3.08,2.23,64461,151.27,109.29
228199912,228,1999,12,Uttar Pradesh,Sitapur,48381,73.8,112.25,79.17,15840,24.2,36.75,25.92,1339,2,3.11,2.19,65560,152.11,107.29
228200012,228,2000,12,Uttar Pradesh,Sitapur,47137,69.4,109.3,75.8,19093,28.1,44.27,30.7,1737,2.6,4.03,2.79,67967,157.6,109.3
228200112,228,2001,12,Uttar Pradesh,Sitapur,60721,71.5,140.27,96.64,22007,25.9,50.84,35.03,2201,2.6,5.08,3.5,84929,196.2,135.17
228200212,228,2002,12,Uttar Pradesh,Sitapur,54762,69.1,127.5,91.44,21273,26.8,49.53,35.52,3222,4.1,7.5,5.38,79257,184.52,132.34
228200312,228,2003,12,Uttar Pradesh,Sitapur,57608,69.3,132.13,89.95,21664,26,49.69,33.82,3906,4.7,8.96,6.1,83178,190.78,129.87
228200412,228,2004,12,Uttar Pradesh,Sitapur,57989,69,133.01,88.48,21574,25.7,49.49,32.92,4485,5.3,10.29,6.84,84048,192.78,128.24
228200512,228,2005,12,Uttar Pradesh,Sitapur,59031,67,135.58,92.17,23988,27.2,55.09,37.45,5106,5.8,11.73,7.97,88125,202.4,137.6
228200612,228,2006,12,Uttar Pradesh,Sitapur,65778,70.4,150.16,101.77,23746,25.4,54.21,36.74,3937,4.2,8.99,6.09,93461,213.36,144.59
228200712,228,2007,12,Uttar Pradesh,Sitapur,70230,73.7,159.66,107.22,21760,22.8,49.47,33.22,3347,3.5,7.61,5.11,95337,216.74,145.55
228200812,228,2008,12,Uttar Pradesh,Sitapur,73737,72.8,169.82,114.62,24099,23.8,55.5,37.46,3473,3.4,8,5.4,101309,233.32,157.47
228200912,228,2009,12,Uttar Pradesh,Sitapur,74085,68.6,171.66,114.29,27727,25.7,64.24,42.77,6237,5.8,14.45,9.62,108049,250.35,166.68
228201012,228,2010,12,Uttar Pradesh,Sitapur,73432,68.9,169.81,112.37,27135,25.4,62.75,41.52,6064,5.7,14.02,9.28,106631,246.59,163.17
228201112,228,2011,12,Uttar Pradesh,Sitapur,88483,74,202.95,133.45,28310,23.7,64.93,42.7,2817,2.4,6.46,4.25,119610,274.35,180.39
228201212,228,2012,12,Uttar Pradesh,Sitapur,97506,77.1,218.9,141.43,26710,21.1,59.96,38.74,2172,1.7,4.88,3.15,126388,283.74,183.33
228201312,228,2013,12,Uttar Pradesh,Sitapur,82862,77.5,186.03,122.5,21175,19.8,47.54,31.3,2907,2.7,6.53,4.3,106944,240.1,158.11
228201412,228,2014,12,Uttar Pradesh,Sitapur,88220,74.2,198.51,133.91,25436,21.4,57.23,38.61,5194,4.4,11.69,7.88,118850,267.43,180.4
228201512,228,2015,12,Uttar Pradesh,Sitapur,81945,69.3,186.24,121.94,30701,26,69.78,45.69,5621,4.8,12.78,8.36,118267,268.8,175.99
228201612,228,2016,12,Uttar Pradesh,Sitapur,80453,67.9,182.62,119.91,31463,26.5,71.42,46.89,6630,5.6,15.05,9.88,118546,269.09,176.69
228201712,228,2017,12,Uttar Pradesh,Sitapur,88206,68.9,-1,-1,32282,25.2,-1,-1,7455,5.8,-1,-1,127943,-1,-1
229199012,229,1990,12,Uttar Pradesh,Hardoi,26954,83.3,68.33,46.55,4956,15.3,12.56,8.56,441,1.4,1.12,0.76,32351,82.01,55.88
229199112,229,1991,12,Uttar Pradesh,Hardoi,25350,80,63.63,43.88,6077,19.2,15.25,10.52,271,0.9,0.68,0.47,31698,79.56,54.87
229199212,229,1992,12,Uttar Pradesh,Hardoi,25315,85.5,60.99,43.48,4076,13.8,9.82,7,221,0.7,0.53,0.38,29612,71.35,50.86
229199312,229,1993,12,Uttar Pradesh,Hardoi,21137,81.8,53.1,35.91,4421,17.1,11.11,7.51,267,1,0.67,0.45,25825,64.88,43.87
229199412,229,1994,12,Uttar Pradesh,Hardoi,22027,83.2,53.97,35.96,4102,15.5,10.05,6.7,359,1.4,0.88,0.59,26488,64.91,43.24
229199512,229,1995,12,Uttar Pradesh,Hardoi,24401,87.9,59.47,39.69,3131,11.3,7.63,5.09,231,0.8,0.56,0.38,27763,67.67,45.15
229199612,229,1996,12,Uttar Pradesh,Hardoi,26049,85.9,62.48,41.35,3970,13.1,9.52,6.3,313,1,0.75,0.5,30332,72.76,48.15
229199712,229,1997,12,Uttar Pradesh,Hardoi,27084,83.3,65.05,42.73,5025,15.5,12.07,7.93,409,1.3,0.98,0.65,32518,78.1,51.31
229199812,229,1998,12,Uttar Pradesh,Hardoi,32729,78.4,77.99,51.65,8679,20.8,20.68,13.7,335,0.8,0.8,0.53,41743,99.47,65.87
229199912,229,1999,12,Uttar Pradesh,Hardoi,32703,69.8,77.82,51.62,13724,29.3,32.66,21.66,454,1,1.08,0.72,46881,111.56,73.99
229200012,229,2000,12,Uttar Pradesh,Hardoi,30992,67.1,72.46,47.42,14661,31.7,34.28,22.43,550,1.2,1.29,0.84,46203,108.02,70.7
229200112,229,2001,12,Uttar Pradesh,Hardoi,33747,68,79.87,50.45,15096,30.4,35.73,22.57,798,1.6,1.89,1.19,49641,117.48,74.22
229200212,229,2002,12,Uttar Pradesh,Hardoi,29881,65,72.99,52.11,14584,31.7,35.63,25.43,1500,3.3,3.66,2.62,45965,112.28,80.16
229200312,229,2003,12,Uttar Pradesh,Hardoi,32348,65.7,76.7,50.49,15339,31.1,36.37,23.94,1582,3.2,3.75,2.47,49269,116.83,76.9
229200412,229,2004,12,Uttar Pradesh,Hardoi,32540,65.3,77.47,49.79,15522,31.1,36.96,23.75,1782,3.6,4.24,2.73,49844,118.67,76.27
229200512,229,2005,12,Uttar Pradesh,Hardoi,33292,63.1,79.15,50.67,17424,33,41.42,26.52,2072,3.9,4.93,3.15,52788,125.49,80.34
229200612,229,2006,12,Uttar Pradesh,Hardoi,36635,66.6,86.91,54.72,16600,30.2,39.38,24.79,1810,3.3,4.29,2.7,55045,130.58,82.22
229200712,229,2007,12,Uttar Pradesh,Hardoi,63273,76.5,146.01,90.21,17195,20.8,39.68,24.51,2192,2.7,5.06,3.13,82660,190.75,117.84
229200812,229,2008,12,Uttar Pradesh,Hardoi,66227,73.1,152.88,94.02,18417,20.3,42.51,26.15,5954,6.6,13.74,8.45,90598,209.14,128.62
229200912,229,2009,12,Uttar Pradesh,Hardoi,66630,72.5,154.37,98.83,21345,23.2,49.45,31.66,3902,4.2,9.04,5.79,91878,212.86,136.28
229201012,229,2010,12,Uttar Pradesh,Hardoi,72094,72.3,168.42,108.41,21733,21.8,50.77,32.68,5931,5.9,13.86,8.92,99758,233.04,150.01
229201112,229,2011,12,Uttar Pradesh,Hardoi,61851,74.8,142.76,92.23,19420,23.5,44.82,28.96,1463,1.8,3.38,2.18,82734,190.96,123.37
229201212,229,2012,12,Uttar Pradesh,Hardoi,63360,68.8,146.68,97.58,25444,27.6,58.9,39.18,3258,3.5,7.54,5.02,92062,213.13,141.78
229201312,229,2013,12,Uttar Pradesh,Hardoi,77852,77.4,179.45,117.21,20008,19.9,46.12,30.12,2742,2.7,6.32,4.13,100602,231.89,151.46
229201412,229,2014,12,Uttar Pradesh,Hardoi,82979,74.2,191.31,123.24,23962,21.4,55.25,35.59,4903,4.4,11.3,7.28,111844,257.87,166.11
229201512,229,2015,12,Uttar Pradesh,Hardoi,76772,69.3,181.79,113.74,28771,26,68.13,42.62,5289,4.8,12.52,7.84,110832,262.44,164.19
229201612,229,2016,12,Uttar Pradesh,Hardoi,75678,67.8,179.34,111.9,29669,26.6,70.31,43.87,6222,5.6,14.75,9.2,111568,264.4,164.96
229201712,229,2017,12,Uttar Pradesh,Hardoi,94914,71.5,-1,-1,35036,26.4,-1,-1,2807,2.1,-1,-1,132757,-1,-1
230199012,230,1990,12,Uttar Pradesh,Kheri,48843,74.6,105.08,76.7,12891,19.7,27.73,20.24,3747,5.7,8.06,5.88,65481,140.88,102.83
230199112,230,1991,12,Uttar Pradesh,Kheri,51065,74.9,110.19,79.18,13169,19.3,28.42,20.42,3907,5.7,8.43,6.06,68141,147.04,105.65
230199212,230,1992,12,Uttar Pradesh,Kheri,50684,80.6,107.84,76.38,9313,14.8,19.82,14.03,2917,4.6,6.21,4.4,62914,133.86,94.81
230199312,230,1993,12,Uttar Pradesh,Kheri,56377,83.8,120.41,86.9,8623,12.8,18.42,13.29,2283,3.4,4.88,3.52,67283,143.7,103.71
230199412,230,1994,12,Uttar Pradesh,Kheri,51900,84.4,110.01,76.52,7833,12.7,16.6,11.55,1755,2.9,3.72,2.59,61488,130.33,90.66
230199512,230,1995,12,Uttar Pradesh,Kheri,56270,84.5,118.57,81.88,8741,13.1,18.42,12.72,1602,2.4,3.38,2.33,66613,140.37,96.93
230199612,230,1996,12,Uttar Pradesh,Kheri,64276,83.3,134.94,92.97,10883,14.1,22.85,15.74,2030,2.6,4.26,2.94,77189,162.05,111.65
230199712,230,1997,12,Uttar Pradesh,Kheri,73718,79.7,155.53,106.36,15310,16.6,32.3,22.09,3435,3.7,7.25,4.96,92463,195.07,133.4
230199812,230,1998,12,Uttar Pradesh,Kheri,71225,80.9,148.79,100.68,14424,16.4,30.13,20.39,2403,2.7,5.02,3.4,88052,183.94,124.46
230199912,230,1999,12,Uttar Pradesh,Kheri,68924,76.7,143.62,98.04,17808,19.8,37.11,25.33,3148,3.5,6.56,4.48,89880,187.29,127.85
230200012,230,2000,12,Uttar Pradesh,Kheri,57964,74.1,120.34,82.47,16924,21.6,35.14,24.08,3361,4.3,6.98,4.78,78249,162.45,111.33
230200112,230,2001,12,Uttar Pradesh,Kheri,80382,78.3,167.74,111.88,18645,18.2,38.91,25.95,3669,3.6,7.66,5.11,102696,214.3,142.94
230200212,230,2002,12,Uttar Pradesh,Kheri,91083,76.1,188.43,128.8,21697,18.1,44.89,30.68,6848,5.7,14.17,9.68,119628,247.49,169.17
230200312,230,2003,12,Uttar Pradesh,Kheri,74973,74.7,154.31,105.58,19987,19.9,41.14,28.15,5441,5.4,11.2,7.66,100401,206.65,141.38
230200412,230,2004,12,Uttar Pradesh,Kheri,75525,74.9,155.28,105.11,19340,19.2,39.76,26.92,5964,5.9,12.26,8.3,100829,207.3,140.32
230200512,230,2005,12,Uttar Pradesh,Kheri,77168,73,159.34,108.05,21452,20.3,44.29,30.04,7114,6.7,14.69,9.96,105734,218.32,148.05
230200612,230,2006,12,Uttar Pradesh,Kheri,85901,76.2,176.77,121.72,21453,19,44.15,30.4,5388,4.8,11.09,7.63,112742,232.01,159.75
230200712,230,2007,12,Uttar Pradesh,Kheri,86900,84.1,179.12,122.5,12717,12.3,26.21,17.93,3763,3.6,7.76,5.3,103380,213.08,145.73
230200812,230,2008,12,Uttar Pradesh,Kheri,91468,82.7,188.53,128.33,15285,13.8,31.5,21.44,3879,3.5,8,5.44,110632,228.03,155.22
230200912,230,2009,12,Uttar Pradesh,Kheri,91800,79.7,189.64,130.02,17291,15,35.72,24.49,6022,5.2,12.44,8.53,115113,237.8,163.04
230201012,230,2010,12,Uttar Pradesh,Kheri,74833,72.7,153.98,104.47,24081,23.4,49.55,33.62,3984,3.9,8.2,5.56,102898,211.72,143.64
230201112,230,2011,12,Uttar Pradesh,Kheri,81500,80.8,169.89,113.99,17412,17.3,36.3,24.35,2003,2,4.18,2.8,100915,210.37,141.14
230201212,230,2012,12,Uttar Pradesh,Kheri,116581,76.8,245.1,164.35,32411,21.3,68.14,45.69,2832,1.9,5.95,3.99,151824,319.2,214.04
230201312,230,2013,12,Uttar Pradesh,Kheri,101057,77.6,210.42,143.78,25601,19.7,53.31,36.42,3525,2.7,7.34,5.02,130183,271.06,185.22
230201412,230,2014,12,Uttar Pradesh,Kheri,107410,74.3,222.11,155.04,30895,21.4,63.89,44.59,6288,4.3,13,9.08,144593,299.01,208.71
230201512,230,2015,12,Uttar Pradesh,Kheri,100374,69.3,206.5,142.32,37590,26,77.33,53.3,6840,4.7,14.07,9.7,144804,297.9,205.31
230201612,230,2016,12,Uttar Pradesh,Kheri,97943,67.9,201.7,138.13,38157,26.5,78.58,53.81,8101,5.6,16.68,11.43,144201,296.97,203.37
230201712,230,2017,12,Uttar Pradesh,Kheri,45798,69.9,-1,-1,15564,23.7,-1,-1,4193,6.4,-1,-1,65555,-1,-1
231199012,231,1990,12,Uttar Pradesh,Faizabad,43107,73.7,146.7,89.92,13138,22.5,44.71,27.41,2242,3.8,7.63,4.68,58487,199.04,122.01
231199112,231,1991,12,Uttar Pradesh,Faizabad,44222,71.6,150.69,94.24,14857,24,50.63,31.66,2708,4.4,9.23,5.77,61787,210.55,131.67
231199212,231,1992,12,Uttar Pradesh,Faizabad,47906,84.9,161.57,100.44,7545,13.4,25.45,15.82,990,1.8,3.34,2.08,56441,190.36,118.33
231199312,231,1993,12,Uttar Pradesh,Faizabad,61441,75.9,209.19,131.81,19093,23.6,65.01,40.96,425,0.5,1.45,0.91,80959,275.64,173.68
231199412,231,1994,12,Uttar Pradesh,Faizabad,61371,75.8,206.75,127.28,18062,22.3,60.85,37.46,1502,1.9,5.06,3.12,80935,272.66,167.86
231199512,231,1995,12,Uttar Pradesh,Faizabad,31430,85.4,105.43,65.22,4770,13,16,9.9,614,1.7,2.06,1.27,36814,123.49,76.4
231199612,231,1996,12,Uttar Pradesh,Faizabad,69438,83.2,229.12,144.1,12716,15.2,41.96,26.39,1279,1.5,4.22,2.65,83433,275.3,173.15
231199712,231,1997,12,Uttar Pradesh,Faizabad,36080,76.3,105.19,76.81,10221,21.6,29.8,21.76,981,2.1,2.86,2.09,47282,137.85,100.66
231199812,231,1998,12,Uttar Pradesh,Faizabad,38882,79,113.98,71.7,9121,18.5,26.74,16.82,1199,2.4,3.51,2.21,49202,144.23,90.73
