Key,Dist Code,Year,State Code,State Name,Dist Name,DISTRICT MALE FIELD LABOUR (Rs per Day),DISTRICT FEMALE FIELD LABOUR (Rs per Day),STATE MALE AVERAGE FIELD LABOUR (Rs per Day),STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day)
1199014,1,1990,14,Chhattisgarh,Durg,15,14.6,17.46,14.6
1199114,1,1991,14,Chhattisgarh,Durg,17.7,12,20.13,12
1199214,1,1992,14,Chhattisgarh,Durg,21,15,23.91,15
1199314,1,1993,14,Chhattisgarh,Durg,-1,12,24.82,12
1199414,1,1994,14,Chhattisgarh,Durg,-1,15,28.86,15
1199514,1,1995,14,Chhattisgarh,Durg,-1,-1,-1,-1
1199614,1,1996,14,Chhattisgarh,Durg,-1,-1,-1,-1
1199714,1,1997,14,Chhattisgarh,Durg,40,15,37.83,15
1199814,1,1998,14,Chhattisgarh,Durg,62.5,24.67,41.9,24.67
1199914,1,1999,14,Chhattisgarh,Durg,88.13,20,45.31,20
1200014,1,2000,14,Chhattisgarh,Durg,-1,-1,-1,-1
1200114,1,2001,14,Chhattisgarh,Durg,-1,-1,-1,-1
1200214,1,2002,14,Chhattisgarh,Durg,-1,-1,-1,-1
1200314,1,2003,14,Chhattisgarh,Durg,-1,-1,-1,-1
1200414,1,2004,14,Chhattisgarh,Durg,-1,-1,-1,-1
1200514,1,2005,14,Chhattisgarh,Durg,33.19,24.67,47,24.67
1200614,1,2006,14,Chhattisgarh,Durg,37.35,25,48.07,25
1200714,1,2007,14,Chhattisgarh,Durg,43.54,38.61,53.85,38.61
1200814,1,2008,14,Chhattisgarh,Durg,45,40,63.82,40
1200914,1,2009,14,Chhattisgarh,Durg,67.92,51.67,71.45,51.67
1201214,1,2012,14,Chhattisgarh,Durg,262.5,-1,125.02,-1
1201414,1,2014,14,Chhattisgarh,Durg,195.45,-1,176,-1
1201514,1,2015,14,Chhattisgarh,Durg,242.86,-1,180.8,-1
1201614,1,2016,14,Chhattisgarh,Durg,260,-1,201,-1
1201714,1,2017,14,Chhattisgarh,Durg,246,-1,200,-1
2199014,2,1990,14,Chhattisgarh,Bastar,12,11,17.46,11
2199114,2,1991,14,Chhattisgarh,Bastar,14.7,12,20.13,12
2199214,2,1992,14,Chhattisgarh,Bastar,19.6,15,23.91,15
2199314,2,1993,14,Chhattisgarh,Bastar,-1,20,24.82,20
2199414,2,1994,14,Chhattisgarh,Bastar,-1,20,28.86,20
2199514,2,1995,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2199614,2,1996,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2199714,2,1997,14,Chhattisgarh,Bastar,35,15,37.83,15
2199814,2,1998,14,Chhattisgarh,Bastar,35,30,41.9,30
2199914,2,1999,14,Chhattisgarh,Bastar,38,30,45.31,30
2200014,2,2000,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2200114,2,2001,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2200214,2,2002,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2200314,2,2003,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2200414,2,2004,14,Chhattisgarh,Bastar,-1,-1,-1,-1
2200514,2,2005,14,Chhattisgarh,Bastar,44.17,32.22,47,32.22
2200614,2,2006,14,Chhattisgarh,Bastar,60,38.33,48.07,38.33
2200714,2,2007,14,Chhattisgarh,Bastar,54.17,39.17,53.85,39.17
2200814,2,2008,14,Chhattisgarh,Bastar,79.2,50.83,63.82,50.83
2200914,2,2009,14,Chhattisgarh,Bastar,82,50,71.45,50
2201214,2,2012,14,Chhattisgarh,Bastar,200,-1,125.02,-1
2201514,2,2015,14,Chhattisgarh,Bastar,150,-1,180.8,-1
2201614,2,2016,14,Chhattisgarh,Bastar,150,-1,201,-1
2201714,2,2017,14,Chhattisgarh,Bastar,262.5,-1,200,-1
3199014,3,1990,14,Chhattisgarh,Raipur,16.8,16.75,17.46,16.75
3199114,3,1991,14,Chhattisgarh,Raipur,19.3,20,20.13,20
3199214,3,1992,14,Chhattisgarh,Raipur,24.9,20,23.91,20
3199314,3,1993,14,Chhattisgarh,Raipur,-1,26.5,24.82,26.5
3199414,3,1994,14,Chhattisgarh,Raipur,-1,27,28.86,27
3199514,3,1995,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3199614,3,1996,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3199714,3,1997,14,Chhattisgarh,Raipur,50,30,37.83,30
3199814,3,1998,14,Chhattisgarh,Raipur,44.13,24.06,41.9,24.06
3199914,3,1999,14,Chhattisgarh,Raipur,41.56,26.5,45.31,26.5
3200014,3,2000,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3200114,3,2001,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3200214,3,2002,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3200314,3,2003,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3200414,3,2004,14,Chhattisgarh,Raipur,-1,-1,-1,-1
3200514,3,2005,14,Chhattisgarh,Raipur,46.25,30,47,30
3200614,3,2006,14,Chhattisgarh,Raipur,47.65,33.1,48.07,33.1
3200714,3,2007,14,Chhattisgarh,Raipur,59.64,44.85,53.85,44.85
3200814,3,2008,14,Chhattisgarh,Raipur,56.25,47.78,63.82,47.78
3200914,3,2009,14,Chhattisgarh,Raipur,46.67,36.67,71.45,36.67
3201314,3,2013,14,Chhattisgarh,Raipur,150,-1,149.64,-1
3201514,3,2015,14,Chhattisgarh,Raipur,300,-1,180.8,-1
3201614,3,2016,14,Chhattisgarh,Raipur,300,-1,201,-1
3201714,3,2017,14,Chhattisgarh,Raipur,300,-1,200,-1
4199014,4,1990,14,Chhattisgarh,Bilaspur,23.3,16,17.46,16
4199114,4,1991,14,Chhattisgarh,Bilaspur,25,18,20.13,18
4199214,4,1992,14,Chhattisgarh,Bilaspur,30,18,23.91,18
4199314,4,1993,14,Chhattisgarh,Bilaspur,-1,22,24.82,22
4199414,4,1994,14,Chhattisgarh,Bilaspur,-1,18,28.86,18
4199514,4,1995,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4199614,4,1996,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4199714,4,1997,14,Chhattisgarh,Bilaspur,40,22,37.83,22
4199814,4,1998,14,Chhattisgarh,Bilaspur,36.25,25,41.9,25
4199914,4,1999,14,Chhattisgarh,Bilaspur,45,25,45.31,25
4200014,4,2000,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4200114,4,2001,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4200214,4,2002,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4200314,4,2003,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4200414,4,2004,14,Chhattisgarh,Bilaspur,-1,-1,-1,-1
4200514,4,2005,14,Chhattisgarh,Bilaspur,45,30,47,30
4200614,4,2006,14,Chhattisgarh,Bilaspur,45,30,48.07,30
4200714,4,2007,14,Chhattisgarh,Bilaspur,51.67,42.78,53.85,42.78
4200814,4,2008,14,Chhattisgarh,Bilaspur,65.63,60.83,63.82,60.83
4200914,4,2009,14,Chhattisgarh,Bilaspur,65,53.33,71.45,53.33
4201214,4,2012,14,Chhattisgarh,Bilaspur,135,-1,125.02,-1
4201314,4,2013,14,Chhattisgarh,Bilaspur,176,-1,149.64,-1
4201414,4,2014,14,Chhattisgarh,Bilaspur,280,-1,176,-1
4201514,4,2015,14,Chhattisgarh,Bilaspur,282.5,-1,180.8,-1
4201614,4,2016,14,Chhattisgarh,Bilaspur,300,-1,201,-1
4201714,4,2017,14,Chhattisgarh,Bilaspur,300,-1,200,-1
5199014,5,1990,14,Chhattisgarh,Raigarh,17.9,15.5,17.46,15.5
5199114,5,1991,14,Chhattisgarh,Raigarh,17.5,12.5,20.13,12.5
5199214,5,1992,14,Chhattisgarh,Raigarh,40,15,23.91,15
5199314,5,1993,14,Chhattisgarh,Raigarh,-1,20,24.82,20
5199414,5,1994,14,Chhattisgarh,Raigarh,-1,20,28.86,20
5199514,5,1995,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5199614,5,1996,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5199714,5,1997,14,Chhattisgarh,Raigarh,35,30,37.83,30
5199814,5,1998,14,Chhattisgarh,Raigarh,40,35,41.9,35
5199914,5,1999,14,Chhattisgarh,Raigarh,40,32.5,45.31,32.5
5200014,5,2000,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5200114,5,2001,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5200214,5,2002,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5200314,5,2003,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5200414,5,2004,14,Chhattisgarh,Raigarh,-1,-1,-1,-1
5200514,5,2005,14,Chhattisgarh,Raigarh,42.71,33.33,47,33.33
5200614,5,2006,14,Chhattisgarh,Raigarh,49.5,42.05,48.07,42.05
5200714,5,2007,14,Chhattisgarh,Raigarh,51.13,42.5,53.85,42.5
5200814,5,2008,14,Chhattisgarh,Raigarh,60,43.33,63.82,43.33
5200914,5,2009,14,Chhattisgarh,Raigarh,74.17,60.56,71.45,60.56
5201214,5,2012,14,Chhattisgarh,Raigarh,166.67,-1,125.02,-1
5201314,5,2013,14,Chhattisgarh,Raigarh,150,-1,149.64,-1
5201414,5,2014,14,Chhattisgarh,Raigarh,150,-1,176,-1
5201514,5,2015,14,Chhattisgarh,Raigarh,170,-1,180.8,-1
5201614,5,2016,14,Chhattisgarh,Raigarh,189.17,-1,201,-1
5201714,5,2017,14,Chhattisgarh,Raigarh,253.64,-1,200,-1
6199014,6,1990,14,Chhattisgarh,Surguja,20,12,17.46,12
6199114,6,1991,14,Chhattisgarh,Surguja,20,20,20.13,20
6199214,6,1992,14,Chhattisgarh,Surguja,21.4,20,23.91,20
6199314,6,1993,14,Chhattisgarh,Surguja,-1,20,24.82,20
6199414,6,1994,14,Chhattisgarh,Surguja,-1,15,28.86,15
6199514,6,1995,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6199614,6,1996,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6199714,6,1997,14,Chhattisgarh,Surguja,30,30,37.83,30
6199814,6,1998,14,Chhattisgarh,Surguja,36.25,33.75,41.9,33.75
6199914,6,1999,14,Chhattisgarh,Surguja,40,40,45.31,40
6200014,6,2000,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6200114,6,2001,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6200214,6,2002,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6200314,6,2003,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6200414,6,2004,14,Chhattisgarh,Surguja,-1,-1,-1,-1
6200514,6,2005,14,Chhattisgarh,Surguja,40.94,30.83,47,30.83
6200614,6,2006,14,Chhattisgarh,Surguja,51.48,40.64,48.07,40.64
6200714,6,2007,14,Chhattisgarh,Surguja,51.67,42.5,53.85,42.5
6200814,6,2008,14,Chhattisgarh,Surguja,59.58,52.92,63.82,52.92
6200914,6,2009,14,Chhattisgarh,Surguja,90,50,71.45,50
6201214,6,2012,14,Chhattisgarh,Surguja,193.33,-1,125.02,-1
6201314,6,2013,14,Chhattisgarh,Surguja,222,-1,149.64,-1
6201414,6,2014,14,Chhattisgarh,Surguja,200,-1,176,-1
6201514,6,2015,14,Chhattisgarh,Surguja,200,-1,180.8,-1
6201614,6,2016,14,Chhattisgarh,Surguja,235,-1,201,-1
719906,7,1990,6,Madhya Pradesh,Jabalpur,15.2,14,17.46,14
719916,7,1991,6,Madhya Pradesh,Jabalpur,16.2,16,20.13,16
719926,7,1992,6,Madhya Pradesh,Jabalpur,15.9,16,23.91,16
719936,7,1993,6,Madhya Pradesh,Jabalpur,-1,20,24.82,20
719946,7,1994,6,Madhya Pradesh,Jabalpur,-1,20,28.86,20
719956,7,1995,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
719966,7,1996,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
719976,7,1997,6,Madhya Pradesh,Jabalpur,50,30,37.83,30
719986,7,1998,6,Madhya Pradesh,Jabalpur,47.5,32.5,41.9,32.5
719996,7,1999,6,Madhya Pradesh,Jabalpur,47.08,30,45.31,30
720006,7,2000,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
720016,7,2001,6,Madhya Pradesh,Jabalpur,37.14,31,47.82,31
720026,7,2002,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
720036,7,2003,6,Madhya Pradesh,Jabalpur,37.86,35,49.99,35
720046,7,2004,6,Madhya Pradesh,Jabalpur,40,40,53.2,40
720056,7,2005,6,Madhya Pradesh,Jabalpur,37.29,36.39,52.55,36.39
720066,7,2006,6,Madhya Pradesh,Jabalpur,42.65,38.92,56.45,38.92
720076,7,2007,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
720086,7,2008,6,Madhya Pradesh,Jabalpur,-1,-1,-1,-1
720096,7,2009,6,Madhya Pradesh,Jabalpur,82.92,68.89,87.8,68.89
720126,7,2012,6,Madhya Pradesh,Jabalpur,125,-1,154.55,-1
720136,7,2013,6,Madhya Pradesh,Jabalpur,210,-1,174.92,-1
720146,7,2014,6,Madhya Pradesh,Jabalpur,248.57,-1,187,-1
720156,7,2015,6,Madhya Pradesh,Jabalpur,233.33,-1,213.09,-1
720166,7,2016,6,Madhya Pradesh,Jabalpur,261.43,-1,230,-1
720176,7,2017,6,Madhya Pradesh,Jabalpur,341.67,-1,246,-1
819906,8,1990,6,Madhya Pradesh,Balaghat,12,14.6,17.46,14.6
819916,8,1991,6,Madhya Pradesh,Balaghat,12,12,20.13,12
819926,8,1992,6,Madhya Pradesh,Balaghat,14,12,23.91,12
819936,8,1993,6,Madhya Pradesh,Balaghat,-1,15,24.82,15
819946,8,1994,6,Madhya Pradesh,Balaghat,-1,15,28.86,15
819956,8,1995,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
819966,8,1996,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
819976,8,1997,6,Madhya Pradesh,Balaghat,35,25,37.83,25
819986,8,1998,6,Madhya Pradesh,Balaghat,25,25,41.9,25
819996,8,1999,6,Madhya Pradesh,Balaghat,25,25,45.31,25
820006,8,2000,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
820016,8,2001,6,Madhya Pradesh,Balaghat,27.5,25,47.82,25
820026,8,2002,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
820036,8,2003,6,Madhya Pradesh,Balaghat,36.67,25,49.99,25
820046,8,2004,6,Madhya Pradesh,Balaghat,40,30,53.2,30
820056,8,2005,6,Madhya Pradesh,Balaghat,30.52,25.67,52.55,25.67
820066,8,2006,6,Madhya Pradesh,Balaghat,35.25,27,56.45,27
820076,8,2007,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
820086,8,2008,6,Madhya Pradesh,Balaghat,-1,-1,-1,-1
820096,8,2009,6,Madhya Pradesh,Balaghat,67.81,49.6,87.8,49.6
820126,8,2012,6,Madhya Pradesh,Balaghat,100,-1,154.55,-1
820136,8,2013,6,Madhya Pradesh,Balaghat,125,-1,174.92,-1
820146,8,2014,6,Madhya Pradesh,Balaghat,150,-1,187,-1
820156,8,2015,6,Madhya Pradesh,Balaghat,150,150,213.09,150
820166,8,2016,6,Madhya Pradesh,Balaghat,150,-1,230,-1
820176,8,2017,6,Madhya Pradesh,Balaghat,150,-1,246,-1
919906,9,1990,6,Madhya Pradesh,Chhindwara,19.2,12,17.46,12
919916,9,1991,6,Madhya Pradesh,Chhindwara,20,12,20.13,12
919926,9,1992,6,Madhya Pradesh,Chhindwara,20,12,23.91,12
919936,9,1993,6,Madhya Pradesh,Chhindwara,-1,15,24.82,15
919946,9,1994,6,Madhya Pradesh,Chhindwara,-1,16,28.86,16
919956,9,1995,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
919966,9,1996,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
919976,9,1997,6,Madhya Pradesh,Chhindwara,20,16,37.83,16
919986,9,1998,6,Madhya Pradesh,Chhindwara,20,16,41.9,16
919996,9,1999,6,Madhya Pradesh,Chhindwara,20,16,45.31,16
920006,9,2000,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
920016,9,2001,6,Madhya Pradesh,Chhindwara,37.27,24,47.82,24
920026,9,2002,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
920036,9,2003,6,Madhya Pradesh,Chhindwara,43.64,30.71,49.99,30.71
920046,9,2004,6,Madhya Pradesh,Chhindwara,55,20,53.2,20
920056,9,2005,6,Madhya Pradesh,Chhindwara,59.64,42.17,52.55,42.17
920066,9,2006,6,Madhya Pradesh,Chhindwara,49.8,35.04,56.45,35.04
920076,9,2007,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
920086,9,2008,6,Madhya Pradesh,Chhindwara,-1,-1,-1,-1
920096,9,2009,6,Madhya Pradesh,Chhindwara,72.75,70,87.8,70
920126,9,2012,6,Madhya Pradesh,Chhindwara,108.33,-1,154.55,-1
920136,9,2013,6,Madhya Pradesh,Chhindwara,117,-1,174.92,-1
920146,9,2014,6,Madhya Pradesh,Chhindwara,146.67,-1,187,-1
920156,9,2015,6,Madhya Pradesh,Chhindwara,194.29,-1,213.09,-1
920166,9,2016,6,Madhya Pradesh,Chhindwara,200,-1,230,-1
920176,9,2017,6,Madhya Pradesh,Chhindwara,242.73,-1,246,-1
1019906,10,1990,6,Madhya Pradesh,Narsinghpur,15,12,17.46,12
1019916,10,1991,6,Madhya Pradesh,Narsinghpur,15,12,20.13,12
1019926,10,1992,6,Madhya Pradesh,Narsinghpur,15.5,15,23.91,15
1019936,10,1993,6,Madhya Pradesh,Narsinghpur,-1,20,24.82,20
1019946,10,1994,6,Madhya Pradesh,Narsinghpur,-1,20,28.86,20
1019956,10,1995,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
1019966,10,1996,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
1019976,10,1997,6,Madhya Pradesh,Narsinghpur,40,30,37.83,30
1019986,10,1998,6,Madhya Pradesh,Narsinghpur,39.58,35.83,41.9,35.83
1019996,10,1999,6,Madhya Pradesh,Narsinghpur,44.09,38.33,45.31,38.33
1020006,10,2000,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
1020016,10,2001,6,Madhya Pradesh,Narsinghpur,49.17,42.5,47.82,42.5
1020026,10,2002,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
1020036,10,2003,6,Madhya Pradesh,Narsinghpur,50,41.25,49.99,41.25
1020046,10,2004,6,Madhya Pradesh,Narsinghpur,50,50,53.2,50
1020056,10,2005,6,Madhya Pradesh,Narsinghpur,56.66,56.79,52.55,56.79
1020066,10,2006,6,Madhya Pradesh,Narsinghpur,59.38,59.31,56.45,59.31
1020076,10,2007,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
1020086,10,2008,6,Madhya Pradesh,Narsinghpur,-1,-1,-1,-1
1020096,10,2009,6,Madhya Pradesh,Narsinghpur,81.32,73.7,87.8,73.7
1020126,10,2012,6,Madhya Pradesh,Narsinghpur,130,-1,154.55,-1
1020146,10,2014,6,Madhya Pradesh,Narsinghpur,150,-1,187,-1
1020156,10,2015,6,Madhya Pradesh,Narsinghpur,160,-1,213.09,-1
1020166,10,2016,6,Madhya Pradesh,Narsinghpur,174.29,-1,230,-1
1020176,10,2017,6,Madhya Pradesh,Narsinghpur,178.89,-1,246,-1
1119906,11,1990,6,Madhya Pradesh,Seoni,12,14.6,17.46,14.6
1119916,11,1991,6,Madhya Pradesh,Seoni,17.3,12,20.13,12
1119926,11,1992,6,Madhya Pradesh,Seoni,16.9,12,23.91,12
1119936,11,1993,6,Madhya Pradesh,Seoni,-1,15,24.82,15
1119946,11,1994,6,Madhya Pradesh,Seoni,-1,15,28.86,15
1119956,11,1995,6,Madhya Pradesh,Seoni,-1,-1,-1,-1
1119966,11,1996,6,Madhya Pradesh,Seoni,-1,-1,-1,-1
1119976,11,1997,6,Madhya Pradesh,Seoni,25,25,37.83,25
1119986,11,1998,6,Madhya Pradesh,Seoni,29.29,24.17,41.9,24.17
1119996,11,1999,6,Madhya Pradesh,Seoni,30,25,45.31,25
1120006,11,2000,6,Madhya Pradesh,Seoni,-1,-1,-1,-1
1120016,11,2001,6,Madhya Pradesh,Seoni,30,25,47.82,25
1120026,11,2002,6,Madhya Pradesh,Seoni,-1,-1,-1,-1
1120036,11,2003,6,Madhya Pradesh,Seoni,29.17,25,49.99,25
1120046,11,2004,6,Madhya Pradesh,Seoni,40,30,53.2,30
1120056,11,2005,6,Madhya Pradesh,Seoni,36.88,28.33,52.55,28.33
1120066,11,2006,6,Madhya Pradesh,Seoni,36.67,31.94,56.45,31.94
1120076,11,2007,6,Madhya Pradesh,Seoni,-1,-1,-1,-1
1120086,11,2008,6,Madhya Pradesh,Seoni,-1,-1,-1,-1
1120096,11,2009,6,Madhya Pradesh,Seoni,86.44,76.67,87.8,76.67
1120126,11,2012,6,Madhya Pradesh,Seoni,150,-1,154.55,-1
1120136,11,2013,6,Madhya Pradesh,Seoni,150,-1,174.92,-1
1120146,11,2014,6,Madhya Pradesh,Seoni,150,-1,187,-1
1120156,11,2015,6,Madhya Pradesh,Seoni,150,-1,213.09,-1
1120166,11,2016,6,Madhya Pradesh,Seoni,150,-1,230,-1
1120176,11,2017,6,Madhya Pradesh,Seoni,150,-1,246,-1
1219906,12,1990,6,Madhya Pradesh,Mandla,14,12,17.46,12
1219916,12,1991,6,Madhya Pradesh,Mandla,16,12,20.13,12
1219926,12,1992,6,Madhya Pradesh,Mandla,20.8,12,23.91,12
1219936,12,1993,6,Madhya Pradesh,Mandla,-1,15,24.82,15
1219946,12,1994,6,Madhya Pradesh,Mandla,-1,20,28.86,20
1219956,12,1995,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
1219966,12,1996,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
1219976,12,1997,6,Madhya Pradesh,Mandla,35,20,37.83,20
1219986,12,1998,6,Madhya Pradesh,Mandla,33,25,41.9,25
1219996,12,1999,6,Madhya Pradesh,Mandla,33.64,27.5,45.31,27.5
1220006,12,2000,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
1220016,12,2001,6,Madhya Pradesh,Mandla,-1,-1,47.82,-1
1220026,12,2002,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
1220036,12,2003,6,Madhya Pradesh,Mandla,-1,-1,49.99,-1
1220046,12,2004,6,Madhya Pradesh,Mandla,-1,-1,53.2,-1
1220056,12,2005,6,Madhya Pradesh,Mandla,-1,-1,52.55,-1
1220066,12,2006,6,Madhya Pradesh,Mandla,42.5,35,56.45,35
1220076,12,2007,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
1220086,12,2008,6,Madhya Pradesh,Mandla,-1,-1,-1,-1
1220096,12,2009,6,Madhya Pradesh,Mandla,82.78,68.33,87.8,68.33
1220126,12,2012,6,Madhya Pradesh,Mandla,123.64,-1,154.55,-1
1220136,12,2013,6,Madhya Pradesh,Mandla,130,-1,174.92,-1
1220146,12,2014,6,Madhya Pradesh,Mandla,150,-1,187,-1
1220156,12,2015,6,Madhya Pradesh,Mandla,150,-1,213.09,-1
1220166,12,2016,6,Madhya Pradesh,Mandla,150,-1,230,-1
1220176,12,2017,6,Madhya Pradesh,Mandla,150,-1,246,-1
1319906,13,1990,6,Madhya Pradesh,Sagar,15,15,17.46,15
1319916,13,1991,6,Madhya Pradesh,Sagar,15,15,20.13,15
1319926,13,1992,6,Madhya Pradesh,Sagar,16.3,15,23.91,15
1319936,13,1993,6,Madhya Pradesh,Sagar,-1,20,24.82,20
1319946,13,1994,6,Madhya Pradesh,Sagar,-1,-1,28.86,-1
1319956,13,1995,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
1319966,13,1996,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
1319976,13,1997,6,Madhya Pradesh,Sagar,45,45,37.83,45
1319986,13,1998,6,Madhya Pradesh,Sagar,39,35,41.9,35
1319996,13,1999,6,Madhya Pradesh,Sagar,52.86,33,45.31,33
1320006,13,2000,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
1320016,13,2001,6,Madhya Pradesh,Sagar,45.56,33.33,47.82,33.33
1320026,13,2002,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
1320036,13,2003,6,Madhya Pradesh,Sagar,50,36.67,49.99,36.67
1320046,13,2004,6,Madhya Pradesh,Sagar,50,40,53.2,40
1320056,13,2005,6,Madhya Pradesh,Sagar,49.69,40,52.55,40
1320066,13,2006,6,Madhya Pradesh,Sagar,54.25,45.78,56.45,45.78
1320076,13,2007,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
1320086,13,2008,6,Madhya Pradesh,Sagar,-1,-1,-1,-1
1320096,13,2009,6,Madhya Pradesh,Sagar,-1,-1,87.8,-1
1320126,13,2012,6,Madhya Pradesh,Sagar,120,-1,154.55,-1
1320136,13,2013,6,Madhya Pradesh,Sagar,143.33,-1,174.92,-1
1320146,13,2014,6,Madhya Pradesh,Sagar,160,-1,187,-1
1320156,13,2015,6,Madhya Pradesh,Sagar,-1,-1,213.09,-1
1320176,13,2017,6,Madhya Pradesh,Sagar,200,-1,246,-1
1419906,14,1990,6,Madhya Pradesh,Damoh,15,15,17.46,15
1419916,14,1991,6,Madhya Pradesh,Damoh,17.5,15,20.13,15
1419926,14,1992,6,Madhya Pradesh,Damoh,20,16,23.91,16
1419936,14,1993,6,Madhya Pradesh,Damoh,-1,20,24.82,20
1419946,14,1994,6,Madhya Pradesh,Damoh,-1,20,28.86,20
1419956,14,1995,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
1419966,14,1996,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
1419976,14,1997,6,Madhya Pradesh,Damoh,45,40,37.83,40
1419986,14,1998,6,Madhya Pradesh,Damoh,45,40.83,41.9,40.83
1419996,14,1999,6,Madhya Pradesh,Damoh,50,45,45.31,45
1420006,14,2000,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
1420016,14,2001,6,Madhya Pradesh,Damoh,50,50,47.82,50
1420026,14,2002,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
1420036,14,2003,6,Madhya Pradesh,Damoh,50,50,49.99,50
1420046,14,2004,6,Madhya Pradesh,Damoh,50,50,53.2,50
1420056,14,2005,6,Madhya Pradesh,Damoh,50,50,52.55,50
1420066,14,2006,6,Madhya Pradesh,Damoh,51.25,50.63,56.45,50.63
1420076,14,2007,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
1420086,14,2008,6,Madhya Pradesh,Damoh,-1,-1,-1,-1
1420096,14,2009,6,Madhya Pradesh,Damoh,83.68,79.38,87.8,79.38
1420126,14,2012,6,Madhya Pradesh,Damoh,120,-1,154.55,-1
1420136,14,2013,6,Madhya Pradesh,Damoh,120,-1,174.92,-1
1420146,14,2014,6,Madhya Pradesh,Damoh,120,-1,187,-1
1420156,14,2015,6,Madhya Pradesh,Damoh,120,-1,213.09,-1
1420166,14,2016,6,Madhya Pradesh,Damoh,141,-1,230,-1
1420176,14,2017,6,Madhya Pradesh,Damoh,150,-1,246,-1
1519906,15,1990,6,Madhya Pradesh,Tikamgarh,18.5,12,17.46,12
1519916,15,1991,6,Madhya Pradesh,Tikamgarh,25,15,20.13,15
1519926,15,1992,6,Madhya Pradesh,Tikamgarh,26,20,23.91,20
1519936,15,1993,6,Madhya Pradesh,Tikamgarh,-1,20,24.82,20
1519946,15,1994,6,Madhya Pradesh,Tikamgarh,-1,20,28.86,20
1519956,15,1995,6,Madhya Pradesh,Tikamgarh,-1,-1,-1,-1
