Key,Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
61200220,61,2002,20,Telangana,Khammam,1581,744,90,125,21,39,31,158,354,368,104
61200320,61,2003,20,Telangana,Khammam,1580.94,743.79,90.38,124.99,21.08,38.94,29.51,91.81,421.61,456.3,108.2
61200420,61,2004,20,Telangana,Khammam,1580.94,743.79,90.38,124.99,20.64,38.94,31.03,74.39,437.94,479.31,109.4
61200520,61,2005,20,Telangana,Khammam,1580.94,743.79,90.38,124.99,20.63,38.94,30.68,57.13,455.58,522.51,114.7
61200620,61,2006,20,Telangana,Khammam,1602.9,759.44,87.32,129.63,20.63,38.84,30.68,64.14,453.41,497.42,109.7
61200720,61,2007,20,Telangana,Khammam,1602.9,759.44,88.89,129.01,15.01,38.1,30.87,68.66,453.18,509.36,112.4
61200820,61,2008,20,Telangana,Khammam,1602.9,759.44,88.89,129.23,15.01,38.1,29,53.83,469.71,524.95,111.8
61200920,61,2009,20,Telangana,Khammam,1602.9,759.44,88.89,129.58,15.01,38.05,34.81,120.45,396.97,439.05,110.6
61201020,61,2010,20,Telangana,Khammam,1602.9,759.44,88.89,129.83,14.57,37.6,26.72,46.81,479.35,570.37,119
61201120,61,2011,20,Telangana,Khammam,1602.9,759.44,88.89,130.36,14.57,37.6,30.41,64.38,457.54,516.03,112.8
61201220,61,2012,20,Telangana,Khammam,1602.9,759.44,88.89,131.58,14.57,37.6,30.98,64.3,455.84,509.92,111.9
61201320,61,2013,20,Telangana,Khammam,1602.9,759.44,88.89,131.61,14.57,37.6,24.18,48.65,478.25,555.88,116.2
61201420,61,2014,20,Telangana,Khammam,1326.61,556.68,80.93,117.06,13.4,36.07,24.12,73.92,405.96,452.83,111.5
61201520,61,2015,20,Telangana,Khammam,1326.61,556.68,80.93,117.4,13.4,36.07,24.14,97.4,382.11,419.59,109.81
61201620,61,2016,20,Telangana,Khammam,448.12,61.51,23.8,53.84,2.99,21.81,7.09,46.39,229.55,266.08,115.91
61201720,61,2017,20,Telangana,Khammam,448.12,61.51,23.8,53.84,2.99,21.81,7.09,35.8,240.15,312.22,130.01
62199020,62,1990,20,Telangana,Karimnagar,1188.5,251.68,83.3,70.65,20,56.67,75.17,185.96,437.7,573.77,131.1
62199120,62,1991,20,Telangana,Karimnagar,1188.5,251.68,83.3,70.65,20,56.67,75.17,208.42,415.24,544.2,131.1
62199220,62,1992,20,Telangana,Karimnagar,1188.5,251.68,83.3,70.65,20,56.67,53.17,258.52,387.15,502.52,129.8
62199320,62,1993,20,Telangana,Karimnagar,1189,251,84,71,20,57,53,294,352,443,125.9
62199420,62,1994,20,Telangana,Karimnagar,1189,251,87,76,21,48,143,201,355,476,134.1
62199520,62,1995,20,Telangana,Karimnagar,1189,251,85,71,20,57,53,260,385,522,135.6
62199620,62,1996,20,Telangana,Karimnagar,1189,250,87,79,25,48,53,245,395,559,141.5
62199720,62,1997,20,Telangana,Karimnagar,1189,250,85,80,19,55,52,299,342,478,139.8
62199820,62,1998,20,Telangana,Karimnagar,1189,250,85,80,19,54,52,246,396,580,146.5
62199920,62,1999,20,Telangana,Karimnagar,1188.5,250.41,84.15,80.13,19.23,54.85,51.01,246.92,394.67,539.26,136.6
62200020,62,2000,20,Telangana,Karimnagar,1188.5,250.41,83.83,80.13,19.23,54.85,53.15,220.45,419.32,572.13,136.4
62200120,62,2001,20,Telangana,Karimnagar,1189,250,84,80,20,55,53,274,366,524,143.2
62200220,62,2002,20,Telangana,Karimnagar,1189,250,84,80,20,55,53,309,331,440,132.9
62200320,62,2003,20,Telangana,Karimnagar,1188.5,250.41,83.83,80.48,19.23,54.85,53.15,257.86,381.55,533.83,139.9
62200420,62,2004,20,Telangana,Karimnagar,1188.5,250.41,83.83,80.48,19.23,54.85,53.14,306.43,332.99,422.76,127
62200520,62,2005,20,Telangana,Karimnagar,1188.5,250.41,83.83,80.48,19.23,54.85,47.95,146.35,498.26,693.75,139.2
62200620,62,2006,20,Telangana,Karimnagar,1182.3,250.41,84.12,80.13,18.38,54.85,45.91,187.3,454.08,701.39,154.5
62200720,62,2007,20,Telangana,Karimnagar,1182.3,250.41,96.31,89.73,26.59,41.28,38.37,199.73,429.09,688.67,160.5
62200820,62,2008,20,Telangana,Karimnagar,1182.3,250.41,96.31,89.75,26.6,41.28,37.3,160.08,469.79,756.61,161.1
62200920,62,2009,20,Telangana,Karimnagar,1182.3,250.41,95.96,90.65,26.6,41.28,37.34,235.8,393.47,563.09,143.1
62201020,62,2010,20,Telangana,Karimnagar,1182.3,250.41,95.96,96.25,25.89,41.28,34.28,115.71,511.71,812.05,158.7
62201120,62,2011,20,Telangana,Karimnagar,1182.3,250.41,95.96,96.25,23.95,41.28,29.9,102.21,531.54,780.72,146.9
62201220,62,2012,20,Telangana,Karimnagar,1182.3,250.41,95.96,96.25,23.95,41.28,28.36,82.21,553.08,756.96,136.9
62201320,62,2013,20,Telangana,Karimnagar,1182.3,250.41,95.96,96.25,24.25,41.28,27.18,65.45,570.74,871.65,152.7
62201420,62,2014,20,Telangana,Karimnagar,1182.3,250.41,95.96,96.25,24.25,41.28,26.97,125.39,511.01,699.62,136.9
62201520,62,2015,20,Telangana,Karimnagar,1182.3,250.41,95.96,96.25,24.25,41.28,26.97,215.84,420.56,536.82,127.64
62201620,62,2016,20,Telangana,Karimnagar,214.03,0.32,9.67,23.32,2.47,6.82,9.61,52.88,106.71,188.97,177.08
62201720,62,2017,20,Telangana,Karimnagar,214.03,0.32,9.67,21.76,2.47,6.82,9.61,47.45,113.71,179.91,158.22
63199020,63,1990,20,Telangana,Adilabad,1620.38,699.83,39.13,61.69,23.09,46.04,32.23,146.64,562.43,572.17,101.7
63199120,63,1991,20,Telangana,Adilabad,1620.38,699.83,39.13,61.69,23.09,46.04,31.95,146.64,562.7,574,102
63199220,63,1992,20,Telangana,Adilabad,1620.38,699.83,39.13,61.69,13.88,46.04,26.94,149.29,574.28,587.53,102.3
63199320,63,1993,20,Telangana,Adilabad,1620,690,42,62,14,14,60,146,583,593,101.7
63199420,63,1994,20,Telangana,Adilabad,1620,690,43,61,16,14,60,157,570,592,103.9
63199520,63,1995,20,Telangana,Adilabad,1620,690,43,61,16,14,60,147,580,602,103.8
63199620,63,1996,20,Telangana,Adilabad,1620,690,44,61,15,14,90,146,551,576,104.5
63199720,63,1997,20,Telangana,Adilabad,1620,690,44,60,14,14,90,187,512,536,104.7
63199820,63,1998,20,Telangana,Adilabad,1620,690,44,61,15,14,187,53,547,578,105.7
63199920,63,1999,20,Telangana,Adilabad,1620.38,689.52,43.92,60.67,15.48,14.23,93.95,152.24,541.05,573.8,106.1
63200020,63,2000,20,Telangana,Adilabad,1620.38,689.52,43.92,60.67,15.48,14.23,94.61,157.16,535.48,558.78,104.4
63200120,63,2001,20,Telangana,Adilabad,1620,690,44,61,15,14,93,168,527,553,104.9
63200220,63,2002,20,Telangana,Adilabad,1620,690,44,61,15,14,106,152,530,546,103
63200320,63,2003,20,Telangana,Adilabad,1620.38,689.52,43.92,60.68,15.08,14.13,97.28,133.65,557.58,578.61,103.8
63200420,63,2004,20,Telangana,Adilabad,1620.38,689.52,43.92,60.68,15.08,14.13,95.62,158.46,534.47,540.46,101.1
63200520,63,2005,20,Telangana,Adilabad,1620.38,689.52,43.92,60.68,15.08,14.13,95.12,156.45,536.98,564.82,105.2
63200620,63,2006,20,Telangana,Adilabad,1610.5,689.52,34.08,60.68,14.94,14.23,97.65,139.26,551.64,589.91,106.9
63200720,63,2007,20,Telangana,Adilabad,1610.5,689.52,43.92,60.67,14.75,14.23,94.93,172.67,506.78,529.65,104.5
63200820,63,2008,20,Telangana,Adilabad,1610.5,689.52,43.92,60.68,14.74,14.23,66.32,115.61,596.98,691.07,115.8
63200920,63,2009,20,Telangana,Adilabad,1610.5,689.52,43.92,60.68,14.74,14.23,74.76,128.52,575.63,634.26,110.2
63201020,63,2010,20,Telangana,Adilabad,1610.5,689.52,43.92,60.68,14.74,14.23,72.11,123.91,582.89,665,114.1
63201120,63,2011,20,Telangana,Adilabad,1610.5,689.52,43.92,61.1,14.69,14.23,71.67,116.6,590.26,640.04,108.4
63201220,63,2012,20,Telangana,Adilabad,1610.5,689.52,43.92,61.79,18.8,14.23,82.81,71.2,619.74,660.64,106.6
63201320,63,2013,20,Telangana,Adilabad,1610.5,689.52,43.92,61.79,18.8,14.23,88.29,68.43,617.02,673.05,109.1
63201420,63,2014,20,Telangana,Adilabad,1610.5,689.52,43.92,61.79,18.8,14.23,100.15,115.83,557.76,601.05,107.8
63201520,63,2015,20,Telangana,Adilabad,1610.5,689.52,43.92,61.79,18.8,14.23,103.46,123.76,546.53,627.67,114.85
63201620,63,2016,20,Telangana,Adilabad,397.13,172.47,8.58,6.44,3.8,4.39,0.5,0.42,200.36,211.27,105.45
63201720,63,2017,20,Telangana,Adilabad,397.13,172.47,8.58,6.44,3.8,4.39,0.5,2.29,198.49,218.6,110.13
6519905,65,1990,5,Karnataka,Kolar,779.47,70.32,63.18,73.75,13.2,117.71,12.81,41.09,372.78,391.95,105.1
6519915,65,1991,5,Karnataka,Kolar,779.47,70.32,63.17,73.81,13.07,117.76,10.3,29.24,387.11,423.66,109.4
6519925,65,1992,5,Karnataka,Kolar,779.47,70.32,63.17,73.85,12.54,118.03,16.54,58.05,353.27,375.57,106.3
6519935,65,1993,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,97.72,19.34,44.36,384.46,419.2,109
6519945,65,1994,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,112.52,23.51,65.31,344.55,365.1,106
6519955,65,1995,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,112.52,23.14,51.95,358.28,373.47,104.2
6519965,65,1996,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,112.52,9.91,39.01,384.45,416.08,108.2
6519975,65,1997,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,111.72,9.62,62.08,362.66,383.46,105.7
6519985,65,1998,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,111.41,8.49,40.18,386.01,415.7,107.7
6519995,65,1999,5,Karnataka,Kolar,779.47,70.32,63.17,73.86,12.54,111.41,10.06,88.18,336.45,356.19,105.9
6520005,65,2000,5,Karnataka,Kolar,780,70,63,74,13,99,9,75,363,397,109.4
6520015,65,2001,5,Karnataka,Kolar,779.47,70.32,63.17,73.94,12.54,98.93,9.4,87.12,350.56,372.03,106.1
6520025,65,2002,5,Karnataka,Kolar,779.47,70.32,63.17,73.95,12.54,98.93,11.78,170.64,264.64,270.93,102.4
6520035,65,2003,5,Karnataka,Kolar,779.47,70.32,63.17,73.95,12.54,98.93,11.89,80.33,354.84,362.48,102.2
6520045,65,2004,5,Karnataka,Kolar,779.47,70.32,63.17,73.95,12.54,98.93,9.93,75.8,361.33,373.88,103.5
6520055,65,2005,5,Karnataka,Kolar,779.47,70.32,63.17,74.61,12.54,98.93,19.91,78.1,348.39,363.23,104.3
6520065,65,2006,5,Karnataka,Kolar,779.47,70.32,63.17,77.61,12.54,98.93,21.52,134.65,287.24,295.4,102.8
6520075,65,2007,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,12.81,41.3,172.86,179.36,103.8
6520085,65,2008,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,12.81,34.57,179.59,187.54,104.4
6520095,65,2009,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,12.81,49.76,164.4,173.07,105.3
6520105,65,2010,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,8.68,31.82,186.47,203.28,109
6520115,65,2011,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,10.31,33.45,183.21,194.23,106
6520125,65,2012,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,11.55,37.65,177.78,187.83,105.7
6520135,65,2013,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,12.55,43.84,170.59,179.83,105.4
6520145,65,2014,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,12.55,46.76,167.67,176.79,105.4
6520155,65,2015,5,Karnataka,Kolar,374.97,20.62,28.87,45.68,6.4,39.42,12.55,51.64,162.79,171.17,105.1
6520165,65,2016,5,Karnataka,Kolar,374.97,20.62,28.87,45.88,6.4,39.42,6.24,54.02,166.52,177.06,106.3
6520175,65,2017,5,Karnataka,Kolar,374.97,20.62,28.87,46.57,6.4,39.42,6.44,54.06,165.59,173.39,104.7
6619905,66,1990,5,Karnataka,Tumkur,1064.76,44.98,67.54,80.53,66.39,104.98,51.17,71.77,557.25,580.37,104.1
6619915,66,1991,5,Karnataka,Tumkur,1064.76,44.98,67.54,80.89,66.39,104.98,34.52,57.96,587.35,634.15,108
6619925,66,1992,5,Karnataka,Tumkur,1064.76,44.98,67.54,81.18,66.39,104.92,38.79,65.73,575.08,613.79,106.7
6619935,66,1993,5,Karnataka,Tumkur,1064.76,44.98,67.54,81.44,66.39,62.5,40.65,78.28,602.84,642.76,106.6
6619945,66,1994,5,Karnataka,Tumkur,1064.76,44.98,67.54,81.74,66.39,104.73,41.04,76.92,561.27,590,105.1
6619955,66,1995,5,Karnataka,Tumkur,1064.76,44.98,67.54,82.4,66.39,104.49,37.95,67.62,573.24,601.43,104.9
6619965,66,1996,5,Karnataka,Tumkur,1064.76,44.98,67.54,82.55,66.39,101.48,30.42,48.29,602.97,638.84,105.9
6619975,66,1997,5,Karnataka,Tumkur,1064.76,44.98,67.54,82.64,66.39,99.68,36.3,134.15,512.94,543.65,106
6619985,66,1998,5,Karnataka,Tumkur,1064.76,44.98,67.54,82.8,66.39,88.66,31.12,48.9,614.22,657.7,107.1
6619995,66,1999,5,Karnataka,Tumkur,1064.76,44.98,67.54,83.07,64.63,87.86,42.24,63.12,591.17,635.08,107.4
6620005,66,2000,5,Karnataka,Tumkur,1065,45,68,83,63,86,36,61,603,661,109.6
6620015,66,2001,5,Karnataka,Tumkur,1064.76,45.18,67.54,83.6,62.64,84.92,39.9,86.1,574.74,627.22,109.1
6620025,66,2002,5,Karnataka,Tumkur,1064.76,45.18,67.54,83.66,62.64,81.89,50.96,115.14,537.61,572.32,106.5
6620035,66,2003,5,Karnataka,Tumkur,1064.76,45.18,67.54,83.76,62.64,79.84,38.13,102.25,565.27,598.94,106
6620045,66,2004,5,Karnataka,Tumkur,1064.76,45.18,67.54,83.87,62.64,79.46,36.86,86.39,582.69,621.1,106.6
6620055,66,2005,5,Karnataka,Tumkur,1064.76,45.18,67.54,83.99,62.64,76.54,34.19,54.88,619.65,660.42,106.6
6620065,66,2006,5,Karnataka,Tumkur,1064.76,45.18,67.54,84.2,62.64,76.45,34.17,165.52,508.03,539.54,106.2
6620075,66,2007,5,Karnataka,Tumkur,1064.76,45.18,67.54,84.24,62.64,76.45,30.09,69.38,608.19,664.31,109.2
6620085,66,2008,5,Karnataka,Tumkur,1064.76,45.18,67.54,84.28,62.64,76.45,28.86,63.7,615.07,684.42,111.3
6620095,66,2009,5,Karnataka,Tumkur,1064.76,45.18,67.54,84.44,62.64,76.45,31.26,112.79,563.42,624.38,110.8
6620105,66,2010,5,Karnataka,Tumkur,1064.76,45.18,67.54,84.5,62.64,76.45,31.54,116.91,558.95,631.74,113
6620115,66,2011,5,Karnataka,Tumkur,1064.76,45.18,67.54,84.96,62.64,76.45,29.68,167.73,509.54,575.96,113
6620125,66,2012,5,Karnataka,Tumkur,1064.76,45.18,67.54,85.28,62.64,76.45,24.34,192.39,489.9,556.95,113.7
6620135,66,2013,5,Karnataka,Tumkur,1064.76,45.18,67.54,85.38,62.64,76.45,23.87,205.59,477.07,543.43,113.9
6620145,66,2014,5,Karnataka,Tumkur,1064.76,45.18,67.54,85.47,62.64,76.45,23.69,162.55,520.2,599.56,115.3
6620155,66,2015,5,Karnataka,Tumkur,1064.76,45.18,67.54,89.94,62.64,76.45,23.73,192.48,485.76,558.13,114.9
6620165,66,2016,5,Karnataka,Tumkur,1064.76,45.18,67.54,90.06,62.64,76.45,23.71,209.82,468.32,538.52,115
6620175,66,2017,5,Karnataka,Tumkur,1064.76,45.18,67.54,90.11,62.64,76.45,23.61,211.4,466.79,541.66,116
6719905,67,1990,5,Karnataka,Mysore,1246.28,338.46,66.92,85.75,34.55,91.89,43.96,92.64,480.59,560.67,116.7
6719915,67,1991,5,Karnataka,Mysore,1246.28,338.46,66.92,85.8,34.52,91.89,29.64,48.13,539.42,644.48,119.5
6719925,67,1992,5,Karnataka,Mysore,1246.28,338.46,66.96,86.39,31.41,88.95,34.23,49.72,538.65,640.23,118.9
6719935,67,1993,5,Karnataka,Mysore,1246.28,338.46,67.24,88.78,31.59,72.14,34.03,69.15,533.29,632.34,118.6
6719945,67,1994,5,Karnataka,Mysore,1246.28,338.46,67.24,90.19,31.18,83.16,38.05,31.79,554.62,677.24,122.1
6719955,67,1995,5,Karnataka,Mysore,1246.28,338.46,67.25,90.81,30.97,81.89,38.25,37.77,549.28,665.15,121.1
6719965,67,1996,5,Karnataka,Mysore,1246.28,338.46,67.25,91.31,30.7,81.35,41.84,41.44,542.33,653.48,120.5
6719975,67,1997,5,Karnataka,Mysore,676.38,62.85,45.81,66.93,21.46,55.26,31.53,17.2,287.94,348.17,120.9
6719985,67,1998,5,Karnataka,Mysore,676.38,62.85,45.81,66.9,21.46,56.26,12.11,8.7,395.43,486.27,123
6719995,67,1999,5,Karnataka,Mysore,676.38,62.85,45.81,66.93,21.46,56.26,9.61,16.67,389.92,447.4,114.7
6720005,67,2000,5,Karnataka,Mysore,676,63,46,67,21,56,9,21,387,466,120.4
6720015,67,2001,5,Karnataka,Mysore,676.38,62.85,45.81,66.93,21.46,55.26,10.32,15.95,390.94,494.75,126.6
6720025,67,2002,5,Karnataka,Mysore,676.38,62.85,45.81,66.93,21.46,55.26,57.26,17.2,342.74,443.82,129.5
6720035,67,2003,5,Karnataka,Mysore,676.38,62.85,45.81,66.93,21.46,55.26,58.63,34.23,324.8,448.27,138
6720045,67,2004,5,Karnataka,Mysore,676.38,62.85,45.81,66.93,21.46,55.26,57.36,17.45,342.85,555.15,161.9
6720055,67,2005,5,Karnataka,Mysore,676.38,62.85,45.81,67.01,21.46,55.26,36.67,35.82,345.09,569.78,165.1
6720065,67,2006,5,Karnataka,Mysore,676.38,62.85,45.81,67.03,21.46,55.26,35.82,35.02,346.5,555.84,160.4
6720075,67,2007,5,Karnataka,Mysore,676.38,62.85,45.81,67.03,21.46,55.26,40.08,35.72,341.31,579.74,169.9
6720085,67,2008,5,Karnataka,Mysore,676.38,62.85,45.81,67.03,21.46,55.26,41.86,37.05,338.19,523.52,154.8
6720095,67,2009,5,Karnataka,Mysore,676.38,62.85,45.81,74.71,21.43,47.09,34.85,31.96,351.82,556.72,158.2
6720105,67,2010,5,Karnataka,Mysore,676.38,62.85,45.02,75.76,21.41,46.81,37.62,43.09,337.97,548.61,162.3
6720115,67,2011,5,Karnataka,Mysore,676.38,62.85,45.02,75.95,21.41,46.81,34.46,39.12,344.91,536.32,155.5
6720125,67,2012,5,Karnataka,Mysore,676.38,62.85,45.02,75.95,20.67,46.81,41.06,44.28,333.88,479.22,143.5
6720135,67,2013,5,Karnataka,Mysore,676.38,62.85,45.02,75.95,20.67,44.81,33.13,21.65,367.44,522.49,142.2
6720145,67,2014,5,Karnataka,Mysore,676.38,62.85,45.02,75.21,21.41,46.81,24.06,22.85,372.31,486.52,130.7
6720155,67,2015,5,Karnataka,Mysore,676.38,62.85,45.02,75.21,21.41,46.81,23.52,22.62,373.09,490.61,131.5
6720165,67,2016,5,Karnataka,Mysore,676.38,62.85,45.02,75.28,21.41,46.81,48.06,76.09,295,368.52,124.9
6720175,67,2017,5,Karnataka,Mysore,676.38,62.85,45.02,75.28,21.41,46.81,20.5,25.11,373.55,487.06,130.4
6819905,68,1990,5,Karnataka,Mandya,498.24,23.77,21.68,60.6,39.69,41.29,23.96,43.26,240.78,276.77,114.9
6819915,68,1991,5,Karnataka,Mandya,498.24,23.77,21.68,60.61,39.39,41.29,13.9,16.37,278.08,328.94,118.3
6819925,68,1992,5,Karnataka,Mandya,498.24,23.77,21.68,60.62,39.39,41.29,16.31,24.8,267.24,321.81,120.4
6819935,68,1993,5,Karnataka,Mandya,498.24,23.77,21.68,60.63,39.39,38,18.42,43.56,249.64,313.15,125.4
6819945,68,1994,5,Karnataka,Mandya,498.24,23.77,21.66,60.68,39.06,38.03,18.22,45.54,248.15,316.31,127.5
6819955,68,1995,5,Karnataka,Mandya,498.24,23.77,21.64,60.7,39.06,38.02,19.71,39.29,252.91,311.23,123.1
6819965,68,1996,5,Karnataka,Mandya,498.24,23.77,21.62,60.73,39.06,38.02,17.86,46.42,247.63,286.59,115.7
6819975,68,1997,5,Karnataka,Mandya,498.24,24.77,21.62,60.74,42.59,38.02,20.07,34.22,253.07,300.57,118.8
6819985,68,1998,5,Karnataka,Mandya,498.24,24.77,21.6,60.75,42.59,38.02,20.51,38.01,248.83,297.46,119.5
6819995,68,1999,5,Karnataka,Mandya,498.24,24.77,21.58,60.78,41.97,38.2,21.14,39.97,246.66,325.21,131.8
6820005,68,2000,5,Karnataka,Mandya,498,25,22,61,42,38,21,39,247,284,115
6820015,68,2001,5,Karnataka,Mandya,498.24,24.77,21.55,60.82,41.96,38.19,23.01,37.71,247.08,286.36,115.9
6820025,68,2002,5,Karnataka,Mandya,498.24,24.77,21.54,60.83,41.96,38.18,22.82,103.59,181.41,215.79,119
6820035,68,2003,5,Karnataka,Mandya,498.24,24.77,21.53,60.84,41.96,38.19,21.12,76.65,210.02,247.16,117.7
6820045,68,2004,5,Karnataka,Mandya,498.24,24.77,21.53,60.89,41.96,38.19,18.93,37.81,250.99,302.02,120.3
6820055,68,2005,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,38.05,34.38,42.15,231.2,281.27,121.7
6820065,68,2006,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,38.05,35.87,46.75,225.05,262.93,116.8
6820075,68,2007,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,38.05,43,30.72,233.95,283.93,121.4
6820085,68,2008,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,32.05,37.92,22.42,253.32,303.57,119.8
6820095,68,2009,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,32.05,37.92,25.54,250.21,289.32,115.6
6820105,68,2010,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,32.05,36.03,24.94,252.7,300.21,118.8
6820115,68,2011,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,32.05,46.35,34.87,232.4,272.52,117.3
6820125,68,2012,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,32.05,53.63,63.06,196.93,242.37,123.1
6820135,68,2013,5,Karnataka,Mandya,498.24,24.77,21.52,60.91,41.96,32.05,58.16,66.37,189.09,239.48,126.7
6820145,68,2014,5,Karnataka,Mandya,498.24,24.77,21.52,63.49,41.96,32.05,38.55,52.28,220.01,272.2,123.7
6820155,68,2015,5,Karnataka,Mandya,498.24,24.77,21.52,63.49,41.96,32.05,46.42,54.86,209.56,259.7,123.9
6820165,68,2016,5,Karnataka,Mandya,498.24,24.77,21.52,63.49,41.96,32.05,61.23,87.78,161.82,200.14,123.7
6820175,68,2017,5,Karnataka,Mandya,498.24,24.77,21.52,64.76,41.96,32.05,46.22,66.91,196.43,256.66,130.7
6919905,69,1990,5,Karnataka,Hassan,662.6,54.03,31.57,71.58,22.68,52.12,36.44,44.9,342.91,367.49,107.2
6919915,69,1991,5,Karnataka,Hassan,662.6,54.03,31.57,71.63,22.65,52.08,29.42,23.06,371.8,424.36,114.1
6919925,69,1992,5,Karnataka,Hassan,662.6,54.03,31.57,73.37,22.7,51,24.9,22.58,376.1,428.65,114
6919935,69,1993,5,Karnataka,Hassan,662.6,54.03,31.57,73.48,22.69,46.26,24.15,26.2,377.87,413.13,109.3
6919945,69,1994,5,Karnataka,Hassan,662.6,54.03,31.55,74.04,22.22,38.79,20.37,18.65,396.59,453.38,114.3
6919955,69,1995,5,Karnataka,Hassan,662.6,54.04,31.55,75.06,22.05,37.32,33.92,53.04,349.26,382.08,109.4
6919965,69,1996,5,Karnataka,Hassan,662.6,54.04,31.55,75.49,21.33,36.53,28.6,43.19,365.57,413.02,113
6919975,69,1997,5,Karnataka,Hassan,662.6,54.04,31.55,75.77,20.39,35.62,20.79,39.26,378.88,430.56,113.6
6919985,69,1998,5,Karnataka,Hassan,662.6,54.04,31.55,76.17,19.38,35.19,22.06,42.44,375.47,433.07,115.3
6919995,69,1999,5,Karnataka,Hassan,662.6,54.04,31.55,76.66,19.22,35.07,25.71,49.65,364.4,410.77,112.7
6920005,69,2000,5,Karnataka,Hassan,663,58,30,78,18,33,24,36,379,434,114.5
6920015,69,2001,5,Karnataka,Hassan,662.6,58.16,30.36,77.99,16.12,33.36,26.37,43.5,370.44,414.02,111.8
6920025,69,2002,5,Karnataka,Hassan,662.6,58.16,30.36,78.12,14.49,32.27,23.28,34.33,385.27,457.27,118.7
6920035,69,2003,5,Karnataka,Hassan,662.6,58.78,30.37,78.24,14.32,32.94,24.6,42.75,373.66,441.14,118.1
6920045,69,2004,5,Karnataka,Hassan,662.6,58.78,30.37,78.36,13.52,32.94,21.81,26.39,393.48,459.73,116.8
6920055,69,2005,5,Karnataka,Hassan,662.6,58.78,30.37,78.4,14.14,32.94,21.81,22.72,396.49,479.82,121
6920065,69,2006,5,Karnataka,Hassan,662.6,58.78,30.37,78.61,14.14,32.94,28.15,26.86,385.8,453.34,117.5
6920075,69,2007,5,Karnataka,Hassan,662.6,58.78,30.37,78.68,14.14,32.94,36.3,34.78,369.66,440.72,119.2
6920085,69,2008,5,Karnataka,Hassan,662.6,58.78,30.37,78.75,14.14,32.94,38.26,44.62,357.78,448.17,125.3
6920095,69,2009,5,Karnataka,Hassan,662.6,58.78,30.37,78.81,14.14,32.94,36.82,49.19,354.59,453.67,127.9
6920105,69,2010,5,Karnataka,Hassan,662.6,58.78,30.37,78.88,14.14,32.94,26.69,16.69,397.16,505.43,127.3
6920115,69,2011,5,Karnataka,Hassan,662.6,58.78,30.37,79.41,14.14,32.94,30.69,50.13,359.19,449.24,125.1
6920125,69,2012,5,Karnataka,Hassan,662.6,58.78,30.37,79.77,14.14,32.94,30.67,49.76,359.22,434.25,120.9
6920135,69,2013,5,Karnataka,Hassan,662.6,58.78,30.37,79.8,14.14,32.94,22.8,48.45,368.36,428.13,116.2
6920145,69,2014,5,Karnataka,Hassan,662.6,58.78,30.37,79.84,14.14,32.94,24.15,47.47,367.95,449.35,122.1
6920155,69,2015,5,Karnataka,Hassan,662.6,58.78,30.37,79.86,14.14,32.94,44.33,50.9,344.33,417.58,121.3
6920165,69,2016,5,Karnataka,Hassan,662.6,58.78,30.37,79.95,14.14,32.94,54.69,72.98,311.8,364.07,116.8
6920175,69,2017,5,Karnataka,Hassan,662.6,58.78,30.37,80.51,14.14,32.94,47.79,45.76,345.36,421.06,121.9
