Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters)
1195814,1,1958,14,Chhattisgarh,Durg,92.82,113.08,162.72,205.32,237.62,190,113.93,107.43,112.77,116.88,97.02,78.36
1195914,1,1959,14,Chhattisgarh,Durg,91.83,113.92,166.52,191.97,245.21,174.99,113.04,106.29,112.63,116.85,89.59,80.04
1196014,1,1960,14,Chhattisgarh,Durg,88.43,109.02,160.09,193.52,227.27,176.57,113.3,113.01,113.6,113.85,92.45,82.26
1196114,1,1961,14,Chhattisgarh,Durg,92.07,107.33,168.69,189.52,233.51,175.62,111.19,107.96,114.05,114.36,87.93,77.16
1196214,1,1962,14,Chhattisgarh,Durg,84.46,106.79,158.71,188.75,225.95,174.22,112.45,107.46,112.05,112.88,88.36,78.47
1196314,1,1963,14,Chhattisgarh,Durg,85.95,107.84,161.81,187.24,231.75,175.38,114.06,106.32,116.86,116.89,92.62,81.16
1196414,1,1964,14,Chhattisgarh,Durg,93.99,112.42,167.32,202.88,237.78,178.87,113.57,105.04,110.86,116.76,97.51,83.43
1196514,1,1965,14,Chhattisgarh,Durg,92.8,114.48,164.43,187.25,235.83,188.17,114.7,108.69,112.24,117.4,92.58,86.1
1196614,1,1966,14,Chhattisgarh,Durg,92.25,114.69,169.96,200.35,252.08,181.83,116.34,108.25,114.29,119.25,102.94,83.1
1196714,1,1967,14,Chhattisgarh,Durg,89.76,108.19,150.74,185.48,234.63,173.87,113.68,107.7,112.51,113.63,90.4,83.4
1196814,1,1968,14,Chhattisgarh,Durg,85.34,103.04,158.66,180.93,224.25,172.96,114.89,110.84,111.75,113.06,89.53,79.07
1196914,1,1969,14,Chhattisgarh,Durg,86.64,110.86,160.49,194.2,211.19,170.76,112.75,108.63,111.29,112.52,95.53,78.2
1197014,1,1970,14,Chhattisgarh,Durg,86.49,109.46,158.95,190.26,219.48,157.94,113.7,105.49,111.82,113.36,86.53,73.48
1197114,1,1971,14,Chhattisgarh,Durg,85.42,105.42,149.35,188.26,202.76,163.44,115.95,107.94,112.32,113.93,86.57,79.77
1197214,1,1972,14,Chhattisgarh,Durg,83.05,105.49,155.81,186.05,227.97,174.08,116.98,110.79,112.55,112.7,88.88,86.52
1197314,1,1973,14,Chhattisgarh,Durg,90.53,111.93,159.2,197.73,232.09,180.31,115.33,107.65,113.93,113.93,89.52,79.29
1197414,1,1974,14,Chhattisgarh,Durg,83.77,107.59,161.9,190.23,228.59,170.75,115.85,108.38,113.13,114.7,90.04,75.28
1197514,1,1975,14,Chhattisgarh,Durg,83.25,105.95,155,204.55,237.43,172.3,112.07,108.03,109.86,114.29,88.06,73.16
1197614,1,1976,14,Chhattisgarh,Durg,81.99,107.17,161.07,187.14,226.81,178.61,111.94,106.57,112.62,116.25,95.96,79.91
1197714,1,1977,14,Chhattisgarh,Durg,84.69,106.57,161.58,191.69,211.81,172.16,114.32,107.38,111.99,113.58,97.17,76.41
1197814,1,1978,14,Chhattisgarh,Durg,82.74,101.72,151.18,177.79,233.01,171.14,111.06,105.17,112.16,115.17,94.33,77.89
1197914,1,1979,14,Chhattisgarh,Durg,88.73,106.17,161.84,191.16,212.12,170.7,115.21,109.1,113.55,116.64,97.55,79.23
1198014,1,1980,14,Chhattisgarh,Durg,88.86,107.59,161.4,196.24,241.77,166.19,113.72,107.25,112.75,115.63,94.24,81.01
1198114,1,1981,14,Chhattisgarh,Durg,87.15,107.19,159.3,195.3,215.12,174.89,114.58,107.98,112.86,114.44,90.42,80.8
1198214,1,1982,14,Chhattisgarh,Durg,89.01,106.83,154.87,189.68,212.6,176.34,117.62,109.54,112.58,115.2,93.5,80.91
1198314,1,1983,14,Chhattisgarh,Durg,88.31,109.53,169.66,199.1,220.37,174.95,116.35,109.38,112.13,115.98,91,81.17
1198414,1,1984,14,Chhattisgarh,Durg,88.17,107.16,156.09,194.19,232.21,173.4,112.13,110.28,112.7,114.12,88.32,81.43
1198514,1,1985,14,Chhattisgarh,Durg,88.54,105.57,164.5,192.82,229.09,175.2,112.9,108.49,112.68,114.9,90.6,81.23
1198614,1,1986,14,Chhattisgarh,Durg,87.68,107.88,161.23,201.53,216.31,171.23,114.84,107.08,114.15,114.66,90.82,77.81
1198714,1,1987,14,Chhattisgarh,Durg,85.99,104.03,155.85,198.39,213.33,174.74,117.97,110.26,118.14,115.12,94.67,79.97
1198814,1,1988,14,Chhattisgarh,Durg,86.09,107.59,163.03,189.2,221.96,171.96,112.3,107.15,112.57,112.66,88.57,76.53
1198914,1,1989,14,Chhattisgarh,Durg,83.44,105.23,153.03,185.81,218.06,171.94,112.94,107.85,111.05,113.98,91.17,78.64
1199014,1,1990,14,Chhattisgarh,Durg,87.05,106.08,156.98,185.18,211.11,161.62,113.8,106.69,112.18,113.55,98.14,80.71
1199114,1,1991,14,Chhattisgarh,Durg,89.85,109.09,157.12,180.8,230.33,168.1,115.49,108.97,114.15,114.52,92.31,78.51
1199214,1,1992,14,Chhattisgarh,Durg,84.22,106.7,161.93,191.68,220.22,172,116.08,107.11,111.97,114.7,91.89,75.85
1199314,1,1993,14,Chhattisgarh,Durg,87.19,107.45,160.1,202.5,239.17,179.1,116.65,111.49,114.82,119,93.85,81.92
1199414,1,1994,14,Chhattisgarh,Durg,94.34,110.14,167.41,193.17,234.57,176.9,113.06,107.52,113.65,118.63,95.26,80.33
1199514,1,1995,14,Chhattisgarh,Durg,93.83,112.26,162.19,197.51,233.22,184.29,117.27,112.24,115.66,125.52,103.71,88.57
1199614,1,1996,14,Chhattisgarh,Durg,100.22,117.67,168.58,201.94,244.25,182.78,116.68,108.9,115.55,116.05,93.39,81.19
1199714,1,1997,14,Chhattisgarh,Durg,85.86,104.84,158.5,184.78,221.57,179.85,117.58,110.39,112.65,114.74,96.79,84.15
1199814,1,1998,14,Chhattisgarh,Durg,88.32,106.89,156.56,187.87,225.04,175.26,115.76,109.99,113.58,120.12,97.5,77.08
1199914,1,1999,14,Chhattisgarh,Durg,84.12,109.76,162.02,187.1,232.92,174.42,118.28,108.65,114.5,118.15,92.43,78.25
1200014,1,2000,14,Chhattisgarh,Durg,88.77,110.08,159.82,192.16,228.65,165.1,114.02,109.76,114.49,117.92,93.21,77.9
1200114,1,2001,14,Chhattisgarh,Durg,85.89,109.45,158.48,186.14,221.04,159.59,114.43,107.52,114.41,115.36,95.12,77.89
1200214,1,2002,14,Chhattisgarh,Durg,86.37,108.72,159.43,194.12,240.91,167.98,123.14,105.91,112.25,114.11,91.38,80.37
1200314,1,2003,14,Chhattisgarh,Durg,86.67,109.89,157.55,193.77,230.2,196.19,114.47,106.6,109.28,114.97,89.41,77.88
1200414,1,2004,14,Chhattisgarh,Durg,84.19,101.79,158.08,194.01,222.17,171.73,113.2,109.61,112.69,111.02,88.41,76.18
1200514,1,2005,14,Chhattisgarh,Durg,85.37,105.89,159.17,179.19,220.33,185.41,113.39,110.11,113.38,115.1,86.74,76.62
1200614,1,2006,14,Chhattisgarh,Durg,84.13,107.35,150.07,187.2,219.3,171.98,118.27,109.31,113.39,115.23,92.11,80.07
1200714,1,2007,14,Chhattisgarh,Durg,84.46,105.73,152.88,187.88,220.39,175.57,116.69,107.66,111.59,110.72,86.73,77.85
1200814,1,2008,14,Chhattisgarh,Durg,84.81,101.33,153.42,180.4,224.19,172.25,118.28,109.58,112.68,113.75,91.93,78.21
1200914,1,2009,14,Chhattisgarh,Durg,89.13,108.14,152.03,182.55,218.16,188.14,115.59,108.96,116.93,111.39,91.31,77.61
1201014,1,2010,14,Chhattisgarh,Durg,80.29,103.72,163.66,200.11,235.32,177.53,111.68,107.58,111.41,113.5,95.4,77
1201114,1,2011,14,Chhattisgarh,Durg,80.86,104.94,158.52,172.01,222.34,177.67,115.62,105.63,111.5,112.72,88.89,75.9
1201214,1,2012,14,Chhattisgarh,Durg,83.57,104.39,152.02,185.91,215.38,183.93,113.55,108.08,111.89,111.56,88.07,76.53
1201314,1,2013,14,Chhattisgarh,Durg,84.33,101.95,150.79,175.25,230.16,161.09,111.14,105.81,111.71,114,86.83,74.61
1201414,1,2014,14,Chhattisgarh,Durg,89.29,103.49,148.82,174.17,209.92,176.28,115.49,109.01,111.05,115.2,88.82,75.94
1201514,1,2015,14,Chhattisgarh,Durg,79.62,103.1,149.13,186.25,221.18,160.21,114.2,109.31,112.99,115.9,91.49,80.4
2195814,2,1958,14,Chhattisgarh,Bastar,98.97,117.71,165.48,186.33,210.65,167.76,115.02,110.24,111.14,113.28,97.59,86.51
2195914,2,1959,14,Chhattisgarh,Bastar,99.87,117.96,169.39,185.54,220.76,158.65,113.89,109.58,111.29,113.95,91.54,86.5
2196014,2,1960,14,Chhattisgarh,Bastar,98.55,113.29,162.45,185.63,211.87,159.23,114,114.08,112.03,111.95,93.27,91.01
2196114,2,1961,14,Chhattisgarh,Bastar,100.53,112.42,167.06,184.3,203.56,154.84,112.25,109.86,109.7,110.48,89.19,82.78
2196214,2,1962,14,Chhattisgarh,Bastar,92.33,110.31,160.22,178.19,204.26,156.33,114.2,109.82,110.09,109.94,89.89,85.9
2196314,2,1963,14,Chhattisgarh,Bastar,95.55,114.3,163.35,180.1,213.64,158.27,114.55,109.39,113.59,113.44,94.15,87.62
2196414,2,1964,14,Chhattisgarh,Bastar,102.87,119.53,173.94,204.93,224.71,161.9,114.8,109.19,109.8,114.24,97.76,89.46
2196514,2,1965,14,Chhattisgarh,Bastar,102.38,120.17,170.4,186.99,212.27,165.74,116.37,111.45,111.7,116.18,96.09,94.5
2196614,2,1966,14,Chhattisgarh,Bastar,103.15,121.06,170.03,196.64,224.33,161.84,116.36,110.91,112.67,114.87,102.34,91.61
2196714,2,1967,14,Chhattisgarh,Bastar,100.89,114.48,159.58,184.29,217.05,160.81,115.01,110,110.87,110.82,92.3,91.86
2196814,2,1968,14,Chhattisgarh,Bastar,96.03,112.95,160.47,177.66,206.18,160.65,115.61,112.28,111.01,111.44,94.53,88.05
2196914,2,1969,14,Chhattisgarh,Bastar,97.72,117.32,169.86,189.79,203.89,158.24,113.95,110.7,109.97,111.86,97.71,88.53
2197014,2,1970,14,Chhattisgarh,Bastar,97.69,117.94,163.58,185.51,207.45,148.39,114.39,108.72,110.95,111.83,91.57,82.6
2197114,2,1971,14,Chhattisgarh,Bastar,97,113.39,157.31,182.59,193.89,150.55,115.63,110.23,110.75,111.71,89.52,86.3
2197214,2,1972,14,Chhattisgarh,Bastar,93.12,113.08,163.53,182.33,214.91,164.99,118.91,112.15,111.34,111.56,93.9,95.27
2197314,2,1973,14,Chhattisgarh,Bastar,101.82,119.18,164.89,196.12,220.21,163.7,116.59,110.46,112.33,112.3,93.49,87.8
2197414,2,1974,14,Chhattisgarh,Bastar,94.65,115.45,169.2,192,213.23,159.64,117.97,111.79,111.95,112.67,94.89,84.51
2197514,2,1975,14,Chhattisgarh,Bastar,96.07,114.74,165.55,196.84,217.88,158.99,113.4,110.38,108.48,112.85,93.35,82.86
2197614,2,1976,14,Chhattisgarh,Bastar,93.05,113.16,162.11,180.67,207.05,160.25,112.88,109.83,110.83,114.75,99.39,88.68
2197714,2,1977,14,Chhattisgarh,Bastar,96.39,114.61,166.51,182.39,195.91,155.88,114.99,109.54,110.58,111.79,98.02,83.95
2197814,2,1978,14,Chhattisgarh,Bastar,93.3,108.89,155.57,173.88,207.22,154.84,112.34,108.2,110.88,113.33,96.62,88.13
2197914,2,1979,14,Chhattisgarh,Bastar,98.54,112.86,163.53,184.54,206.29,160.49,117.98,112.09,111.46,113.62,99.16,88.29
2198014,2,1980,14,Chhattisgarh,Bastar,99.52,116.87,165.49,186.87,214.41,151.43,114.57,109.43,111.38,113.2,96.51,90.37
2198114,2,1981,14,Chhattisgarh,Bastar,97.97,114.4,159.43,186.47,203.15,160.49,115.18,110.54,111.12,113.21,93.95,90.42
2198214,2,1982,14,Chhattisgarh,Bastar,100.68,115.29,161.88,179.95,198.37,158.95,117.54,110.76,111.3,113.47,94.95,88.35
2198314,2,1983,14,Chhattisgarh,Bastar,97.57,114.73,167.03,187.32,201.88,159.97,115.89,110.58,109.77,113.1,93.71,87.32
2198414,2,1984,14,Chhattisgarh,Bastar,99.49,114.5,159.46,182.01,213.78,156.58,113.77,111.31,110.73,111.93,92.33,90.51
2198514,2,1985,14,Chhattisgarh,Bastar,99.68,112.16,164.81,186.9,207.78,156.36,113.09,110.41,110.64,110.59,93.52,88.91
2198614,2,1986,14,Chhattisgarh,Bastar,97.53,111.18,160.74,181.77,202.84,154.54,116.41,110.55,112.76,113.03,93.84,88.69
2198714,2,1987,14,Chhattisgarh,Bastar,97.94,110.74,156.24,186.93,193.02,159.04,116.27,111.62,114.46,112.97,96.63,88.42
2198814,2,1988,14,Chhattisgarh,Bastar,98.63,115.22,165.24,179.61,208.01,158.43,113.24,110.02,110.72,111.89,93.86,87.06
2198914,2,1989,14,Chhattisgarh,Bastar,95.65,112.78,156.31,183.89,209.44,155.8,114.13,110.25,110.7,112.79,94.66,86.94
2199014,2,1990,14,Chhattisgarh,Bastar,98.14,111.62,160.67,182.96,195.38,148.75,114.35,110.59,111.27,111.35,99.56,88.72
2199114,2,1991,14,Chhattisgarh,Bastar,99.48,115.92,160.37,181.19,209.03,152.64,115.02,110.61,112.36,113.1,94.36,86.27
2199214,2,1992,14,Chhattisgarh,Bastar,94.46,112.8,165.8,183.99,203.08,156.69,116.51,109.27,111.11,113.07,96.8,85.66
2199314,2,1993,14,Chhattisgarh,Bastar,99.56,111.55,162.19,187.23,212.76,160.69,116.31,111.73,111.32,115.4,95.73,88.55
2199414,2,1994,14,Chhattisgarh,Bastar,99.74,114.97,168.88,187.42,213.78,156.8,113.29,109.16,111.59,115.86,96.54,87.45
2199514,2,1995,14,Chhattisgarh,Bastar,100.08,116.81,165.09,185.36,203.67,164.36,115.51,113.56,113.39,117.75,101.88,92.17
2199614,2,1996,14,Chhattisgarh,Bastar,104.48,119.49,169.49,186.27,217.74,163.54,116.51,111.21,112.78,113.26,95.73,89.37
2199714,2,1997,14,Chhattisgarh,Bastar,95.02,112.37,163.22,172.98,202.86,161.83,117.78,112.01,111.44,111.81,97.36,91.7
2199814,2,1998,14,Chhattisgarh,Bastar,100.74,114.79,161.2,181.5,207.92,160.44,115.27,112.48,111.85,115.94,97.47,84.12
2199914,2,1999,14,Chhattisgarh,Bastar,93.94,115.23,164.11,192.07,204.33,155.27,116.65,108.98,110.98,114.9,93.88,86.33
2200014,2,2000,14,Chhattisgarh,Bastar,98.65,115.07,162.56,188.91,204.83,150.19,114.14,109.23,112.25,115.47,94.92,85.53
2200114,2,2001,14,Chhattisgarh,Bastar,96.92,116.74,158.66,177.68,210.43,150.55,114.12,108.82,110.19,113.34,95.97,84.28
2200214,2,2002,14,Chhattisgarh,Bastar,94.88,112.63,160.16,185.65,213.66,153.78,121.69,107.69,112.56,112.14,91.59,88.09
2200314,2,2003,14,Chhattisgarh,Bastar,97.29,114.43,158.37,180.5,218.61,168.1,114.2,110.86,110.8,111.27,91.01,85.57
2200414,2,2004,14,Chhattisgarh,Bastar,92.5,106.63,160.63,180.91,197.68,155.08,115.11,110.36,110.64,109.39,89.73,83.16
2200514,2,2005,14,Chhattisgarh,Bastar,96.99,112.93,159.72,178.71,204.14,165.75,114.37,110.3,110.63,112.31,88.03,83.21
2200614,2,2006,14,Chhattisgarh,Bastar,94.08,112.1,154.64,177.45,193.94,155.77,117.06,110.46,109.89,112.3,92.28,85.93
2200714,2,2007,14,Chhattisgarh,Bastar,95.4,110.07,159.73,180.69,204.31,154.87,116.1,110.58,109.61,109.28,89.81,86.81
2200814,2,2008,14,Chhattisgarh,Bastar,94.93,109.17,154.7,176.47,210.5,150.95,115.75,109.57,109.05,111.59,93.78,87.39
2200914,2,2009,14,Chhattisgarh,Bastar,97.63,115.26,158.24,183.26,204.01,163.08,112.46,111.52,114.07,109.99,93.29,85.49
2201014,2,2010,14,Chhattisgarh,Bastar,92.89,112.46,165.38,189.02,207.95,159.17,111.57,111.01,109.1,110.74,96.64,83.95
2201114,2,2011,14,Chhattisgarh,Bastar,91.72,108.42,159.58,169.67,202.04,153.26,114.85,108.79,108.56,112.45,91.66,85.87
2201214,2,2012,14,Chhattisgarh,Bastar,96.29,113.94,160.81,181.16,205.34,161.48,112.71,109.41,109.62,110.38,91.2,86.7
2201314,2,2013,14,Chhattisgarh,Bastar,98.43,110.97,159.95,176.81,210.96,148,111.61,111.69,111.27,112.51,90.97,83.64
2201414,2,2014,14,Chhattisgarh,Bastar,104.86,110.84,155.59,177.31,196.43,161.15,118.33,111.63,110.45,112.23,91.44,84.86
2201514,2,2015,14,Chhattisgarh,Bastar,93.57,111.64,159.78,175.46,198.95,147.25,118.48,112.5,111.79,114.24,94.04,91.45
3195814,3,1958,14,Chhattisgarh,Raipur,93.56,112.99,165.83,207.77,240.84,189.61,113.39,107.49,111.6,115.65,96.85,79.64
3195914,3,1959,14,Chhattisgarh,Raipur,92.31,114.01,168.17,194.36,243.61,173.65,112.8,105.73,111.3,115.54,89.25,80.45
3196014,3,1960,14,Chhattisgarh,Raipur,89.44,110.08,161.27,196.75,230.17,175.91,112.5,110.86,112.07,113.33,92.58,82.93
3196114,3,1961,14,Chhattisgarh,Raipur,92.38,107.11,169.42,193.1,237.03,175.3,111.07,107.44,112.67,113.31,88.23,78.53
3196214,3,1962,14,Chhattisgarh,Raipur,86.07,107.25,161.57,191.24,227.48,173.08,112.32,107.27,110.81,111.99,89.24,80
3196314,3,1963,14,Chhattisgarh,Raipur,87.12,109.06,163.35,189.52,232.6,174.7,113.31,106.02,111.89,115.38,92.72,80.91
3196414,3,1964,14,Chhattisgarh,Raipur,94.21,112.26,168.19,205.19,236.77,176.41,112.61,104.64,109.55,115.5,96.08,84
3196514,3,1965,14,Chhattisgarh,Raipur,92.88,115.11,166.25,190.21,237.35,188.02,114.85,108.77,110.8,116.78,92.84,84.98
3196614,3,1966,14,Chhattisgarh,Raipur,91.8,115.59,171.95,201.53,250.23,179.33,115.71,107.99,113.23,118.36,101.65,83.07
3196714,3,1967,14,Chhattisgarh,Raipur,89.8,108.94,151.5,189.61,235.69,173.79,113.42,107.49,111.43,113.28,91.05,83.93
3196814,3,1968,14,Chhattisgarh,Raipur,86.46,103.72,161.32,185.01,227.86,172.84,114.24,111.15,110.89,112.71,89.68,80
3196914,3,1969,14,Chhattisgarh,Raipur,87.81,111.11,162.66,197.92,213.3,171.23,112.16,109.14,110.17,112.03,95.28,78.44
3197014,3,1970,14,Chhattisgarh,Raipur,87.04,110.02,160.4,194.33,224.71,158.23,113.8,105.34,110.44,112.63,87.44,74.88
3197114,3,1971,14,Chhattisgarh,Raipur,86.02,105.06,152.33,190.53,205.73,162.67,115.38,107.75,111.19,113.04,86.76,79.56
3197214,3,1972,14,Chhattisgarh,Raipur,83.29,104.84,157.33,189.17,231.48,175.24,117.07,111,111.44,112.62,89.29,86.13
3197314,3,1973,14,Chhattisgarh,Raipur,91.47,112.04,160.14,200.18,234.48,179.42,115.16,107.6,112.57,113.05,89.15,79.41
3197414,3,1974,14,Chhattisgarh,Raipur,84.83,108.74,162.83,191.57,230.14,172.61,115.29,108.29,112.14,113.91,90.17,76.35
3197514,3,1975,14,Chhattisgarh,Raipur,84.68,106.09,156.37,206.16,238.56,171.37,111.74,107.85,108.71,113.14,88.17,74.74
3197614,3,1976,14,Chhattisgarh,Raipur,83.33,107.44,162.38,190.35,227.71,179.26,111.97,106.76,111.94,115.87,95.16,81.3
3197714,3,1977,14,Chhattisgarh,Raipur,85.64,107.4,162.49,193.17,215.76,172.35,113.77,107.62,110.77,112.64,95.6,76.98
3197814,3,1978,14,Chhattisgarh,Raipur,82.86,101.49,152.13,179.12,234.07,171.08,110.62,104.89,110.86,114.31,94.06,78.76
3197914,3,1979,14,Chhattisgarh,Raipur,88.86,105.71,161.5,192.9,216.87,171.77,115.4,109.6,112.83,116.28,96.62,80.07
3198014,3,1980,14,Chhattisgarh,Raipur,89.6,108.32,161.95,198.11,244.25,165.78,113.5,107.41,111.5,114.88,94.45,81.35
3198114,3,1981,14,Chhattisgarh,Raipur,87.37,107.1,160.25,197.09,216.33,173.21,114.16,107.98,111.92,114.35,90.82,81.24
3198214,3,1982,14,Chhattisgarh,Raipur,89.47,107.06,155.95,191.34,215.93,175.94,117.79,109.43,111.74,114.7,93.45,82.19
3198314,3,1983,14,Chhattisgarh,Raipur,89.16,109.71,170.3,201.93,222.79,174.67,115.64,109.27,110.93,115.29,91.35,81.83
3198414,3,1984,14,Chhattisgarh,Raipur,89.17,106.75,158.78,197.44,234.35,171.85,111.8,110.35,111.65,113.52,88.92,82.62
3198514,3,1985,14,Chhattisgarh,Raipur,89.25,106.35,165.13,196.85,231.63,174.6,112.47,108.57,111.55,114.84,90.87,82.01
3198614,3,1986,14,Chhattisgarh,Raipur,87.91,108.11,163.01,203.35,218.69,171.15,114.72,107.54,113.68,114.02,90.12,78.44
3198714,3,1987,14,Chhattisgarh,Raipur,86.79,104.45,156.58,200.29,216.61,174.69,117.71,110.28,116.83,114.45,93.9,79.76
3198814,3,1988,14,Chhattisgarh,Raipur,87.13,107.84,162.81,190.71,224.5,170.34,111.68,107.08,111.63,112.28,88.94,77.49
3198914,3,1989,14,Chhattisgarh,Raipur,84.32,105.88,154.68,190.71,222.74,170.51,112.74,107.69,110,113.48,91.23,79.34
3199014,3,1990,14,Chhattisgarh,Raipur,88.02,105.17,157.44,186.33,213.13,161.59,113.41,106.6,111.26,112.52,96.76,81.11
3199114,3,1991,14,Chhattisgarh,Raipur,89.85,109.05,157.15,184.28,232.82,168.02,115.12,109.15,112.93,113.34,91.32,78.66
3199214,3,1992,14,Chhattisgarh,Raipur,84.02,105.75,162.24,193.62,222.85,171.46,115.8,106.89,110.89,113.94,91.63,76.52
3199314,3,1993,14,Chhattisgarh,Raipur,87.19,106.94,160.14,202.63,240.51,177.62,116.13,111.31,113.16,117.88,93.34,81.96
3199414,3,1994,14,Chhattisgarh,Raipur,94.37,109.06,166.91,194.26,234.38,175.9,112.4,107.28,112.87,117.45,94.01,80.66
3199514,3,1995,14,Chhattisgarh,Raipur,93.89,112.25,163.06,199.61,233.67,183.41,116.81,112.57,114.03,123.75,102.52,88.29
3199614,3,1996,14,Chhattisgarh,Raipur,99.74,117.38,169.36,202.54,246.01,181.74,116.87,109.1,114.34,115.26,93.22,81.47
3199714,3,1997,14,Chhattisgarh,Raipur,86.21,104.04,157.8,185.83,222.93,178.4,117.43,110.29,111.86,114.43,95.68,83.12
3199814,3,1998,14,Chhattisgarh,Raipur,88.12,105.84,156.76,188.25,226.7,174.74,115.2,109.69,112.32,118.37,95.89,76.93
3199914,3,1999,14,Chhattisgarh,Raipur,84.21,108.68,161.35,189,230.56,172.24,118.02,108.17,112.87,117.2,92.2,79.03
3200014,3,2000,14,Chhattisgarh,Raipur,89.08,107.89,159.4,191.28,228.63,162.85,114,109.39,113.17,117.01,92.93,77.97
3200114,3,2001,14,Chhattisgarh,Raipur,85.98,108.88,158.77,187.69,222.85,158.87,114.09,107.41,113.27,114.64,94.53,77.86
3200214,3,2002,14,Chhattisgarh,Raipur,86.28,107.13,158.61,194.71,240.53,167.38,122.07,106.16,111.12,113.16,90.1,80.47
3200314,3,2003,14,Chhattisgarh,Raipur,86.23,108.83,156.9,195,231.11,192.27,113.17,106.46,108.23,113.53,88.95,79.53
3200414,3,2004,14,Chhattisgarh,Raipur,83.63,100.74,158.32,194.63,225.39,170.64,111.97,109.75,111.48,109.67,87.76,76.31
3200514,3,2005,14,Chhattisgarh,Raipur,85.49,105.47,159.46,180.04,221.25,184.8,112.98,110.27,112.15,113.54,86.17,76.37
3200614,3,2006,14,Chhattisgarh,Raipur,84.5,106.65,150.25,187.36,219.04,169.55,118.56,109.1,111.96,113.86,91.2,79.66
3200714,3,2007,14,Chhattisgarh,Raipur,84.5,104.39,152.45,188.81,220,174.92,116.22,107.88,109.88,110.03,86.71,77.77
3200814,3,2008,14,Chhattisgarh,Raipur,85.16,100.62,154.17,182.07,224.36,170.44,117.91,108.97,111.34,112.79,91.04,78.49
3200914,3,2009,14,Chhattisgarh,Raipur,88.79,107.41,153.22,183.79,219.05,185.54,115.54,108.8,115.19,110.15,90.27,77.94
3201014,3,2010,14,Chhattisgarh,Raipur,80.64,103.36,164.07,201.12,234.99,176.43,111.36,107.32,110.58,112.74,94.46,76.85
3201114,3,2011,14,Chhattisgarh,Raipur,80.9,104.06,158.55,173.18,224.11,174.77,115.09,105.71,110.46,111.73,88.33,76.51
3201214,3,2012,14,Chhattisgarh,Raipur,83.67,104.15,151.99,187.03,218.31,185.45,113.87,108.35,110.75,111.96,87.7,76.88
3201314,3,2013,14,Chhattisgarh,Raipur,84.63,101.77,150.93,175.65,229.45,160.18,110.92,106.39,111.41,113.55,86.89,74.81
3201414,3,2014,14,Chhattisgarh,Raipur,83.24,102.37,148.48,176.78,212.23,172.4,114.52,108.75,110.27,115,89.09,76.53
3201514,3,2015,14,Chhattisgarh,Raipur,79.86,102.56,149.78,187.89,222.57,161.98,113.91,109.05,111.76,114.7,91.02,80.97
5195814,5,1958,14,Chhattisgarh,Raigarh,101.47,114.57,162.87,190.57,210.43,160.76,108.83,105.71,109.04,120.8,107.33,94.26
5195914,5,1959,14,Chhattisgarh,Raigarh,102.27,118.65,168.3,185.52,213.16,153.68,108.94,105.03,108.33,119.52,101.32,95.7
5196014,5,1960,14,Chhattisgarh,Raigarh,101.09,117.74,164.94,189.28,205.01,153.87,109.75,106.21,109.52,119.38,104.13,93.99
5196114,5,1961,14,Chhattisgarh,Raigarh,102.97,113.13,163.96,185.53,206.37,152.35,107.87,105.93,109.07,116.63,100.27,91.48
5196214,5,1962,14,Chhattisgarh,Raigarh,96.62,113.43,160.01,178.5,205.36,151.85,109.27,105.76,109.29,120.69,100.58,89.54
5196314,5,1963,14,Chhattisgarh,Raigarh,99.44,115.77,163.45,180.87,209.68,153.89,110.25,104.98,110.53,120.18,104.92,96.1
5196414,5,1964,14,Chhattisgarh,Raigarh,108.41,119,171.42,197.63,213.52,156.35,109.8,105.31,108.48,119.19,104.98,98.24
5196514,5,1965,14,Chhattisgarh,Raigarh,101.42,120.23,167.43,186.82,209.7,159.94,111.76,107.41,110.46,125.39,110.18,104.23
5196614,5,1966,14,Chhattisgarh,Raigarh,100.86,121.59,171.42,190.7,214.26,158.29,112.33,106.28,111.75,123.81,112.7,95.43
5196714,5,1967,14,Chhattisgarh,Raigarh,102.77,117.83,157.72,186.49,212.98,157.66,110.26,106.74,109.59,118.74,103.77,95.7
5196814,5,1968,14,Chhattisgarh,Raigarh,97.41,111.76,166.54,183.45,208.01,154.1,111.18,107.59,110.66,119.34,103.89,95.95
5196914,5,1969,14,Chhattisgarh,Raigarh,100.5,118.62,166.99,189.36,208.7,154.15,110.5,107.92,108.74,119.55,104.7,92.99
5197014,5,1970,14,Chhattisgarh,Raigarh,98.93,115.72,163.07,189.06,214.1,148.27,111.75,105.68,108.92,118.22,104.26,90.54
5197114,5,1971,14,Chhattisgarh,Raigarh,97.39,112.08,161.68,184.02,199.61,150.35,109.56,105.16,110.35,120.13,100.31,99.09
5197214,5,1972,14,Chhattisgarh,Raigarh,97.67,112.66,163,187.16,212.73,162.59,114.37,109.45,112.68,120.45,102.82,108.6
