Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters)
72819928,728,1992,8,Orissa,Boudh,88.26,105.91,163.53,189.39,210.82,159.27,115.56,110.35,109.9,111.69,93.27,80.92
72819938,728,1993,8,Orissa,Boudh,94.68,107.23,159.77,193.19,220.87,161.45,116.12,114.5,110.38,112,90.26,83.99
72819948,728,1994,8,Orissa,Boudh,97.02,108.61,169.62,191.95,220.67,161.53,114.3,110.41,111.18,113.31,92.27,83.46
72819958,728,1995,8,Orissa,Boudh,96.31,111.22,161.45,195.01,216.88,168.25,115.83,115.78,111.69,115.56,101.57,87.75
72819968,728,1996,8,Orissa,Boudh,100.02,113.61,170.16,199.29,230.15,165.76,118.31,113.87,113.97,111.11,92.06,86.46
72819978,728,1997,8,Orissa,Boudh,90.48,105.85,158.35,177.81,211.61,164.51,118.5,113.77,110.64,109.06,91.18,83.99
72819988,728,1998,8,Orissa,Boudh,91.38,106.01,152.4,183.34,218.04,162.31,115.43,111.28,110.08,112.83,93.84,79.51
72819998,728,1999,8,Orissa,Boudh,87.42,105.1,157.52,194.64,207.07,153.92,116.31,110.47,109.09,114.41,87.88,79.69
72820008,728,2000,8,Orissa,Boudh,90.82,105.5,159.89,191.79,209.96,150.03,114.4,111.96,110.89,111.72,88.32,79.03
72820018,728,2001,8,Orissa,Boudh,89.37,111.4,155.98,183.88,204.39,148.87,112.65,109,110.05,111.76,91.58,77.63
72820028,728,2002,8,Orissa,Boudh,90.21,103.35,156.82,196.05,221.91,152.06,119.09,109.95,106.81,107.66,85.2,79.74
72820038,728,2003,8,Orissa,Boudh,87.67,103.08,155.51,189.74,217.82,165.63,110.19,108.9,107.07,107.82,85.21,80.48
72820048,728,2004,8,Orissa,Boudh,85.22,98.92,161.38,189.85,210.47,162.96,108.87,112.61,109.23,105.94,84.67,77.74
72820058,728,2005,8,Orissa,Boudh,90.1,107.4,163.02,181.23,212.7,169.35,113.4,113.3,110.54,107.38,83.14,77.53
72820068,728,2006,8,Orissa,Boudh,88.43,107.91,150.39,183.18,198.98,150.45,119.3,112.09,109.11,109.88,86.96,80.75
72820078,728,2007,8,Orissa,Boudh,90.26,104.04,154.97,194.84,201.16,161.71,116.68,111.76,106.5,106.48,86.74,80.73
72820088,728,2008,8,Orissa,Boudh,91.04,100.3,158.15,181.33,208.85,153.15,113.74,109.04,107.79,109.71,88.04,81.94
72820098,728,2009,8,Orissa,Boudh,92.95,107.79,157.56,187.93,212.35,164.46,113.75,111.76,109.78,106.11,87.76,79.42
72820108,728,2010,8,Orissa,Boudh,85.53,104.15,167.24,203.21,211.39,157.64,112.29,109.28,108.7,110.13,90.95,79.45
72820118,728,2011,8,Orissa,Boudh,85.29,101.28,160.99,171.51,213.04,153.19,113.05,107.46,107.69,108.53,86.28,79.55
72820128,728,2012,8,Orissa,Boudh,89.04,104.36,154.12,186.67,214.76,176.5,113.79,110.33,107.76,107.92,86.48,80.06
72820138,728,2013,8,Orissa,Boudh,89.17,100.61,154.87,177.21,216.65,148.01,110.88,109.48,108.88,109.54,85.19,77.29
72820148,728,2014,8,Orissa,Boudh,85.78,101.39,149.63,177.8,206.06,160.85,112.98,111.93,107.66,110.37,85.7,77.32
72820158,728,2015,8,Orissa,Boudh,84.88,102.41,151.69,177.38,207.42,151,113.82,111.53,109.93,109.7,87.36,84.28
72919588,729,1958,8,Orissa,Bargarh,95.35,111.75,165.7,206.03,244.8,179.46,111.64,108.48,109.66,114.75,96.59,81.92
72919598,729,1959,8,Orissa,Bargarh,94.38,113.71,167.83,192.33,240.87,167.17,109.94,107.07,107.73,113.52,86.93,81.3
72919608,729,1960,8,Orissa,Bargarh,91.97,110.99,161.8,194.1,231.27,168.81,109.94,109.74,108.68,111.69,89.34,83.18
72919618,729,1961,8,Orissa,Bargarh,93.68,106.51,168.18,194.82,236.99,169.82,108.93,108.17,109.16,112.97,86.92,80.21
72919628,729,1962,8,Orissa,Bargarh,89.46,107.25,163.92,192.33,230.57,165.95,111.32,109.35,109.72,112.19,88.42,82.89
72919638,729,1963,8,Orissa,Bargarh,89.42,110.35,162.58,188.74,235.31,169.61,110.52,107.24,109.51,113.76,91.76,81.93
72919648,729,1964,8,Orissa,Bargarh,96.63,112.84,167.7,203.95,237,168.47,110.26,105.04,107.59,113.6,92.71,84.37
72919658,729,1965,8,Orissa,Bargarh,93.94,114.92,166.48,186.53,234.39,179.47,113.57,108.97,108.93,115.62,92.22,86.36
72919668,729,1966,8,Orissa,Bargarh,93.3,116.75,170.55,197.78,240.66,172.76,114.28,108.12,110.41,114.65,97.77,83.72
72919678,729,1967,8,Orissa,Bargarh,93.68,111.87,154.83,192.12,235.63,171.41,112.73,109.6,110.15,112.36,89.35,85.98
72919688,729,1968,8,Orissa,Bargarh,92.49,107.06,168.82,190.63,236.04,169.25,113.08,111.82,109.63,114.05,90.62,84.22
72919698,729,1969,8,Orissa,Bargarh,93.08,113.77,169.49,203.81,221.72,169.62,111.25,111.57,109.15,111.76,94.57,80.61
72919708,729,1970,8,Orissa,Bargarh,92.12,113.17,166.52,203.78,239.02,158.38,114.05,107.58,109.38,113.09,90.75,79.45
72919718,729,1971,8,Orissa,Bargarh,92.74,108.04,159.89,190.79,215.14,161.94,114.26,108.91,109.87,114.33,87.58,81.11
72919728,729,1972,8,Orissa,Bargarh,86.96,107.25,162.34,194.04,241.22,177.23,117.8,112.61,112.3,112.86,91.28,88.34
72919738,729,1973,8,Orissa,Bargarh,97.29,115.39,163.67,203.42,239.39,175.22,114.32,108.94,110.81,114.17,91.49,82.5
72919748,729,1974,8,Orissa,Bargarh,90.07,112.83,169.1,196.94,235.77,173.85,114.96,111.09,110.08,114.81,92.71,81.26
72919758,729,1975,8,Orissa,Bargarh,91.95,110.58,163.41,206.95,243.21,167.99,111.01,110.02,107.37,113.37,91.57,80.03
72919768,729,1976,8,Orissa,Bargarh,89.38,110.6,166.89,194.14,231.97,175.56,111.62,109.05,111.5,116.25,94.24,83.58
72919778,729,1977,8,Orissa,Bargarh,91.51,111.36,167.19,197.51,224.52,169.36,112.47,109.18,109.18,112.29,93.67,79.85
72919788,729,1978,8,Orissa,Bargarh,87.42,103.98,155.05,182.37,234.75,169.89,109.54,106.22,109.12,114.17,93.55,83.63
72919798,729,1979,8,Orissa,Bargarh,92.25,106.33,163.08,194.28,227.88,169.49,115.59,110.83,110.81,115.01,95.56,85.01
72919808,729,1980,8,Orissa,Bargarh,95.72,112.11,167.08,199.43,248.99,164.73,112.35,109.73,108.93,113.5,94.21,84.27
72919818,729,1981,8,Orissa,Bargarh,92.1,108.58,163.23,196.34,218.32,167.21,112.08,109.56,109.94,114.34,90.41,84.87
72919828,729,1982,8,Orissa,Bargarh,93.38,109.17,157.4,192.58,224.79,171.87,116.44,109.57,110.35,113.76,92.14,85.05
72919838,729,1983,8,Orissa,Bargarh,93.17,113.44,169.82,201.41,226.05,170.58,114.48,110.1,108.9,114.96,93.65,84.37
72919848,729,1984,8,Orissa,Bargarh,94.33,109.08,167.86,202.83,240.86,166.9,111.12,111.67,109.67,113.34,90.33,87.04
72919858,729,1985,8,Orissa,Bargarh,93.23,109.37,169.18,202.57,233.15,171.39,110.81,109.2,108.26,115.01,91.07,84.86
72919868,729,1986,8,Orissa,Bargarh,91.51,109.01,166.42,202.87,225.65,170.46,115.09,110.54,111.5,113.27,90.19,82.97
72919878,729,1987,8,Orissa,Bargarh,90.46,106.19,156.87,199.08,221.58,169.06,115.9,110.93,113.06,114.27,95.09,84.11
72919888,729,1988,8,Orissa,Bargarh,92.42,110.04,164.29,189.17,229.96,165.74,110.75,108.5,109.57,113.04,91.81,82.29
72919898,729,1989,8,Orissa,Bargarh,89.49,110.63,159.28,196.92,234.78,165.65,112.53,108.7,108.86,113.92,90.64,82.5
72919908,729,1990,8,Orissa,Bargarh,93.35,107.47,162.42,190.06,220.15,162.44,112.51,108.45,109.63,111.27,96.24,84.19
72919918,729,1991,8,Orissa,Bargarh,94.09,112.34,161.24,194.04,241.13,167.79,113.47,110.72,109.96,112.84,89.98,81.23
72919928,729,1992,8,Orissa,Bargarh,86.92,106.5,164.9,193.36,229.14,167.71,114.58,107.87,109.29,113.45,91.51,79.81
72919938,729,1993,8,Orissa,Bargarh,91.84,108.26,159.43,199.1,238.91,170.67,114.85,111.73,110.08,115.4,91.36,83.49
72919948,729,1994,8,Orissa,Bargarh,96.56,109.86,166.17,194.82,235.89,171.29,111.79,108.11,110.9,115.58,92.56,83.23
72919958,729,1995,8,Orissa,Bargarh,97.4,114.1,164.73,199.46,236.41,178.25,115.41,113,111.31,120.36,102.19,89.58
72919968,729,1996,8,Orissa,Bargarh,101.61,115.71,171.22,201.76,246.52,176.48,116.66,111.34,113.45,113.56,92.48,85.05
72919978,729,1997,8,Orissa,Bargarh,89.85,105.39,158.14,182.77,227.05,172.71,116.51,111.22,110.43,112.84,92.46,83.27
72919988,729,1998,8,Orissa,Bargarh,90.63,107.06,155.71,187.42,233.16,169.69,113.78,109.26,110.19,115.81,94,79.41
72919998,729,1999,8,Orissa,Bargarh,87,107.29,158.88,189.8,226.13,164.14,115.62,107.63,109.61,116.11,90.09,80.03
72920008,729,2000,8,Orissa,Bargarh,91.08,106.53,160.49,189.75,229,157.88,113.22,109.95,110.58,114.69,90.73,79.33
72920018,729,2001,8,Orissa,Bargarh,89.17,111.53,159.67,185.99,224.34,156.27,111.76,106.92,110.68,113.88,92.81,78.68
72920028,729,2002,8,Orissa,Bargarh,89.68,105.62,157.61,196.75,241.21,161.85,118.86,106.99,107.42,111.06,86.74,81.21
72920038,729,2003,8,Orissa,Bargarh,87.69,106.94,156.43,193.64,234.77,179.1,109.96,106.79,106.28,110.57,87.1,80.9
72920048,729,2004,8,Orissa,Bargarh,84.91,100.78,160.9,194.4,229.39,169.86,108.4,110.25,109.17,107.69,85.76,77.75
72920058,729,2005,8,Orissa,Bargarh,88.92,108.11,160.77,181.21,227.21,179.93,112.44,111.54,110.09,110.86,84.4,76.81
72920068,729,2006,8,Orissa,Bargarh,88.06,108.68,150.14,184.55,216.69,159.64,117.61,109.62,108.74,111.69,88.44,80.6
72920078,729,2007,8,Orissa,Bargarh,88.38,104.48,153.73,193.58,217.39,170.96,115.21,109.5,106.43,108.75,86.85,79.9
72920088,729,2008,8,Orissa,Bargarh,89.82,100.84,157.44,182.45,224.78,163.41,114.92,107.73,108.34,111.28,88.64,81.15
72920098,729,2009,8,Orissa,Bargarh,92.22,108.26,156.96,186.27,224.54,175.09,113.04,109.83,111.22,108.25,88.41,80.25
72920108,729,2010,8,Orissa,Bargarh,85,105.13,165.91,200.79,232.01,169.52,110.88,107.48,109.16,112.24,92.06,78.77
72920118,729,2011,8,Orissa,Bargarh,84.21,103.81,159.87,173.95,229.36,164.86,113.41,105.85,107.56,110.67,87.41,79.34
72920128,729,2012,8,Orissa,Bargarh,87.04,105.03,153.21,185.61,226.2,185.69,112.78,108.06,107.97,110.58,86.7,79.36
72920138,729,2013,8,Orissa,Bargarh,88.04,102.92,152.57,177.87,231.02,155.88,109.78,107.51,109.35,112.02,86.1,76.87
72920148,729,2014,8,Orissa,Bargarh,85.08,102.26,150.3,179.16,221.17,170,112.18,110.08,108.04,113.45,87.23,78.12
72920158,729,2015,8,Orissa,Bargarh,83.16,103.4,152.05,183.8,225.7,160.31,112.99,109.58,110.43,112.78,88.77,83.58
73019588,730,1958,8,Orissa,Deogarh,91.76,106.1,159.18,197.07,223.23,162.53,110.89,107.07,107.23,109.73,95.04,78.33
73019598,730,1959,8,Orissa,Deogarh,90.6,106.18,159.76,177.83,213.89,150.63,107.49,105.58,103.63,107.6,82.36,76.5
73019608,730,1960,8,Orissa,Deogarh,86.06,104.34,153.32,180.36,204,150.65,105.89,105.98,104.68,106.94,83.92,79.46
73019618,730,1961,8,Orissa,Deogarh,87.91,100.05,161.94,182.79,210.62,151.31,105.78,105.58,105.15,108.08,82.41,76.9
73019628,730,1962,8,Orissa,Deogarh,85.1,101.67,154.87,179.44,208.94,147.23,109.99,106.7,107.49,107.4,83.11,79.37
73019638,730,1963,8,Orissa,Deogarh,84.94,105.04,154.55,176.44,206.17,149.33,106.8,105.32,106.44,108.33,87.98,78.27
73019648,730,1964,8,Orissa,Deogarh,92.19,105.41,158.13,186.87,216.11,151.4,104.9,103.46,104.71,108.49,89.21,80.97
73019658,730,1965,8,Orissa,Deogarh,89.13,106.73,157.11,170.59,205.77,158.37,111.88,106.31,105.38,108.91,88.45,83.16
73019668,730,1966,8,Orissa,Deogarh,88.39,107.77,158.89,182.15,212.14,155.91,112.1,105.17,106.36,106.34,91.81,79.01
73019678,730,1967,8,Orissa,Deogarh,89.53,105.88,150.39,178.27,209.05,155.14,111.05,107.18,107.43,107.04,84.4,82.91
73019688,730,1968,8,Orissa,Deogarh,89.67,102.51,165.06,183.84,219.15,149.88,109.44,110.15,108.41,110.26,88.18,82.98
73019698,730,1969,8,Orissa,Deogarh,90.3,111.33,169.87,200.22,205.98,153.47,108.76,108.72,106.89,106.89,90.67,77.62
73019708,730,1970,8,Orissa,Deogarh,89.21,108.37,164.73,200.55,220.04,147.13,112.12,106.96,107.58,108.8,91.04,78.09
73019718,730,1971,8,Orissa,Deogarh,90.96,105.56,160.53,181.05,195.67,149.47,108.78,106.92,107.95,111.98,85.69,78.41
73019728,730,1972,8,Orissa,Deogarh,85.11,103.23,162.03,189.17,226.85,166.57,118.24,108.83,112.18,109.43,90.99,85.04
73019738,730,1973,8,Orissa,Deogarh,96.45,112.67,162.56,197.99,214.07,157.9,109.94,106.93,107.73,110.33,91.2,81.34
73019748,730,1974,8,Orissa,Deogarh,87.46,107.8,169.55,193.32,212.28,160.23,112.77,109.26,107.75,110.14,91.96,80.48
73019758,730,1975,8,Orissa,Deogarh,89.63,107.05,160.3,193.33,222.51,152.07,108.8,109.03,106.11,110.12,91.17,78.38
73019768,730,1976,8,Orissa,Deogarh,87.16,107.82,164.57,185.89,210.5,158.88,110.89,108.65,110.47,113.25,91.81,81.03
73019778,730,1977,8,Orissa,Deogarh,90.27,107.26,169.46,189.92,205.76,154.18,110.39,108.24,106.7,108.03,90.7,76.73
73019788,730,1978,8,Orissa,Deogarh,86.36,99.73,151.98,175.08,208.58,155.6,107.69,105.3,108.5,110.7,91.3,82.56
73019798,730,1979,8,Orissa,Deogarh,89.74,101.15,161.09,186.45,210.12,156.07,115.1,109.06,107.78,110.95,92.71,84.26
73019808,730,1980,8,Orissa,Deogarh,94.18,108.33,164.42,191.63,221.46,152.57,110.72,109.25,107.09,108.62,90.22,81.73
73019818,730,1981,8,Orissa,Deogarh,90.58,103.53,159.57,182.57,195.29,149.89,108.96,108.12,107.56,109.33,87.04,82.93
73019828,730,1982,8,Orissa,Deogarh,89.57,103.79,150.24,185.88,207.4,156.37,116,106.61,108.56,108.73,87.96,81.67
73019838,730,1983,8,Orissa,Deogarh,89.66,109.25,166.72,188,204.54,156.26,112.3,107.4,106.84,110.69,93.03,81.07
73019848,730,1984,8,Orissa,Deogarh,91,105.89,166,193.74,218.39,147.75,109.12,109.72,107.25,108.93,87.45,84.84
73019858,730,1985,8,Orissa,Deogarh,88.32,104.82,167.48,194.89,211.02,158.38,108.25,107.36,105.91,110.04,88.87,81.17
73019868,730,1986,8,Orissa,Deogarh,87.85,102.69,164.54,194.28,205.95,155.82,111.11,109.67,108.7,108.96,87.93,80.61
73019878,730,1987,8,Orissa,Deogarh,86.36,101.41,154.24,187.92,200.12,153.39,112.16,108.35,109.84,109.67,93.75,83.94
73019888,730,1988,8,Orissa,Deogarh,88.08,107.61,163.31,178.5,209.1,149.4,108.96,107.87,107.73,109.29,90.79,82.02
73019898,730,1989,8,Orissa,Deogarh,87.61,108.12,156.74,190.29,219.69,153.6,111.18,106.95,106.97,108.37,87.07,79.27
73019908,730,1990,8,Orissa,Deogarh,89.73,103.48,159.43,187.33,201.62,151.64,109.46,107.43,107.2,106.14,95.64,82.15
73019918,730,1991,8,Orissa,Deogarh,90.51,109.21,160.4,190.4,220.9,155.65,111.68,108.43,107.05,107.63,86.92,78.89
73019928,730,1992,8,Orissa,Deogarh,84.31,101.87,162.59,185.81,206.79,153.85,110.83,105.74,106.77,109.92,89.95,78.7
73019938,730,1993,8,Orissa,Deogarh,91.11,104.97,156.67,189.12,214.46,154.99,111.32,109.48,107.79,109.32,87.51,80.59
73019948,730,1994,8,Orissa,Deogarh,93.07,104.92,165.51,185.58,214.66,152.7,109.59,105.79,107.32,110.58,89.31,80.37
73019958,730,1995,8,Orissa,Deogarh,93.12,109.77,159.87,191.79,215.46,162.99,111.14,111.11,108.61,113.84,101.42,87.16
73019968,730,1996,8,Orissa,Deogarh,98.98,111.12,168.76,195.27,224.37,159.59,114.42,109.09,110.88,109.19,89.53,82.36
73019978,730,1997,8,Orissa,Deogarh,86.79,102.11,155.13,174.16,204.66,156.2,112.99,108.65,107.43,107.06,87.96,80.63
73019988,730,1998,8,Orissa,Deogarh,87.38,103.52,150.73,179.23,213.74,156.41,111.44,107.22,107.24,110.76,90.67,75.51
73019998,730,1999,8,Orissa,Deogarh,83.95,102.04,154.65,186.33,203.2,148.76,111.6,105.62,105.16,113.19,85.08,77.52
73020008,730,2000,8,Orissa,Deogarh,86.76,100.87,157.9,184.69,203.21,146.98,110.02,108.35,107.49,109.07,85.72,75.32
73020018,730,2001,8,Orissa,Deogarh,86.98,108.85,159.6,183.18,200.65,143.29,107.37,106.04,107.8,110.14,89.57,75.64
73020028,730,2002,8,Orissa,Deogarh,87.37,100.61,156.04,190.37,216.43,147.16,113.13,105.42,103.89,105.74,83.32,76.89
73020038,730,2003,8,Orissa,Deogarh,82.84,100.91,153.93,184.04,212.15,156.11,107.59,105.31,104.32,107.15,83.27,76.06
73020048,730,2004,8,Orissa,Deogarh,81.26,98.29,161.19,187.55,204.94,154.59,106.77,107.25,106.12,104.4,81.86,75.71
73020058,730,2005,8,Orissa,Deogarh,86.45,105.08,161.19,176.44,203.63,156.85,108.03,108.35,107.42,104.98,80.92,74.21
73020068,730,2006,8,Orissa,Deogarh,84.27,105.41,148.74,179.14,194.04,144.44,110.92,107.34,106.87,107.59,84.39,76.52
73020078,730,2007,8,Orissa,Deogarh,84.78,100.84,151.13,190.42,193.66,152.18,110.41,107.31,105.05,104.95,84.4,76.94
73020088,730,2008,8,Orissa,Deogarh,87.3,97.42,156.92,175.65,203.29,143.59,109.08,105.25,106.06,106.92,85.09,78.59
73020098,730,2009,8,Orissa,Deogarh,88.76,103.61,154.67,180.79,207.51,153.98,109.77,108.14,106.38,104.65,85.34,75.7
73020108,730,2010,8,Orissa,Deogarh,79.79,101.35,161.94,195.17,204.55,149.44,109.49,106.2,105.72,108.07,87.79,75.71
73020118,730,2011,8,Orissa,Deogarh,81.41,97.38,158.7,169.05,205.06,145.7,108.73,104.22,105.36,106.08,83.74,74.54
73020128,730,2012,8,Orissa,Deogarh,82.62,98.89,149.38,176.88,204.51,161.91,108.43,105.17,104.41,104.21,83.46,75.51
73020138,730,2013,8,Orissa,Deogarh,82.39,95.77,148.41,171.16,206.66,144,107.28,104.57,105.4,107.29,81.08,72.98
73020148,730,2014,8,Orissa,Deogarh,79.67,96.62,147.14,172.7,201.18,152.15,108.11,107.64,104.33,106.65,81.3,72.25
73020158,730,2015,8,Orissa,Deogarh,79.87,98.7,149.06,173.19,203.3,146.65,109.78,106.38,106.36,106.23,83.34,78.71
73119588,731,1958,8,Orissa,Jharsuguda,94.15,107.72,163.3,203.68,241.5,174.28,110.4,107.44,108.2,114.38,96.21,80.15
73119598,731,1959,8,Orissa,Jharsuguda,92.28,109.51,165.33,188.63,237.31,165.38,108.96,106.44,105.73,112.6,85.71,79.81
73119608,731,1960,8,Orissa,Jharsuguda,89.3,107.23,159.14,192.32,225.56,165.06,108.58,107.41,107.27,111.61,87.58,81.15
73119618,731,1961,8,Orissa,Jharsuguda,91.02,102.43,164.38,191.69,233.27,165.92,107.97,106.88,106.81,112.53,85.02,78.77
73119628,731,1962,8,Orissa,Jharsuguda,87.64,103.51,160.56,188.55,230.4,162.63,110.28,107.9,109.14,111.69,86.74,80.49
73119638,731,1963,8,Orissa,Jharsuguda,87.45,106.75,160.27,186.25,230.52,164.79,108.37,105.83,108.43,113.34,91.44,80.59
73119648,731,1964,8,Orissa,Jharsuguda,94.77,107.73,165.69,199.19,233.01,165.02,107.78,104.13,106.58,113.77,92.09,82.89
73119658,731,1965,8,Orissa,Jharsuguda,91.38,110.17,164.52,184.59,228.63,174.04,111.03,107.07,106.94,114.71,91.47,84.25
73119668,731,1966,8,Orissa,Jharsuguda,90.31,111.66,167.74,192.8,234.6,169.87,111.65,106.07,108.63,112.94,96.03,81.57
73119678,731,1967,8,Orissa,Jharsuguda,91.57,108.17,155.13,189.98,232.56,169.69,111.06,108.32,108.57,111.89,88.11,83.96
73119688,731,1968,8,Orissa,Jharsuguda,91.53,103.3,169.86,191.12,236.99,164.18,110.83,109.6,109.54,114.45,90.17,83.86
73119698,731,1969,8,Orissa,Jharsuguda,91.49,111.48,171.13,204.58,222.67,167.63,109.4,110.08,108.26,111.18,93.62,78.7
73119708,731,1970,8,Orissa,Jharsuguda,91.09,108.52,165.18,203.74,239.7,158.76,112.65,106.78,108.43,112.97,91.78,78.94
73119718,731,1971,8,Orissa,Jharsuguda,91.1,104.15,160.32,188.34,215.01,160.25,111.29,107.28,109.14,115.43,87.64,79.91
73119728,731,1972,8,Orissa,Jharsuguda,85.87,104.14,161.52,194.69,240.68,177.29,116.07,110.29,111.71,112.87,90.64,86.1
73119738,731,1973,8,Orissa,Jharsuguda,96.77,111.47,162.7,200.64,235.48,170.35,112,107.47,109.03,114.3,92.06,81.9
73119748,731,1974,8,Orissa,Jharsuguda,89.09,108.65,170.05,195.88,234.62,172.25,112.76,109.32,108.74,114.91,92.86,81
73119758,731,1975,8,Orissa,Jharsuguda,90.74,107.58,163.99,202.04,241.67,164.84,109.37,108.95,106.76,113.32,92.01,79.44
73119768,731,1976,8,Orissa,Jharsuguda,88.32,108.29,166.22,194.12,230.39,173.37,110.59,108.68,111.3,116.42,93.81,82.61
73119778,731,1977,8,Orissa,Jharsuguda,91.06,108.19,167.73,197.76,225.22,166.72,110.5,108.3,107.9,112.28,92.35,78.82
73119788,731,1978,8,Orissa,Jharsuguda,86.75,100.6,153.77,181.84,232.44,167.71,108.22,105.38,108.35,114.14,93.51,82.42
73119798,731,1979,8,Orissa,Jharsuguda,90.7,101.85,162.87,193.19,230.19,167.92,114.13,109.05,109.28,114.79,95.26,85.06
73119808,731,1980,8,Orissa,Jharsuguda,94.61,108.76,167.23,197.35,246.62,163.35,110.14,108.39,108.07,113.36,92.85,82.88
73119818,731,1981,8,Orissa,Jharsuguda,90.91,105.4,162.73,193.7,216.85,163.64,110.04,108.49,108.45,113.75,89.38,83.63
73119828,731,1982,8,Orissa,Jharsuguda,91.57,105.63,154.7,191.78,226.17,169.36,114.82,107.57,109.6,113.53,91.32,83.68
73119838,731,1983,8,Orissa,Jharsuguda,91.17,109.47,170.87,197.99,224.82,168.83,112.6,108.53,107.95,114.82,94.19,82.92
73119848,731,1984,8,Orissa,Jharsuguda,91.76,106.62,169.15,199.57,238.98,161.99,110,109.75,108.67,112.94,90.13,85.62
73119858,731,1985,8,Orissa,Jharsuguda,91.15,107.01,171.13,203.39,232.31,169.98,108.8,107.72,107.44,115.18,91.03,83.85
73119868,731,1986,8,Orissa,Jharsuguda,89.66,104.85,167.33,201.73,225.7,167.82,112.13,109.68,110.05,113.13,89.81,81.69
73119878,731,1987,8,Orissa,Jharsuguda,87.88,102.07,156.87,196.41,219.64,165.92,113.2,109.4,111.09,114.27,95.15,83.68
73119888,731,1988,8,Orissa,Jharsuguda,90.34,106.98,163.16,187.4,228.18,161.42,109.45,107.17,108.92,113.21,91.95,81.96
73119898,731,1989,8,Orissa,Jharsuguda,88.81,108,159.76,197.45,236.27,162.55,110.69,107.01,107.65,112.91,89.45,80.48
73119908,731,1990,8,Orissa,Jharsuguda,91.39,103.96,159.37,189.84,220.31,161.54,109.42,107.46,107.69,110.7,96.4,82.61
73119918,731,1991,8,Orissa,Jharsuguda,91.26,108.72,160.86,194.55,240.56,165.93,111.36,108.36,108.42,111.91,88.39,79.51
73119928,731,1992,8,Orissa,Jharsuguda,85.19,101.97,164.73,191.42,228.64,165.73,112.34,106.11,107.68,113.37,90.47,79.18
73119938,731,1993,8,Orissa,Jharsuguda,91.08,105.56,158.73,195.88,235.78,167.71,112.79,109.36,108.67,113.72,90.25,81.55
73119948,731,1994,8,Orissa,Jharsuguda,94.32,105.64,165.27,190.47,234.42,165.48,108.71,105.8,109.03,114.19,90.83,81.26
73119958,731,1995,8,Orissa,Jharsuguda,94.62,111.21,164.01,198.27,236.09,177.42,113.34,112.06,109.72,119.66,103.01,89.5
73119968,731,1996,8,Orissa,Jharsuguda,100.49,112.2,171.89,200.78,242.43,173.57,115.1,109.32,111.71,113.08,91.78,83.14
73119978,731,1997,8,Orissa,Jharsuguda,88.16,101.63,156.41,179.11,224.99,168.17,112.86,108.69,108.57,112.13,90.5,80.88
73119988,731,1998,8,Orissa,Jharsuguda,87.9,102.77,154.3,186.73,231.65,167.92,111.88,107.45,108.79,115.05,92.36,77.62
73119998,731,1999,8,Orissa,Jharsuguda,85.68,103.22,157.12,187.06,222.39,160.28,112.12,105.81,106.75,115.95,88.34,79.07
73120008,731,2000,8,Orissa,Jharsuguda,88.51,100.95,160.11,188.04,225.32,156.34,110.93,108.69,108.54,113.8,88.76,77.46
73120018,731,2001,8,Orissa,Jharsuguda,88.48,107.73,161.35,184.44,222.94,154.21,109.05,106.46,109.56,113.49,91.86,77.63
73120028,731,2002,8,Orissa,Jharsuguda,88.22,101.54,156.55,194.35,235.48,159.62,114.16,105.8,105.92,110.69,86.28,79.03
73120038,731,2003,8,Orissa,Jharsuguda,84.78,103.04,155.96,189.24,232.26,169.33,108.71,106.16,105.66,111.43,86.17,77.64
73120048,731,2004,8,Orissa,Jharsuguda,83.01,98.93,161.38,194.48,224.87,165.3,107.92,107.1,107.89,108.13,84.54,76.85
73120058,731,2005,8,Orissa,Jharsuguda,87.05,104.86,158.5,179.3,223.28,169.74,109.38,108.65,108.47,109.46,83.5,75.08
73120068,731,2006,8,Orissa,Jharsuguda,86.22,105.1,149,181.95,214.3,154.17,111.1,107.67,107.77,111.01,86.74,77.96
73120078,731,2007,8,Orissa,Jharsuguda,85.4,100.37,151.81,192.22,213.61,164.65,110.81,107.97,106.55,108.84,86.26,77.89
73120088,731,2008,8,Orissa,Jharsuguda,87.84,97.4,157.06,180.45,221.69,154.75,109.69,106.08,107.24,110.4,87.07,78.95
73120098,731,2009,8,Orissa,Jharsuguda,89.83,104.11,155.99,184.42,224.99,165.98,110.45,108.51,108.77,108.7,87.32,78.19
73120108,731,2010,8,Orissa,Jharsuguda,81.52,101.36,161.85,196.13,225.84,162.19,109.74,106.63,107.36,111.93,90.04,76.67
73120118,731,2011,8,Orissa,Jharsuguda,82.47,99.64,159.05,175.44,223.66,158.16,110.04,104.83,106.62,110.21,86.44,75.97
73120128,731,2012,8,Orissa,Jharsuguda,83.94,99.72,151.24,181.29,223.3,174.07,108.56,105.55,105.98,108.49,85.19,76.83
