Key,Row Labels,Sum of Potato Kharif Area  (000Ha),Sum of Potato Kharif Production  (000t),Sum of Potato Rabi Area  (000Ha),Sum of Potato Rabi Production  (000t),Sum of Potato Summer Area  (000Ha),Sum of Potato Summer Production  (000t),Sum of Potato Total Area  (000Ha),Sum of Potato Total Production  (000t),Sum of Potato Total Yield  (kg/Ha),Sum of Sweet Potato Kharif Area  (000Ha),Sum of Sweet Potato Kharif Production  (000t),Sum of Sweet Potato Rabi Area  (000Ha),Sum of Sweet Potato Rabi Production  (000t),Sum of Sweet Potato Total Area  (000Ha),Sum of Sweet Potato Total Production  (000t),Sum of Sweet Potato Total Yield  (kg/Ha),Sum of Turmeric Kharif Area  (000Ha),Sum of Turmeric Kharif Production  (000t),Sum of Turmeric Total Area  (000Ha),Sum of Turmeric Total Production  (000t),Sum of Turmeric Total Yield  (kg/Ha),Sum of Coriander Rabi Area  (000Ha),Sum of Coriander Rabi Production  (000t),Sum of Coriander Total Area  (000Ha),Sum of Coriander Total Production  (000t),Sum of Coriander Total Yield  (kg/Ha),Sum of Tapioca Kharif Area  (000Ha),Sum of Tapioca Kharif Production  (000t),Sum of Tapioca Total Area  (000Ha),Sum of Tapioca Total Production  (000t),Sum of Tapioca Total Yield  (kg/Ha),Sum of Arecanut Kharif Area  (000Ha),Sum of Arecanut Kharif Production  (000t),Sum of Arecanut Rabi Area  (000Ha),Sum of Arecanut Rabi Production  (000t),Sum of Arecanut Total Area  (000Ha),Sum of Arecanut Total Production  (000t),Sum of Arecanut Total Yield  (kg/Ha),Sum of Coconut  Total Area  (000Ha),Sum of Coconut Total Production  (000t),Sum of Coconut Total Yield  (kg/Ha),Sum of Cashewnut Kharif Area  (000Ha),Sum of Cashewnut Kharif Production  (000t),Sum of Cashewnut Total Area  (000Ha),Sum of Cashewnut Total Production  (000t),Sum of Cashewnut Total Yield  (kg/Ha),Sum of Banana Kharif Area  (000Ha),Sum of Banana Kharif Production  (000t),Sum of Banana Summer Area  (000Ha),Sum of Banana Summer Production  (000t),Sum of Banana Total Area  (000Ha),Sum of Banana Total Production  (000t),Sum of Banana Total Yield  (kg/Ha),Sum of Dry chillies Kharif Area  (000Ha),Sum of Dry chillies Kharif Production  (000t),Sum of Dry chillies Rabi Area  (000Ha),Sum of Dry chillies Rabi Production  (000t),Sum of Dry chillies Summer Area  (000Ha),Sum of Dry chillies Summer Production  (000t),Sum of Dry chillies Total Area  (000Ha),Sum of Dry chillies Total Production  (000t),Sum of Dry chillies Total Yield  (kg/Ha),Sum of Garlic Rabi Area  (000Ha),Sum of Garlic Rabi Production  (000t),Sum of Garlic Total Area  (000Ha),Sum of Garlic Total Production  (000t),Sum of Garlic Total Yield  (kg/Ha),Sum of Ginger Kharif Area  (000Ha),Sum of Ginger Kharif Production  (000t),Sum of Ginger Total Area  (000Ha),Sum of Ginger Total Production  (000t),Sum of Ginger Total Yield  (kg/Ha),Sum of Black pepper Total Area  (000Ha),Sum of Black pepper Total Production  (000t),Sum of Cardamom Total Area  (000Ha),Sum of Black pepper Total Yield  (kg/Ha),Sum of Cardamom Total Production  (000t),Sum of Cardamom Total Yield  (kg/Ha),Sum of Guar seed Kharif Area  (000Ha),Sum of Guar seed Kharif Production  (000t),Sum of Guar seed Total Area  (000Ha),Sum of Guar seed Total Production  (000t),Sum of Guar seed Total Yield  (kg/Ha),Sum of Total  agricultural credit (in 000Rs),Sum of Agricultural credit direct (in 000Rs),Count of Agricultural credit indirect (in 000Rs),Sum of  Total  credit (in 000Rs),Sum of Mango Area (000Ha),Sum of Mango Production (000t),Sum of Orange  Area (000Ha),Sum of Orange Production (000t),Sum of Sweet Orange Area (000Ha),Sum of Sweet Orange Production (000t),Sum of  Mandarin Orange Area (000Ha),Sum of  Mandarin Orange Production (000t),Sum of Orange(Santra) Area (000Ha),Sum of Orange(Santra) Production (000t),Sum of Malta Area (000Ha),Sum of Malta Production (000t),Sum of Mausmi Area (000Ha),Sum of Banana Area (000Ha),Sum of Banana Production (000t),Sum of Grapes Area (000Ha),Sum of Grapes Production (000t),Sum of Guava Area (000Ha),Sum of Guava Production (000t),Sum of Papaya Area (000Ha),Sum of Papaya Production (000t),Sum of Water Melon Area (000Ha),Sum of Water Melon Production (000t),Sum of Litchi Area (000Ha),Sum of Litchi Production (000t),Sum of Custard Apple Area (000Ha),Sum of Custard Apple Production (000t),Sum of Aonla Area (000Ha),Sum of Aonla Production (000t),Sum of  Amla Area (000Ha),Sum of  Amla Production (000t),Sum of Ber Area (000Ha),Sum of Ber Production (000t),Sum of Jack fruit Area (000Ha),Sum of Jack fruit Production (000t),Sum of Sapota  Area (000Ha),Sum of Sapota Production (000t),Sum of Pomegranate Area (000Ha),Sum of Pomegranate Production (000t),Sum of Pine Apple Area (000Ha),Sum of Pine Apple Production (000t),Sum of Lemon Area (000Ha),Sum of Lemon Production (000t),Sum of K.Lime Area (000Ha),Sum of K.Lime Production (000t),Sum of Galgal Area (000Ha),Sum of Galgal Production (000t),Sum of Musk Melon Area (000Ha),Sum of Musk Melon Production (000t),Sum of Pear Area (000Ha),Sum of Pear Production (000t),Sum of Date palm Area (000Ha),Sum of Date palm Production (000t),Sum of Peach Area (000Ha),Sum of Peach Production (000t),Sum of Plum Area (000Ha),Sum of Plum Production (000t),Sum of Jamun Area (000Ha),Sum of Jamun Production (000t),Sum of Bael Area (000Ha),Sum of Bael Production (000t),Sum of Strawberry Area (000Ha),Sum of Strawberry Production (000t),Sum of  Apple Area (000Ha),Sum of  Apple Production (000t),Sum of  Apricot Area (000Ha),Sum of  Apricot Production (000t),Sum of  Cherry Area (000Ha),Sum of  Cherry Production (000t),Sum of Almond Area (000Ha),Sum of Almond Production (000t),Sum of Persimon Area (000Ha),Sum of Persimon Production (000t),Sum of Olive Area (000Ha),Sum of Olive Production (000t),Sum of Kiwi Area (000Ha),Sum of Kiwi Production (000t),Sum of Walnut Area (000Ha),Sum of Walnut Production (000t),Sum of Picanut Area (000Ha),Sum of Picanut Production (000t),Sum of Loquat Area (000Ha),Sum of Loquat Production (000t),Sum of Fig Area (000Ha),Sum of Fig Production (000t),Sum of Phalsa Area (000Ha),Sum of Mulberry Area (000Ha),Count of Dragon Fruit Area (000Ha),Count of Dragon Fruit Production (000t),Sum of Citrus Area (000Ha),Sum of Citrus Production (000t),Sum of Other citrus Area (000Ha),Sum of Other citrus Production (000t),Sum of Arecanut Area (000Ha),Sum of Arecanut Production (000t),Sum of Cashew Nut Area (000Ha),Sum of Cashew Nut Production (000t),Sum of Coconut Area (000Ha),Sum of Coconut Production (000t),Sum of Other Fruits Area (000Ha),Sum of Other Fruits Production (000t),Sum of Total Fruits  Area (000Ha),Sum of Total Fruits  Production (000t),Sum of Chilli Area (000Ha),Sum of Chilli Production (000t),Sum of Dry Chillies Area (000Ha),Sum of Dry Chillies Production (000t),Sum of Paprika Area (000Ha),Sum of Paprika Production (000t),Sum of Methi Area (000Ha),Sum of Methi Production (000t),Sum of Ajwain Area (000Ha),Sum of Ajwain Production (000t),Sum of Karayat Area (000Ha),Sum of Karayat Production (000t),Sum of Cumin Area (000Ha),Sum of Black Cumin Area (000Ha),Sum of Cumin Production (000t),Sum of Black Cumin Production (000t),Sum of Fennel Area (000Ha),Sum of Fennel Production (000t),Sum of Fenugreek Area (000Ha),Sum of Fenugreek Production (000t),Sum of Isabgul Area (000Ha),Sum of Isabgul Production (000t),Sum of Suva Area (000Ha),Sum of Suva Production (000t),Sum of Dill Area (000Ha),Sum of Dill Production (000t),Sum of Tamarind Area (000Ha),Sum of Tamarind Production (000t),Sum of Clove Area (000Ha),Sum of Clove Production (000t),Sum of Cinnamom Area (000Ha),Sum of Cinnamom Production (000t),Sum of Cloves & Cinnamon Area (000Ha),Sum of Cloves & Cinnamon Production (000t),Sum of Vanilla Area (000Ha),Sum of Vanilla Production (000t),Sum of Mint Area (000Ha),Sum of Mint Production (000t),Sum of Betelvine Area (000Ha),Sum of Betelvine Production (000t),Sum of Pepper Area (000Ha),Sum of Pepper Production (000t),Sum of Red Pepper  Area (000Ha),Sum of Red Pepper  Production (000t),Sum of Black Pepper Area (000Ha),Sum of Black Pepper Production (000t),Sum of Radhuni Area (000Ha),Sum of Radhuni Production (000t),Sum of Cocoa Area (000Ha),Sum of Cocoa Production (000t),Sum of Ginger Area (000Ha),Sum of Ginger Production (000t),Sum of Ginger (Dry) Area (000Ha),Sum of Ginger (Dry) Production (000t),Sum of Garlic Area (000Ha),Sum of Garlic Production (000t),Sum of Turmeric Area (000Ha),Sum of Turmeric Production (000t),Sum of Cardamom Area (000Ha),Sum of Cardamom Production (000t),Sum of Coriander Area (000Ha),Sum of Coriander Production (000t),Sum of Other Spices Area (000Ha),Sum of Other Spices Production (000t),Sum of Total Spices Area (000Ha),Sum of Total Spices Production (000t)
Chhattisgarh2006,2006,1.78,7.2,9.51,37.82,,,11.28,45.02,58329,,,,,2.68,15.6,87397,,,0.9,0.74,8664,,,3.66,1.01,4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.23,4.93,4.67,,,22.88,21.33,9679,,,0.01,0.1,10000,7.47,14.31,7.47,14.31,15340,,,2.88,,0.69,240,,,,,,14379334,13173840,16,108084005,38.62,136.43,0.08,0.44,0.09,0.24,,,,,,,,4.91,152.11,0,0.01,15.1,68.45,4.44,136.72,0.55,39.77,1.36,3.6,2.72,18.41,1.43,4.1,,,2.41,12.35,2.48,20.67,0.1,0.61,0.09,0.6,,,2.73,11.54,,,,,0.38,23.99,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37,10.06,,,13.88,40.89,99.71,680.95,14.42,64.25,,,,,0.41,1.45,0.01,0,2.64,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,50.74,,,2.74,19.65,2.84,27.99,,,8.24,12.17,5.24,20.54,40.56,198.72
Chhattisgarh2007,2007,1.92,8.07,9.67,40.68,,,11.57,48.74,69388,,,,,2.66,15.71,102163,,,0.91,0.87,12931,,,3.2,0.87,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,3.07,3.78,3.32,,,24.1,23.08,8542,,,0,0.03,0,6.17,12.27,6.17,12.27,14561,,,,,,,,,,,,18853337,17749215,16,142378820,36.35,119.03,0.02,0.24,0.09,0.59,,,,,,,,8.61,227.71,0,0.01,10.27,81.41,7.41,136.08,0.57,5.76,1.69,0.89,3.51,10.4,2.51,38.88,,,4.16,76.97,5.13,89.21,0.2,0.63,0.05,0.25,,,6.99,42.02,,,,,0.46,3.99,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.03,7.17,,,19.77,90.95,124.68,932.04,18.33,110.03,,,,,2.09,3.07,0.13,0.17,0.15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,58.03,,,3.37,15.05,5.53,39.3,,,9.2,26.07,7.5,36.89,53.64,288.75
Chhattisgarh2008,2008,0.7,2.67,10.09,42.62,,,10.77,45.29,59521,,,,,2.7,14.18,95702,,,0.89,0.8,11565,,,3.05,0.86,5529,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,0.83,0.43,1.48,1.47,,,27.49,26.85,8483,,,0.01,0.02,2000,6.39,13.01,6.39,13.01,14104,,,2.88,,0.7,243,,,,,,25823199,23011378,18,204590207,37.3,121.93,0.02,0.25,0.12,0.73,,,,,,,,9.3,246.34,0.01,0.08,10.84,85.87,8.09,148.14,0.57,5.8,1.78,0.93,3.64,10.79,1.93,30.02,,,4.27,79.16,5.43,94.66,0.2,0.64,0.05,0.28,,,7.29,43.58,,,,,0.46,4.04,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.73,7.43,0.68,4.73,20.56,92.48,130.09,977.82,18.33,109.91,,,,,2.09,2.9,0.13,0.18,0.15,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,57.82,,,3.37,15.06,5.53,39.2,,,9.2,25.71,7.5,36.67,53.64,287.68
Chhattisgarh2009,2009,,,,,,,12.07,45.85,56181,,,,,2.83,15.04,81180,,,0.93,0.78,9678,,,3.15,0.86,3698,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.32,32000,0.16,0.14,0.21,0.17,,,24.78,27.77,8863,,,0.35,3.85,11000,7.07,14.37,7.08,14.38,15201,,,2.87,,0.7,244,,,,,,25790517,21886552,18,204749587,43.31,191.74,0.02,0.18,0.13,0.85,,,,,,,,11.54,296.88,0.01,0.1,11.65,90.8,9.37,211.72,1.43,8.76,2.97,17.78,4.38,12.38,2.09,28.65,,,4.46,79.27,5.65,91.89,0.22,0.73,0.09,0.44,,,8.47,54.38,,,,,0.89,5.87,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37,8.76,0.72,5.32,21.14,108.11,146.7,1214.56,25.17,154.62,,,,,2.12,3.78,0.33,0.53,0.14,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,84.28,,,3.52,18.91,6.56,67.86,,,10.77,28.16,7.55,36.54,64.09,394.82
Chhattisgarh2010,2010,,,,,,,11.92,53.43,79029,,,,,2.81,14.03,89401,,,0.97,0.89,12786,,,3.35,1.02,4150,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.72,24000,1.5,1.13,3.5,4.29,,,24.58,28.15,10505,,,0.4,4.15,10375,7.22,14.9,7.23,14.91,15017,,,2.87,,0.7,244,,,,,,56672480,41169992,18,263356964,49.79,236.98,0.02,0.19,0.24,0.9,,,,,,,,14.81,351.44,0,0.01,13.37,102.83,10.63,247.05,1.58,9.68,3.9,21.4,5.06,16.24,2.57,33.82,,,4.55,82.5,6.09,92.43,0.22,0.74,0.1,0.33,,,9.99,66.17,,,,,1.11,7.72,0.7,1.03,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68,9.18,0.75,6.25,21.85,122.57,166.81,1409.34,31.6,195.46,,,,,2.32,5.78,0.34,0.57,0.14,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,104.64,,,3.96,21.16,8.65,73.26,,,13.11,48.92,7.5,36.64,77.16,486.59
Chhattisgarh2011,2011,1.85,9.93,10.37,55.71,,,12.23,65.61,130054,,,,,2.93,14.95,134374,,,1.06,0.99,17000,,,3.51,1.03,7093,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.43,16.88,344002,0.88,0.5,1.42,1.41,,,24.2,23.94,14383,,,0.18,1.79,28500,6.18,13.49,6.53,13.91,21707,,,0,,0,0,,,,,,74401576,39705706,18,318969918,56.73,271.49,0.04,0.21,0.26,0.99,,,,,,,,16.45,381.66,0,0,15.57,121.26,11.07,268.31,1.68,14.33,4.46,27.07,6.1,23.79,2.7,37.74,,,4.67,82.36,6.84,104.02,0.22,0.76,0.1,0.31,,,11.28,73.73,,,,,1.1,9.07,0.71,1.46,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.31,11.36,0.78,6.32,24.37,133.03,185.21,1569.19,33.57,224.4,,,,,2.7,7.88,0.13,0.21,0.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75,113.18,,,4.22,22.37,9.79,83.51,,,13.18,50.58,8.32,39.12,82.65,541.38
Chhattisgarh2012,2012,1.61,11.12,10.55,72.65,,,12.15,83.79,152706,,,,,2.67,14.9,133105,,,1.05,0.94,15384,,,2.97,0.87,6673,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.43,20.3,410570,0.55,0.15,0.48,0.17,,,29.25,23.8,11250,,,0.13,0.86,30167,4.13,7.93,4.55,8.44,21713,,,2.87,,0.7,244,,,,,,70731588,38984815,18,383181818,60.18,291.83,0.04,0.21,0.27,1.24,,,,,,,,18.7,413.42,0,0,17.15,140.9,11.92,289.91,2.31,18.54,4.98,30.91,6.76,28.18,2.87,38.1,,,4.75,116.94,7.26,109.24,0.21,0.84,0.12,0.41,,,11.91,79.54,,,,,1.17,10,0.84,1.63,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.63,12.76,1.42,7.89,24.9,138.5,199.03,1730.86,41.39,280.34,,,,,3.16,10.24,0.15,0.24,0.15,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44,122.25,,,4.46,23.82,10.84,103.44,,,13.41,51.35,7.99,40.32,92.78,632.02
Chhattisgarh2013,2013,1.8,8.9,10.93,53.91,,,12.74,62.82,111669,,,,,3.66,19.43,131938,,,1.1,0.97,16799,0.02,0.01,2.86,0.86,6605,,,,,,,,,,,,,0.02,,,,,,,,,,,,0.64,29.81,429602,0.83,0.62,5.48,6.58,,,26.01,21.77,11200,,,0.06,0.12,9000,5.15,13.09,5.67,13.73,22761,,,2.87,,0.7,244,,,,,,103492596,64666590,27,505192323,64.36,327.94,0.07,1.13,0.37,1.84,,,,,,,,20.82,498.83,0,0,19.31,162.79,10.9,286.87,2.1,17.13,5.37,37.65,7.75,36.64,3.22,37.66,,,4.04,76.15,8.42,158.76,0.2,0.99,0.14,0.49,,,11.47,78.8,,,,,1.32,10.25,1.01,4.74,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.66,22.61,1.53,15.22,26.55,181.25,216.28,1957.53,37.8,263.22,,,,,3.18,12.72,0.14,0.2,0.14,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.46,114.75,,,4.33,23.1,10.97,107.13,,,13.59,52.85,9.82,43.52,90.21,617.6
Chhattisgarh2014,2014,2,11.89,10.53,62.75,,,12.53,74.64,129790,,,,,2.57,14.01,129691,,,1.9,1.63,19294,,,2.25,0.65,5459,,,,,,,,,,,,,0.05,,,,,,,,,,,,0.77,24.94,306859,1.15,0.32,3.02,1.85,,,22.02,19.02,14320,,,0.12,0.69,26800,3.55,10.06,3.9,10.47,20128,,,,,,,,,,,,88977478,55290555,27,543838269,67.14,386.7,0.07,1.24,0.38,2.01,,,,,,,,23.89,564.45,0,0,19.63,171.87,12.43,275.79,2.7,27.69,5.56,39.17,8,39.73,3.36,36.22,,,3.9,71.03,8.76,176.28,0.21,1.06,0.29,2.04,,,11.44,83.52,,,,,1.47,13.86,0.98,5.05,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81,23.04,1.72,19.19,26.29,215.13,225.81,2154.9,35.52,250.84,,,,,3.37,13.48,0.14,0.21,0.16,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69,119.16,,,4.16,22.5,11.04,113.38,,,16.43,70.6,9.76,49.75,91.17,640.07
Chhattisgarh2015,2015,1.55,10.35,11.2,75.2,,,12.74,85.51,167176,,,,,2.66,15.6,137762,,,1.79,1.52,14476,,,2.43,0.7,5792,,,,,,,,,,,,,0.06,,,,,,,,,,,,0.49,18.42,313739,1.03,0.55,1.71,1.75,,,23.37,23.76,15722,,,0.16,0.45,9576,4.24,11.27,4.59,11.72,23510,,,0.25,,0.7,2800,,,,,,106832551,63439462,27,628768216,71.54,420.63,0.08,1.18,0.43,2.21,,,,,,,,25.78,587.42,0,0,20.64,179.63,13.74,341.95,3.2,52.14,6.65,45.38,8.01,39.59,3.54,38.45,,,3.92,70.78,9.34,183.25,0.22,1.15,0.44,0.96,,,12.22,89.05,,,,,2.06,18.35,1.24,5.88,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.44,23.05,1.4,11.04,27.15,216.97,239.7,2328.83,36.42,256.6,,,,,3.55,14.96,0.15,0.21,0.15,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,134.66,,,3.79,20.62,10.61,95.68,,,17.29,84,10.33,52.32,93.69,659.19
Gujarat,Gujarat,,,,,,,1028.89,24771.76,4763777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.99,31014.08,11835258,18.4,21.3,,,,,190.53,180.06,318308,,,421.2,2700.49,1553170,0,0.01,0,0.01,0,,,,,,,,,3533.43,2022.89,174312,2437754278,1969409703,361,21880010953,1395.76,10134.59,,,,,,,,,,,,680.42,41121.44,,,107.65,1549.63,172.9,9588.78,,,,,56.44,563.97,131.58,1241.73,,,138.48,1424.09,,,305.22,3120.03,84.56,984.09,,,,,,,,,,,,,177.8,1392.38,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.73,4468.75,,,,,80.06,230.63,207.31,2022.34,61.78,599.2,4014.08,78439.83,246.44,1242.07,95.63,494.37,,,,,63.51,47.82,,,3514.32,,2717.49,,499.81,890.99,56.93,127.54,200.43,228.57,119.65,148.1,,,,,,,,,,,,,,,,,,,,,,,,,,,46.41,806.56,,,352.83,2304.59,26.4,430.38,,,369.14,596.15,2.09,4.82,5592.05,10038.33
Gujarat1997,1997,,,,,,,28.5,623.9,211660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,1005.6,460992,,,,,,,6.3,5.7,13167,,,26.2,182.6,73008,,,,,,,,,,,,,,247.8,191.4,6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat1998,1998,,,,,,,31.6,712.9,223699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41,1091.92,487177,,,,,,,3.9,3.2,11016,,,24.3,149.9,50722,,,,,,,,,,,,,,195.7,143.8,7399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat1999,1999,,,,,,,31.3,687.9,185581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,1134.1,526873,,,,,,,5.21,4.61,16107,,,35.11,256.42,82472,,,,,,,,,,,,,,167.8,94.4,5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2000,2000,,,,,,,32.8,716.1,192011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,917.6,519363,,,,,,,4.51,4.11,14342,,,30.72,203.83,81326,,,0,0,0,,,,,,,,,186.5,74.4,4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2001,2001,,,,,,,32.3,802,183952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,1116.8,472914,,,,,,,6,5.7,16350,,,42.92,306.83,77886,,,,,,,,,,,,,,180.7,115.9,6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2002,2002,,,,,,,35.8,779.7,182181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,1035.8,570326,,,,,,,5.11,4.51,16217,,,33.42,196.23,63214,0,0.01,0,0.01,0,,,,,,,,,137.5,45.9,4137,33764298,20441919,19,345378919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2003,2003,,,,,,,31,738.3,221457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1751.5,611276,,,,,,,9.2,8.6,20665,,,15.4,96.2,76386,,,,,,,,,,,,,,138,53.5,4003,40843330,30380934,25,403993031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2004,2004,,,,,,,39.3,1086.4,234875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,1439.4,566312,,,,,,,7.5,6.6,14631,,,28.8,172,77168,,,,,,,,,,,,,,134.6,80.6,7449,45366088,30490830,25,463720812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat2005,2005,,,,,,,44.6,1238.3,291089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,1896.3,585029,,,,,,,7.6,6.8,13583,,,40.3,252.6,98218,,,,,,,,,,,,,,139.6,83,6619,60037099,40317620,25,594719384,96.06,772.15,,,,,,,,,,,,49.25,2498.79,,,7.01,98.73,7.75,323.04,,,,,3.99,34.33,12.66,105.89,,,13.73,134.52,,,24.86,235.69,3.78,38.19,,,,,,,,,,,,,13.3,92.89,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54,303.34,,,,,5.89,12.91,14.7,127.11,6.98,40.18,290.24,4817.62,31.67,37.86,,,,,,,2.29,1.3,,,267.95,,147.62,,36.27,57.26,4.85,5.95,24.63,18.2,4.85,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,39.18,,,40.14,159.16,1.42,16.51,,,8.68,18.42,0.68,0.59,426.13,505.73
