Key, State code, State name, District code, District name, Year,Bore Well Monsoon meters level,Bore Well Postmonsoon Kharif meters level,Bore Well Postmonsoon Rabi meters level,Bore Well Premonsoon meters level,Dug Well Monsoon meters level,Dug Well Postmonsoon Kharif meters level,Dug Well Postmonsoon Rabi meters level,Dug Well Premonsoon meters level,Tube Well Monsoon meters level,Tube Well Postmonsoon Kharif meters level,Tube Well Postmonsoon Rabi meters level,Tube Well Premonsoon meters level,Dug Cum Bore Well Monsoon meters level,Dug Cum Bore Well Postmonsoon Kharif meters level,Dug Cum Bore Well Postmonsoon Rabi meters level,Dug Cum Bore Well Premonsoon meters level,Slim Hole Monsoon meters level,Slim Hole Postmonsoon Kharif meters level,Slim Hole Postmonsoon Rabi meters level,Slim Hole Premonsoon meters level,
72820018,8,Orissa,728,Bauda,2001,.,.,.,.,1.66,2.96,4.52,6.22,.,.,.,.,.,.,.,.,.,.,.,.,
72820028,8,Orissa,728,Bauda,2002,.,.,.,.,2.17,3.67,4.52,6.48,.,.,.,.,.,.,.,.,.,.,.,.,
72820038,8,Orissa,728,Bauda,2003,.,.,.,.,2.16,2.07,5.09,6.40,.,.,.,.,.,.,.,.,.,.,.,.,
72820048,8,Orissa,728,Bauda,2004,.,.,.,.,2.38,2.63,4.36,6.74,.,.,.,.,.,.,.,.,.,.,.,.,
72820058,8,Orissa,728,Bauda,2005,.,.,.,.,1.98,1.95,4.68,6.38,.,.,.,.,.,.,.,.,.,.,.,.,
72820068,8,Orissa,728,Bauda,2006,.,.,.,.,0.91,2.49,2.57,6.05,.,.,.,.,.,.,.,.,.,.,.,.,
72820078,8,Orissa,728,Bauda,2007,.,.,.,.,2.26,2.30,2.41,5.57,.,.,.,.,.,.,.,.,.,.,.,.,
72820088,8,Orissa,728,Bauda,2008,.,.,.,.,2.05,2.34,3.96,5.34,.,.,.,.,.,.,.,.,.,.,.,.,
72820098,8,Orissa,728,Bauda,2009,.,.,.,.,1.55,2.49,3.70,6.40,.,.,.,.,.,.,.,.,.,.,.,.,
72820108,8,Orissa,728,Bauda,2010,.,.,.,.,2.73,2.81,4.08,6.38,.,.,.,.,.,.,.,.,.,.,.,.,
72820118,8,Orissa,728,Bauda,2011,.,.,.,.,2.73,3.22,4.16,6.24,.,.,.,.,.,.,.,.,.,.,.,.,
72820128,8,Orissa,728,Bauda,2012,.,3.10,.,.,.,3.24,4.08,5.86,.,.,.,.,.,.,.,.,.,.,.,.,
72820138,8,Orissa,728,Bauda,2013,.,.,4.25,.,3.04,2.68,3.36,5.49,.,.,.,.,.,.,.,.,.,.,.,.,
72820148,8,Orissa,728,Bauda,2014,.,.,.,.,1.46,2.18,3.21,4.59,.,.,.,.,.,.,.,.,.,.,.,.,
72820158,8,Orissa,728,Bauda,2015,.,.,.,.,2.26,4.28,3.81,5.40,.,.,.,.,.,.,.,.,.,.,.,.,
72820168,8,Orissa,728,Bauda,2016,.,.,.,.,2.26,2.78,3.97,.,.,.,.,.,.,.,.,.,.,.,.,.,
72820178,8,Orissa,728,Bauda,2017,.,.,.,.,2.18,.,3.37,6.45,.,.,.,.,.,.,.,.,.,.,.,.,
72919958,8,Orissa,729,Bargarh,1995,.,.,.,.,1.22,2.37,3.21,4.35,1.23,3.93,.,5.74,.,.,.,.,.,.,.,.,
72919968,8,Orissa,729,Bargarh,1996,.,.,.,.,1.76,3.40,3.37,5.34,4.69,5.10,4.61,6.66,.,.,.,.,.,.,.,.,
72919978,8,Orissa,729,Bargarh,1997,.,.,.,.,1.20,2.52,4.49,4.80,2.34,.,5.98,7.64,.,.,.,.,.,.,.,.,
72919988,8,Orissa,729,Bargarh,1998,.,.,.,.,2.17,2.27,2.99,3.98,.,2.55,4.12,7.36,.,.,.,.,.,.,.,.,
72919998,8,Orissa,729,Bargarh,1999,.,.,.,.,1.26,.,3.43,4.36,2.32,.,4.94,8.54,.,.,.,.,.,.,.,.,
72920008,8,Orissa,729,Bargarh,2000,.,.,.,.,2.22,3.42,3.49,4.79,7.54,.,5.44,8.27,.,.,.,.,.,.,.,.,
72920018,8,Orissa,729,Bargarh,2001,.,.,.,.,1.10,3.17,4.94,4.87,.,5.05,.,.,.,.,.,.,.,.,.,.,
72920028,8,Orissa,729,Bargarh,2002,1.68,.,.,.,2.03,3.24,3.91,4.35,.,.,8.01,.,.,.,.,.,.,.,.,.,
72920038,8,Orissa,729,Bargarh,2003,.,.,.,.,1.80,2.06,3.87,4.21,.,.,.,.,.,.,.,.,.,.,.,.,
72920048,8,Orissa,729,Bargarh,2004,.,.,.,.,2.17,2.81,2.94,4.98,.,.,.,.,.,.,.,.,.,.,.,.,
72920058,8,Orissa,729,Bargarh,2005,.,.,.,.,2.37,3.82,4.04,4.33,.,.,.,.,.,.,.,.,.,.,.,.,
72920068,8,Orissa,729,Bargarh,2006,1.14,.,.,5.61,0.64,3.57,4.71,5.63,.,.,.,.,.,.,.,.,.,.,.,.,
72920078,8,Orissa,729,Bargarh,2007,1.42,3.10,.,.,1.46,2.56,4.74,4.48,.,.,.,.,.,.,.,.,.,.,.,.,
72920088,8,Orissa,729,Bargarh,2008,.,.,.,.,1.28,2.51,4.17,4.50,.,.,.,.,.,.,.,.,.,.,.,.,
72920098,8,Orissa,729,Bargarh,2009,2.28,.,.,.,1.50,2.26,3.99,4.94,.,.,.,.,.,.,.,.,.,.,.,.,
72920108,8,Orissa,729,Bargarh,2010,2.88,3.02,3.98,5.20,2.34,2.62,3.90,5.03,.,.,.,.,.,.,.,.,.,.,.,.,
72920118,8,Orissa,729,Bargarh,2011,2.05,3.18,2.88,3.30,1.94,2.43,3.46,3.88,.,.,.,.,.,.,.,.,.,.,.,.,
72920128,8,Orissa,729,Bargarh,2012,.,3.15,3.14,3.86,.,1.86,3.20,2.99,.,.,.,.,.,.,.,.,.,.,.,.,
72920138,8,Orissa,729,Bargarh,2013,.,2.28,3.59,5.28,1.43,1.73,3.17,3.32,.,.,.,.,.,.,.,.,.,.,.,.,
72920148,8,Orissa,729,Bargarh,2014,1.24,1.30,2.20,1.57,1.21,2.48,2.97,3.60,.,.,.,.,.,.,.,.,.,.,.,.,
72920158,8,Orissa,729,Bargarh,2015,1.29,1.54,2.75,1.29,1.35,2.58,3.51,3.48,.,.,.,.,.,.,.,.,.,.,.,.,
72920168,8,Orissa,729,Bargarh,2016,1.31,2.99,.,2.34,2.07,3.10,3.88,3.93,.,.,.,.,.,.,.,.,.,.,.,.,
72920178,8,Orissa,729,Bargarh,2017,1.13,.,2.09,1.53,1.78,.,3.25,4.14,.,.,.,.,.,.,.,.,.,.,.,.,
73019958,8,Orissa,730,Debagarh,1995,.,.,.,.,1.57,2.28,3.67,6.08,.,.,.,.,.,.,.,.,.,.,.,.,
73019968,8,Orissa,730,Debagarh,1996,.,.,.,.,1.03,3.13,4.08,6.88,.,.,.,.,.,.,.,.,.,.,.,.,
73019978,8,Orissa,730,Debagarh,1997,.,.,.,.,1.44,2.52,5.02,6.83,.,.,.,.,.,.,.,.,.,.,.,.,
73019988,8,Orissa,730,Debagarh,1998,.,.,.,.,2.40,3.25,3.83,5.22,.,.,.,.,.,.,.,.,.,.,.,.,
73019998,8,Orissa,730,Debagarh,1999,.,.,.,.,1.08,.,4.37,5.81,.,.,.,.,.,.,.,.,.,.,.,.,
73020008,8,Orissa,730,Debagarh,2000,.,.,.,.,1.50,3.80,4.55,6.10,.,.,.,.,.,.,.,.,.,.,.,.,
73020018,8,Orissa,730,Debagarh,2001,.,.,.,.,1.01,2.55,4.13,6.33,.,.,.,.,.,.,.,.,.,.,.,.,
73020028,8,Orissa,730,Debagarh,2002,1.30,2.99,.,.,1.92,4.30,4.89,6.69,.,.,.,.,.,.,.,.,.,.,.,.,
73020038,8,Orissa,730,Debagarh,2003,.,.,.,.,0.95,2.47,6.02,7.08,.,.,.,.,.,.,.,.,.,.,.,.,
73020048,8,Orissa,730,Debagarh,2004,.,.,.,.,1.26,3.75,5.46,6.69,.,.,.,.,.,.,.,.,.,.,.,.,
73020058,8,Orissa,730,Debagarh,2005,.,.,.,.,1.63,2.64,5.68,6.87,.,.,.,.,.,.,.,.,.,.,.,.,
73020068,8,Orissa,730,Debagarh,2006,.,.,.,4.34,0.76,2.32,5.43,7.21,.,.,.,.,.,.,.,.,.,.,.,.,
73020078,8,Orissa,730,Debagarh,2007,.,.,.,.,1.17,2.02,5.14,6.72,.,.,.,.,.,.,.,.,.,.,.,.,
73020088,8,Orissa,730,Debagarh,2008,1.28,3.41,.,6.22,1.58,3.27,5.66,5.54,.,.,.,.,.,.,.,.,.,.,.,.,
73020098,8,Orissa,730,Debagarh,2009,1.68,.,4.06,4.62,1.17,3.65,6.43,7.17,.,.,.,.,.,.,.,.,.,.,.,.,
73020108,8,Orissa,730,Debagarh,2010,.,.,.,.,1.68,4.42,4.90,6.33,.,.,.,.,.,.,.,.,.,.,.,.,
73020118,8,Orissa,730,Debagarh,2011,.,.,.,.,1.72,2.95,5.59,6.02,.,.,.,.,.,.,.,.,.,.,.,.,
73020128,8,Orissa,730,Debagarh,2012,.,2.95,.,.,.,2.74,4.79,5.34,.,.,.,.,.,.,.,.,.,.,.,.,
73020138,8,Orissa,730,Debagarh,2013,.,.,4.19,.,2.00,1.63,3.93,5.82,.,.,.,.,.,.,.,.,.,.,.,.,
73020148,8,Orissa,730,Debagarh,2014,.,.,.,.,1.70,3.52,3.78,5.08,.,.,.,.,.,.,.,.,.,.,.,.,
73020158,8,Orissa,730,Debagarh,2015,.,.,.,.,1.28,3.62,4.58,5.77,.,.,.,.,.,.,.,.,.,.,.,.,
73020168,8,Orissa,730,Debagarh,2016,.,.,.,.,2.13,3.53,4.73,6.59,.,.,.,.,.,.,.,.,.,.,.,.,
73020178,8,Orissa,730,Debagarh,2017,.,.,.,.,1.56,.,4.89,6.97,.,.,.,.,.,.,.,.,.,.,.,.,
73119958,8,Orissa,731,Jharsuguda,1995,.,.,.,.,2.16,3.54,4.29,5.35,.,.,.,.,.,.,.,.,.,.,.,.,
73119968,8,Orissa,731,Jharsuguda,1996,.,.,.,.,1.75,3.72,4.08,5.54,.,.,.,.,.,.,.,.,.,.,.,.,
73119978,8,Orissa,731,Jharsuguda,1997,.,.,.,.,1.98,3.78,4.62,5.77,.,.,.,.,.,.,.,.,.,.,.,.,
73119988,8,Orissa,731,Jharsuguda,1998,.,.,.,.,3.00,3.38,4.25,5.97,.,.,.,.,.,.,.,.,.,.,.,.,
73119998,8,Orissa,731,Jharsuguda,1999,.,.,.,.,1.66,.,4.28,5.45,.,.,.,.,.,.,.,.,.,.,.,.,
73120008,8,Orissa,731,Jharsuguda,2000,.,.,.,.,3.28,4.09,4.29,5.90,.,.,.,.,.,.,.,.,.,.,.,.,
73120018,8,Orissa,731,Jharsuguda,2001,.,.,.,.,1.33,4.23,5.40,7.12,.,.,.,.,.,.,.,.,.,.,.,.,
73120028,8,Orissa,731,Jharsuguda,2002,.,.,.,.,2.17,4.41,5.20,6.08,.,.,.,.,.,.,.,.,.,.,.,.,
73120038,8,Orissa,731,Jharsuguda,2003,.,.,.,.,1.45,2.39,5.17,6.59,.,.,.,.,.,.,.,.,.,.,.,.,
73120048,8,Orissa,731,Jharsuguda,2004,.,.,.,.,2.23,3.06,4.53,5.65,.,.,.,.,.,.,.,.,.,.,.,.,
73120058,8,Orissa,731,Jharsuguda,2005,.,.,.,.,1.92,3.27,4.85,5.49,.,.,.,.,.,.,.,.,.,.,.,.,
73120068,8,Orissa,731,Jharsuguda,2006,.,.,.,.,1.21,2.64,5.67,6.10,.,.,.,.,.,.,.,.,.,.,.,.,
73120078,8,Orissa,731,Jharsuguda,2007,.,.,.,.,1.37,3.00,5.46,6.69,.,.,.,.,.,.,.,.,.,.,.,.,
73120088,8,Orissa,731,Jharsuguda,2008,.,.,.,.,2.96,3.44,4.95,5.99,.,.,.,.,.,.,.,.,.,.,.,.,
73120098,8,Orissa,731,Jharsuguda,2009,.,.,.,.,1.77,3.34,5.96,6.09,.,.,.,.,.,.,.,.,.,.,.,.,
73120108,8,Orissa,731,Jharsuguda,2010,.,.,.,.,2.55,4.07,4.72,5.90,.,.,.,.,.,.,.,.,.,.,.,.,
73120118,8,Orissa,731,Jharsuguda,2011,.,.,.,.,2.22,3.16,4.75,5.74,.,.,.,.,.,.,.,.,.,.,.,.,
73120128,8,Orissa,731,Jharsuguda,2012,.,.,.,.,.,3.10,4.36,5.53,.,.,.,.,.,.,.,.,.,.,.,.,
73120138,8,Orissa,731,Jharsuguda,2013,.,.,.,.,1.89,2.32,3.90,5.04,.,.,.,.,.,.,.,.,.,.,.,.,
73120148,8,Orissa,731,Jharsuguda,2014,.,.,.,.,1.69,2.89,3.71,5.04,.,.,.,.,.,.,.,.,.,.,.,.,
73120158,8,Orissa,731,Jharsuguda,2015,.,.,.,.,1.58,3.34,3.97,5.08,.,.,.,.,.,.,.,.,.,.,.,.,
73120168,8,Orissa,731,Jharsuguda,2016,.,.,.,.,2.65,3.30,3.57,5.62,.,.,.,.,.,.,.,.,.,.,.,.,
73120178,8,Orissa,731,Jharsuguda,2017,.,.,.,.,1.79,.,4.11,5.99,.,.,.,.,.,.,.,.,.,.,.,.,
73219958,8,Orissa,732,Subarnapur,1995,.,.,.,.,1.05,1.78,2.82,3.90,.,.,.,.,.,.,.,.,.,.,.,.,
73219968,8,Orissa,732,Subarnapur,1996,.,.,.,.,2.00,2.87,3.22,4.99,.,.,.,.,.,.,.,.,.,.,.,.,
73219978,8,Orissa,732,Subarnapur,1997,.,.,.,.,0.50,2.17,3.85,4.61,.,.,.,.,.,.,.,.,.,.,.,.,
73219988,8,Orissa,732,Subarnapur,1998,.,.,.,.,2.32,2.44,3.05,3.98,.,.,.,.,.,.,.,.,.,.,.,.,
73219998,8,Orissa,732,Subarnapur,1999,.,.,.,.,1.61,.,3.56,4.08,.,.,.,.,.,.,.,.,.,.,.,.,
73220008,8,Orissa,732,Subarnapur,2000,.,.,.,.,1.81,2.27,3.28,4.10,.,.,.,.,.,.,.,.,.,.,.,.,
73220018,8,Orissa,732,Subarnapur,2001,.,.,.,.,0.92,2.85,3.66,4.30,.,.,.,.,.,.,.,.,.,.,.,.,
73220028,8,Orissa,732,Subarnapur,2002,.,.,.,.,2.18,2.97,3.60,5.38,.,.,.,.,.,.,.,.,.,.,.,.,
73220038,8,Orissa,732,Subarnapur,2003,.,.,.,.,1.55,1.63,4.15,4.07,.,.,.,.,.,.,.,.,.,.,.,.,
73220048,8,Orissa,732,Subarnapur,2004,.,.,.,.,1.35,2.45,3.27,4.66,.,.,.,.,.,.,.,.,.,.,.,.,
73220058,8,Orissa,732,Subarnapur,2005,.,.,.,.,1.42,2.01,2.92,4.76,.,.,.,.,.,.,.,.,.,.,.,.,
73220068,8,Orissa,732,Subarnapur,2006,.,.,.,.,0.64,2.37,3.50,4.35,.,.,.,.,.,.,.,.,.,.,.,.,
73220078,8,Orissa,732,Subarnapur,2007,.,.,.,.,1.62,2.25,3.76,5.04,.,.,.,.,.,.,.,.,.,.,.,.,
73220088,8,Orissa,732,Subarnapur,2008,.,.,.,.,0.93,2.19,3.48,5.03,.,.,.,.,.,.,.,.,.,.,.,.,
73220098,8,Orissa,732,Subarnapur,2009,.,.,.,.,0.98,2.07,3.30,4.85,.,.,.,.,.,.,.,.,.,.,.,.,
73220108,8,Orissa,732,Subarnapur,2010,.,.,.,.,2.49,2.95,2.94,4.28,.,.,.,.,.,.,.,.,.,.,.,.,
73220118,8,Orissa,732,Subarnapur,2011,.,.,.,.,2.95,2.77,3.52,4.38,.,.,.,.,.,.,.,.,.,.,.,.,
73220128,8,Orissa,732,Subarnapur,2012,.,.,.,.,.,2.17,3.62,4.88,.,.,.,.,.,.,.,.,.,.,.,.,
73220138,8,Orissa,732,Subarnapur,2013,.,.,.,.,1.36,1.69,2.93,3.81,.,.,.,.,.,.,.,.,.,.,.,.,
73220148,8,Orissa,732,Subarnapur,2014,.,.,.,.,1.14,2.37,3.06,4.09,.,.,.,.,.,.,.,.,.,.,.,.,
73220158,8,Orissa,732,Subarnapur,2015,.,.,.,.,1.57,2.57,3.26,3.96,.,.,.,.,.,.,.,.,.,.,.,.,
73220168,8,Orissa,732,Subarnapur,2016,.,.,.,.,2.07,2.89,3.74,4.46,.,.,.,.,.,.,.,.,.,.,.,.,
73220178,8,Orissa,732,Subarnapur,2017,.,.,.,.,1.80,.,3.64,4.54,.,.,.,.,.,.,.,.,.,.,.,.,
16519969,9,Punjab,165,Gurdaspur,1996,.,.,.,.,3.14,4.05,5.59,6.76,11.52,11.40,3.00,.,.,.,.,.,.,.,.,.,
16519979,9,Punjab,165,Gurdaspur,1997,.,.,.,.,3.62,4.47,4.22,5.60,.,.,.,5.73,.,.,.,.,.,.,.,.,
16519989,9,Punjab,165,Gurdaspur,1998,.,.,.,.,5.97,4.44,5.20,5.76,.,.,1.73,.,.,.,.,.,.,.,.,.,
16519999,9,Punjab,165,Gurdaspur,1999,.,.,.,.,4.93,4.85,5.58,6.60,.,.,.,.,.,.,.,.,.,.,.,.,
16520009,9,Punjab,165,Gurdaspur,2000,.,.,.,.,5.93,6.97,5.71,6.21,.,.,.,.,.,.,.,.,.,.,.,.,
16520019,9,Punjab,165,Gurdaspur,2001,.,.,.,.,4.99,5.68,6.61,6.57,.,3.50,1.60,.,.,.,.,.,.,.,.,.,
16520029,9,Punjab,165,Gurdaspur,2002,.,.,.,.,7.50,7.15,6.87,7.36,11.50,3.56,.,6.72,.,.,.,.,.,.,.,.,
16520039,9,Punjab,165,Gurdaspur,2003,.,.,.,.,6.98,7.02,7.80,7.64,.,.,.,4.01,.,.,.,.,.,.,.,.,
16520049,9,Punjab,165,Gurdaspur,2004,.,.,.,.,6.62,7.22,7.77,8.55,.,4.01,.,.,.,.,.,.,.,.,.,.,
16520059,9,Punjab,165,Gurdaspur,2005,.,.,.,.,6.79,7.23,7.71,7.96,.,3.96,4.00,15.02,.,.,.,.,.,.,.,.,
16520069,9,Punjab,165,Gurdaspur,2006,.,.,.,.,7.62,7.26,7.49,8.15,.,2.61,3.98,4.49,.,.,.,.,.,.,.,.,
16520079,9,Punjab,165,Gurdaspur,2007,.,.,.,.,6.50,5.92,7.56,7.82,3.48,3.50,.,.,.,.,.,.,.,.,.,.,
16520089,9,Punjab,165,Gurdaspur,2008,.,.,.,.,3.97,5.15,5.85,6.29,3.13,.,3.65,.,.,.,.,.,.,.,.,.,
16520099,9,Punjab,165,Gurdaspur,2009,.,.,.,.,6.27,6.08,5.35,6.89,.,.,.,.,.,.,.,.,.,.,.,.,
16520109,9,Punjab,165,Gurdaspur,2010,.,.,.,.,5.23,7.44,7.54,7.81,4.32,.,.,3.26,.,.,.,.,.,.,.,.,
16520119,9,Punjab,165,Gurdaspur,2011,.,.,.,.,6.11,7.35,7.16,7.85,.,.,3.96,4.64,.,.,.,.,.,.,.,.,
16520129,9,Punjab,165,Gurdaspur,2012,.,.,.,.,.,9.00,7.42,8.66,.,8.14,5.00,.,.,.,.,.,.,.,.,.,
16520139,9,Punjab,165,Gurdaspur,2013,.,.,.,.,6.52,7.91,8.35,9.19,6.06,7.29,7.73,7.88,.,.,.,.,.,.,.,.,
16520149,9,Punjab,165,Gurdaspur,2014,.,.,.,.,6.76,8.30,7.65,7.80,7.23,7.31,5.71,6.60,.,.,.,.,.,.,.,.,
16520159,9,Punjab,165,Gurdaspur,2015,.,.,.,.,4.90,7.28,7.56,6.68,6.48,6.62,6.84,6.72,.,.,.,.,.,.,.,.,
16520169,9,Punjab,165,Gurdaspur,2016,.,.,.,.,5.73,7.35,6.20,8.35,6.99,7.77,8.32,11.24,.,.,.,.,.,.,.,.,
16520179,9,Punjab,165,Gurdaspur,2017,.,.,.,.,6.48,.,8.03,7.89,8.69,.,8.15,10.62,.,.,.,.,.,.,.,.,
16619969,9,Punjab,166,Amritsar,1996,.,.,.,.,5.77,5.68,6.67,7.21,.,.,.,.,.,.,.,.,.,.,.,.,
16619979,9,Punjab,166,Amritsar,1997,.,.,.,.,5.47,5.72,6.89,6.45,.,.,.,.,.,.,.,.,.,.,.,.,
16619989,9,Punjab,166,Amritsar,1998,.,.,.,.,7.00,6.37,6.47,6.52,.,.,.,.,.,.,.,.,.,.,.,.,
16619999,9,Punjab,166,Amritsar,1999,.,.,.,.,7.37,7.84,6.68,8.09,.,.,.,.,.,.,.,.,.,.,.,.,
16620009,9,Punjab,166,Amritsar,2000,.,.,.,.,7.48,7.94,8.70,9.63,.,.,.,.,.,.,.,.,.,.,.,.,
16620019,9,Punjab,166,Amritsar,2001,.,.,.,.,8.03,8.27,7.99,8.83,.,.,.,.,.,.,.,.,.,.,.,.,
16620029,9,Punjab,166,Amritsar,2002,.,.,.,.,8.78,9.21,8.74,8.99,.,.,.,.,.,.,.,.,.,.,.,.,
16620039,9,Punjab,166,Amritsar,2003,.,.,.,.,8.80,8.58,8.24,8.34,.,.,.,.,.,.,.,.,.,.,.,.,
16620049,9,Punjab,166,Amritsar,2004,.,.,.,.,9.53,9.44,8.38,9.05,.,.,.,.,.,.,.,.,.,.,.,.,
16620059,9,Punjab,166,Amritsar,2005,.,.,.,.,10.43,9.48,9.69,9.52,.,.,.,.,.,.,.,.,.,.,.,.,
16620069,9,Punjab,166,Amritsar,2006,.,.,.,.,10.58,8.19,9.44,9.99,.,.,.,.,.,.,.,.,.,.,.,.,
16620079,9,Punjab,166,Amritsar,2007,.,.,.,.,10.66,9.61,8.28,9.95,.,.,.,.,.,.,.,.,.,.,.,.,
16620089,9,Punjab,166,Amritsar,2008,.,.,.,.,9.87,9.89,9.48,9.32,.,.,.,.,.,.,.,.,.,.,.,.,
16620099,9,Punjab,166,Amritsar,2009,.,.,.,.,11.76,10.18,10.08,10.26,.,.,.,.,.,.,.,.,.,.,.,.,
16620109,9,Punjab,166,Amritsar,2010,.,.,.,.,13.24,11.17,11.58,12.04,.,.,.,.,.,.,.,.,.,.,.,.,
16620119,9,Punjab,166,Amritsar,2011,.,.,.,.,13.34,13.08,16.44,12.53,.,.,.,.,.,.,.,.,.,.,.,.,
16620129,9,Punjab,166,Amritsar,2012,.,.,.,.,.,15.94,15.58,13.92,.,11.47,.,.,.,.,.,.,.,.,.,.,
16620139,9,Punjab,166,Amritsar,2013,.,.,.,.,16.52,16.18,19.27,16.65,14.24,11.35,11.56,12.87,.,.,.,.,.,.,.,.,
16620149,9,Punjab,166,Amritsar,2014,.,.,.,.,17.08,13.04,13.13,15.77,13.87,13.19,12.42,13.07,.,.,.,.,.,.,.,.,
16620159,9,Punjab,166,Amritsar,2015,.,.,.,.,14.44,16.81,16.48,15.36,13.39,13.82,13.17,13.69,.,.,.,.,.,.,.,.,
16620169,9,Punjab,166,Amritsar,2016,.,.,.,.,14.96,15.68,16.25,14.89,12.28,14.79,12.59,11.11,.,.,.,.,.,.,.,.,
16620179,9,Punjab,166,Amritsar,2017,.,.,.,.,14.89,.,14.29,14.57,13.22,.,14.52,12.15,.,.,.,.,.,.,.,.,
16719969,9,Punjab,167,Kapurthala,1996,.,.,.,.,6.18,8.74,5.42,7.05,8.66,.,5.70,8.23,.,.,.,.,.,.,.,.,
16719979,9,Punjab,167,Kapurthala,1997,.,.,.,.,6.14,10.39,5.68,7.52,6.60,5.51,10.78,9.57,.,.,.,.,.,.,.,.,
16719989,9,Punjab,167,Kapurthala,1998,.,.,.,.,6.91,5.98,5.88,8.44,8.65,.,7.93,.,.,.,.,.,.,.,.,.,
16719999,9,Punjab,167,Kapurthala,1999,.,.,.,.,6.38,6.22,5.38,8.79,7.08,7.28,.,.,.,.,.,.,.,.,.,.,
16720009,9,Punjab,167,Kapurthala,2000,.,.,.,.,8.72,7.78,6.33,6.82,10.21,.,.,.,.,.,.,.,.,.,.,.,
16720019,9,Punjab,167,Kapurthala,2001,.,.,.,.,9.07,8.21,7.64,8.51,10.87,10.27,9.57,.,.,.,.,.,.,.,.,.,
16720029,9,Punjab,167,Kapurthala,2002,.,.,.,.,14.88,12.19,8.64,11.42,13.81,12.38,.,11.36,.,.,.,.,.,.,.,.,
16720039,9,Punjab,167,Kapurthala,2003,.,.,.,.,11.45,11.81,12.09,13.85,14.03,12.83,12.10,13.51,.,.,.,.,.,.,.,.,
16720049,9,Punjab,167,Kapurthala,2004,.,.,.,.,14.69,14.12,11.30,13.38,13.20,16.26,11.89,13.41,.,.,.,.,.,.,.,.,
16720059,9,Punjab,167,Kapurthala,2005,.,.,.,.,11.07,9.77,8.13,13.54,7.23,12.63,9.63,12.90,.,.,.,.,.,.,.,.,
16720069,9,Punjab,167,Kapurthala,2006,.,.,.,.,15.17,11.47,12.75,13.65,11.35,13.36,11.71,14.17,.,.,.,.,.,.,.,.,
16720079,9,Punjab,167,Kapurthala,2007,.,.,.,.,16.02,13.19,12.30,12.06,16.47,15.35,12.72,13.48,.,.,.,.,.,.,.,.,
16720089,9,Punjab,167,Kapurthala,2008,.,.,.,.,11.84,9.53,13.15,21.60,14.62,17.20,15.22,15.06,.,.,.,.,.,.,.,.,
16720099,9,Punjab,167,Kapurthala,2009,.,.,.,.,12.97,11.30,10.26,12.58,13.66,14.80,12.52,13.23,.,.,.,.,.,.,.,.,
16720109,9,Punjab,167,Kapurthala,2010,.,.,.,.,13.03,11.59,9.57,15.00,17.11,15.24,13.72,15.83,.,.,.,.,.,.,.,.,
16720119,9,Punjab,167,Kapurthala,2011,.,.,.,.,3.98,8.55,10.74,12.71,17.71,18.41,15.31,15.48,.,.,.,.,.,.,.,.,
16720129,9,Punjab,167,Kapurthala,2012,.,.,.,.,.,20.70,10.50,27.98,.,14.73,14.34,15.01,.,.,.,.,.,.,.,.,
16720139,9,Punjab,167,Kapurthala,2013,.,.,.,.,21.60,20.48,19.23,20.13,17.32,13.98,12.11,14.49,.,.,.,.,.,.,.,.,
16720149,9,Punjab,167,Kapurthala,2014,.,.,.,.,.,21.37,18.90,19.50,17.15,14.90,14.27,13.11,.,.,.,.,.,.,.,.,
16720159,9,Punjab,167,Kapurthala,2015,.,.,.,.,.,21.80,20.00,20.70,19.62,16.41,13.87,13.76,.,.,.,.,.,.,.,.,
16720169,9,Punjab,167,Kapurthala,2016,.,.,.,.,.,.,.,22.00,18.69,17.29,15.44,16.74,.,.,.,.,.,.,.,.,
16720179,9,Punjab,167,Kapurthala,2017,.,.,.,.,22.15,.,22.23,.,19.00,.,15.53,16.66,.,.,.,.,.,.,.,.,
16819969,9,Punjab,168,Jalandhar,1996,.,.,.,.,8.56,8.67,9.60,10.51,12.23,15.04,15.04,15.15,.,.,.,.,.,.,.,.,
16819979,9,Punjab,168,Jalandhar,1997,.,.,.,.,8.61,8.10,9.37,10.10,14.60,9.50,15.19,13.95,.,.,.,.,.,.,.,.,
16819989,9,Punjab,168,Jalandhar,1998,.,.,.,.,8.78,6.84,9.54,9.82,12.59,.,14.89,.,.,.,.,.,.,.,.,.,
16819999,9,Punjab,168,Jalandhar,1999,.,.,.,.,9.64,9.32,7.99,8.65,14.46,14.59,8.09,.,.,.,.,.,.,.,.,.,
16820009,9,Punjab,168,Jalandhar,2000,.,.,.,.,8.58,9.31,8.53,9.83,13.66,.,.,.,.,.,.,.,.,.,.,.,
16820019,9,Punjab,168,Jalandhar,2001,.,.,.,.,7.73,8.69,9.21,9.35,.,16.37,12.88,.,.,.,.,.,.,.,.,.,
16820029,9,Punjab,168,Jalandhar,2002,.,.,.,.,10.39,8.81,9.28,10.01,18.94,18.87,.,15.44,.,.,.,.,.,.,.,.,
16820039,9,Punjab,168,Jalandhar,2003,.,.,.,.,9.85,9.68,8.79,8.19,18.78,16.88,16.93,16.75,.,.,.,.,.,.,.,.,
