Key,Dist Code,Year,State Code,State Name,Dist Name,DIESEL PUMPSETS NUMBER (1000 Number),DIESEL PUMPSETS DENSITY (Per 1000 ha),ELECTRIC PUMPSETS NUMBER (1000 Number),ELECTRIC PUMPSETS DENSITY (Per 1000 ha),POWER TILLER NUMBER (1000 Number),POWER TILLER DENSITY (Per 1000 ha),TRACTORS NUMBER (1000 Number),TRACTORS DENSITY (Per 1000 ha)
57200720,57,2007,20,Telangana,Medak,-1,-1,1.9,41.5,-1,-1,4.35,94.88
58199220,58,1992,20,Telangana,Mahabubnagar,22.2,327.31,59.34,874.79,1.1,16.25,2.14,31.52
58199920,58,1999,20,Telangana,Mahabubnagar,17.75,224.28,94.36,1192.12,0.75,9.41,4.19,52.92
58200320,58,2003,20,Telangana,Mahabubnagar,19.53,265.61,212.71,2892.99,0.87,11.79,8.76,119.18
58200720,58,2007,20,Telangana,Mahabubnagar,-1,-1,2.96,38.33,-1,-1,2.64,34.22
59199220,59,1992,20,Telangana,Nalgonda,3.58,75.52,99.3,2097.09,1.45,30.69,4.56,96.33
59199920,59,1999,20,Telangana,Nalgonda,1.2,22.46,96.29,1801.99,0.22,4.17,5.21,97.42
59200320,59,2003,20,Telangana,Nalgonda,2.28,48.21,137.28,2897.48,0.22,4.73,7.88,166.26
59200720,59,2007,20,Telangana,Nalgonda,-1,-1,2.18,42.64,-1,-1,4.07,79.51
60199220,60,1992,20,Telangana,Warangal,17.48,444.4,127.44,3239.23,0.67,17,1.97,49.95
60199920,60,1999,20,Telangana,Warangal,9.09,182.37,130.75,2623.43,0.33,6.6,3.15,63.18
60200320,60,2003,20,Telangana,Warangal,11.46,244.49,141.52,3018.07,0.44,9.36,3.24,69.16
60200720,60,2007,20,Telangana,Warangal,-1,-1,0.7,15.37,-1,-1,3.3,72.89
61199220,61,1992,20,Telangana,Khammam,11.11,243.03,19.12,418.1,0.27,5.86,2.36,51.68
61199920,61,1999,20,Telangana,Khammam,11.47,256.46,26.09,583.31,0.29,6.37,4.5,100.51
61200320,61,2003,20,Telangana,Khammam,12.76,302.58,33.42,792.66,0.57,13.54,3.88,92.01
61200720,61,2007,20,Telangana,Khammam,-1,-1,0.55,12.09,-1,-1,4.9,108.21
62199220,62,1992,20,Telangana,Karimnagar,17.32,447.37,131.96,3408.37,0.31,8.08,2.51,64.83
62199920,62,1999,20,Telangana,Karimnagar,9.38,237.69,145.95,3698.13,1.14,28.91,5.32,134.9
62200320,62,2003,20,Telangana,Karimnagar,8.41,220.47,163.74,4291.49,1.84,48.09,9.06,237.48
62200720,62,2007,20,Telangana,Karimnagar,-1,-1,55.46,1292.44,-1,-1,5.23,121.93
63199220,63,1992,20,Telangana,Adilabad,1.69,29.43,16.31,284.08,0.06,0.99,0.23,4.04
63199920,63,1999,20,Telangana,Adilabad,3.42,63.17,25.82,477.29,0.09,1.59,1.16,21.4
63200320,63,2003,20,Telangana,Adilabad,4.55,81.53,29.32,525.79,0.09,1.52,1.08,19.28
63200720,63,2007,20,Telangana,Adilabad,-1,-1,3.95,78,-1,-1,0.61,12.04
6519925,65,1992,5,Karnataka,Kolar,3.61,102.24,53.05,1501.74,1.07,30.29,1.37,38.72
6519975,65,1997,5,Karnataka,Kolar,2.7,74.45,56.6,1560.68,-1,-1,3.9,107.54
6520035,65,2003,5,Karnataka,Kolar,2.11,59.43,45.12,1271.55,-1,-1,2.94,82.83
6520075,65,2007,5,Karnataka,Kolar,-1,-1,-1,-1,-1,-1,13.63,788.61
6619925,66,1992,5,Karnataka,Tumkur,4.09,71.07,47.78,830.77,0.97,16.85,1.72,29.86
6619975,66,1997,5,Karnataka,Tumkur,4.4,85.78,63.8,1243.82,-1,-1,3.7,72.13
6620035,66,2003,5,Karnataka,Tumkur,7.4,130.82,76.5,1353.39,-1,-1,3.62,64.02
6620075,66,2007,5,Karnataka,Tumkur,-1,-1,-1,-1,-1,-1,17.51,287.9
6719925,67,1992,5,Karnataka,Mysore,2.55,47.38,16.58,307.73,0.58,10.73,0.57,10.6
6719975,67,1997,5,Karnataka,Mysore,1.4,48.62,6.3,218.8,-1,-1,1.4,48.62
6720035,67,2003,5,Karnataka,Mysore,1.86,57.27,15.9,489.56,-1,-1,1.29,39.62
6720075,67,2007,5,Karnataka,Mysore,-1,-1,-1,-1,-1,-1,25.3,741.15
6819925,68,1992,5,Karnataka,Mandya,4.72,176.62,10.78,403.35,0.33,12.5,0.76,28.44
6819975,68,1997,5,Karnataka,Mandya,3.4,134.35,12.9,509.75,-1,-1,1.5,59.27
6820035,68,2003,5,Karnataka,Mandya,7.58,360.87,20.56,978.85,-1,-1,1.34,63.71
6820075,68,2007,5,Karnataka,Mandya,-1,-1,-1,-1,-1,-1,9.75,416.76
6919925,69,1992,5,Karnataka,Hassan,2.89,76.71,7.59,201.7,0.82,21.8,1.15,30.47
6919975,69,1997,5,Karnataka,Hassan,2.8,73.9,23.7,625.53,-1,-1,2.5,65.98
6920035,69,2003,5,Karnataka,Hassan,2.6,69.58,34.87,933.3,-1,-1,2.47,65.97
6920075,69,2007,5,Karnataka,Hassan,-1,-1,-1,-1,-1,-1,8.15,220.48
7019925,70,1992,5,Karnataka,Shimoge,2.91,89.53,10.99,337.98,1.26,38.81,2.79,85.84
7019975,70,1997,5,Karnataka,Shimoge,6.3,183.68,9.1,265.32,-1,-1,3.7,107.88
7020035,70,2003,5,Karnataka,Shimoge,7.6,351.93,17.75,822.09,-1,-1,2.07,95.86
7020075,70,2007,5,Karnataka,Shimoge,-1,-1,-1,-1,-1,-1,7.91,358.1
7119925,71,1992,5,Karnataka,Chickmagalur,3.17,109.52,4.48,154.92,1.04,36.06,1.26,43.57
7119975,71,1997,5,Karnataka,Chickmagalur,5.4,182.24,11.3,381.35,-1,-1,2.9,97.87
7120035,71,2003,5,Karnataka,Chickmagalur,8.2,294.19,19.14,686.55,-1,-1,1.81,64.78
7120075,71,2007,5,Karnataka,Chickmagalur,-1,-1,-1,-1,-1,-1,6.4,215.5
7219925,72,1992,5,Karnataka,Chitradurga,1.37,22.87,21.67,362.29,0.99,16.48,3.29,55.06
7219975,72,1997,5,Karnataka,Chitradurga,0.7,21.93,25.4,795.81,-1,-1,2.1,65.8
7220035,72,2003,5,Karnataka,Chitradurga,0.37,9.16,32.05,799.59,-1,-1,1.83,45.68
7220075,72,2007,5,Karnataka,Chitradurga,-1,-1,-1,-1,-1,-1,4.26,97.83
7319925,73,1992,5,Karnataka,Bellary,1.35,22.18,14.15,233.02,0.75,12.28,1.55,25.44
7319975,73,1997,5,Karnataka,Bellary,1.6,31.14,14.4,280.27,-1,-1,5.7,110.94
7320035,73,2003,5,Karnataka,Bellary,0.81,19.87,19.82,487.36,-1,-1,2.78,68.36
7320075,73,2007,5,Karnataka,Bellary,-1,-1,-1,-1,-1,-1,18.75,404.04
7419925,74,1992,5,Karnataka,Dharwad,2.88,26.33,21.09,192.5,1.38,12.59,5.89,53.75
7419975,74,1997,5,Karnataka,Dharwad,1.1,34.17,2.5,77.66,-1,-1,4.3,133.58
7420035,74,2003,5,Karnataka,Dharwad,1,31.09,4.28,132.91,-1,-1,3.84,119.18
7420075,74,2007,5,Karnataka,Dharwad,-1,-1,-1,-1,-1,-1,20.58,646.01
7519925,75,1992,5,Karnataka,Belgaum,15.29,173.89,72.28,821.82,2.3,26.14,9.54,108.48
7519975,75,1997,5,Karnataka,Belgaum,12.4,142.99,72.4,834.89,-1,-1,9,103.79
7520035,75,2003,5,Karnataka,Belgaum,8.82,121.85,74.97,1036.27,-1,-1,5.86,81.01
7520075,75,2007,5,Karnataka,Belgaum,-1,-1,-1,-1,-1,-1,32.69,392.43
7619925,76,1992,5,Karnataka,Bijapur,5.91,43.86,57.21,424.32,1.21,9,2.39,17.76
7619975,76,1997,5,Karnataka,Bijapur,3.8,48.44,34.6,441.03,-1,-1,2.1,26.77
7620035,76,2003,5,Karnataka,Bijapur,4.4,61.36,33.78,471.02,-1,-1,1.76,24.59
7620075,76,2007,5,Karnataka,Bijapur,-1,-1,-1,-1,-1,-1,10.72,121.92
7719925,77,1992,5,Karnataka,Bidar,1.17,31.94,17.48,477.67,0.34,9.4,0.42,11.42
7719975,77,1997,5,Karnataka,Bidar,1.1,29.64,15.5,417.68,-1,-1,0.7,18.86
7720035,77,2003,5,Karnataka,Bidar,0.52,14.05,15.12,408.69,-1,-1,0.64,17.38
7720075,77,2007,5,Karnataka,Bidar,-1,-1,-1,-1,-1,-1,1.62,49.06
7819925,78,1992,5,Karnataka,Raichur,2.67,27.99,17.53,183.68,0.92,9.68,2.55,26.7
7819975,78,1997,5,Karnataka,Raichur,2.6,54.01,11.7,243.04,-1,-1,3.6,74.78
7820035,78,2003,5,Karnataka,Raichur,2.15,37.04,12.49,215.11,-1,-1,3.24,55.71
7820075,78,2007,5,Karnataka,Raichur,-1,-1,-1,-1,-1,-1,10.25,178.07
7919925,79,1992,5,Karnataka,Gulbarga,7.63,66.13,15.09,130.77,0.77,6.67,1.21,10.48
7919975,79,1997,5,Karnataka,Gulbarga,5.8,51.47,15.3,135.77,-1,-1,2.8,24.85
7920035,79,2003,5,Karnataka,Gulbarga,3.63,31.05,16.05,137.49,-1,-1,3,25.73
7920075,79,2007,5,Karnataka,Gulbarga,-1,-1,-1,-1,-1,-1,18.28,157.89
8019925,80,1992,5,Karnataka,Dakshina Kannada,48.21,2191.62,43.95,1997.91,0.79,36,0.35,16.09
8019975,80,1997,5,Karnataka,Dakshina Kannada,32.6,2506.75,24.9,1914.66,-1,-1,0.3,23.07
8020035,80,2003,5,Karnataka,Dakshina Kannada,1.55,116.24,30.98,2323.28,-1,-1,7.54,565.65
8020075,80,2007,5,Karnataka,Dakshina Kannada,-1,-1,-1,-1,-1,-1,10.45,801.39
8119925,81,1992,5,Karnataka,Uttara Kannada,4.78,429.39,14.12,1269.39,0.13,11.51,0.21,18.79
8119975,81,1997,5,Karnataka,Uttara Kannada,4.7,418.72,19.6,1746.16,-1,-1,1.3,115.82
8120035,81,2003,5,Karnataka,Uttara Kannada,3.26,300.22,23.74,2186.63,-1,-1,0.61,55.9
8120075,81,2007,5,Karnataka,Uttara Kannada,-1,-1,-1,-1,-1,-1,4.45,388
8219925,82,1992,5,Karnataka,Kodagu,2.63,177.49,1.55,104.6,0.78,52.71,0.59,39.95
8219975,82,1997,5,Karnataka,Kodagu,3.1,219.96,1.8,127.72,-1,-1,1.9,134.82
8220035,82,2003,5,Karnataka,Kodagu,3.72,251.94,1.55,105.19,-1,-1,0.67,45.1
8220075,82,2007,5,Karnataka,Kodagu,-1,-1,-1,-1,-1,-1,7.53,449.65
83199211,83,1992,11,Tamil Nadu,Chengalpattu MGR Kancheepuram,18.02,586.76,53.62,1745.92,1.76,57.21,0,0
83199711,83,1997,11,Tamil Nadu,Chengalpattu MGR Kancheepuram,12.57,-1,32.97,-1,0.7,-1,1.35,-1
83200311,83,2003,11,Tamil Nadu,Chengalpattu MGR Kancheepuram,8.78,-1,23.2,-1,1.44,-1,1.91,-1
83200711,83,2007,11,Tamil Nadu,Chengalpattu MGR Kancheepuram,-1,-1,-1,-1,-1,-1,2.54,-1
84199211,84,1992,11,Tamil Nadu,South Arcot Cuddalore,8.92,145.78,20.86,341.09,0.41,6.69,0,0
84199711,84,1997,11,Tamil Nadu,South Arcot Cuddalore,7.12,308.58,21.5,931.88,0.59,25.74,2.31,100.2
84200311,84,2003,11,Tamil Nadu,South Arcot Cuddalore,3.4,159.92,12.44,585.49,0.28,13.32,2.43,114.25
84200711,84,2007,11,Tamil Nadu,South Arcot Cuddalore,-1,-1,-1,-1,-1,-1,2.12,97.9
85199211,85,1992,11,Tamil Nadu,North Arcot Vellore,13.4,632.78,63.95,3020.78,0.21,10.06,0,0
85199711,85,1997,11,Tamil Nadu,North Arcot Vellore,8.87,402.94,79.06,3592.63,0.76,34.4,2.33,105.65
85200311,85,2003,11,Tamil Nadu,North Arcot Vellore,2.38,131.99,14.86,824.08,0.3,16.53,0.47,26.01
85200711,85,2007,11,Tamil Nadu,North Arcot Vellore,-1,-1,-1,-1,-1,-1,1.69,85.58
86199211,86,1992,11,Tamil Nadu,Salem,29.1,648.99,90.04,2008.03,2.15,47.97,0,0
86199711,86,1997,11,Tamil Nadu,Salem,13.84,528.94,54.76,2093.31,1.09,41.52,2.39,91.41
86200311,86,2003,11,Tamil Nadu,Salem,23.71,1238.06,29.45,1537.58,0.13,6.63,1.42,74.2
86200711,86,2007,11,Tamil Nadu,Salem,-1,-1,-1,-1,-1,-1,2.11,103.48
87199211,87,1992,11,Tamil Nadu,Coimbatore,6.89,197.39,63.18,1810.12,0.65,18.54,0,0
87199711,87,1997,11,Tamil Nadu,Coimbatore,5.15,157.69,60.77,1862.49,0.65,19.86,1.55,47.54
87200311,87,2003,11,Tamil Nadu,Coimbatore,4.53,142.04,45.86,1437.8,0.35,11,2.43,76.15
87200711,87,2007,11,Tamil Nadu,Coimbatore,-1,-1,-1,-1,-1,-1,3.74,121.82
88199211,88,1992,11,Tamil Nadu,Tiruchirapalli Trichy,10.83,190.2,77.25,1356.61,0.77,13.45,0,0
88199711,88,1997,11,Tamil Nadu,Tiruchirapalli Trichy,8.83,501.82,43.83,2490.64,0.6,33.81,1.13,64.44
88200311,88,2003,11,Tamil Nadu,Tiruchirapalli Trichy,4.02,269.98,31.65,2123.73,0.19,12.75,1.47,98.83
88200711,88,2007,11,Tamil Nadu,Tiruchirapalli Trichy,-1,-1,-1,-1,-1,-1,3.34,191.42
89199211,89,1992,11,Tamil Nadu,Thanjavur,16.72,749.07,12.35,553.01,0.56,24.99,0,0
89199711,89,1997,11,Tamil Nadu,Thanjavur,13.35,668.04,12.42,621.7,0.64,32.08,1.61,80.42
89200311,89,2003,11,Tamil Nadu,Thanjavur,5.61,356.64,17.03,1083.8,0.72,45.94,1.77,112.43
89200711,89,2007,11,Tamil Nadu,Thanjavur,-1,-1,-1,-1,-1,-1,1.92,98.46
90199211,90,1992,11,Tamil Nadu,Madurai,6.92,231.47,45.8,1531.53,0.62,20.77,0,0
90199711,90,1997,11,Tamil Nadu,Madurai,6.04,361.36,25.36,1518.41,0.42,25.21,0.71,42.27
90200311,90,2003,11,Tamil Nadu,Madurai,6.95,649.82,16.63,1555.42,0.17,15.44,1.69,158.29
90200711,90,2007,11,Tamil Nadu,Madurai,-1,-1,-1,-1,-1,-1,2.82,199.12
91199211,91,1992,11,Tamil Nadu,Ramananthapuram,1.97,91.53,2.04,95.07,0.15,6.93,0,0
91199711,91,1997,11,Tamil Nadu,Ramananthapuram,2.2,108.92,1.63,80.93,0.25,12.31,0.46,22.87
91200311,91,2003,11,Tamil Nadu,Ramananthapuram,10.94,574.72,86.07,4523.36,0.37,19.55,3.92,205.81
91200711,91,2007,11,Tamil Nadu,Ramananthapuram,-1,-1,-1,-1,-1,-1,1.7,90.93
92199211,92,1992,11,Tamil Nadu,Thirunelveli,15.21,901.76,94.87,5624.59,1.74,102.98,0,0
92199711,92,1997,11,Tamil Nadu,Thirunelveli,12.44,800.92,42.14,2713.36,1.12,71.86,1.36,87.5
92200311,92,2003,11,Tamil Nadu,Thirunelveli,7.35,552.07,27.09,2033.73,0.48,35.81,2.41,181.17
92200711,92,2007,11,Tamil Nadu,Thirunelveli,-1,-1,-1,-1,-1,-1,4.08,248.89
93199211,93,1992,11,Tamil Nadu,The Nilgiris,0.37,51.65,0.02,2.76,0,0,0,0
93199711,93,1997,11,Tamil Nadu,The Nilgiris,0.38,49.33,0.05,6.84,0.59,78,0.05,6.97
93200311,93,2003,11,Tamil Nadu,The Nilgiris,1.88,239.67,0.4,50.85,0.02,2.3,0.06,7.28
93200711,93,2007,11,Tamil Nadu,The Nilgiris,-1,-1,-1,-1,-1,-1,0.47,60.85
94199211,94,1992,11,Tamil Nadu,Kanyakumari,0.31,35.41,0.94,108.21,0,0.46,0,0
94199711,94,1997,11,Tamil Nadu,Kanyakumari,0.45,55.69,1.78,220.77,0.01,0.99,0.03,3.84
94200311,94,2003,11,Tamil Nadu,Kanyakumari,0.09,11.04,0.33,41.86,0.01,0.89,0.09,10.78
94200711,94,2007,11,Tamil Nadu,Kanyakumari,-1,-1,-1,-1,-1,-1,1.07,133.67
9619927,96,1992,7,Maharashtra,Thane,0.79,27.25,3.94,135.84,0.07,2.55,0.25,8.76
9619977,96,1997,7,Maharashtra,Thane,1.5,41.02,2.14,58.54,0.02,0.52,0.37,10.11
9620037,96,2003,7,Maharashtra,Thane,3.61,147.38,4.67,190.84,1.69,68.97,0.7,28.7
9719927,97,1992,7,Maharashtra,Raigad,0.85,44.96,1.48,78.29,0.03,1.54,0.02,1.01
9719977,97,1997,7,Maharashtra,Raigad,0.6,31.42,0.9,47.11,0.01,0.42,0.07,3.47
9720037,97,2003,7,Maharashtra,Raigad,2.59,137.51,9.96,528.44,0.17,9.23,0.1,5.04
9819927,98,1992,7,Maharashtra,Ratnagiri,0.23,9.19,1.66,67.19,0,0,0.01,0.53
9819977,98,1997,7,Maharashtra,Ratnagiri,0.88,36.01,1.35,54.99,0,0.12,0.01,0.49
9820037,98,2003,7,Maharashtra,Ratnagiri,0.87,35.45,3.92,160.22,0.05,2.21,0.03,1.27
9919927,99,1992,7,Maharashtra,Nasik,5.8,64.49,71.64,796.51,0.08,0.88,6.8,75.65
9919977,99,1997,7,Maharashtra,Nasik,5.78,67.82,66.44,779.08,0.3,3.52,10.81,126.79
9920037,99,2003,7,Maharashtra,Nasik,4.91,56.13,102.89,1176.17,1.27,14.46,16.61,189.83
10019927,100,1992,7,Maharashtra,Dhule,1.92,26.16,31.11,423.28,0.1,1.41,2.82,38.33
10019977,100,1997,7,Maharashtra,Dhule,1.49,21.11,33.04,469.05,0.03,0.48,2.79,39.55
10020037,100,2003,7,Maharashtra,Dhule,1.29,29.54,26.78,615.56,0.42,9.54,1.25,28.83
10119927,101,1992,7,Maharashtra,Jalgaon,1.27,15.43,34.23,415.12,0.06,0.7,3.49,42.34
10119977,101,1997,7,Maharashtra,Jalgaon,3.75,46.04,40.45,496.55,0.1,1.22,5.02,61.59
10120037,101,2003,7,Maharashtra,Jalgaon,2.96,34.78,33.97,398.95,1.11,12.99,6.45,75.77
10219927,102,1992,7,Maharashtra,Ahmednagar,7.4,63.26,87.51,747.66,0.09,0.78,5.33,45.57
10219977,102,1997,7,Maharashtra,Ahmednagar,9.19,79.59,90.5,783.79,0.06,0.55,11.65,100.86
10220037,102,2003,7,Maharashtra,Ahmednagar,5.38,49.3,100.06,917.43,0.5,4.6,12.91,118.34
10319927,103,1992,7,Maharashtra,Pune,11.49,113.56,25.2,249.08,0.17,1.71,3.5,34.61
10319977,103,1997,7,Maharashtra,Pune,10.24,105.09,51.03,523.56,0.23,2.35,7.7,79.04
10320037,103,2003,7,Maharashtra,Pune,10.78,113.98,72.08,761.84,0.58,6.17,10.55,111.52
10419927,104,1992,7,Maharashtra,Satara,11.03,188.52,28.82,492.41,0.12,1.98,3,51.18
10419977,104,1997,7,Maharashtra,Satara,7.8,134.73,40.72,703.33,0.24,4.13,5.62,96.99
10420037,104,2003,7,Maharashtra,Satara,8.15,155.42,32.01,610.32,0.46,8.77,6.48,123.53
10519927,105,1992,7,Maharashtra,Sangli,6.45,109.62,30.2,513.27,0.13,2.21,2.42,41.2
10519977,105,1997,7,Maharashtra,Sangli,4.2,72.05,30.52,523.54,0.21,3.64,3.71,63.63
10520037,105,2003,7,Maharashtra,Sangli,6.29,107.76,25,428,0.89,15.24,2.96,50.72
10619927,106,1992,7,Maharashtra,Solapur,9.01,82.11,40.13,365.76,0.08,0.69,1.91,17.39
10619977,106,1997,7,Maharashtra,Solapur,8.81,83.44,52.37,495.98,0.11,1.07,3.48,32.97
10620037,106,2003,7,Maharashtra,Solapur,7.36,72.15,84.16,825.41,0.35,3.42,5.23,51.3
10719927,107,1992,7,Maharashtra,Kolhapur,9.7,233.15,21.28,511.51,0.29,7.07,3.81,91.56
10719977,107,1997,7,Maharashtra,Kolhapur,10.06,240.75,20.07,480.44,0.85,20.28,5.42,129.83
10720037,107,2003,7,Maharashtra,Kolhapur,8.08,188.83,23.38,546.13,0.86,19.97,5.91,137.98
10819927,108,1992,7,Maharashtra,Aurangabad,1.46,20.75,33.28,471.71,0.1,1.35,1.56,22.05
10819977,108,1997,7,Maharashtra,Aurangabad,0.52,7.31,42.92,607.26,0.03,0.37,2.67,37.72
10820037,108,2003,7,Maharashtra,Aurangabad,1.44,20.77,43.66,628.82,0.01,0.16,5.14,74.06
10919927,109,1992,7,Maharashtra,Parbhani,3.7,42.75,31.94,369.45,0.05,0.6,0.71,8.25
10919977,109,1997,7,Maharashtra,Parbhani,3.05,37.16,39.06,475.49,0.07,0.88,1.19,14.43
10920037,109,2003,7,Maharashtra,Parbhani,0.04,0.84,1.26,25.64,0,0,0.06,1.21
11019927,110,1992,7,Maharashtra,Beed,2.81,33.72,35.32,424.15,0.01,0.17,0.77,9.25
11019977,110,1997,7,Maharashtra,Beed,2.37,30.57,42.13,544.34,0.03,0.44,1.32,17.03
11020037,110,2003,7,Maharashtra,Beed,2.12,27.78,42.93,562.5,0.11,1.45,1.7,22.24
11119927,111,1992,7,Maharashtra,Nanded,1.2,16.43,18.77,256.7,0.03,0.36,0.36,4.96
11119977,111,1997,7,Maharashtra,Nanded,0.58,7.8,28.48,383.05,0,0.01,1.12,15.1
11120037,111,2003,7,Maharashtra,Nanded,2.19,31.12,24.74,351.03,0.19,2.62,1.01,14.39
11219927,112,1992,7,Maharashtra,Osmanabad,3.01,55.6,30.47,563.14,0.03,0.54,0.49,9.02
11219977,112,1997,7,Maharashtra,Osmanabad,4.31,73.88,34.5,591.58,0.02,0.38,1.13,19.34
11220037,112,2003,7,Maharashtra,Osmanabad,1.05,21.71,52.98,1096.71,0.15,3,2.88,59.51
11319927,113,1992,7,Maharashtra,Buldhana,2.93,41.74,30.22,430.68,0.01,0.11,1.22,17.36
11319977,113,1997,7,Maharashtra,Buldhana,4.67,70.74,41.54,629.81,0.08,1.17,2.66,40.28
11320037,113,2003,7,Maharashtra,Buldhana,2.71,39.55,41.22,602.5,0.28,4.11,3.08,45.05
11419927,114,1992,7,Maharashtra,Akola,1.43,17.21,18.15,219.17,0.02,0.19,1.21,14.59
11419977,114,1997,7,Maharashtra,Akola,1.42,17.05,17.39,209.17,0.01,0.13,2.05,24.71
11420037,114,2003,7,Maharashtra,Akola,0.79,18.09,8.62,197.75,0.08,1.79,2.18,49.99
11519927,115,1992,7,Maharashtra,Amarawati,0.82,11.18,31.37,427.26,0.02,0.22,1.03,14.03
11519977,115,1997,7,Maharashtra,Amarawati,0.96,12.83,30.36,405.62,0.14,1.86,2.26,30.14
11520037,115,2003,7,Maharashtra,Amarawati,1.56,20.87,27.11,361.75,0.1,1.33,3,40.01
11619927,116,1992,7,Maharashtra,Yeotmal,2.68,31.22,21.82,253.85,0.01,0.07,0.51,5.92
11619977,116,1997,7,Maharashtra,Yeotmal,3.33,40.14,18.74,225.68,0.11,1.34,0.87,10.42
11620037,116,2003,7,Maharashtra,Yeotmal,4.01,47.2,23.82,280.39,0.03,0.4,1.74,20.53
11719927,117,1992,7,Maharashtra,Wardha,1.28,33.06,19.4,501.42,0.02,0.52,0.33,8.5
11719977,117,1997,7,Maharashtra,Wardha,4.84,126,36.56,952.66,0.13,3.41,1.32,34.39
11720037,117,2003,7,Maharashtra,Wardha,0.17,4.53,3.58,97.71,0.03,0.79,0.15,4.07
11819927,118,1992,7,Maharashtra,Nagpur,2.99,53.93,38.76,700.05,0.19,3.5,0.79,14.25
11819977,118,1997,7,Maharashtra,Nagpur,3.16,58.54,12.75,236.22,0.14,2.56,0.55,10.19
11820037,118,2003,7,Maharashtra,Nagpur,5.08,92.85,31.1,568.59,0.23,4.13,1.44,26.29
11919927,119,1992,7,Maharashtra,Bhandara,4.45,123.37,7.79,216.05,0.14,3.88,1.3,36.1
11919977,119,1997,7,Maharashtra,Bhandara,5.08,178.34,8.91,312.99,0.12,4.35,2.21,77.63
11920037,119,2003,7,Maharashtra,Bhandara,2.08,56.78,8.12,221.95,0.05,1.34,1.6,43.85
12019927,120,1992,7,Maharashtra,Chandrapur,3.73,78.03,4.08,85.38,0.05,0.98,0.47,9.84
12019977,120,1997,7,Maharashtra,Chandrapur,5.64,130.31,5.35,123.59,0.05,1.09,1.15,26.57
12020037,120,2003,7,Maharashtra,Chandrapur,9.52,210.51,9.95,220.08,0.05,1.04,1.06,23.45
12119923,121,1992,3,Gujarat,Ahmedabad,8.64,154.96,3.32,59.54,0.16,2.92,5.15,92.32
12120033,121,2003,3,Gujarat,Ahmedabad,12.08,237.11,6.84,134.24,0.41,8.13,9.87,193.76
12120073,121,2007,3,Gujarat,Ahmedabad,-1,-1,-1,-1,-1,-1,33.41,592.64
12219923,122,1992,3,Gujarat,Amreli,37.5,753.98,15.83,318.17,0.15,2.94,3.12,62.69
12220033,122,2003,3,Gujarat,Amreli,32.17,587.98,24.26,443.27,0.31,5.65,6.83,124.8
12220073,122,2007,3,Gujarat,Amreli,-1,-1,-1,-1,-1,-1,5.91,105.45
12319923,123,1992,3,Gujarat,Banaskantha,25.62,313.06,22.87,279.45,0.14,1.75,5.35,65.39
12320033,123,2003,3,Gujarat,Banaskantha,12.93,173.7,56.86,764.1,0.46,6.13,14.85,199.62
12320073,123,2007,3,Gujarat,Banaskantha,-1,-1,-1,-1,-1,-1,33.77,452.01
12419923,124,1992,3,Gujarat,Bharuch,3.61,84.48,2.79,65.19,0.07,1.68,2.12,49.61
12420033,124,2003,3,Gujarat,Bharuch,5.86,176.74,4.5,135.75,0.37,11.25,4.34,131.04
12420073,124,2007,3,Gujarat,Bharuch,-1,-1,-1,-1,-1,-1,9.72,305.18
12519923,125,1992,3,Gujarat,Vadodara,9.61,177.97,3.58,66.28,0.12,2.26,2.12,39.36
12520033,125,2003,3,Gujarat,Vadodara,17.98,348.45,8.96,173.62,0.36,7.02,4.63,89.79
12520073,125,2007,3,Gujarat,Vadodara,-1,-1,-1,-1,-1,-1,19.59,372.32
12619923,126,1992,3,Gujarat,Bhavnagar,42.6,677.42,15.76,250.52,0.16,2.51,2.84,45.13
12620033,126,2003,3,Gujarat,Bhavnagar,51.98,925.88,42.45,756.22,0.39,7,9.08,161.7
12620073,126,2007,3,Gujarat,Bhavnagar,-1,-1,-1,-1,-1,-1,13.99,258.44
12719923,127,1992,3,Gujarat,Valsad,13.24,431.72,11.04,359.9,0.63,20.54,3.47,113.17
12720033,127,2003,3,Gujarat,Valsad,9.09,564.35,6.54,405.96,0.36,22.24,1.84,114.41
12720073,127,2007,3,Gujarat,Valsad,-1,-1,-1,-1,-1,-1,7.11,450.79
12819923,128,1992,3,Gujarat,Dangs,0.91,165.93,0.01,1.83,0.01,1.1,0.01,1.28
12820033,128,2003,3,Gujarat,Dangs,0.94,167.67,0.02,3.73,0,0,0.07,13.14
12820073,128,2007,3,Gujarat,Dangs,-1,-1,-1,-1,-1,-1,0,0
12919923,129,1992,3,Gujarat,Jamnagar,44.95,801.69,14.3,254.97,0.05,0.84,1.45,25.9
12920033,129,2003,3,Gujarat,Jamnagar,47.25,775.69,44.08,723.67,0.26,4.25,5.91,97.04
12920073,129,2007,3,Gujarat,Jamnagar,-1,-1,-1,-1,-1,-1,11.27,182.8
13019923,130,1992,3,Gujarat,Junagadh,58.78,1018.72,40.23,697.23,0.12,2.11,2.71,46.9
13020033,130,2003,3,Gujarat,Junagadh,45.3,848.05,68.53,1282.87,0.66,12.43,9.77,182.95
13020073,130,2007,3,Gujarat,Junagadh,-1,-1,-1,-1,-1,-1,13.16,241.72
13119923,131,1992,3,Gujarat,Kheda,11.95,230.07,7.87,151.57,0.44,8.55,7.46,143.62
