Key,Dist Code,Year,State Code,State Name,Dist Name,JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters)
90196411,90,1964,11,Tamil Nadu,Madurai,19.6,11.21,38.02,32.16,40.45,35.3,118.91,92.59,63.16,126.76,83.93,100.1
90196511,90,1965,11,Tamil Nadu,Madurai,40.34,29.81,24.63,84.33,39.3,24.46,23.44,116.08,86.09,122.21,90.16,117.15
90196611,90,1966,11,Tamil Nadu,Madurai,61.32,25.44,29.65,73.46,17.04,80.7,39.57,129.68,123.94,127.24,107.41,100.85
90196711,90,1967,11,Tamil Nadu,Madurai,75.57,44.55,87.97,38.2,48.34,83.87,33.48,62.1,58.2,125.66,111.37,113.89
90196811,90,1968,11,Tamil Nadu,Madurai,72.77,47.04,98.71,156.09,46.31,43.85,40.82,58.83,89.86,126.47,109.55,68.42
90196911,90,1969,11,Tamil Nadu,Madurai,18.58,23.8,9.72,78.69,34.1,19.31,21.61,110.36,36.07,120.95,94.38,97.58
90197011,90,1970,11,Tamil Nadu,Madurai,42.04,30.37,19.72,145.74,75.12,33.87,36.55,90.18,67.21,125.99,108.58,45.16
90197111,90,1971,11,Tamil Nadu,Madurai,61.23,29.56,46.42,72.9,100.27,18.3,46.05,139.52,99.79,129.91,69.6,112.63
90197211,90,1972,11,Tamil Nadu,Madurai,44.29,23.75,11.97,24.98,159.97,73.56,38.05,37.71,136.09,119.3,104.17,99.37
90197311,90,1973,11,Tamil Nadu,Madurai,55.44,27.93,19.97,42.04,41.39,42.09,72.11,57.38,98.23,126.42,84.46,115.9
90197411,90,1974,11,Tamil Nadu,Madurai,58.58,50.91,34.05,71.19,86.23,47.04,43.81,58.52,140.84,116.98,48.01,24.64
90197511,90,1975,11,Tamil Nadu,Madurai,9.18,12,76.94,41.09,45.5,13.85,107.72,115.94,100.25,128.38,108.59,44.78
90197611,90,1976,11,Tamil Nadu,Madurai,10.64,5.09,31.12,81.5,34.97,55.53,22.02,98.12,76.73,121.64,104.74,66.31
90197711,90,1977,11,Tamil Nadu,Madurai,18.94,49.47,66.39,80.31,122.57,32.39,43.6,107.66,81.87,117.29,107.88,83.14
90197811,90,1978,11,Tamil Nadu,Madurai,61.55,48.22,23.36,76.04,48.72,16.81,46.28,40.83,103.54,127.44,112.55,113.03
90197911,90,1979,11,Tamil Nadu,Madurai,44.51,80.89,40.21,35.92,25.72,36.31,40.27,65.95,128.89,128.5,107.14,96.28
90198011,90,1980,11,Tamil Nadu,Madurai,71.79,38.71,29.33,85.66,39.17,33.46,36.99,68.4,59.01,128.53,112.5,71.72
90198111,90,1981,11,Tamil Nadu,Madurai,37.38,15.05,28.33,48.14,70.31,33.03,93.07,72.69,142.8,123.5,108.75,86.01
90198211,90,1982,11,Tamil Nadu,Madurai,47.08,21.64,28.55,53.84,38.95,39.09,32.01,37.96,66.51,124.03,111.45,54.97
90198311,90,1983,11,Tamil Nadu,Madurai,11.63,6.63,6.02,12.67,82.6,52.69,47.92,123.28,110.69,133.02,95.29,120.77
90198411,90,1984,11,Tamil Nadu,Madurai,93.27,84.04,139.1,114.71,27.74,25.23,91.98,49.16,95.78,118.4,78.15,57.71
90198511,90,1985,11,Tamil Nadu,Madurai,105,20.16,22.58,74.6,40.67,27.79,54.67,118.53,113.94,122.61,110.04,57.03
90198611,90,1986,11,Tamil Nadu,Madurai,38.3,37.94,23.38,33.81,52.15,31.38,57.91,42.69,102.05,125.6,109.28,55.61
90198711,90,1987,11,Tamil Nadu,Madurai,17.39,3.63,18.79,29.18,70.74,41,10.51,58.59,108.28,125.38,99.22,114.73
90198811,90,1988,11,Tamil Nadu,Madurai,81.83,44.95,54.17,138.74,24.21,109.37,80.1,146.52,155.63,73.62,91.78,55
90198911,90,1989,11,Tamil Nadu,Madurai,33.56,10.36,61.13,95.98,46.24,41,91.74,36.36,127.55,126.43,108.99,46.47
90199011,90,1990,11,Tamil Nadu,Madurai,130.24,16.39,32.39,12.73,81.17,51.16,30.39,40.73,64.01,133.11,112.3,91.9
90199111,90,1991,11,Tamil Nadu,Madurai,77.45,38.72,33.04,69.14,48.15,68.1,37.87,69.97,57.14,134.44,115.32,65.54
90199211,90,1992,11,Tamil Nadu,Madurai,30.66,12.57,7.68,36.52,76.62,42.78,47.87,100.83,89.87,135.03,114.45,82.82
90199311,90,1993,11,Tamil Nadu,Madurai,37.83,21.66,25.57,41.15,40.7,58.45,36.56,81.1,47.18,134.49,116.91,121.89
90199411,90,1994,11,Tamil Nadu,Madurai,93.97,73.58,43.76,113.53,64.03,32.52,40.27,53.23,51.57,129.75,120.47,81.82
90199511,90,1995,11,Tamil Nadu,Madurai,75.51,33.42,41.22,104.62,76.63,40.03,45.35,107.76,47.59,141.7,84.89,8.76
90199611,90,1996,11,Tamil Nadu,Madurai,26.66,17.55,11.52,116.17,29.87,53.07,36.06,65.32,127.08,128.35,58.24,65.77
90199711,90,1997,11,Tamil Nadu,Madurai,7.59,1.84,24.14,55.62,37.68,39.79,55.15,56.78,88.82,126.62,107.67,110.1
90199811,90,1998,11,Tamil Nadu,Madurai,90.51,55.48,28.25,60.87,93.17,25.44,64.49,129.51,93.21,138.57,105.68,116.18
90199911,90,1999,11,Tamil Nadu,Madurai,83.96,71.23,33.96,89.15,67.44,29.99,29.99,45.39,62.41,123.82,117.21,79.4
90200011,90,2000,11,Tamil Nadu,Madurai,79.92,70.36,22.19,76.38,48.34,23.17,26.38,152.06,147.81,128.38,112.51,99.52
90200111,90,2001,11,Tamil Nadu,Madurai,77.48,35.59,17.84,142.18,31.26,41.31,63.4,81.72,97.69,132.49,94.46,68.71
90200211,90,2002,11,Tamil Nadu,Madurai,16.84,15.4,23.7,37.72,60.91,36.87,12.3,39.25,58.67,123.28,109.52,89.98
90200311,90,2003,11,Tamil Nadu,Madurai,76.94,63.1,46.5,91.88,67.61,43.88,67.23,128.01,52.95,128.88,117.11,65.81
90200411,90,2004,11,Tamil Nadu,Madurai,40.35,30.61,25.86,54.79,138.24,58.68,41.21,59.32,144.47,127.19,105.58,85.27
90200511,90,2005,11,Tamil Nadu,Madurai,74.42,34.85,27.48,126.52,41.54,22.11,53.31,34.7,61.92,122.81,109.59,96.11
90200611,90,2006,11,Tamil Nadu,Madurai,81.93,34.47,121.12,55.17,39.04,24.77,27.17,69.88,107.81,130.24,110.05,79.16
90200711,90,2007,11,Tamil Nadu,Madurai,69.46,40.42,21,104.22,73.09,34.59,69.15,90.63,100.86,129.22,105.43,80.63
90200811,90,2008,11,Tamil Nadu,Madurai,41.24,42.22,128.27,79.5,24,48.74,45.76,146.53,94.68,124.59,113.88,106.21
90200911,90,2009,11,Tamil Nadu,Madurai,79.72,46.03,91.14,83.58,47.96,41.09,29.43,122.53,77.82,103.31,110.95,98.48
90201011,90,2010,11,Tamil Nadu,Madurai,83.02,28.5,16,61.67,45.89,27.38,98.02,66.18,146.46,130.59,103.43,104.94
90201111,90,2011,11,Tamil Nadu,Madurai,90.59,77.28,43.52,121.1,27.69,28.04,37.43,67.93,63.75,121.72,110.9,113.32
90201211,90,2012,11,Tamil Nadu,Madurai,55.3,27.72,29.61,74.05,18.4,12.9,22.44,61.55,89.86,128.32,104.35,80.18
90201311,90,2013,11,Tamil Nadu,Madurai,36.75,48.92,89.91,16.22,47.01,36.86,40.73,68.34,59.67,122.33,112.84,58.88
90201411,90,2014,11,Tamil Nadu,Madurai,32.16,9.6,14.72,40.97,77.65,21.59,31.42,59.71,125.75,123.47,89.69,87.53
90201511,90,2015,11,Tamil Nadu,Madurai,56.8,34.56,47.2,146.3,118.32,40.09,50.14,106.25,150.08,130.88,109.15,109.45
91195811,91,1958,11,Tamil Nadu,Ramananthapuram,28.17,19.64,50.97,61.59,91.17,7.46,14.88,102.61,18.44,114.12,110.03,34.04
91195911,91,1959,11,Tamil Nadu,Ramananthapuram,17.82,29.13,3.83,100.2,52.96,48,8.04,46.84,39.66,135.83,114.64,77.69
91196011,91,1960,11,Tamil Nadu,Ramananthapuram,41.2,45.33,20.39,74.19,42.52,7.51,134.68,13.9,26.02,133.31,109.48,79.33
91196111,91,1961,11,Tamil Nadu,Ramananthapuram,123.05,65.72,64.14,58.17,54.51,43.5,37.38,57.14,24.84,123.23,120.16,74.38
91196211,91,1962,11,Tamil Nadu,Ramananthapuram,33.02,32.47,25.02,52.06,86.36,17.42,7.77,60.02,54.65,129.7,100.74,83.63
91196311,91,1963,11,Tamil Nadu,Ramananthapuram,124.15,56.88,91.01,84.2,33.13,42.69,71.77,63.27,46.75,112.79,115.98,116.07
91196411,91,1964,11,Tamil Nadu,Ramananthapuram,61.71,45.63,50.97,30.53,26,18.24,135.93,53.95,35.33,132.24,89.6,110.25
91196511,91,1965,11,Tamil Nadu,Ramananthapuram,10.13,37.67,16.19,60.38,23.7,22.21,12.98,108.61,54.9,131.97,116.46,115.11
91196611,91,1966,11,Tamil Nadu,Ramananthapuram,72.27,47.7,42.89,79.88,20.17,42.78,24.39,112.19,108.69,132.63,109.48,112.7
91196711,91,1967,11,Tamil Nadu,Ramananthapuram,61.02,47,66.62,36.31,44.47,48.54,20.64,27.5,29.71,134.15,118.18,118.29
91196811,91,1968,11,Tamil Nadu,Ramananthapuram,80.48,65.42,106.81,151.48,50.21,31.58,31.22,28.61,47.22,125.85,112.28,83.4
91196911,91,1969,11,Tamil Nadu,Ramananthapuram,31.34,48.41,10.81,54.24,34.29,8.44,11.81,87.22,15.17,130.53,110.86,116.94
91197011,91,1970,11,Tamil Nadu,Ramananthapuram,57.54,48.8,31.59,120.59,63.02,21.46,22.34,43.96,33.92,125.17,113.09,55.08
91197111,91,1971,11,Tamil Nadu,Ramananthapuram,57.75,35.02,57.75,50.37,57.76,9.46,23.06,115.37,52.85,137.1,74.61,113.33
91197211,91,1972,11,Tamil Nadu,Ramananthapuram,46.29,23.02,13.45,18.48,143.65,44.23,23.9,14.31,101.65,129.71,111.83,100.8
91197311,91,1973,11,Tamil Nadu,Ramananthapuram,54.12,37.67,24.73,36.31,30.32,27.7,57.76,31.65,67.71,135.91,106.23,115.88
91197411,91,1974,11,Tamil Nadu,Ramananthapuram,65.26,80.71,60.15,63.5,76.53,22.02,23.16,41.3,89.35,94.86,80.67,46.27
91197511,91,1975,11,Tamil Nadu,Ramananthapuram,7.71,8.06,71.53,27.72,24.54,3.31,113.92,105.81,51.31,96.19,112.43,72.53
91197611,91,1976,11,Tamil Nadu,Ramananthapuram,11.51,6.73,30.99,54.53,20.48,29.6,11.18,49.24,43.86,111.62,108.37,89.7
91197711,91,1977,11,Tamil Nadu,Ramananthapuram,47.26,63.27,57.27,57.98,103.1,21.43,50.3,60.44,45.16,127.14,110.28,90.14
91197811,91,1978,11,Tamil Nadu,Ramananthapuram,77.17,68.06,51.2,61.83,41.45,13.73,33.96,26.44,58.77,135.31,115.8,119.82
91197911,91,1979,11,Tamil Nadu,Ramananthapuram,76.49,99.48,75.22,54.52,26.56,39.58,26,44.58,94.99,135.62,107.27,110.89
91198011,91,1980,11,Tamil Nadu,Ramananthapuram,81,60.9,53.29,77.78,36.93,28.92,26.96,38.23,49.97,128.95,115.75,81.81
91198111,91,1981,11,Tamil Nadu,Ramananthapuram,38.09,18.17,18.35,33.03,57.92,22.86,89.65,37.45,109.91,133.97,112.56,101.9
91198211,91,1982,11,Tamil Nadu,Ramananthapuram,43.54,23.81,26.55,41.43,24.8,21.96,21.19,19.96,50.45,112.73,113.14,93.91
91198311,91,1983,11,Tamil Nadu,Ramananthapuram,49.76,24.89,14.67,17.82,58.32,27.35,32.19,92.41,61.06,113.92,113.92,118.26
91198411,91,1984,11,Tamil Nadu,Ramananthapuram,107.96,97.47,134.71,118.63,58.22,31.32,111.25,43.82,70.25,88.71,116.49,78.19
91198511,91,1985,11,Tamil Nadu,Ramananthapuram,101.51,43.02,22.17,47.1,30.83,14.15,54.96,96.53,87.6,121.14,112.96,87.83
91198611,91,1986,11,Tamil Nadu,Ramananthapuram,53.55,54.7,34.64,36.78,36.29,12.82,62.95,25.85,61.6,132.15,118.98,104.06
91198711,91,1987,11,Tamil Nadu,Ramananthapuram,19.66,5.79,11.44,26.27,57.39,19.28,6.22,28.18,64.66,135.55,112.83,115.7
91198811,91,1988,11,Tamil Nadu,Ramananthapuram,74.66,59.27,67.42,101.38,20.62,92.71,76.14,147.75,154.58,54.44,114.05,69.38
91198911,91,1989,11,Tamil Nadu,Ramananthapuram,29.21,11.34,45.02,72.48,31.22,22.41,91.23,20.12,69.93,136.33,122.02,65.31
91199011,91,1990,11,Tamil Nadu,Ramananthapuram,103.1,19.56,25.57,13.4,65.9,40.54,22.29,19.55,39.43,139.56,114.52,111.45
91199111,91,1991,11,Tamil Nadu,Ramananthapuram,76.73,53.16,48.57,46.65,35.88,37.05,29.1,37.48,41.98,140.55,117.21,69.05
91199211,91,1992,11,Tamil Nadu,Ramananthapuram,36.12,17.61,10.99,25.83,67.56,25.48,40.57,76.95,61.34,123.39,116.8,93.65
91199311,91,1993,11,Tamil Nadu,Ramananthapuram,58.83,41.47,28.14,31.13,31.14,40.47,26.88,47.32,22.62,141.41,117.38,121.52
91199411,91,1994,11,Tamil Nadu,Ramananthapuram,94.16,92.14,77.79,88.42,54.78,24.2,34.7,28.86,31.2,137.53,121.8,78.21
91199511,91,1995,11,Tamil Nadu,Ramananthapuram,79.54,55.51,35.62,85.38,69.49,20.16,28.84,46.98,31.16,147.72,106.56,18.54
91199611,91,1996,11,Tamil Nadu,Ramananthapuram,20.82,22.95,6.41,97.91,17.33,36.76,31.31,39.85,125.73,139.1,112.31,102.5
91199711,91,1997,11,Tamil Nadu,Ramananthapuram,13.73,7.34,21.41,39.45,31.6,16.86,53.65,30.44,46.35,133.32,109.71,117.75
91199811,91,1998,11,Tamil Nadu,Ramananthapuram,95.85,72.8,62.62,51.7,96.33,20.07,52.49,84.79,48.76,133.09,110.08,117.86
91199911,91,1999,11,Tamil Nadu,Ramananthapuram,86.27,92.48,55.63,75.73,43.1,19.34,19.79,23.88,45.52,135.56,120.25,75.26
91200011,91,2000,11,Tamil Nadu,Ramananthapuram,66.88,73.02,23.52,56.3,25.69,13.42,15.06,124.18,144.75,101.81,122.75,119.69
91200111,91,2001,11,Tamil Nadu,Ramananthapuram,57.2,26.67,11.71,102.56,18,27.65,49.42,43.23,46.61,140.03,111.39,101.37
91200211,91,2002,11,Tamil Nadu,Ramananthapuram,18.92,21.8,21.95,33.6,44.99,21.44,7.28,19.26,44.36,132.19,112.61,106.08
91200311,91,2003,11,Tamil Nadu,Ramananthapuram,85.53,75.65,67.05,80.84,73.48,33.03,65.6,115.69,38.65,139.29,115.78,64.21
91200411,91,2004,11,Tamil Nadu,Ramananthapuram,54.4,52.74,29.83,38.96,118.11,39.45,25.48,35.53,154.35,135.99,116.14,101.05
91200511,91,2005,11,Tamil Nadu,Ramananthapuram,67.58,45.86,38.82,102.23,33.78,14.38,42.11,17.15,26.75,134.57,114.1,111.29
91200611,91,2006,11,Tamil Nadu,Ramananthapuram,87.22,59.11,118.77,63.08,33.08,16.85,19.26,45.68,46.52,138.25,112.37,83.07
91200711,91,2007,11,Tamil Nadu,Ramananthapuram,85.1,62.5,49.56,86.15,58.5,26.11,62.8,53.48,43.91,140.65,114.86,100.5
91200811,91,2008,11,Tamil Nadu,Ramananthapuram,45.41,50.42,102.57,54.7,17.45,32.79,30.26,157.41,45.59,137.02,117.36,117.38
91200911,91,2009,11,Tamil Nadu,Ramananthapuram,87.48,66.59,101.8,98.57,51.73,26.39,25.45,114.14,31.29,98.3,113.7,115.23
91201011,91,2010,11,Tamil Nadu,Ramananthapuram,84.98,56.66,37.39,39.07,33.47,18.79,97.72,39.62,151.72,142.62,108.19,112.7
91201111,91,2011,11,Tamil Nadu,Ramananthapuram,95.95,85.79,73.32,109.18,40.8,25.26,31.88,39.2,26.74,130.11,114.28,117.05
91201211,91,2012,11,Tamil Nadu,Ramananthapuram,75.87,62.38,57.35,66.7,17.76,11.72,15.63,30.59,67.42,136.48,114.74,103.61
91201311,91,2013,11,Tamil Nadu,Ramananthapuram,54.49,70.09,91.89,17.14,34.83,18.64,24.14,43.07,26.86,105.85,119.64,110.04
91201411,91,2014,11,Tamil Nadu,Ramananthapuram,35.23,15.53,12.96,27.54,72.99,9.18,18.81,28.56,68.72,133.72,94.11,103.52
91201511,91,2015,11,Tamil Nadu,Ramananthapuram,48.34,46.75,34.66,118.83,90.02,22.86,43.09,85.97,152.81,140.5,112.69,119.46
92195811,92,1958,11,Tamil Nadu,Thirunelveli,54.42,75.6,117.65,102.9,111.79,47.11,34.83,54.16,16.93,118.09,103.39,32.83
92195911,92,1959,11,Tamil Nadu,Thirunelveli,21.55,77.06,16.84,94.11,92.55,59.99,60.84,33.11,51.6,128.87,108.25,88.64
92196011,92,1960,11,Tamil Nadu,Thirunelveli,49.37,45.45,49.79,122.62,108.83,30.67,89.38,30.03,47.91,127.72,102,80.31
92196111,92,1961,11,Tamil Nadu,Thirunelveli,115.72,94.01,65.91,73.07,101.65,98.46,77.24,45.92,35.03,120.8,115.93,62.45
92196211,92,1962,11,Tamil Nadu,Thirunelveli,95.27,87.95,61.4,94.29,106.25,52.15,53.35,47.01,62.8,129.2,89.25,96.21
92196311,92,1963,11,Tamil Nadu,Thirunelveli,113.76,77.03,119.43,85.72,47.94,73.78,72,39.68,46.65,118.58,111.22,111.42
92196411,92,1964,11,Tamil Nadu,Thirunelveli,70.74,32.43,117.67,54.45,28.38,32.41,99.19,41.74,54.41,132.98,104.69,85.83
92196511,92,1965,11,Tamil Nadu,Thirunelveli,38.81,39.56,35.31,83.61,54.07,45.16,31.33,33.99,35.2,120.86,111.12,112
92196611,92,1966,11,Tamil Nadu,Thirunelveli,84.3,53.75,65.17,65.29,15.36,69.76,37.38,41.27,74.75,125.28,103.58,104.78
92196711,92,1967,11,Tamil Nadu,Thirunelveli,84.47,44.09,107.82,44.91,92.65,82.38,44.21,37.77,37.33,127.64,105.9,106.07
92196811,92,1968,11,Tamil Nadu,Thirunelveli,62.62,54.6,129.2,136.04,24.83,65.95,55.21,26.46,55.41,124.95,106.5,99.57
92196911,92,1969,11,Tamil Nadu,Thirunelveli,57.16,49.85,34.31,105.29,42.48,30.66,50.44,38.56,28.07,121.77,101.6,109.82
92197011,92,1970,11,Tamil Nadu,Thirunelveli,59.74,50.62,74.49,131.1,62.36,45.41,33.64,34.02,40.62,132.6,103.29,72.78
92197111,92,1971,11,Tamil Nadu,Thirunelveli,101.92,67.62,84.54,75.98,92.07,57.17,51.32,60.17,66.22,128.03,74.29,107.46
92197211,92,1972,11,Tamil Nadu,Thirunelveli,67.45,29.21,15.37,47.05,137.34,58.61,54.57,21.1,62.52,120.02,104.22,109.28
92197311,92,1973,11,Tamil Nadu,Thirunelveli,64.37,28.52,34.55,83.65,37.76,61.85,80.57,31.97,32.58,126.2,99.77,109.85
92197411,92,1974,11,Tamil Nadu,Thirunelveli,72.56,112.84,61.69,132.88,123.64,44.83,60.65,56.96,82.21,115.2,100.98,40.4
92197511,92,1975,11,Tamil Nadu,Thirunelveli,17.61,43.38,124.85,115.14,46.89,55.41,78.4,47.54,59.7,128.12,107.45,80.92
92197611,92,1976,11,Tamil Nadu,Thirunelveli,28.21,13.55,84.14,86.66,33.64,73.44,32.63,39.45,34.52,124.02,101.83,96.6
92197711,92,1977,11,Tamil Nadu,Thirunelveli,52.96,85.77,79.3,78.25,132.48,41.46,49.2,43.12,45.55,118.07,103.14,87.74
92197811,92,1978,11,Tamil Nadu,Thirunelveli,61.95,55.43,59.27,80.09,70.84,35.59,43.63,26.05,32.96,122.42,108.61,117.54
92197911,92,1979,11,Tamil Nadu,Thirunelveli,74.25,114.53,52.13,41.62,36.13,51.7,43.12,36.45,70.25,126.55,101.33,105.57
92198011,92,1980,11,Tamil Nadu,Thirunelveli,61.91,27.67,35.51,89.97,40.15,50.75,49.22,35.62,30.89,128.37,107.19,108.32
92198111,92,1981,11,Tamil Nadu,Thirunelveli,89.67,55.53,63.01,76.22,70.18,62.13,75.1,41.98,75.55,126.89,106.47,97.5
92198211,92,1982,11,Tamil Nadu,Thirunelveli,52.22,19.4,67.98,63,54.28,65.36,41.89,25.93,27.14,112.64,107.99,95.69
92198311,92,1983,11,Tamil Nadu,Thirunelveli,35.29,14.71,9.47,25.68,66.09,55.6,52.71,52.64,57.95,107.71,105.16,115.25
92198411,92,1984,11,Tamil Nadu,Thirunelveli,118.63,134.86,150.95,139.79,81.14,56.41,78.88,29.36,49.07,111.49,105.97,78.92
92198511,92,1985,11,Tamil Nadu,Thirunelveli,111.05,74.03,50.57,77.74,62.74,54.13,47.64,39.6,48.89,118.31,106.76,91.81
92198611,92,1986,11,Tamil Nadu,Thirunelveli,51.59,75.76,39.37,77.46,58.93,36.24,51.01,33.1,40.69,110.07,115.21,80.99
92198711,92,1987,11,Tamil Nadu,Thirunelveli,30.32,10.22,26.94,55.2,74.09,47.32,16.67,45.75,52,125.08,110.69,106.7
92198811,92,1988,11,Tamil Nadu,Thirunelveli,74.85,45.35,78.85,128.48,25.02,106.39,73.93,63.69,101.32,40.84,106.92,63.41
92198911,92,1989,11,Tamil Nadu,Thirunelveli,63.62,12.68,82.09,94.09,48.7,57.92,78.69,27.23,69.73,131.02,113.88,55.71
92199011,92,1990,11,Tamil Nadu,Thirunelveli,103.62,37.54,56.28,18,95.64,56.15,54.61,20.83,26.89,130.47,109.2,99.48
92199111,92,1991,11,Tamil Nadu,Thirunelveli,71.9,49.81,65.86,65.03,54.57,93.03,57.71,37.85,26.4,136.18,112.36,75.42
92199211,92,1992,11,Tamil Nadu,Thirunelveli,40.01,13.34,6.99,37.4,81.07,71.05,65,38.31,44.86,137.57,110.05,97.38
92199311,92,1993,11,Tamil Nadu,Thirunelveli,43.5,27.12,35.01,42.52,48.8,68.92,53.95,29.15,24.7,135.15,110.34,117
92199411,92,1994,11,Tamil Nadu,Thirunelveli,90.79,103.21,49.95,103.64,76.5,47.51,56.82,34.77,33.01,128.13,114.06,90.32
92199511,92,1995,11,Tamil Nadu,Thirunelveli,63.44,41.03,46.38,122.07,100.61,50.55,48.37,34.39,29.34,137.91,107.84,37.6
92199611,92,1996,11,Tamil Nadu,Thirunelveli,53.19,46.75,18.1,127.85,27.08,67.1,51.97,34.51,60.43,136.14,94.34,94.01
92199711,92,1997,11,Tamil Nadu,Thirunelveli,23.61,13.43,45.59,51.45,46.8,57.09,61.48,31.12,69.66,124.79,102.62,114.92
92199811,92,1998,11,Tamil Nadu,Thirunelveli,84.26,38.37,19.36,59.97,103.59,43.34,54.39,51.2,63.43,142.4,104.87,108.15
92199911,92,1999,11,Tamil Nadu,Thirunelveli,86.01,108.55,61.41,100.17,86.46,50.21,39.66,24.28,28.13,132.42,111.97,86.58
92200011,92,2000,11,Tamil Nadu,Thirunelveli,69.83,122.32,58.12,92.03,34.82,41.11,27.66,74.17,75.13,114.79,116.01,110.48
92200111,92,2001,11,Tamil Nadu,Thirunelveli,66.3,46.69,15.41,134.35,55.04,55.65,66.69,43.67,78.52,133.12,105.91,84.49
92200211,92,2002,11,Tamil Nadu,Thirunelveli,23.24,37.6,64.42,59.13,75.83,42.33,17.03,22.72,21.51,124.53,104.08,87.65
92200311,92,2003,11,Tamil Nadu,Thirunelveli,61.9,118.55,91.66,75.36,59.79,55.08,55.34,43.65,19.55,131.34,113.49,70.13
92200411,92,2004,11,Tamil Nadu,Thirunelveli,33.31,37.19,54.45,64.94,133.08,65,54.45,33.33,108.32,132.14,111.29,75.28
92200511,92,2005,11,Tamil Nadu,Thirunelveli,43.1,19.32,36.27,138.43,57.2,41.11,60.66,18.78,43.97,132.56,103.82,104.8
92200611,92,2006,11,Tamil Nadu,Thirunelveli,97.93,53.51,135.81,73.6,62.82,37.48,39.95,33.68,75.22,127.86,105.53,74.75
92200711,92,2007,11,Tamil Nadu,Thirunelveli,47.63,24.66,15.62,118.62,70.31,52.33,70.06,40.4,59.35,130.91,108.2,86.5
92200811,92,2008,11,Tamil Nadu,Thirunelveli,40.85,61.35,146.25,112.14,54.86,51.54,57.57,70.23,46.29,126.69,107.93,111.5
92200911,92,2009,11,Tamil Nadu,Thirunelveli,77.53,32.71,126.05,73.2,56.75,45.84,46.69,40.83,44.28,98.59,107.5,103.1
92201011,92,2010,11,Tamil Nadu,Thirunelveli,115.08,56.95,25.18,76.58,59.75,42.7,78.22,31.03,82.35,135.96,102.73,105.78
92201111,92,2011,11,Tamil Nadu,Thirunelveli,91.11,113.79,47.7,115.82,28.91,47.73,39.41,26.07,37.56,110.73,109.25,112.31
92201211,92,2012,11,Tamil Nadu,Thirunelveli,81.19,48.48,54.03,101.42,24.93,23.15,35.66,35.2,38.12,125.32,108.43,101.9
92201311,92,2013,11,Tamil Nadu,Thirunelveli,48.23,94.44,138.22,32.88,47.24,61.25,54.15,33.35,41.71,118.92,110.34,93.76
92201411,92,2014,11,Tamil Nadu,Thirunelveli,80.4,34.85,52.97,69.43,68.8,28.43,36.37,34.69,53.57,123.08,102.92,109.41
92201511,92,2015,11,Tamil Nadu,Thirunelveli,68.85,48.49,63.46,141.86,119.18,68.09,51.04,39.23,89.2,129.06,105.69,115.41
93195811,93,1958,11,Tamil Nadu,The Nilgiris,44.76,29.66,48.13,80.19,125.81,86.34,92.2,99.48,92.34,99.37,92.09,61.1
93195911,93,1959,11,Tamil Nadu,The Nilgiris,40.79,25.27,11.07,70.89,85.22,98.17,91.41,95.47,102.57,100.29,89.72,79.32
93196011,93,1960,11,Tamil Nadu,The Nilgiris,50.72,27.7,33.73,102.76,123.86,77.09,93.15,92.61,98.26,100.2,93.59,67.11
93196111,93,1961,11,Tamil Nadu,The Nilgiris,63.82,40.58,20.21,72.45,129.38,97.51,93,98.04,96.19,100.21,77.97,62.17
93196211,93,1962,11,Tamil Nadu,The Nilgiris,52.92,60.45,25.85,79.75,126.95,91.34,92.08,98.73,99.48,98.65,66.32,92.27
93196311,93,1963,11,Tamil Nadu,The Nilgiris,63.42,38.12,40.08,78.52,66.3,76.82,91.83,98.59,97.87,100.32,80.08,86.55
93196411,93,1964,11,Tamil Nadu,The Nilgiris,48.6,27.36,32.09,37.06,123.32,85.06,94.7,101.95,102.03,100.55,90.49,72.71
93196511,93,1965,11,Tamil Nadu,The Nilgiris,47.09,23.82,20.91,51.06,58.7,69.65,85.1,97.21,91.36,90.69,71.34,91.41
93196611,93,1966,11,Tamil Nadu,The Nilgiris,49.81,27.45,25.36,68.91,64.86,83.56,92.16,84.82,103.17,99.84,92.85,81.65
93196711,93,1967,11,Tamil Nadu,The Nilgiris,65.29,32.72,23.69,35.08,71.41,97.71,92.75,92.81,74.69,97.68,73.97,71.42
93196811,93,1968,11,Tamil Nadu,The Nilgiris,35.96,43.57,61.93,95.98,117.55,94.21,87.06,92.8,99.95,91.37,76.87,52.77
93196911,93,1969,11,Tamil Nadu,The Nilgiris,34,20.38,12.55,66.42,79.82,84.67,90.54,101.56,91.06,99.33,86.91,84.48
93197011,93,1970,11,Tamil Nadu,The Nilgiris,63.19,44.65,37.52,85.05,119.03,78.2,87.43,94.09,88.46,99.16,83.36,56.54
93197111,93,1971,11,Tamil Nadu,The Nilgiris,41.63,22.44,24.43,56.68,128.06,84.79,84.82,100.42,102.9,99.1,65.76,77.34
